"Step","sp_wo_evaluation_expandfromactive_wo_sigmamin_seed2 - cover_rate_5step"
"24885000","0.0012"
"24990000","0.0013"
"25095000","0.002"
"25200000","0.0008"
"25305000","0.002"
"25410000","0.0029"
"25515000","0.0011"
"25620000","0.002"
"25725000","0.0013"
"25830000","0.003"
"25935000","0.0056"
"26040000","0.0033999999999999994"
"26145000","0.0037"
"26250000","0.0025"
"26355000","0.0014"
"26460000","0.0024"
"26565000","0.0028999999999999994"
"26670000","0.0016"
"26775000","0.0018"
"26880000","0.0019"
"26985000","0.005"
"27090000","0.0027"
"27195000","0.0009"
"27300000","0.0024"
"27405000","0.0022"
"27510000","0.0011"
"27615000","0.0022"
"27720000","0.0011"
"27825000","0.0031"
"27930000","0.0029"
"28035000","0.002"
"28140000","0.0027"
"28245000","0.0034"
"28350000","0.00030000000000000003"
"28455000","0.0006000000000000001"
"28560000","0.0007"
"28665000","0.0016"
"28770000","0.0021000000000000003"
"28875000","0.0017"
"28980000","0.0008"
"29085000","0.0012"
"29190000","0.0005"
"29295000","0.001"
"29400000","0.0039"
"29505000","0.0023"
"29610000","0.0037"
"29715000","0.0032"
"29820000","0.004"
"29925000","0.0018"
"30030000","0.0025"
"30135000","0.0006"
"30240000","0.0015"
"30345000","0.0005"
"30450000","0.0008"
"30555000","0.0008"
"30660000","0.002099999999999999"
"30765000","0.002599999999999999"
"30870000","0.0013"
"30975000","0.0015"
"31080000","0.0015"
"31185000","0.0015"
"31290000","0.0012"
"31395000","0.003"
"31500000","0.0035"
"31605000","0.0019"
"31710000","0.004699999999999999"
"31815000","0.005"
"31920000","0.0040999999999999995"
"32025000","0.0013"
"32130000","0.0058"
"32235000","0.0034"
"32340000","0.0015"
"32445000","0.0044"
"32550000","0.0039"
"32655000","0.0065"
"32760000","0.0044"
"32865000","0.005"
"32970000","0.0061"
"33075000","0.0026"
"33180000","0.0030999999999999995"
"33285000","0.0023000000000000004"
"33390000","0.0046"
"33495000","0.0026"
"33600000","0.0007000000000000001"
"33705000","0.0015"
"33810000","0.0032"
"33915000","0.0013"
"34020000","0.0016"
"34125000","0.0009000000000000001"
"34230000","0.0017"
"34335000","0.0008999999999999999"
"34440000","0.0038"
"34545000","0.0022"
"34650000","0.0021000000000000003"
"34755000","0.0019"
"34860000","0.0014"
"34965000","0.0025"
"35070000","0.0025"
"35175000","0.004900000000000001"
"35280000","0.0011"
"35385000","0.0024"
"35490000","0.0012999999999999995"
"35595000","0.0009"
"35700000","0.0014"
"35805000","0.0037"
"35910000","0.0025"
"36015000","0.0033"
"36120000","0.0037"
"36225000","0.0019"
"36330000","0.0031999999999999997"
"36435000","0.0015"
"36540000","0.0038"
"36645000","0.0040999999999999995"
"36750000","0.003"
"36855000","0.0056"
"36960000","0.0058000000000000005"
"37065000","0.0056"
"37170000","0.0033"
"37275000","0.0074"
"37380000","0.008199999999999999"
"37485000","0.0065"
"37590000","0.004900000000000001"
"37695000","0.0055"
"37800000","0.005900000000000001"
"37905000","0.0078"
"38010000","0.0097"
"38115000","0.009"
"38220000","0.005"
"38325000","0.006199999999999999"
"38430000","0.0082"
"38535000","0.0040999999999999995"
"38640000","0.0029"
"38745000","0.0023"
"38850000","0.0025"
"38955000","0.0031999999999999997"
"39060000","0.0054"
"39165000","0.0046"
"39270000","0.0035"
"39375000","0.004"
"39480000","0.008"
"39585000","0.0023"
"39690000","0.0041"
"39795000","0.007300000000000001"
"39900000","0.0021000000000000003"
