"Step","phase_warmup6iter_pb_seed3 - 4cover_rate"
"180000","0.6367"
"360000","0.6402"
"540000","0.6643000000000001"
"720000","0.6194000000000001"
"900000","0.629"
"1080000","0.6409000000000001"
"1260000","0.6392"
"1440000","0.6427"
"1620000","0.6425"
"1800000","0.6384000000000001"
"1980000","0.6316"
"2160000","0.6177"
"2340000","0.6450999999999999"
"2520000","0.6332"
"2700000","0.633"
"2880000","0.6339"
"3060000","0.6313"
"3240000","0.6305999999999999"
"3420000","0.6445"
"3600000","0.6412"
"3780000","0.6437999999999999"
"3960000","0.6472"
"4140000","0.6487999999999999"
"4320000","0.6510999999999999"
"4500000","0.6485"
"4680000","0.6575"
"4860000","0.6395"
"5040000","0.6554"
"5220000","0.6526"
"5400000","0.6436999999999999"
"5580000","0.6628000000000001"
"5760000","0.668"
"5940000","0.6236"
"6120000","0.6604000000000001"
"6300000","0.6606000000000001"
"6480000","0.6708999999999999"
"6660000","0.66"
"6840000","0.6470999999999999"
"7020000","0.6426"
"7200000","0.6476"
"7380000","0.6479"
"7560000","0.6543"
"7740000","0.6562"
"7920000","0.6607000000000001"
"8100000","0.6327999999999999"
"8280000","0.6524"
"8460000","0.6384"
"8640000","0.6658"
"8820000","0.6392"
"9000000","0.6404000000000001"
"9180000","0.6487"
"9360000","0.6503"
"9540000","0.6253"
"9720000","0.6363"
"9900000","0.6456000000000001"
"10080000","0.6355"
"10260000","0.6323"
"10440000","0.6349"
"10620000","0.6414"
"10800000","0.6186"
"10980000","0.6556000000000001"
"11160000","0.6286"
"11340000","0.6440999999999999"
"11520000","0.6581"
"11700000","0.6535"
"11880000","0.6297999999999999"
"12060000","0.6523"
"12240000","0.5735"
"12420000","0.5611"
"12600000","0.5528999999999998"
"12780000","0.5393"
"12960000","0.5624"
"13140000","0.5698000000000001"
"13320000","0.5692999999999999"
"13500000","0.5732999999999999"
"13680000","0.586"
"13860000","0.5702999999999999"
"14040000","0.5777"
"14220000","0.5997"
"14400000","0.6007"
"14580000","0.6102000000000001"
"14760000","0.6095"
"14940000","0.6122000000000001"
"15120000","0.6166999999999999"
