"Step","VACL_sl_oldversion_minarchivelength_seed2 - cover_rate_5step"
"21000","0.172"
"42000","0.156"
"63000","0.224"
"84000","0.14"
"105000","0.138"
"126000","0.196"
"147000","0.13"
"168000","0.264"
"189000","0.208"
"210000","0.256"
"231000","0.13"
"252000","0.18799999999999997"
"273000","0.14"
"294000","0.162"
"315000","0.264"
"336000","0.174"
"357000","0.17"
"378000","0.184"
"399000","0.22200000000000003"
"420000","0.13799999999999998"
"441000","0.194"
"462000","0.2"
"483000","0.17"
"504000","0.14400000000000002"
"525000","0.19"
"546000","0.23199999999999996"
"567000","0.22"
"588000","0.184"
"609000","0.17600000000000002"
"630000","0.148"
"651000","0.19"
"672000","0.17799999999999996"
"693000","0.242"
"714000","0.156"
"735000","0.214"
"756000","0.166"
"777000","0.23"
"798000","0.13799999999999998"
"819000","0.18600000000000003"
"840000","0.22"
"861000","0.196"
"882000","0.222"
"903000","0.172"
"924000","0.2"
"945000","0.16"
"966000","0.27"
"987000","0.18"
"1008000","0.212"
"1029000","0.166"
"1050000","0.242"
"1071000","0.128"
"1092000","0.17600000000000002"
"1113000","0.158"
"1134000","0.14600000000000002"
"1155000","0.182"
"1176000","0.198"
"1197000","0.182"
"1218000","0.242"
"1239000","0.202"
"1260000","0.228"
"1281000","0.21600000000000005"
"1302000","0.214"
"1323000","0.106"
"1344000","0.196"
"1365000","0.21600000000000005"
"1386000","0.166"
"1407000","0.184"
"1428000","0.17"
"1449000","0.17800000000000002"
"1470000","0.152"
"1491000","0.16399999999999998"
"1512000","0.194"
"1533000","0.204"
"1554000","0.192"
"1575000","0.218"
"1596000","0.27"
"1617000","0.18"
"1638000","0.17"
"1659000","0.16"
"1680000","0.2"
"1701000","0.14800000000000002"
"1722000","0.258"
"1743000","0.182"
"1764000","0.152"
"1785000","0.17"
"1806000","0.21600000000000005"
"1827000","0.226"
"1848000","0.184"
"1869000","0.18"
"1890000","0.19"
"1911000","0.222"
"1932000","0.16"
"1953000","0.19"
"1974000","0.17"
"1995000","0.21"
"2016000","0.24"
"2037000","0.20200000000000004"
"2058000","0.12"
"2079000","0.17"
"2100000","0.19"
"2121000","0.234"
"2142000","0.19"
"2163000","0.096"
"2184000","0.234"
"2205000","0.17"
"2226000","0.14"
"2247000","0.13"
"2268000","0.226"
"2289000","0.22200000000000003"
"2310000","0.17"
"2331000","0.15"
"2352000","0.16399999999999998"
"2373000","0.16"
"2394000","0.168"
"2415000","0.16400000000000003"
"2436000","0.172"
"2457000","0.252"
"2478000","0.158"
"2499000","0.23"
"2520000","0.132"
"2541000","0.18"
"2562000","0.196"
"2583000","0.14"
"2604000","0.18"
"2625000","0.214"
"2646000","0.17"
"2667000","0.15600000000000003"
"2688000","0.158"
"2709000","0.15"
"2730000","0.11"
"2751000","0.116"
"2772000","0.17"
"2793000","0.168"
"2814000","0.16399999999999998"
"2835000","0.196"
"2856000","0.172"
"2877000","0.14"
"2898000","0.18"
"2919000","0.214"
"2940000","0.16"
"2961000","0.17"
"2982000","0.202"
"3003000","0.17600000000000002"
"3024000","0.21599999999999997"
"3045000","0.17"
"3066000","0.202"
"3087000","0.16399999999999998"
"3108000","0.132"
"3129000","0.184"
"3150000","0.124"
"3171000","0.198"
"3192000","0.198"
"3213000","0.16"
"3234000","0.16"
"3255000","0.234"
"3276000","0.168"
"3297000","0.106"
"3318000","0.14"
"3339000","0.182"
"3360000","0.108"
"3381000","0.14400000000000002"
"3402000","0.23"
"3423000","0.172"
"3444000","0.14"
"3465000","0.226"
"3486000","0.142"
"3507000","0.134"
"3528000","0.214"
"3549000","0.192"
"3570000","0.228"
"3591000","0.18"
"3612000","0.294"
"3633000","0.17800000000000002"
"3654000","0.204"
"3675000","0.16399999999999998"
"3696000","0.18"
"3717000","0.232"
"3738000","0.264"
"3759000","0.23"
"3780000","0.18"
"3801000","0.26"
"3822000","0.278"
"3843000","0.252"
"3864000","0.28"
"3885000","0.212"
"3906000","0.19"
"3927000","0.21"
"3948000","0.156"
"3969000","0.19"
"3990000","0.16"
"4011000","0.18600000000000003"
"4032000","0.248"
"4053000","0.22"
"4074000","0.168"
"4095000","0.262"
"4116000","0.224"
"4137000","0.27"
"4158000","0.23"
"4179000","0.304"
"4200000","0.24"
"4221000","0.28800000000000003"
"4242000","0.26"
"4263000","0.232"
"4284000","0.33799999999999997"
"4305000","0.284"
"4326000","0.29"
"4347000","0.254"
"4368000","0.144"
"4389000","0.244"
