"Step","reverse_parentsampling_sp_seed3 - cover_rate_1step"
"3424890","0.368"
"3459890","0.3665"
"3494890","0.375"
"3529890","0.356"
"3564890","0.369"
"3599890","0.3725"
"3634890","0.383"
"3669890","0.376"
"3704890","0.377"
"3739890","0.3665"
"3774890","0.3675"
"3809890","0.398"
"3844890","0.36"
"3879890","0.3935"
"3914890","0.379"
"3949890","0.3945"
"3984890","0.382"
"4019890","0.407"
"4054890","0.4045"
"4089890","0.3965"
"4124890","0.3905"
"4159890","0.392"
"4194890","0.389"
"4229890","0.405"
"4264890","0.382"
"4299890","0.4025"
"4334890","0.407"
"4369890","0.43"
"4404890","0.412"
"4439890","0.416"
"4474890","0.4185"
"4509890","0.4385"
"4544890","0.4245"
"4579890","0.4425"
"4614890","0.43"
"4649890","0.43"
"4684890","0.4385"
"4719890","0.4415"
"4754890","0.4395"
"4789890","0.45"
"4824890","0.424"
"4859890","0.422"
"4894890","0.447"
"4929890","0.4595"
"4964890","0.46"
"4999890","0.466"
"5034890","0.4675"
"5069890","0.4625"
"5104890","0.441"
"5139890","0.4765"
"5174890","0.448"
"5209890","0.4675"
"5244890","0.4645"
"5279890","0.4805"
"5314890","0.461"
"5349890","0.4725"
"5384890","0.4775"
"5419890","0.473"
"5454890","0.486"
"5489890","0.489"
"5524890","0.4995"
"5559890","0.52"
"5594890","0.4835"
"5629890","0.502"
"5664890","0.518"
"5699890","0.508"
"5734890","0.506"
"5769890","0.513"
"5804890","0.4955"
"5839890","0.519"
"5874890","0.508"
"5909890","0.4825"
"5944890","0.4975"
"5979890","0.486"
"6014890","0.499"
"6049890","0.487"
"6084890","0.505"
"6119890","0.4875"
"6154890","0.519"
"6189890","0.5155"
"6224890","0.5245"
"6259890","0.536"
"6294890","0.523"
"6329890","0.536"
"6364890","0.554"
"6399890","0.537"
"6434890","0.527"
"6469890","0.509"
"6504890","0.5355"
"6539890","0.5315"
"6574890","0.5565"
"6609890","0.5445"
"6644890","0.53"
"6679890","0.544"
"6714890","0.5415"
"6749890","0.5325"
"6784890","0.5325"
"6819890","0.5525"
"6854890","0.5415"
"6889890","0.5505"
"6924890","0.5515"
"6959890","0.559"
"6994890","0.564"
"7029890","0.5605"
"7064890","0.5735"
"7099890","0.5765"
"7134890","0.5425"
"7169890","0.554"
"7204890","0.565"
"7239890","0.5665"
"7274890","0.546"
"7309890","0.559"
"7344890","0.566"
"7379890","0.5635"
"7414890","0.5585"
"7449890","0.563"
"7484890","0.568"
"7519890","0.5735"
"7554890","0.5675"
"7589890","0.5795"
"7624890","0.554"
"7659890","0.5395"
"7694890","0.553"
"7729890","0.578"
"7764890","0.5475"
"7799890","0.5575"
"7834890","0.5525"
"7869890","0.555"
"7904890","0.5745"
"7939890","0.547"
"7974890","0.56"
"8009890","0.554"
"8044890","0.5765"
"8079890","0.5655"
"8114890","0.573"
"8149890","0.556"
"8184890","0.547"
"8219890","0.5585"
"8254890","0.5635"
"8289890","0.596"
"8324890","0.5695"
"8359890","0.57"
"8394890","0.6005"
"8429890","0.603"
"8464890","0.5895"
"8499890","0.592"
"8534890","0.5925"
"8569890","0.5905"
"8604890","0.6135"
"8639890","0.5965"
"8674890","0.603"
"8709890","0.5785"
"8744890","0.58"
"8779890","0.598"
"8814890","0.6285"
"8849890","0.602"
"8884890","0.607"
"8919890","0.6125"
"8954890","0.6105"
"8989890","0.621"
"9024890","0.6175"
"9059890","0.6215"
"9094890","0.6265"
"9129890","0.6265"
"9164890","0.617"
"9199890","0.635"
"9234890","0.636"
"9269890","0.6205"
"9304890","0.631"
"9339890","0.626"
"9374890","0.644"
"9409890","0.6165"
"9444890","0.6335"
"9479890","0.627"
"9514890","0.6335"
"9549890","0.6635"
"9584890","0.6355"
"9619890","0.64"
"9654890","0.6475"
"9689890","0.651"
"9724890","0.644"
"9759890","0.66"
"9794890","0.661"
"9829890","0.657"
"9864890","0.674"
"9899890","0.6775"
"9934890","0.686"
"9969890","0.6745"
"10004890","0.6785"
"10039890","0.668"
"10074890","0.6695"
"10109890","0.6545"
"10144890","0.6895"
"10179890","0.6615"
"10214890","0.6695"
"10249890","0.7075"
"10284890","0.6895"
"10319890","0.692"
"10354890","0.6925"
"10389890","0.7025"
"10424890","0.6985"
"10459890","0.698"
"10494890","0.696"
"10529890","0.7005"
"10564890","0.6735"
"10599890","0.6965"
"10634890","0.688"
"10669890","0.682"
"10704890","0.6875"
"10739890","0.6965"
"10774890","0.686"
"10809890","0.686"
"10844890","0.7005"
"10879890","0.678"
"10914890","0.7015"
"10949890","0.701"
"10984890","0.679"
"11019890","0.7015"
"11054890","0.6915"
"11089890","0.7095"
"11124890","0.7055"
"11159890","0.6785"
"11194890","0.688"
"11229890","0.7015"
"11264890","0.7145"
"11299890","0.7175"
"11334890","0.718"
"11369890","0.7145"
"11404890","0.7"
"11439890","0.7125"
"11474890","0.7125"
"11509890","0.7145"
"11544890","0.7265"
"11579890","0.7025"
"11614890","0.729"
"11649890","0.711"
"11684890","0.723"
"11719890","0.736"
"11754890","0.724"
"11789890","0.7335"
"11824890","0.742"
"11859890","0.7495"
"11894890","0.719"
"11929890","0.7375"
"11964890","0.739"
"11999890","0.739"
"12034890","0.729"
"12069890","0.7235"
"12104890","0.7455"
"12139890","0.727"
"12174890","0.751"
"12209890","0.724"
"12244890","0.727"
"12279890","0.736"
"12314890","0.7445"
"12349890","0.741"
"12384890","0.7515"
"12419890","0.7475"
"12454890","0.745"
"12489890","0.7405"
"12524890","0.735"
"12559890","0.74"
"12594890","0.749"
"12629890","0.737"
"12664890","0.7305"
"12699890","0.7455"
"12734890","0.7455"
"12769890","0.7355"
"12804890","0.735"
"12839890","0.7355"
"12874890","0.742"
"12909890","0.761"
"12944890","0.765"
"12979890","0.73"
"13014890","0.718"
"13049890","0.7475"
"13084890","0.7645"
"13119890","0.7515"
"13154890","0.747"
"13189890","0.7445"
"13224890","0.7275"
"13259890","0.751"
"13294890","0.744"
"13329890","0.7505"
"13364890","0.7665"
"13399890","0.7425"
"13434890","0.7465"
"13469890","0.7335"
"13504890","0.7615"
"13539890","0.738"
"13574890","0.7555"
"13609890","0.767"
"13644890","0.7585"
"13679890","0.7605"
"13714890","0.742"
"13749890","0.743"
"13784890","0.721"
"13819890","0.7325"
"13854890","0.742"
"13889890","0.7435"
"13924890","0.7295"
"13959890","0.744"
"13994890","0.763"
"14029890","0.749"
"14064890","0.7605"
"14099890","0.742"
"14134890","0.7385"
"14169890","0.7485"
"14204890","0.7425"
"14239890","0.752"
"14274890","0.742"
"14309890","0.735"
"14344890","0.7435"
"14379890","0.7575"
"14414890","0.743"
"14449890","0.747"
"14484890","0.7455"
"14519890","0.753"
"14554890","0.762"
"14589890","0.747"
"14624890","0.7495"
"14659890","0.7385"
"14694890","0.756"
"14729890","0.742"
"14764890","0.748"
"14799890","0.7575"
"14834890","0.7445"
"14869890","0.7495"
"14904890","0.7625"
"14939890","0.746"
"14974890","0.7715"
"15009890","0.778"
"15044890","0.7605"
"15079890","0.7415"
"15114890","0.7685"
"15149890","0.7495"
"15184890","0.7485"
"15219890","0.756"
"15254890","0.759"
"15289890","0.7455"
"15324890","0.771"
"15359890","0.7755"
"15394890","0.759"
"15429890","0.747"
"15464890","0.759"
"15499890","0.7665"
"15534890","0.758"
"15569890","0.762"
"15604890","0.7525"
"15639890","0.768"
"15674890","0.7635"
"15709890","0.7355"
"15744890","0.7475"
"15779890","0.763"
"15814890","0.7515"
"15849890","0.754"
"15884890","0.78"
"15919890","0.769"
"15954890","0.7535"
"15989890","0.7685"
"16024890","0.7665"
"16059890","0.7755"
"16094890","0.7845"
"16129890","0.781"
"16164890","0.7795"
"16199890","0.786"
"16234890","0.7945"
"16269890","0.7895"
"16304890","0.793"
"16339890","0.7995"
"16374890","0.7985"
"16409890","0.802"
"16444890","0.784"
"16479890","0.783"
"16514890","0.7995"
"16549890","0.7775"
"16584890","0.7985"
"16619890","0.7875"
"16654890","0.8135"
"16689890","0.787"
"16724890","0.778"
"16759890","0.8155"
"16794890","0.7935"
"16829890","0.791"
"16864890","0.776"
"16899890","0.7995"
"16934890","0.8075"
"16969890","0.7865"
"17004890","0.792"
"17039890","0.8175"
"17074890","0.7925"
"17109890","0.803"
"17144890","0.8285"
"17179890","0.8175"
"17214890","0.791"
"17249890","0.805"
"17284890","0.8025"
"17319890","0.7995"
"17354890","0.815"
"17389890","0.7975"
"17424890","0.7925"
"17459890","0.7975"
"17494890","0.823"
"17529890","0.802"
"17564890","0.807"
"17599890","0.7805"
"17634890","0.801"
"17669890","0.808"
"17704890","0.809"
"17739890","0.797"
"17774890","0.7955"
"17809890","0.7995"
"17844890","0.817"
"17879890","0.8165"
"17914890","0.7975"
"17949890","0.798"
"17984890","0.7995"
"18019890","0.8055"
"18054890","0.811"
"18089890","0.8165"
"18124890","0.806"
"18159890","0.802"
"18194890","0.8085"
"18229890","0.8025"
"18264890","0.811"
"18299890","0.8165"
"18334890","0.831"
"18369890","0.8245"
"18404890","0.818"
"18439890","0.821"
"18474890","0.809"
"18509890","0.81"
"18544890","0.8055"
"18579890","0.8075"
"18614890","0.814"
"18649890","0.808"
"18684890","0.809"
"18719890","0.814"
"18754890","0.824"
"18789890","0.826"
"18824890","0.814"
"18859890","0.8155"
"18894890","0.8175"
"18929890","0.8345"
"18964890","0.8185"
"18999890","0.8075"
"19034890","0.825"
"19069890","0.824"
"19104890","0.8145"
"19139890","0.824"
"19174890","0.8255"
"19209890","0.8305"
"19244890","0.82"
"19279890","0.8315"
"19314890","0.8195"
"19349890","0.8365"
"19384890","0.835"
"19419890","0.839"
"19454890","0.822"
"19489890","0.8235"
"19524890","0.8335"
"19559890","0.824"
"19594890","0.8215"
"19629890","0.8255"
"19664890","0.8355"
"19699890","0.839"
"19734890","0.823"
"19769890","0.8295"
"19804890","0.8395"
"19839890","0.8315"
"19874890","0.829"
"19909890","0.8405"
"19944890","0.821"
"19979890","0.833"
"20014890","0.8315"
"20049890","0.827"
"20084890","0.8355"
"20119890","0.834"
"20154890","0.843"
"20189890","0.834"
"20224890","0.85"
"20259890","0.828"
"20294890","0.843"
"20329890","0.8415"
"20364890","0.838"
"20399890","0.836"
"20434890","0.8335"
"20469890","0.8395"
"20504890","0.8415"
"20539890","0.848"
"20574890","0.847"
"20609890","0.833"
"20644890","0.8565"
"20679890","0.837"
"20714890","0.8405"
"20749890","0.8445"
"20784890","0.843"
"20819890","0.844"
"20854890","0.8435"
"20889890","0.8385"
"20924890","0.839"
"20959890","0.835"
"20994890","0.8425"
"21029890","0.841"
"21064890","0.843"
"21099890","0.8415"
"21134890","0.8545"
"21169890","0.849"
"21204890","0.847"
"21239890","0.8565"
"21274890","0.86"
"21309890","0.8525"
"21344890","0.8595"
"21379890","0.849"
"21414890","0.844"
"21449890","0.85"
"21484890","0.8615"
"21519890","0.8705"
"21554890","0.8475"
"21589890","0.8695"
"21624890","0.841"
"21659890","0.8555"
"21694890","0.8515"
"21729890","0.8445"
"21764890","0.8705"
"21799890","0.865"
"21834890","0.871"
"21869890","0.8645"
"21904890","0.841"
"21939890","0.849"
"21974890","0.855"
"22009890","0.845"
"22044890","0.844"
"22079890","0.8495"
"22114890","0.8535"
"22149890","0.844"
"22184890","0.839"
"22219890","0.851"
"22254890","0.85"
"22289890","0.839"
"22324890","0.8595"
"22359890","0.8585"
"22394890","0.85"
"22429890","0.865"
"22464890","0.844"
"22499890","0.85"
"22534890","0.8515"
"22569890","0.8595"
"22604890","0.8575"
"22639890","0.8605"
"22674890","0.858"
"22709890","0.8565"
"22744890","0.855"
"22779890","0.8625"
"22814890","0.8745"
"22849890","0.872"
"22884890","0.8785"
"22919890","0.874"
"22954890","0.8655"
"22989890","0.878"
"23024890","0.855"
"23059890","0.8765"
"23094890","0.872"
"23129890","0.886"
"23164890","0.8825"
"23199890","0.8795"
"23234890","0.8655"
"23269890","0.8565"
"23304890","0.884"
"23339890","0.878"
"23374890","0.885"
"23409890","0.868"
"23444890","0.8665"
"23479890","0.8695"
"23514890","0.878"
"23549890","0.875"
"23584890","0.8735"
"23619890","0.859"
"23654890","0.888"
"23689890","0.8865"
"23724890","0.8695"
"23759890","0.8685"
"23794890","0.879"
"23829890","0.875"
"23864890","0.881"
"23899890","0.8715"
"23934890","0.868"
"23969890","0.8775"
"24004890","0.879"
"24039890","0.864"
"24074890","0.8705"
"24109890","0.8685"
"24144890","0.864"
"24179890","0.884"
"24214890","0.8815"
"24249890","0.873"
"24284890","0.865"
"24319890","0.8735"
"24354890","0.873"
"24389890","0.8725"
"24424890","0.8845"
"24459890","0.8815"
"24494890","0.88"
"24529890","0.8705"
"24564890","0.8725"
"24599890","0.8795"
"24634890","0.875"
"24669890","0.884"
"24704890","0.8895"
"24739890","0.891"
"24774890","0.884"
"24809890","0.889"
"24844890","0.8765"
"24879890","0.884"
"24914890","0.875"
"24949890","0.8725"
"24984890","0.872"
"25019890","0.879"
"25054890","0.8645"
"25089890","0.8725"
"25124890","0.874"
"25159890","0.8695"
"25194890","0.8625"
"25229890","0.8805"
"25264890","0.878"
"25299890","0.875"
"25334890","0.8815"
"25369890","0.88"
"25404890","0.8625"
"25439890","0.8875"
"25474890","0.863"
"25509890","0.8665"
"25544890","0.884"
"25579890","0.871"
"25614890","0.8715"
"25649890","0.88"
"25684890","0.8725"
"25719890","0.884"
"25754890","0.877"
"25789890","0.8715"
"25824890","0.857"
"25859890","0.8775"
"25894890","0.8685"
"25929890","0.879"
"25964890","0.872"
"25999890","0.876"
"26034890","0.851"
"26069890","0.863"
"26104890","0.868"
"26139890","0.867"
"26174890","0.8635"
"26209890","0.855"
"26244890","0.869"
"26279890","0.8715"
"26314890","0.8625"
"26349890","0.8715"
"26384890","0.8685"
"26419890","0.8845"
"26454890","0.868"
"26489890","0.8695"
"26524890","0.8615"
"26559890","0.8805"
"26594890","0.8825"
"26629890","0.855"
"26664890","0.8765"
"26699890","0.8765"
"26734890","0.877"
"26769890","0.859"
"26804890","0.896"
"26839890","0.873"
"26874890","0.88"
"26909890","0.8785"
"26944890","0.888"
"26979890","0.875"
"27014890","0.8655"
"27049890","0.88"
"27084890","0.888"
"27119890","0.87"
"27154890","0.892"
"27189890","0.8725"
"27224890","0.882"
"27259890","0.8795"
"27294890","0.8795"
"27329890","0.8765"
"27364890","0.8885"
"27399890","0.8795"
"27434890","0.888"
"27469890","0.8725"
"27504890","0.885"
"27539890","0.881"
"27574890","0.874"
"27609890","0.8935"
"27644890","0.9"
"27679890","0.884"
"27714890","0.885"
"27749890","0.8915"
"27784890","0.8915"
"27819890","0.894"
"27854890","0.8805"
"27889890","0.8905"
"27924890","0.881"
"27959890","0.877"
"27994890","0.893"
"28029890","0.8925"
"28064890","0.894"
"28099890","0.8745"
"28134890","0.892"
"28169890","0.8835"
"28204890","0.89"
"28239890","0.9045"
"28274890","0.8905"
"28309890","0.9025"
"28344890","0.8925"
"28379890","0.8945"
"28414890","0.897"
"28449890","0.8985"
"28484890","0.9"
"28519890","0.907"
"28554890","0.896"
"28589890","0.8915"
"28624890","0.902"
"28659890","0.8935"
"28694890","0.9065"
"28729890","0.897"
"28764890","0.8995"
"28799890","0.907"
"28834890","0.8975"
"28869890","0.8995"
"28904890","0.8945"
"28939890","0.902"
"28974890","0.8975"
"29009890","0.8985"
"29044890","0.9015"
"29079890","0.911"
"29114890","0.8995"
"29149890","0.912"
"29184890","0.9075"
"29219890","0.9205"
"29254890","0.9095"
"29289890","0.8965"
"29324890","0.902"
"29359890","0.912"
"29394890","0.9055"
"29429890","0.893"
"29464890","0.8985"
"29499890","0.9075"
"29534890","0.9015"
"29569890","0.9015"
"29604890","0.8815"
"29639890","0.892"
"29674890","0.875"
"29709890","0.894"
"29744890","0.8935"
"29779890","0.8705"
"29814890","0.873"
"29849890","0.8775"
"29884890","0.9015"
"29919890","0.884"
"29954890","0.891"
"29989890","0.891"
"30024890","0.886"
"30059890","0.8825"
"30094890","0.892"
"30129890","0.875"
"30164890","0.8905"
"30199890","0.9015"
"30234890","0.8885"
"30269890","0.886"
"30304890","0.8925"
"30339890","0.8965"
"30374890","0.8895"
"30409890","0.8885"
"30444890","0.8975"
"30479890","0.882"
"30514890","0.898"
"30549890","0.8895"
"30584890","0.8925"
"30619890","0.8885"
"30654890","0.9015"
"30689890","0.8855"
"30724890","0.8955"
"30759890","0.889"
"30794890","0.9105"
"30829890","0.8975"
"30864890","0.8895"
"30899890","0.8905"
"30934890","0.8975"
"30969890","0.903"
"31004890","0.8955"
"31039890","0.9005"
"31074890","0.9055"
"31109890","0.9"
"31144890","0.9055"
"31179890","0.901"
"31214890","0.911"
"31249890","0.918"
"31284890","0.915"
"31319890","0.9045"
"31354890","0.9085"
"31389890","0.9085"
"31424890","0.906"
"31459890","0.906"
"31494890","0.9155"
"31529890","0.908"
"31564890","0.894"
"31599890","0.915"
"31634890","0.916"
"31669890","0.9015"
"31704890","0.923"
"31739890","0.915"
"31774890","0.9185"
"31809890","0.916"
"31844890","0.9125"
"31879890","0.8895"
"31914890","0.909"
"31949890","0.915"
"31984890","0.9185"
"32019890","0.907"
"32054890","0.9195"
"32089890","0.921"
"32124890","0.904"
"32159890","0.905"
"32194890","0.911"
"32229890","0.912"
"32264890","0.904"
"32299890","0.9075"
"32334890","0.9095"
"32369890","0.9125"
"32404890","0.92"
"32439890","0.91"
"32474890","0.9115"
"32509890","0.9055"
"32544890","0.909"
"32579890","0.9055"
"32614890","0.8975"
"32649890","0.9195"
"32684890","0.907"
"32719890","0.904"
"32754890","0.9085"
"32789890","0.9135"
"32824890","0.91"
"32859890","0.9065"
"32894890","0.9115"
"32929890","0.91"
"32964890","0.9235"
"32999890","0.926"
"33034890","0.9175"
"33069890","0.9195"
"33104890","0.899"
"33139890","0.905"
"33174890","0.9035"
"33209890","0.899"
"33244890","0.9115"
"33279890","0.911"
"33314890","0.907"
"33349890","0.8975"
"33384890","0.902"
"33419890","0.9175"
"33454890","0.9095"
"33489890","0.901"
"33524890","0.907"
"33559890","0.905"
"33594890","0.9205"
"33629890","0.9005"
"33664890","0.9175"
"33699890","0.9195"
"33734890","0.9005"
"33769890","0.9185"
"33804890","0.9025"
"33839890","0.916"
"33874890","0.9215"
"33909890","0.919"
"33944890","0.906"
"33979890","0.917"
"34014890","0.92"
"34049890","0.909"
"34084890","0.9145"
"34119890","0.917"
"34154890","0.921"
"34189890","0.915"
"34224890","0.9165"
"34259890","0.9145"
"34294890","0.9195"
"34329890","0.9195"
"34364890","0.928"
"34399890","0.9215"
"34434890","0.922"
"34469890","0.9205"
"34504890","0.913"
"34539890","0.9335"
"34574890","0.936"
"34609890","0.927"
"34644890","0.9325"
"34679890","0.9205"
"34714890","0.9305"
"34749890","0.9215"
"34784890","0.9275"
"34819890","0.93"
"34854890","0.944"
"34889890","0.9235"
"34924890","0.924"
"34959890","0.9215"
"34994890","0.9315"
"35029890","0.939"
"35064890","0.9265"
"35099890","0.9365"
"35134890","0.9235"
"35169890","0.923"
"35204890","0.921"
"35239890","0.9205"
"35274890","0.929"
"35309890","0.9335"
"35344890","0.928"
"35379890","0.94"
"35414890","0.9235"
"35449890","0.921"
"35484890","0.92"
"35519890","0.922"
"35554890","0.9245"
"35589890","0.912"
"35624890","0.9095"
"35659890","0.906"
"35694890","0.921"
"35729890","0.9215"
"35764890","0.9205"
"35799890","0.9195"
"35834890","0.9225"
"35869890","0.924"
"35904890","0.914"
"35939890","0.9185"
"35974890","0.9235"
"36009890","0.908"
"36044890","0.936"
"36079890","0.925"
"36114890","0.904"
"36149890","0.9095"
"36184890","0.906"
"36219890","0.91"
"36254890","0.9165"
"36289890","0.915"
"36324890","0.9155"
"36359890","0.9145"
"36394890","0.9165"
"36429890","0.9115"
"36464890","0.9155"
"36499890","0.9135"
"36534890","0.9175"
"36569890","0.9205"
"36604890","0.9175"
"36639890","0.9245"
"36674890","0.9005"
"36709890","0.917"
"36744890","0.9185"
"36779890","0.911"
"36814890","0.905"
"36849890","0.8945"
"36884890","0.9095"
"36919890","0.895"
"36954890","0.9205"
"36989890","0.901"
"37024890","0.9085"
"37059890","0.9145"
"37094890","0.903"
"37129890","0.9235"
"37164890","0.918"
"37199890","0.9275"
"37234890","0.9225"
"37269890","0.9125"
"37304890","0.911"
"37339890","0.913"
"37374890","0.9165"
"37409890","0.918"
"37444890","0.9165"
"37479890","0.926"
"37514890","0.9135"
"37549890","0.9205"
"37584890","0.9205"
"37619890","0.931"
"37654890","0.9265"
"37689890","0.922"
"37724890","0.929"
"37759890","0.929"
"37794890","0.9375"
"37829890","0.922"
"37864890","0.927"
"37899890","0.9325"
"37934890","0.937"
"37969890","0.9345"
"38004890","0.924"
"38039890","0.933"
"38074890","0.92"
"38109890","0.9365"
"38144890","0.9355"
"38179890","0.925"
"38214890","0.9245"
"38249890","0.9155"
"38284890","0.919"
"38319890","0.926"
"38354890","0.9205"
"38389890","0.9135"
"38424890","0.9245"
"38459890","0.93"
"38494890","0.919"
"38529890","0.929"
"38564890","0.9205"
"38599890","0.927"
"38634890","0.9195"
"38669890","0.9235"
"38704890","0.9195"
"38739890","0.926"
"38774890","0.934"
"38809890","0.9305"
"38844890","0.927"
"38879890","0.9325"
"38914890","0.9195"
"38949890","0.9295"
"38984890","0.924"
"39019890","0.9215"
"39054890","0.912"
"39089890","0.8985"
"39124890","0.9185"
"39159890","0.9125"
"39194890","0.9185"
"39229890","0.913"
"39264890","0.9145"
"39299890","0.9155"
"39334890","0.9325"
"39369890","0.9215"
"39404890","0.93"
"39439890","0.9295"
"39474890","0.937"
"39509890","0.9285"
"39544890","0.923"
"39579890","0.9245"
"39614890","0.927"
"39649890","0.9315"
"39684890","0.915"
"39719890","0.926"
"39754890","0.922"
"39789890","0.9305"
"39824890","0.9275"
"39859890","0.9155"
"39894890","0.921"
"39929890","0.93"
