"Step","mix4n8_mix_decay_sp_mixdecayfre30_seed3 - 8cover_rate"
"22375290","0.75395"
"22490580","0.69255"
"22605870","0.68735"
"22721160","0.7165"
"22836450","0.71975"
"22951740","0.69905"
"23067030","0.7041000000000001"
"23182320","0.7098"
"23297610","0.68275"
"23412900","0.67225"
"23538900","0.6498999999999999"
"23664900","0.6324500000000001"
"23790900","0.644"
"23916900","0.6563999999999999"
"24042900","0.6305999999999999"
"24168900","0.6436"
"24294900","0.6536000000000001"
"24420900","0.6631499999999999"
"24546900","0.6684500000000001"
"24672900","0.6564"
"24809610","0.6651500000000001"
"24946320","0.6596500000000001"
"25083030","0.6480999999999999"
"25219740","0.6601"
"25356450","0.6882"
"25493160","0.6628"
"25629870","0.6663499999999999"
"25766580","0.668"
"25903290","0.6748"
"26040000","0.66315"
"26187000","0.6600499999999999"
"26334000","0.66075"
"26481000","0.6758500000000001"
"26628000","0.6630499999999999"
"26775000","0.67"
"26922000","0.6507000000000001"
"27069000","0.67615"
"27216000","0.6688"
"27363000","0.6451999999999999"
"27510000","0.65375"
"27667290","0.6670999999999999"
"27824580","0.6858"
"27981870","0.6818"
"28139160","0.6978"
"28296450","0.6989"
"28453740","0.6778500000000001"
"28611030","0.7055999999999999"
"28768320","0.6973999999999999"
"28925610","0.6928499999999999"
"29082900","0.6880999999999999"
"29250900","0.70725"
"29418900","0.7288499999999999"
"29586900","0.70735"
"29754900","0.71425"
"29922900","0.7165"
"30090900","0.72385"
"30258900","0.7355499999999999"
"30426900","0.7205"
"30594900","0.7025999999999999"
"30762900","0.71525"
"30941400","0.7323500000000001"
"31119900","0.7475499999999999"
"31298400","0.7445499999999999"
"31476900","0.74435"
"31655400","0.7533"
"31833900","0.7700500000000001"
"32012400","0.7641"
"32190900","0.7526499999999999"
"32369400","0.7564500000000001"
"32547900","0.7703"
"32736900","0.7644000000000001"
"32925900","0.7684500000000001"
"33114900","0.77965"
"33303900","0.7836"
"33492900","0.7733499999999999"
"33681900","0.7828499999999999"
"33870900","0.7907000000000001"
"34059900","0.79625"
"34248900","0.78125"
"34437900","0.7963499999999999"
"34637190","0.7821999999999999"
"34836480","0.7978"
"35035770","0.803"
"35235060","0.7930499999999999"
"35434350","0.7956500000000001"
"35633640","0.7880499999999999"
"35832930","0.7793"
"36032220","0.7837"
"36231510","0.78915"
"36430800","0.80075"
"36640800","0.80255"
"36850800","0.79655"
"37060800","0.8063499999999999"
"37270800","0.7952"
"37480800","0.79885"
"37690800","0.8002999999999999"
"37900800","0.8003000000000001"
"38110800","0.7973"
"38320800","0.79685"
"38530800","0.8066499999999999"
"38740800","0.7934000000000001"
"38950800","0.7968999999999998"
"39160800","0.7933"
"39370800","0.7893"
"39580800","0.8002999999999999"
"39790800","0.80165"
"40000800","0.803"
"40210800","0.8024999999999999"
"40420800","0.7995999999999999"
"40630800","0.81555"
"40830090","0.80425"
"41029380","0.8094"
"41228670","0.8084000000000001"
"41427960","0.81925"
"41627250","0.8248499999999999"
"41826540","0.8328499999999999"
"42025830","0.83445"
"42225120","0.8251000000000001"
"42424410","0.8241999999999999"
"42623700","0.8248"
"42812700","0.8334"
"43001700","0.8345999999999999"
"43190700","0.84025"
"43379700","0.82425"
"43568700","0.8442999999999999"
"43757700","0.8319"
"43946700","0.8435499999999999"
"44135700","0.8313499999999999"
"44324700","0.84625"
"44513700","0.8391000000000001"
"44692410","0.85665"
"44871120","0.84475"
"45049830","0.8458499999999999"
"45228540","0.8585999999999999"
"45407250","0.8685499999999999"
"45585960","0.8714"
"45764670","0.87585"
"45943380","0.89005"
"46122090","0.87015"
"46300800","0.87795"
