"Step","diversified_sp3_leftup_rightdown_seed3 - cover_rate_5step"
"105000","0.0040999999999999995"
"210000","0.004"
"315000","0.0107"
"420000","0.0115"
"525000","0.0098"
"630000","0.0104"
"735000","0.019"
"840000","0.0209"
"945000","0.032100000000000004"
"1050000","0.0432"
"1155000","0.0609"
"1260000","0.0581"
"1365000","0.0861"
"1470000","0.087"
"1575000","0.1032"
"1680000","0.0949"
"1785000","0.1109"
"1890000","0.1232"
"1995000","0.15"
"2100000","0.16160000000000002"
"2205000","0.15389999999999998"
"2310000","0.1407"
"2415000","0.1606"
"2520000","0.16379999999999997"
"2625000","0.1675"
"2730000","0.1819"
"2835000","0.16160000000000002"
"2940000","0.1683"
"3045000","0.15230000000000002"
"3150000","0.168"
"3255000","0.1711"
"3360000","0.1573"
"3465000","0.1632"
"3570000","0.1613"
"3675000","0.16079999999999997"
"3780000","0.1665"
"3885000","0.1682"
"3990000","0.1804"
"4095000","0.16589999999999996"
"4200000","0.1705"
"4305000","0.1787"
"4410000","0.1826"
"4515000","0.1655"
"4620000","0.1797"
"4725000","0.1664"
"4830000","0.1595"
"4935000","0.1505"
"5040000","0.14170000000000002"
"5145000","0.1623"
"5250000","0.1636"
"5355000","0.1575"
"5460000","0.1608"
"5565000","0.15940000000000004"
"5670000","0.1412"
"5775000","0.14830000000000002"
"5880000","0.174"
"5985000","0.1806"
"6090000","0.17189999999999997"
"6195000","0.15610000000000002"
"6300000","0.169"
"6405000","0.1745"
"6510000","0.1723"
"6615000","0.1761"
"6720000","0.1655"
"6825000","0.1911"
"6930000","0.2041"
"7035000","0.1933"
"7140000","0.2044"
"7245000","0.2058"
"7350000","0.1909"
"7455000","0.1988"
"7560000","0.202"
"7665000","0.2101"
"7770000","0.1993"
"7875000","0.1795"
"7980000","0.1746"
"8085000","0.2214"
"8190000","0.2293"
"8295000","0.2101"
"8400000","0.2049"
"8505000","0.1927"
"8610000","0.2021"
"8715000","0.2335"
"8820000","0.2287"
"8925000","0.2358"
"9030000","0.2362"
"9135000","0.239"
"9240000","0.2365"
"9345000","0.2285"
"9450000","0.227"
"9555000","0.2346"
"9660000","0.2377"
"9765000","0.2142"
"9870000","0.2456"
"9975000","0.2305"
"10080000","0.25889999999999996"
"10185000","0.2371"
"10290000","0.2244"
"10395000","0.2482"
"10500000","0.2401"
"10605000","0.2334"
"10710000","0.2336"
"10815000","0.2432"
"10920000","0.2552"
"11025000","0.25839999999999996"
"11130000","0.26130000000000003"
"11235000","0.27640000000000003"
"11340000","0.2803"
"11445000","0.2525"
"11550000","0.26680000000000004"
"11655000","0.2695"
"11760000","0.2596"
"11865000","0.25299999999999995"
"11970000","0.2552"
"12075000","0.2726"
"12180000","0.2806"
"12285000","0.2596"
"12390000","0.26589999999999997"
"12495000","0.2872"
"12600000","0.2607"
"12705000","0.27840000000000004"
"12810000","0.28379999999999994"
"12915000","0.2808"
"13020000","0.26380000000000003"
"13125000","0.2785"
"13230000","0.2765"
"13335000","0.28020000000000006"
"13440000","0.30670000000000003"
"13545000","0.30010000000000003"
"13650000","0.29410000000000003"
"13755000","0.2949"
"13860000","0.314"
"13965000","0.32139999999999996"
"14070000","0.3303000000000001"
"14175000","0.30910000000000004"
"14280000","0.31360000000000005"
"14385000","0.31989999999999996"
"14490000","0.3039"
"14595000","0.3161"
"14700000","0.3019"
"14805000","0.2935"
"14910000","0.2824"
"15015000","0.289"
"15120000","0.3152"
"15225000","0.32020000000000004"
"15330000","0.30360000000000004"
"15435000","0.30429999999999996"
"15540000","0.3295"
"15645000","0.3211"
"15750000","0.3232"
"15855000","0.3098"
"15960000","0.327"
"16065000","0.31189999999999996"
"16170000","0.34"
"16275000","0.3358"
"16380000","0.3444"
"16485000","0.33440000000000003"
"16590000","0.3445"
"16695000","0.336"
"16800000","0.343"
"16905000","0.32859999999999995"
"17010000","0.3522"
"17115000","0.3623"
"17220000","0.343"
"17325000","0.34879999999999994"
"17430000","0.3468"
"17535000","0.35729999999999995"
"17640000","0.35259999999999997"
"17745000","0.3538"
"17850000","0.34059999999999996"
"17955000","0.34870000000000007"
"18060000","0.3524"
"18165000","0.364"
"18270000","0.344"
"18375000","0.34579999999999994"
"18480000","0.3706"
"18585000","0.35"
"18690000","0.3782"
"18795000","0.3817"
"18900000","0.3855"
"19005000","0.3606"
"19110000","0.372"
"19215000","0.3665"
"19320000","0.3713999999999999"
"19425000","0.3773"
"19530000","0.3781999999999999"
"19635000","0.3727"
"19740000","0.3821"
"19845000","0.3667"
"19950000","0.3685"
"20055000","0.34320000000000006"
"20160000","0.4011"
"20265000","0.3793"
"20370000","0.4060000000000001"
"20475000","0.394"
"20580000","0.3728"
"20685000","0.4279"
"20790000","0.4375"
"20895000","0.4328999999999999"
"21000000","0.4128"
"21105000","0.41470000000000007"
"21210000","0.4448"
"21315000","0.40529999999999994"
"21420000","0.4178"
"21525000","0.4229"
"21630000","0.4413"
"21735000","0.4188"
"21840000","0.4283"
"21945000","0.4404"
"22050000","0.4538"
"22155000","0.4498"
"22260000","0.4498"
"22365000","0.458"
"22470000","0.4608"
"22575000","0.4605"
"22680000","0.4626"
"22785000","0.4419"
"22890000","0.4535"
"22995000","0.4699"
"23100000","0.4444"
"23205000","0.4561"
"23310000","0.4376"
"23415000","0.4521"
"23520000","0.4751"
"23625000","0.4351"
"23730000","0.4076"
"23835000","0.4423"
"23940000","0.4286"
"24045000","0.4443"
"24150000","0.4435"
"24255000","0.4570999999999999"
"24360000","0.46"
"24465000","0.4556"
"24570000","0.4606"
"24675000","0.4522"
"24780000","0.4699"
"24885000","0.4438000000000001"
"24990000","0.4644"
"25095000","0.4651"
"25200000","0.4741"
"25305000","0.46720000000000006"
"25410000","0.4705"
"25515000","0.4645"
"25620000","0.4778"
"25725000","0.4801"
"25830000","0.4526"
"25935000","0.4937"
"26040000","0.4905"
"26145000","0.453"
"26250000","0.49440000000000006"
"26355000","0.4905"
"26460000","0.48580000000000007"
"26565000","0.4845"
"26670000","0.49040000000000006"
"26775000","0.4865"
"26880000","0.5167"
"26985000","0.5183"
"27090000","0.5049000000000001"
"27195000","0.5273000000000001"
"27300000","0.5187"
"27405000","0.5235"
