"Step","reverse_parentsampling_sp_seed2 - cover_rate_1step"
"11869550","0.2775"
"11904550","0.2745"
"11939550","0.272"
"11974550","0.309"
"12009550","0.3135"
"12044550","0.2945"
"12079550","0.339"
"12114550","0.3195"
"12149550","0.315"
"12184550","0.298"
"12219550","0.3075"
"12254550","0.3145"
"12289550","0.313"
"12324550","0.3175"
"12359550","0.307"
"12394550","0.317"
"12429550","0.3335"
"12464550","0.3055"
"12499550","0.317"
"12534550","0.3025"
"12569550","0.331"
"12604550","0.306"
"12639550","0.311"
"12674550","0.2935"
"12709550","0.317"
"12744550","0.325"
"12779550","0.3185"
"12814550","0.322"
"12849550","0.336"
"12884550","0.33"
"12919550","0.3215"
"12954550","0.3395"
"12989550","0.327"
"13024550","0.347"
"13059550","0.304"
"13094550","0.325"
"13129550","0.331"
"13164550","0.3325"
"13199550","0.335"
"13234550","0.341"
"13269550","0.341"
"13304550","0.333"
"13339550","0.3475"
"13374550","0.3465"
"13409550","0.319"
"13444550","0.3295"
"13479550","0.335"
"13514550","0.3515"
"13549550","0.3395"
"13584550","0.345"
"13619550","0.36"
"13654550","0.369"
"13689550","0.36"
"13724550","0.3565"
"13759550","0.3765"
"13794550","0.349"
"13829550","0.364"
"13864550","0.35"
"13899550","0.3635"
"13934550","0.3635"
"13969550","0.3555"
"14004550","0.3665"
"14039550","0.3785"
"14074550","0.365"
"14109550","0.366"
"14144550","0.3935"
"14179550","0.385"
"14214550","0.375"
"14249550","0.386"
"14284550","0.3865"
"14319550","0.3855"
"14354550","0.3855"
"14389550","0.401"
"14424550","0.3875"
"14459550","0.398"
"14494550","0.3975"
"14529550","0.415"
"14564550","0.386"
"14599550","0.407"
"14634550","0.394"
"14669550","0.39"
"14704550","0.3905"
"14739550","0.4035"
"14774550","0.3895"
"14809550","0.38"
"14844550","0.375"
"14879550","0.374"
"14914550","0.3735"
"14949550","0.394"
"14984550","0.3925"
"15019550","0.3935"
"15054550","0.381"
"15089550","0.3895"
"15124550","0.394"
"15159550","0.3945"
"15194550","0.3805"
"15229550","0.3995"
"15264550","0.375"
"15299550","0.3925"
"15334550","0.38"
"15369550","0.4045"
"15404550","0.3995"
"15439550","0.4145"
"15474550","0.3755"
"15509550","0.404"
"15544550","0.4005"
"15579550","0.3815"
"15614550","0.3985"
"15649550","0.402"
"15684550","0.413"
"15719550","0.4025"
"15754550","0.4195"
"15789550","0.3795"
"15824550","0.396"
"15859550","0.3995"
"15894550","0.412"
"15929550","0.423"
"15964550","0.3945"
"15999550","0.402"
"16034550","0.4095"
"16069550","0.406"
"16104550","0.4245"
"16139550","0.398"
"16174550","0.4065"
"16209550","0.399"
"16244550","0.394"
"16279550","0.409"
"16314550","0.414"
"16349550","0.4115"
"16384550","0.419"
"16419550","0.4105"
"16454550","0.3815"
"16489550","0.4155"
"16524550","0.419"
"16559550","0.401"
"16594550","0.3905"
"16629550","0.4125"
"16664550","0.4065"
"16699550","0.409"
"16734550","0.408"
"16769550","0.4065"
"16804550","0.412"
"16839550","0.398"
"16874550","0.411"
"16909550","0.409"
"16944550","0.411"
"16979550","0.4065"
"17014550","0.416"
"17049550","0.421"
"17084550","0.4425"
"17119550","0.4255"
"17154550","0.4325"
"17189550","0.429"
"17224550","0.4165"
"17259550","0.4195"
"17294550","0.4325"
"17329550","0.426"
"17364550","0.443"
"17399550","0.443"
"17434550","0.4155"
"17469550","0.435"
"17504550","0.433"
"17539550","0.4165"
"17574550","0.424"
"17609550","0.432"
"17644550","0.4225"
"17679550","0.413"
"17714550","0.4315"
"17749550","0.4295"
"17784550","0.4275"
"17819550","0.4275"
"17854550","0.432"
"17889550","0.432"
"17924550","0.4285"
"17959550","0.466"
"17994550","0.4395"
"18029550","0.465"
"18064550","0.4465"
"18099550","0.4475"
"18134550","0.4315"
"18169550","0.434"
"18204550","0.451"
"18239550","0.427"
"18274550","0.4345"
"18309550","0.437"
"18344550","0.433"
"18379550","0.4285"
"18414550","0.408"
"18449550","0.4335"
"18484550","0.447"
"18519550","0.4315"
"18554550","0.435"
"18589550","0.4405"
"18624550","0.442"
"18659550","0.4305"
"18694550","0.4265"
"18729550","0.424"
"18764550","0.4245"
"18799550","0.4225"
"18834550","0.4485"
"18869550","0.4195"
"18904550","0.431"
"18939550","0.409"
"18974550","0.4285"
"19009550","0.4365"
"19044550","0.44"
"19079550","0.4335"
"19114550","0.4195"
"19149550","0.411"
"19184550","0.441"
"19219550","0.424"
"19254550","0.437"
"19289550","0.433"
"19324550","0.421"
"19359550","0.418"
"19394550","0.451"
"19429550","0.423"
"19464550","0.44"
"19499550","0.4125"
"19534550","0.421"
"19569550","0.422"
"19604550","0.4295"
"19639550","0.4355"
"19674550","0.4485"
"19709550","0.4345"
"19744550","0.4345"
"19779550","0.435"
"19814550","0.4455"
"19849550","0.4145"
"19884550","0.4235"
"19919550","0.4475"
"19954550","0.411"
"19989550","0.419"
"20024550","0.412"
"20059550","0.4185"
"20094550","0.4045"
"20129550","0.43"
"20164550","0.4015"
"20199550","0.4195"
"20234550","0.4195"
"20269550","0.42"
"20304550","0.4125"
"20339550","0.4265"
"20374550","0.4405"
"20409550","0.427"
"20444550","0.4405"
"20479550","0.455"
"20514550","0.44"
"20549550","0.4365"
"20584550","0.4465"
"20619550","0.448"
"20654550","0.448"
"20689550","0.4445"
"20724550","0.4495"
"20759550","0.4375"
"20794550","0.423"
"20829550","0.452"
"20864550","0.413"
"20899550","0.432"
"20934550","0.438"
"20969550","0.4625"
"21004550","0.4495"
"21039550","0.4465"
"21074550","0.4495"
"21109550","0.449"
"21144550","0.46"
"21179550","0.4495"
"21214550","0.4235"
"21249550","0.453"
"21284550","0.437"
"21319550","0.4525"
"21354550","0.417"
"21389550","0.4255"
"21424550","0.4275"
"21459550","0.4355"
"21494550","0.432"
"21529550","0.443"
"21564550","0.429"
"21599550","0.422"
"21634550","0.4175"
"21669550","0.4265"
"21704550","0.4325"
"21739550","0.417"
"21774550","0.4455"
"21809550","0.432"
"21844550","0.4345"
"21879550","0.4485"
"21914550","0.4565"
"21949550","0.445"
"21984550","0.4505"
"22019550","0.4355"
"22054550","0.428"
"22089550","0.4285"
"22124550","0.439"
"22159550","0.438"
"22194550","0.441"
"22229550","0.4295"
"22264550","0.439"
"22299550","0.4425"
"22334550","0.44"
"22369550","0.4505"
"22404550","0.439"
"22439550","0.431"
"22474550","0.461"
"22509550","0.463"
"22544550","0.4525"
"22579550","0.4515"
"22614550","0.425"
"22649550","0.451"
"22684550","0.445"
"22719550","0.461"
"22754550","0.4525"
"22789550","0.471"
"22824550","0.4495"
"22859550","0.435"
"22894550","0.4625"
"22929550","0.445"
"22964550","0.4565"
"22999550","0.463"
"23034550","0.465"
"23069550","0.477"
"23104550","0.4575"
"23139550","0.468"
"23174550","0.481"
"23209550","0.46"
"23244550","0.4705"
"23279550","0.4865"
"23314550","0.47"
"23349550","0.4675"
"23384550","0.474"
"23419550","0.47"
"23454550","0.475"
"23489550","0.4525"
"23524550","0.475"
"23559550","0.459"
"23594550","0.4635"
"23629550","0.485"
"23664550","0.4845"
"23699550","0.4615"
"23734550","0.4645"
"23769550","0.447"
"23804550","0.463"
"23839550","0.456"
"23874550","0.455"
"23909550","0.471"
"23944550","0.4645"
"23979550","0.4995"
"24014550","0.4675"
"24049550","0.489"
"24084550","0.4705"
"24119550","0.4725"
"24154550","0.4625"
"24189550","0.4755"
"24224550","0.46"
"24259550","0.4535"
"24294550","0.457"
"24329550","0.473"
"24364550","0.4605"
"24399550","0.456"
"24434550","0.464"
"24469550","0.491"
"24504550","0.469"
"24539550","0.4735"
"24574550","0.4805"
"24609550","0.454"
"24644550","0.4675"
"24679550","0.4665"
"24714550","0.461"
"24749550","0.431"
"24784550","0.4465"
"24819550","0.4555"
"24854550","0.465"
"24889550","0.4545"
"24924550","0.441"
"24959550","0.4735"
"24994550","0.4345"
"25029550","0.449"
"25064550","0.454"
"25099550","0.447"
"25134550","0.4255"
"25169550","0.444"
"25204550","0.4415"
"25239550","0.459"
"25274550","0.4495"
"25309550","0.435"
"25344550","0.4455"
"25379550","0.4365"
"25414550","0.463"
"25449550","0.4635"
"25484550","0.465"
"25519550","0.443"
"25554550","0.4485"
"25589550","0.448"
"25624550","0.464"
"25659550","0.4615"
"25694550","0.463"
"25729550","0.437"
"25764550","0.4675"
"25799550","0.4705"
"25834550","0.4775"
"25869550","0.4795"
"25904550","0.4855"
"25939550","0.464"
"25974550","0.4775"
"26009550","0.4555"
"26044550","0.4765"
"26079550","0.481"
"26114550","0.4865"
"26149550","0.49"
"26184550","0.4905"
"26219550","0.497"
"26254550","0.4715"
"26289550","0.479"
"26324550","0.489"
"26359550","0.4795"
"26394550","0.4865"
"26429550","0.491"
"26464550","0.495"
"26499550","0.485"
"26534550","0.494"
"26569550","0.5175"
"26604550","0.4935"
"26639550","0.494"
"26674550","0.508"
"26709550","0.5005"
"26744550","0.4755"
"26779550","0.484"
"26814550","0.5045"
"26849550","0.4975"
"26884550","0.496"
"26919550","0.498"
"26954550","0.4745"
"26989550","0.501"
"27024550","0.4925"
"27059550","0.4805"
"27094550","0.5"
"27129550","0.492"
"27164550","0.481"
"27199550","0.502"
"27234550","0.4905"
"27269550","0.483"
"27304550","0.473"
"27339550","0.476"
"27374550","0.462"
"27409550","0.4925"
"27444550","0.4745"
"27479550","0.4895"
"27514550","0.4995"
"27549550","0.4985"
"27584550","0.483"
"27619550","0.505"
"27654550","0.498"
"27689550","0.5015"
"27724550","0.502"
"27759550","0.5025"
"27794550","0.497"
"27829550","0.509"
"27864550","0.4865"
"27899550","0.493"
"27934550","0.489"
"27969550","0.4895"
"28004550","0.4865"
"28039550","0.4795"
"28074550","0.4735"
"28109550","0.4735"
"28144550","0.4715"
"28179550","0.478"
"28214550","0.474"
"28249550","0.4905"
"28284550","0.481"
"28319550","0.485"
"28354550","0.497"
"28389550","0.494"
"28424550","0.498"
"28459550","0.494"
"28494550","0.467"
"28529550","0.4835"
"28564550","0.5"
"28599550","0.478"
"28634550","0.5055"
"28669550","0.4885"
"28704550","0.4935"
"28739550","0.4965"
"28774550","0.488"
"28809550","0.4655"
"28844550","0.4795"
"28879550","0.466"
"28914550","0.481"
"28949550","0.4895"
"28984550","0.5015"
"29019550","0.51"
"29054550","0.496"
"29089550","0.5085"
"29124550","0.491"
"29159550","0.5085"
"29194550","0.502"
"29229550","0.498"
"29264550","0.512"
"29299550","0.505"
"29334550","0.4825"
"29369550","0.515"
"29404550","0.506"
"29439550","0.5055"
"29474550","0.501"
"29509550","0.533"
"29544550","0.5035"
"29579550","0.5025"
"29614550","0.5055"
"29649550","0.5185"
"29684550","0.4895"
"29719550","0.492"
"29754550","0.515"
"29789550","0.508"
"29824550","0.525"
"29859550","0.509"
"29894550","0.5125"
"29929550","0.5185"
"29964550","0.5215"
"29999550","0.4995"
"30034550","0.5065"
"30069550","0.498"
"30104550","0.508"
"30139550","0.5165"
"30174550","0.512"
"30209550","0.515"
"30244550","0.5125"
"30279550","0.5105"
"30314550","0.502"
"30349550","0.5195"
"30384550","0.5125"
"30419550","0.5185"
"30454550","0.5275"
"30489550","0.51"
"30524550","0.518"
"30559550","0.5115"
"30594550","0.5215"
"30629550","0.4925"
"30664550","0.4935"
"30699550","0.507"
"30734550","0.499"
"30769550","0.514"
"30804550","0.517"
"30839550","0.5015"
"30874550","0.509"
"30909550","0.5165"
"30944550","0.525"
"30979550","0.5155"
"31014550","0.5115"
"31049550","0.524"
"31084550","0.5265"
"31119550","0.529"
"31154550","0.538"
"31189550","0.526"
"31224550","0.4995"
"31259550","0.508"
"31294550","0.52"
"31329550","0.519"
"31364550","0.513"
"31399550","0.539"
"31434550","0.5385"
"31469550","0.526"
"31504550","0.5225"
"31539550","0.5235"
"31574550","0.498"
"31609550","0.52"
"31644550","0.5225"
"31679550","0.5125"
"31714550","0.5065"
"31749550","0.521"
"31784550","0.504"
"31819550","0.4995"
"31854550","0.508"
"31889550","0.4985"
"31924550","0.5215"
"31959550","0.5155"
"31994550","0.5045"
"32029550","0.4975"
"32064550","0.524"
"32099550","0.5275"
"32134550","0.5225"
"32169550","0.528"
"32204550","0.512"
"32239550","0.5245"
"32274550","0.521"
"32309550","0.521"
"32344550","0.52"
"32379550","0.525"
"32414550","0.5465"
"32449550","0.5195"
"32484550","0.54"
"32519550","0.5345"
"32554550","0.5235"
"32589550","0.5215"
"32624550","0.5275"
"32659550","0.513"
"32694550","0.5225"
"32729550","0.522"
"32764550","0.538"
"32799550","0.522"
"32834550","0.5455"
"32869550","0.5435"
"32904550","0.553"
"32939550","0.5525"
"32974550","0.5205"
"33009550","0.536"
"33044550","0.5605"
"33079550","0.5275"
"33114550","0.556"
"33149550","0.548"
"33184550","0.5645"
"33219550","0.5625"
"33254550","0.5605"
"33289550","0.529"
"33324550","0.569"
"33359550","0.555"
"33394550","0.56"
"33429550","0.5595"
"33464550","0.579"
"33499550","0.565"
"33534550","0.5725"
"33569550","0.546"
"33604550","0.558"
"33639550","0.546"
"33674550","0.5765"
"33709550","0.5795"
"33744550","0.581"
"33779550","0.586"
"33814550","0.568"
"33849550","0.5675"
"33884550","0.5525"
"33919550","0.568"
"33954550","0.5565"
"33989550","0.5545"
"34024550","0.5495"
"34059550","0.568"
"34094550","0.561"
"34129550","0.553"
"34164550","0.5505"
"34199550","0.579"
"34234550","0.565"
"34269550","0.5615"
"34304550","0.544"
"34339550","0.559"
"34374550","0.548"
"34409550","0.555"
"34444550","0.544"
"34479550","0.542"
"34514550","0.5255"
"34549550","0.5445"
"34584550","0.565"
"34619550","0.545"
"34654550","0.558"
"34689550","0.547"
"34724550","0.557"
"34759550","0.5395"
"34794550","0.5495"
"34829550","0.543"
"34864550","0.543"
"34899550","0.5455"
"34934550","0.556"
"34969550","0.545"
"35004550","0.5605"
"35039550","0.5675"
"35074550","0.547"
"35109550","0.562"
"35144550","0.555"
"35179550","0.539"
"35214550","0.5565"
"35249550","0.56"
"35284550","0.5725"
"35319550","0.554"
"35354550","0.563"
"35389550","0.562"
"35424550","0.581"
"35459550","0.573"
"35494550","0.5695"
"35529550","0.572"
"35564550","0.5575"
"35599550","0.585"
"35634550","0.588"
"35669550","0.5745"
"35704550","0.5905"
"35739550","0.5755"
"35774550","0.5685"
"35809550","0.586"
"35844550","0.5825"
"35879550","0.5995"
"35914550","0.6025"
"35949550","0.583"
"35984550","0.595"
"36019550","0.5935"
"36054550","0.6105"
"36089550","0.5835"
"36124550","0.6005"
"36159550","0.5945"
"36194550","0.593"
"36229550","0.5965"
"36264550","0.6025"
"36299550","0.598"
"36334550","0.598"
"36369550","0.597"
"36404550","0.582"
"36439550","0.597"
"36474550","0.576"
"36509550","0.6025"
"36544550","0.5995"
"36579550","0.594"
"36614550","0.5815"
"36649550","0.576"
"36684550","0.578"
"36719550","0.587"
"36754550","0.589"
"36789550","0.574"
"36824550","0.59"
"36859550","0.6045"
"36894550","0.5905"
"36929550","0.5945"
"36964550","0.5965"
"36999550","0.5935"
"37034550","0.575"
"37069550","0.601"
"37104550","0.593"
"37139550","0.609"
"37174550","0.6125"
"37209550","0.6135"
"37244550","0.607"
"37279550","0.6065"
"37314550","0.591"
"37349550","0.6025"
"37384550","0.6015"
"37419550","0.582"
"37454550","0.6015"
"37489550","0.611"
"37524550","0.5865"
"37559550","0.6065"
"37594550","0.5775"
"37629550","0.5965"
"37664550","0.5935"
"37699550","0.6065"
"37734550","0.5825"
"37769550","0.5965"
"37804550","0.5955"
"37839550","0.6215"
"37874550","0.631"
"37909550","0.6175"
"37944550","0.6035"
"37979550","0.6215"
"38014550","0.582"
"38049550","0.5975"
"38084550","0.6105"
"38119550","0.6025"
"38154550","0.6115"
"38189550","0.611"
"38224550","0.6165"
"38259550","0.615"
"38294550","0.6455"
"38329550","0.639"
"38364550","0.6095"
"38399550","0.6035"
"38434550","0.6265"
"38469550","0.6415"
"38504550","0.6335"
"38539550","0.643"
"38574550","0.6215"
"38609550","0.62"
"38644550","0.637"
"38679550","0.6615"
"38714550","0.6215"
"38749550","0.6415"
"38784550","0.6465"
"38819550","0.6455"
"38854550","0.636"
"38889550","0.6405"
"38924550","0.6415"
"38959550","0.6155"
"38994550","0.642"
"39029550","0.6295"
"39064550","0.6575"
"39099550","0.6435"
"39134550","0.648"
"39169550","0.6255"
"39204550","0.6355"
"39239550","0.6615"
"39274550","0.646"
"39309550","0.6465"
"39344550","0.6415"
"39379550","0.6435"
"39414550","0.622"
"39449550","0.6535"
"39484550","0.6675"
"39519550","0.6595"
"39554550","0.662"
"39589550","0.644"
"39624550","0.6305"
"39659550","0.632"
"39694550","0.649"
"39729550","0.641"
"39764550","0.6275"
"39799550","0.666"
"39834550","0.6415"
"39869550","0.639"
"39904550","0.671"
"39939550","0.6705"
