"Step","phase_sp_true_seed3 - 8cover_rate"
"9870000","0.84365"
"9975000","0.84575"
"10080000","0.8445499999999999"
"10185000","0.84325"
"10290000","0.8298"
"10395000","0.8417"
"10500000","0.843"
"10605000","0.83935"
"10710000","0.83795"
"10815000","0.84425"
"10920000","0.8535999999999999"
"11025000","0.861"
"11130000","0.8675999999999999"
"11235000","0.8595"
"11340000","0.8683"
"11445000","0.8605"
"11550000","0.8519"
"11655000","0.8494"
"11760000","0.8598"
"11865000","0.8438"
"11970000","0.8608499999999999"
"12075000","0.8563"
"12180000","0.85175"
"12285000","0.83505"
"12390000","0.82115"
"12495000","0.8140999999999999"
"12600000","0.8441000000000001"
"12705000","0.85125"
"12810000","0.85345"
"12915000","0.781"
"13020000","0.8068"
"13125000","0.8208"
"13230000","0.84115"
"13335000","0.87335"
"13440000","0.8595999999999999"
"13545000","0.8715499999999999"
"13650000","0.8692000000000001"
"13755000","0.8591"
"13860000","0.88365"
"13965000","0.8847"
"14070000","0.8763500000000001"
"14175000","0.8774500000000001"
"14280000","0.89425"
"14385000","0.8940499999999999"
"14490000","0.8909000000000001"
"14595000","0.8897999999999999"
"14700000","0.89355"
"14805000","0.89295"
"14910000","0.8898499999999999"
"15015000","0.8957"
"15120000","0.9015"
"15225000","0.89175"
"15330000","0.88305"
"15435000","0.8766999999999999"
"15540000","0.8797"
"15645000","0.8729"
"15750000","0.8882000000000001"
"15855000","0.88305"
"15960000","0.89035"
"16065000","0.8986"
"16170000","0.89975"
"16275000","0.9068"
"16380000","0.9102"
"16485000","0.9048"
"16590000","0.8944"
"16695000","0.8921999999999999"
"16800000","0.88205"
"16905000","0.9"
"17010000","0.8942"
"17115000","0.87035"
"17220000","0.8734500000000001"
"17325000","0.88985"
"17430000","0.89005"
"17535000","0.8963"
"17640000","0.89865"
"17745000","0.8973"
"17850000","0.8963499999999999"
"17955000","0.8987999999999999"
"18060000","0.9025"
"18165000","0.909"
"18270000","0.89965"
"18375000","0.8987999999999999"
"18480000","0.89475"
"18585000","0.89025"
"18690000","0.8928499999999999"
"18795000","0.91605"
"18900000","0.9115"
"19005000","0.91045"
"19110000","0.9099"
"19215000","0.90795"
"19320000","0.9196"
"19425000","0.9173"
"19530000","0.917"
"19635000","0.91705"
"19740000","0.9089499999999998"
"19845000","0.90825"
"19950000","0.9209"
"20055000","0.90495"
"20160000","0.9165"
"20265000","0.9163"
"20370000","0.9169"
"20475000","0.91105"
"20580000","0.8954"
"20685000","0.8962"
"20790000","0.91045"
"20895000","0.916"
"21000000","0.91675"
"21105000","0.92695"
"21210000","0.926"
"21315000","0.9215"
"21420000","0.92445"
"21525000","0.9431"
"21630000","0.94195"
"21735000","0.93185"
"21840000","0.92255"
"21945000","0.9401"
"22050000","0.9347"
"22155000","0.93815"
"22260000","0.93405"
"22365000","0.92625"
"22470000","0.93685"
"22575000","0.93595"
"22680000","0.91975"
"22785000","0.9261"
"22890000","0.91755"
"22995000","0.91815"
"23100000","0.91355"
"23205000","0.9117"
"23310000","0.92195"
"23415000","0.91735"
"23520000","0.9262"
"23625000","0.933"
"23730000","0.9268"
"23835000","0.9465"
"23940000","0.9374"
"24045000","0.91315"
"24150000","0.92575"
"24255000","0.9257"
"24360000","0.9245"
"24465000","0.9241"
"24570000","0.8931999999999999"
"24675000","0.91625"
"24780000","0.9151"
"24885000","0.9248999999999998"
"24990000","0.92505"
"25095000","0.92605"
"25200000","0.91645"
"25305000","0.92005"
"25410000","0.90635"
"25515000","0.91865"
"25620000","0.9117"
"25725000","0.9329"
"25830000","0.9195"
"25935000","0.90065"
"26040000","0.91485"
"26145000","0.9223"
"26250000","0.9118999999999998"
"26355000","0.91815"
"26460000","0.92515"
"26565000","0.92665"
"26670000","0.92035"
"26775000","0.9191"
"26880000","0.9234"
"26985000","0.9158"
"27090000","0.922"
"27195000","0.92935"
"27300000","0.9361"
"27405000","0.9361"
"27510000","0.9385"
