"Step","mixdecay4n8_only4decay_seed3 - 8cover_rate"
"22417290","0.82845"
"22574580","0.8328000000000001"
"22731870","0.82525"
"22889160","0.8298"
"23046450","0.8257000000000001"
"23203740","0.8263999999999999"
"23361030","0.8207000000000001"
"23518320","0.8185999999999999"
"23675610","0.81175"
"23832900","0.81025"
"23984940","0.79915"
"24136980","0.80315"
"24289020","0.80125"
"24441060","0.7932"
"24593100","0.7867999999999999"
"24745140","0.77085"
"24897180","0.79395"
"25049220","0.793"
"25201260","0.7977"
"25353300","0.803"
"25500300","0.80425"
"25647300","0.79665"
"25794300","0.7853499999999999"
"25941300","0.7983499999999999"
"26088300","0.80755"
"26235300","0.81355"
"26382300","0.7958999999999998"
"26529300","0.8048"
"26676300","0.7853"
"26823300","0.8089500000000001"
"26965050","0.7927"
"27106800","0.8051999999999999"
"27248550","0.8027000000000001"
"27390300","0.8142999999999999"
"27532050","0.8171499999999999"
"27673800","0.822"
"27815550","0.8224000000000001"
"27957300","0.84095"
"28099050","0.8398499999999999"
"28240800","0.8438"
"28377300","0.82765"
"28513800","0.8368"
"28650300","0.8315999999999999"
"28786800","0.83"
"28923300","0.83565"
"29059800","0.8275999999999999"
"29196300","0.8402000000000001"
"29332800","0.829"
"29469300","0.81635"
"29605800","0.83405"
"29737260","0.83525"
"29868720","0.8312999999999999"
"30000180","0.8172999999999999"
"30131640","0.81875"
"30263100","0.8176"
"30394560","0.8192999999999999"
"30526020","0.8196500000000001"
"30657480","0.8102"
"30788940","0.8136500000000001"
"30920400","0.8068500000000001"
"31046400","0.81655"
"31172400","0.8038500000000001"
"31298400","0.8113999999999999"
"31424400","0.8170499999999999"
"31550400","0.8205"
"31676400","0.8346"
"31802400","0.8216499999999999"
"31928400","0.82345"
"32054400","0.8107000000000001"
"32180400","0.83015"
"32301150","0.8328"
"32421900","0.8337"
"32542650","0.8184"
"32663400","0.8215"
"32784150","0.8264499999999999"
"32904900","0.82045"
"33025650","0.8338"
"33146400","0.8251"
"33267150","0.8188999999999999"
"33387900","0.8362"
"33503190","0.8369500000000001"
"33618480","0.8384999999999999"
"33733770","0.83565"
"33849060","0.8298499999999999"
"33964350","0.82885"
"34079640","0.84025"
"34194930","0.82885"
"34310220","0.8282999999999999"
"34425510","0.8253499999999999"
"34540800","0.8245"
"34651260","0.8431"
"34761720","0.8329"
"34872180","0.8436499999999999"
"34982640","0.8495"
"35093100","0.8533999999999998"
"35203560","0.8568999999999999"
"35314020","0.8586999999999999"
"35424480","0.8626"
"35534940","0.87"
"35645400","0.85805"
"35750400","0.8556499999999999"
"35855400","0.8465"
"35960400","0.84165"
"36065400","0.8358"
"36170400","0.8535999999999999"
"36275400","0.8523499999999999"
"36380400","0.8649"
