"Step","pb_active_expansion_seed1 - 2cover_rate_5step"
"18360000","0.4136"
"18540000","0.3702"
"18720000","0.3942"
"18900000","0.3802"
"19080000","0.4146"
"19260000","0.3804"
"19440000","0.378"
"19620000","0.4078"
"19800000","0.4014"
"19980000","0.3852"
"20160000","0.388"
"20340000","0.4114"
"20520000","0.4014"
"20700000","0.419"
"20880000","0.4312"
"21060000","0.41780000000000006"
"21240000","0.4052"
"21420000","0.4241999999999999"
"21600000","0.4178"
"21780000","0.4496"
"21960000","0.41279999999999994"
"22140000","0.4048"
"22320000","0.4216"
"22500000","0.4084"
"22680000","0.4288"
"22860000","0.446"
"23040000","0.4352"
"23220000","0.452"
"23400000","0.4492"
"23580000","0.4526"
"23760000","0.4624"
"23940000","0.47679999999999995"
"24120000","0.464"
"24300000","0.4588"
"24480000","0.4518"
"24660000","0.4624"
"24840000","0.4584"
"25020000","0.497"
"25200000","0.4764"
"25380000","0.4886"
"25560000","0.4884"
"25740000","0.4742"
"25920000","0.4826"
"26100000","0.4908"
"26280000","0.5024"
"26460000","0.5035999999999999"
"26640000","0.4794"
"26820000","0.5054000000000001"
"27000000","0.4983999999999999"
"27180000","0.517"
"27360000","0.5294"
"27540000","0.5162"
"27720000","0.5247999999999999"
"27900000","0.528"
"28080000","0.4952"
"28260000","0.5227999999999999"
"28440000","0.5326"
"28620000","0.5304"
"28800000","0.5276"
"28980000","0.554"
"29160000","0.564"
"29340000","0.5456"
"29520000","0.5167999999999999"
"29700000","0.5442"
"29880000","0.5482"
"30060000","0.525"
"30240000","0.535"
"30420000","0.544"
"30600000","0.5612"
"30780000","0.5644"
"30960000","0.5706"
"31140000","0.5862"
"31320000","0.5572"
"31500000","0.5628"
"31680000","0.5721999999999999"
"31860000","0.5662"
"32040000","0.544"
"32220000","0.5762"
"32400000","0.5842"
"32580000","0.584"
"32760000","0.586"
"32940000","0.6068"
"33120000","0.5718"
"33300000","0.6032000000000001"
"33480000","0.5892"
"33660000","0.6246"
"33840000","0.586"
"34020000","0.6008"
"34200000","0.6164"
"34380000","0.6336"
"34560000","0.6206"
"34740000","0.6197999999999999"
"34920000","0.6232000000000001"
"35100000","0.6316"
"35280000","0.655"
"35460000","0.6098"
"35640000","0.635"
"35820000","0.6242000000000001"
"36000000","0.645"
"36180000","0.6564"
"36360000","0.6456000000000001"
"36540000","0.6586"
"36720000","0.6436000000000001"
"36900000","0.654"
"37080000","0.6581999999999999"
"37260000","0.6547999999999999"
"37440000","0.6762"
"37620000","0.6695999999999999"
"37800000","0.6606000000000001"
"37980000","0.6404"
"38160000","0.6736"
"38340000","0.6524"
"38520000","0.659"
"38700000","0.6477999999999999"
"38880000","0.6798"
"39060000","0.6344"
"39240000","0.668"
"39420000","0.6547999999999999"
"39600000","0.657"
"39780000","0.6462"
"39960000","0.662"
"40140000","0.6702"
"40320000","0.6735999999999999"
"40500000","0.6652"
"40680000","0.7056"
"40860000","0.69"
"41040000","0.7015999999999999"
"41220000","0.6605999999999999"
"41400000","0.7008"
"41580000","0.707"
"41760000","0.6905999999999999"
"41940000","0.7028"
"42120000","0.7024"
"42300000","0.7094"
"42480000","0.6896"
"42660000","0.716"
"42840000","0.7188"
"43020000","0.737"
"43200000","0.7242"
"43380000","0.6876"
"43560000","0.7218"
"43740000","0.7054"
"43920000","0.7126"
"44100000","0.703"
"44280000","0.7338"
"44460000","0.7112"
"44640000","0.74"
"44820000","0.7298000000000001"
"45000000","0.756"
"45180000","0.7504000000000001"
"45360000","0.73"
"45540000","0.766"
"45720000","0.7495999999999999"
"45900000","0.7382000000000001"
"46080000","0.7492000000000001"
"46260000","0.7706000000000001"
"46440000","0.7546"
"46620000","0.765"
"46800000","0.7682"
"46980000","0.7697999999999999"
"47160000","0.7507999999999999"
"47340000","0.7598"
"47520000","0.7646000000000001"
"47700000","0.733"
"47880000","0.7716"
"48060000","0.7534"
"48240000","0.7572000000000001"
"48420000","0.765"
"48600000","0.7576"
"48780000","0.7688"
"48960000","0.7444000000000001"
"49140000","0.7948"
"49320000","0.769"
"49500000","0.7843999999999999"
"49680000","0.7904"
"49860000","0.7702"
"50040000","0.779"
"50220000","0.7822"
"50400000","0.7876000000000001"
"50580000","0.7814"
"50760000","0.7674"
"50940000","0.7847999999999999"
"51120000","0.7836"
"51300000","0.7902"
"51480000","0.7674"
"51660000","0.7846"
"51840000","0.7806000000000001"
"52020000","0.8118"
"52200000","0.7945999999999999"
"52380000","0.8114"
"52560000","0.813"
"52740000","0.791"
"52920000","0.8144000000000001"
"53100000","0.8078"
"53280000","0.8056"
"53460000","0.8013999999999999"
"53640000","0.8108"
"53820000","0.8098000000000001"
"54000000","0.8358"
"54180000","0.8186"
"54360000","0.8054"
"54540000","0.801"
"54720000","0.8194000000000001"
"54900000","0.815"
"55080000","0.8335999999999999"
"55260000","0.8244"
"55440000","0.8136"
"55620000","0.8525999999999999"
"55800000","0.8432000000000001"
"55980000","0.8422000000000001"
"56160000","0.8422000000000001"
"56340000","0.82"
"56520000","0.8464"
"56700000","0.8535999999999999"
"56880000","0.8266"
"57060000","0.832"
"57240000","0.848"
"57420000","0.8543999999999999"
"57600000","0.86"
"57780000","0.8523999999999999"
"57960000","0.8492000000000001"
"58140000","0.8422000000000001"
"58320000","0.829"
"58500000","0.8515999999999999"
"58680000","0.8622"
"58860000","0.8442"
"59040000","0.8394000000000001"
"59220000","0.852"
"59400000","0.8642000000000001"
"59580000","0.8493999999999999"
"59760000","0.8642000000000001"
"59940000","0.8578"
"60120000","0.845"
"60300000","0.8632000000000001"
"60480000","0.8592000000000001"
"60660000","0.8488"
"60840000","0.8756"
"61020000","0.875"
"61200000","0.8777999999999999"
"61380000","0.8614"
"61560000","0.8742000000000001"
"61740000","0.868"
"61920000","0.8812000000000001"
"62100000","0.8727999999999999"
"62280000","0.8755999999999999"
"62460000","0.874"
"62640000","0.864"
"62820000","0.8817999999999999"
"63000000","0.882"
"63180000","0.877"
"63360000","0.8854"
"63540000","0.8734000000000001"
"63720000","0.8684"
"63900000","0.8952"
"64080000","0.9002"
"64260000","0.8827999999999999"
"64440000","0.8947999999999999"
"64620000","0.8957999999999999"
"64800000","0.9056"
"64980000","0.8716"
"65160000","0.8847999999999999"
"65340000","0.8854"
"65520000","0.8744"
"65700000","0.8804000000000001"
"65880000","0.8994000000000001"
"66060000","0.8924"
"66240000","0.8907999999999999"
"66420000","0.8924000000000001"
"66600000","0.9044"
"66780000","0.8972"
"66960000","0.9064"
"67140000","0.911"
"67320000","0.8962"
"67500000","0.8967999999999999"
"67680000","0.8976"
"67860000","0.8912"
"68040000","0.8815999999999999"
"68220000","0.9128"
"68400000","0.913"
"68580000","0.9188"
"68760000","0.9054"
"68940000","0.8964000000000001"
"69120000","0.9188"
"69300000","0.904"
"69480000","0.909"
"69660000","0.8286"
"69840000","0.8192"
"70020000","0.8538"
"70200000","0.8568"
"70380000","0.824"
"70560000","0.8785999999999999"
"70740000","0.86"
"70920000","0.8662000000000001"
"71100000","0.8692"
"71280000","0.8702000000000001"
"71460000","0.874"
"71640000","0.8634"
"71820000","0.8588"
"72000000","0.8815999999999999"
"72180000","0.8707999999999999"
"72360000","0.8807999999999999"
"72540000","0.8752000000000001"
"72720000","0.8837999999999999"
"72900000","0.864"
"73080000","0.8684"
"73260000","0.8804"
"73440000","0.9044"
"73620000","0.8967999999999999"
"73800000","0.8974000000000001"
"73980000","0.8573999999999999"
"74160000","0.8884"
"74340000","0.888"
"74520000","0.8842"
"74700000","0.9034"
"74880000","0.8978"
"75060000","0.9024"
"75240000","0.888"
"75420000","0.9056"
"75600000","0.9008"
"75780000","0.8827999999999999"
"75960000","0.902"
"76140000","0.8849999999999999"
"76320000","0.9076000000000002"
"76500000","0.9046"
"76680000","0.8916000000000001"
"76860000","0.909"
"77040000","0.9034"
"77220000","0.9106"
"77400000","0.9014"
"77580000","0.9118"
"77760000","0.9054"
"77940000","0.9046"
"78120000","0.9096"
"78300000","0.9346"
"78480000","0.9076"
"78660000","0.9068"
"78840000","0.9096000000000002"
"79020000","0.9124"
"79200000","0.9162"
"79380000","0.905"
"79560000","0.9102"
"79740000","0.9224"
"79920000","0.9144"
