"Step","mixdecay_0.5_fre240_pb_seed1 - 4cover_rate"
"269640","0.6623"
"539280","0.6515"
"808920","0.6560999999999999"
"1078560","0.6527000000000001"
"1348200","0.6397"
"1617840","0.6357"
"1887480","0.6625"
"2157120","0.6612"
"2426760","0.6635"
"2696400","0.6561"
"2966040","0.6534"
"3235680","0.6693"
"3505320","0.6365"
"3774960","0.6475"
"4044600","0.6514"
"4314240","0.6525"
"4583880","0.6329000000000001"
"4853520","0.6497"
"5123160","0.6421"
"5392800","0.6613"
"5662440","0.6615"
"5932080","0.6580999999999999"
"6201720","0.6615"
"6471360","0.6578999999999999"
"6741000","0.6597999999999999"
"7010640","0.6508999999999999"
"7280280","0.6665"
"7549920","0.6736"
"7819560","0.6537999999999999"
"8089200","0.6694000000000001"
"8358840","0.6458999999999999"
"8628480","0.6677000000000001"
"8898120","0.6419000000000001"
"9167760","0.6592"
"9437400","0.6437999999999999"
"9707040","0.6633"
"9976680","0.671"
"10246320","0.666"
"10515960","0.6846"
"10785600","0.6696"
"11055240","0.6818"
"11324880","0.6742"
"11594520","0.6518999999999999"
"11864160","0.6533"
"12133800","0.659"
"12403440","0.6538999999999999"
"12673080","0.6634"
"12942720","0.6605"
"13212360","0.6622"
"13482000","0.6630999999999999"
"13751640","0.6664"
"14021280","0.6688999999999999"
"14290920","0.6610999999999999"
"14560560","0.6796"
"14830200","0.6852999999999999"
"15099840","0.6889"
"15369480","0.6767000000000001"
"15639120","0.6888"
"15908760","0.6901"
"16178400","0.6735"
"16448040","0.6942"
"16717680","0.6842"
"16987320","0.6738"
"17256960","0.6951999999999999"
"17526600","0.6816000000000001"
"17796240","0.6728"
"18065880","0.6966"
"18335520","0.6688"
"18605160","0.669"
"18874800","0.6911"
"19144440","0.6862999999999999"
"19414080","0.6658999999999999"
"19683720","0.6865"
"19953360","0.6878999999999998"
"20223000","0.6719"
"20492640","0.6987000000000001"
"20762280","0.6869"
"21031920","0.6985"
"21301560","0.6905"
"21571200","0.682"
"21831840","0.7002"
"22092480","0.7018"
"22353120","0.6681"
"22613760","0.6866"
"22874400","0.6976"
"23135040","0.699"
"23395680","0.7002"
"23656320","0.7048"
"23916960","0.6879"
"24177600","0.6959"
"24438240","0.7229"
"24698880","0.7055"
"24959520","0.6982999999999999"
"25220160","0.712"
"25480800","0.7061000000000001"
"25741440","0.6985"
"26002080","0.6825"
"26262720","0.6819"
"26523360","0.705"
"26784000","0.6903"
"27044640","0.6930999999999999"
"27305280","0.6877000000000001"
"27565920","0.6887000000000001"
"27826560","0.6872999999999999"
"28087200","0.6820999999999999"
"28347840","0.6961"
"28608480","0.6827"
"28869120","0.6892"
"29129760","0.7008"
"29390400","0.6865"
"29651040","0.6837000000000001"
"29911680","0.6871"
"30172320","0.7019"
"30432960","0.7115999999999999"
"30693600","0.7026"
"30954240","0.6748"
"31214880","0.7005"
"31475520","0.6982"
"31736160","0.691"
"31996800","0.6822"
"32257440","0.7046999999999999"
"32518080","0.6856"
"32778720","0.7016999999999999"
"33039360","0.699"
"33300000","0.7032"
"33560640","0.7172999999999999"
"33821280","0.6914"
"34081920","0.7061"
"34342560","0.7095"
"34603200","0.7035"
"34863840","0.7031000000000001"
"35124480","0.6942"
"35385120","0.7146999999999999"
"35645760","0.7148"
"35906400","0.7141000000000001"
"36167040","0.7052"
"36427680","0.7135"
"36688320","0.7125"
"36948960","0.719"
"37209600","0.7057"
"37470240","0.6879000000000001"
"37730880","0.7162999999999999"
"37991520","0.6867000000000001"
"38252160","0.6725"
"38512800","0.6832999999999999"
"38773440","0.6928000000000001"
"39034080","0.7111999999999999"
"39294720","0.694"
"39555360","0.6879"
"39816000","0.69"
"40076640","0.6967000000000001"
"40337280","0.7048"
"40597920","0.6895999999999999"
"40858560","0.6872999999999999"
"41119200","0.6978"
"41379840","0.6857"
"41640480","0.6935999999999999"
"41901120","0.6951"
"42161760","0.6812999999999999"
"42422400","0.6980999999999999"
"42674400","0.6889"
"42926400","0.6912999999999999"
"43178400","0.6958"
"43430400","0.6942"
"43682400","0.6999"
"43934400","0.689"
"44186400","0.6994000000000001"
"44438400","0.7085999999999999"
"44690400","0.7079"
"44942400","0.7122"
"45194400","0.7273"
"45446400","0.7118"
"45698400","0.6905"
"45950400","0.7132"
"46202400","0.7197"
"46454400","0.7169"
"46706400","0.7137"
"46958400","0.7125"
"47210400","0.7085"
"47462400","0.7102999999999999"
"47714400","0.6938"
"47966400","0.7117"
"48218400","0.6915"
"48470400","0.6861999999999999"
"48722400","0.6885999999999999"
"48974400","0.6673000000000001"
"49226400","0.6944000000000001"
"49478400","0.6997000000000001"
"49730400","0.7018"
"49982400","0.7034000000000001"
"50234400","0.7072"
"50486400","0.7230999999999999"
"50738400","0.712"
"50990400","0.7232000000000001"
"51242400","0.7057"
"51494400","0.7128"
"51746400","0.703"
"51998400","0.69"
"52250400","0.6974000000000001"
"52502400","0.6936"
"52754400","0.7061"
"53006400","0.6887000000000001"
"53258400","0.6988000000000001"
"53510400","0.7042"
"53762400","0.7045"
"54014400","0.7071000000000001"
"54266400","0.7118"
"54518400","0.707"
"54770400","0.7049"
"55022400","0.7142000000000001"
"55274400","0.7001000000000001"
"55526400","0.7039"
"55778400","0.6881"
"56030400","0.6906"
"56282400","0.6971"
"56534400","0.6914"
"56786400","0.6952999999999999"
"57038400","0.7044"
"57290400","0.6757"
"57542400","0.7005"
"57794400","0.6909"
"58046400","0.6898000000000001"
"58298400","0.7162000000000001"
"58550400","0.7031000000000001"
"58802400","0.7068"
"59054400","0.6899"
"59306400","0.699"
"59558400","0.6962"
"59810400","0.697"
"60062400","0.6927000000000001"
"60314400","0.7205"
"60566400","0.7198"
"60818400","0.6791"
"61070400","0.7042999999999999"
"61322400","0.703"
"61574400","0.693"
"61826400","0.6766"
"62078400","0.7167"
"62330400","0.722"
"62582400","0.7091000000000001"
"62825400","0.7062999999999999"
"63068400","0.7212999999999999"
"63311400","0.6914000000000001"
"63554400","0.7116"
"63797400","0.7052"
"64040400","0.6797000000000001"
"64283400","0.6975"
"64526400","0.6945"
"64769400","0.7022999999999999"
"65012400","0.726"
"65255400","0.7065"
"65498400","0.7149"
"65741400","0.7049"
"65984400","0.6999"
"66227400","0.6936"
"66470400","0.724"
"66713400","0.7038"
"66956400","0.7022999999999999"
"67199400","0.705"
"67442400","0.7061000000000001"
"67685400","0.7197"
"67928400","0.6992999999999999"
"68171400","0.7045"
"68414400","0.7242000000000001"
"68657400","0.7171"
"68900400","0.7101999999999999"
"69143400","0.6994000000000001"
"69386400","0.6994"
"69629400","0.7018000000000001"
"69872400","0.7145"
"70115400","0.7021000000000001"
"70358400","0.7321"
"70601400","0.7198"
"70844400","0.7276"
"71087400","0.7198"
"71330400","0.7215"
"71573400","0.7366999999999999"
"71816400","0.7154"
"72059400","0.7386"
"72302400","0.7173999999999999"
"72545400","0.7248000000000001"
"72788400","0.7326"
"73031400","0.7101000000000001"
"73274400","0.7249000000000001"
"73517400","0.7429000000000001"
"73760400","0.7450999999999999"
"74003400","0.7407999999999999"
"74246400","0.7342000000000001"
"74489400","0.7432"
"74732400","0.7527"
"74975400","0.7517"
"75218400","0.7475"
"75461400","0.726"
"75704400","0.768"
"75947400","0.7397999999999999"
"76190400","0.7436"
"76433400","0.7580999999999999"
"76676400","0.7451"
"76919400","0.7636000000000001"
"77162400","0.7463000000000001"
"77405400","0.7399000000000001"
