"Step","sp3_h1000_negativegrad_seed1 - cover_rate_5step"
"19635000","0.3844"
"19740000","0.3951"
"19845000","0.39820000000000005"
"19950000","0.37800000000000006"
"20055000","0.3771000000000001"
"20160000","0.4049"
"20265000","0.4257"
"20370000","0.4227"
"20475000","0.4012"
"20580000","0.3743"
"20685000","0.3688"
"20790000","0.3272"
"20895000","0.3752"
"21000000","0.31060000000000004"
"21105000","0.33859999999999996"
"21210000","0.34859999999999997"
"21315000","0.3942"
"21420000","0.3426"
"21525000","0.3444"
"21630000","0.3496"
"21735000","0.3711"
"21840000","0.3728"
"21945000","0.3599"
"22050000","0.3574"
"22155000","0.3738999999999999"
"22260000","0.3642"
"22365000","0.3614"
"22470000","0.3509"
"22575000","0.35270000000000007"
"22680000","0.39670000000000005"
"22785000","0.35710000000000003"
"22890000","0.4016"
"22995000","0.3922"
"23100000","0.3963"
"23205000","0.3611"
"23310000","0.3731"
"23415000","0.3321"
"23520000","0.3226"
"23625000","0.1798"
"23730000","0.1695"
"23835000","0.2428"
"23940000","0.31060000000000004"
"24045000","0.2592"
"24150000","0.2942000000000001"
"24255000","0.3235"
"24360000","0.33569999999999994"
"24465000","0.3558"
"24570000","0.31379999999999997"
"24675000","0.3008"
"24780000","0.35379999999999995"
"24885000","0.32280000000000003"
"24990000","0.30660000000000004"
"25095000","0.3281"
"25200000","0.32580000000000003"
"25305000","0.3337"
"25410000","0.3257"
"25515000","0.3255"
"25620000","0.30419999999999997"
"25725000","0.32630000000000003"
"25830000","0.3073"
"25935000","0.2921"
"26040000","0.2093"
"26145000","0.2106"
"26250000","0.2324"
"26355000","0.2911"
"26460000","0.25870000000000004"
"26565000","0.3032"
"26670000","0.3167"
"26775000","0.32289999999999996"
"26880000","0.29030000000000006"
"26985000","0.32580000000000003"
"27090000","0.32759999999999995"
"27195000","0.34529999999999994"
"27300000","0.29120000000000007"
"27405000","0.3378"
"27510000","0.25989999999999996"
"27615000","0.2672"
"27720000","0.2788"
"27825000","0.28120000000000006"
"27930000","0.3009"
"28035000","0.2473"
"28140000","0.2261"
"28245000","0.213"
"28350000","0.2101"
"28455000","0.1889"
"28560000","0.2302"
"28665000","0.17500000000000002"
"28770000","0.2098"
"28875000","0.25630000000000003"
"28980000","0.26089999999999997"
"29085000","0.2206"
"29190000","0.2119"
"29295000","0.312"
"29400000","0.2826"
"29505000","0.3404"
"29610000","0.27709999999999996"
"29715000","0.3574"
"29820000","0.3469"
"29925000","0.333"
"30030000","0.40129999999999993"
"30135000","0.4149"
"30240000","0.3522"
"30345000","0.318"
"30450000","0.2601"
"30555000","0.2407"
"30660000","0.246"
"30765000","0.2922"
"30870000","0.3205"
"30975000","0.3831"
"31080000","0.3989"
"31185000","0.403"
"31290000","0.4182999999999999"
"31395000","0.344"
"31500000","0.3383"
"31605000","0.3671"
"31710000","0.3497"
"31815000","0.40270000000000006"
"31920000","0.4235"
"32025000","0.4321"
"32130000","0.4173"
"32235000","0.45629999999999993"
"32340000","0.5230999999999999"
"32445000","0.4973999999999999"
"32550000","0.5066"
"32655000","0.4826"
"32760000","0.445"
"32865000","0.4943999999999999"
"32970000","0.4978"
"33075000","0.5044"
"33180000","0.4694"
"33285000","0.4457"
"33390000","0.5176999999999999"
"33495000","0.4877"
"33600000","0.5411"
"33705000","0.5421"
"33810000","0.5752"
"33915000","0.5766"
"34020000","0.552"
"34125000","0.5834000000000001"
"34230000","0.5976"
"34335000","0.5786"
"34440000","0.5728"
"34545000","0.6516000000000001"
"34650000","0.6527000000000001"
"34755000","0.6247999999999999"
"34860000","0.6694"
"34965000","0.6425"
"35070000","0.6540999999999999"
"35175000","0.6310999999999999"
"35280000","0.6687000000000001"
"35385000","0.6675"
"35490000","0.6515"
"35595000","0.6570999999999999"
"35700000","0.6447999999999999"
"35805000","0.6307999999999999"
"35910000","0.6333"
"36015000","0.6854"
"36120000","0.6608999999999999"
"36225000","0.6197999999999999"
"36330000","0.6365999999999999"
"36435000","0.5842999999999999"
"36540000","0.6103999999999999"
"36645000","0.6237"
"36750000","0.6207"
"36855000","0.618"
"36960000","0.5568"
"37065000","0.5967"
"37170000","0.6289"
"37275000","0.6049000000000001"
"37380000","0.607"
"37485000","0.6023"
"37590000","0.6475"
"37695000","0.6664"
"37800000","0.6110999999999999"
"37905000","0.5903999999999999"
"38010000","0.6391999999999999"
"38115000","0.6103999999999999"
"38220000","0.6083"
"38325000","0.603"
"38430000","0.655"
"38535000","0.6633"
"38640000","0.6738"
"38745000","0.668"
"38850000","0.7116"
"38955000","0.7689999999999999"
"39060000","0.6906"
"39165000","0.7141000000000001"
"39270000","0.7092999999999999"
"39375000","0.6583"
"39480000","0.6640999999999999"
"39585000","0.6387999999999999"
"39690000","0.6377999999999999"
"39795000","0.6593"
"39900000","0.6678000000000001"
"40005000","0.7018"
"40110000","0.6938000000000001"
"40215000","0.72"
"40320000","0.6845"
"40425000","0.7237"
"40530000","0.7175"
"40635000","0.7258"
"40740000","0.7268"
"40845000","0.7042"
"40950000","0.6922"
"41055000","0.6966"
"41160000","0.7189"
"41265000","0.7692"
"41370000","0.7422000000000001"
"41475000","0.7695"
"41580000","0.7313999999999999"
"41685000","0.757"
"41790000","0.7417999999999999"
"41895000","0.7832"
"42000000","0.8091"
"42105000","0.8402999999999999"
"42210000","0.8291000000000001"
"42315000","0.8513"
"42420000","0.8735999999999999"
"42525000","0.8917"
"42630000","0.9022"
"42735000","0.8991"
"42840000","0.9158"
"42945000","0.907"
"43050000","0.9259"
"43155000","0.9309"
"43260000","0.9435"
"43365000","0.9439"
"43470000","0.9315"
"43575000","0.9353"
"43680000","0.9441"
"43785000","0.9368"
"43890000","0.9395"
"43995000","0.9469"
"44100000","0.9465"
"44205000","0.9387"
"44310000","0.9446"
"44415000","0.9475"
"44520000","0.9386"
"44625000","0.9563"
"44730000","0.9436"
"44835000","0.9566"
"44940000","0.953"
"45045000","0.9462"
"45150000","0.9535"
"45255000","0.9615"
"45360000","0.9504"
"45465000","0.9656"
"45570000","0.9656"
"45675000","0.9453"
"45780000","0.9484"
"45885000","0.9603"
"45990000","0.9564"
"46095000","0.9537"
"46200000","0.9636"
"46305000","0.9636"
"46410000","0.9597"
"46515000","0.9615"
"46620000","0.9649"
"46725000","0.9638"
"46830000","0.959"
"46935000","0.9513"
"47040000","0.953"
"47145000","0.965"
"47250000","0.9635"
"47355000","0.9605"
"47460000","0.9728"
"47565000","0.9628"
"47670000","0.9681"
"47775000","0.9639"
"47880000","0.9734"
"47985000","0.965"
"48090000","0.9613"
"48195000","0.9683"
"48300000","0.9669"
"48405000","0.9689"
"48510000","0.9676"
"48615000","0.9611"
"48720000","0.9617"
"48825000","0.9733999999999998"
"48930000","0.9703"
"49035000","0.9746"
"49140000","0.9694"
"49245000","0.9602"
"49350000","0.9698"
"49455000","0.96"
"49560000","0.9617"
"49665000","0.9715"
"49770000","0.9608"
"49875000","0.9668"
"49980000","0.9718"
"50085000","0.971"
"50190000","0.9698"
"50295000","0.9673"
"50400000","0.9656"
"50505000","0.9769"
"50610000","0.9536"
"50715000","0.968"
"50820000","0.968"
"50925000","0.9679"
"51030000","0.9726"
"51135000","0.9623"
"51240000","0.98"
"51345000","0.9682"
"51450000","0.9724"
"51555000","0.9776"
"51660000","0.9728"
"51765000","0.9736"
"51870000","0.9708"
"51975000","0.9743"
"52080000","0.9766"
"52185000","0.9743"
"52290000","0.974"
"52395000","0.9737"
"52500000","0.9762"
"52605000","0.9684"
"52710000","0.9786"
"52815000","0.9799"
"52920000","0.9759"
"53025000","0.9744"
"53130000","0.9753"
"53235000","0.9773"
"53340000","0.9688"
"53445000","0.9641"
"53550000","0.9698"
"53655000","0.9698"
"53760000","0.9729"
"53865000","0.9685"
"53970000","0.9709"
"54075000","0.9744"
"54180000","0.9726"
"54285000","0.9644"
"54390000","0.9731"
"54495000","0.9726"
"54600000","0.9746"
"54705000","0.976"
"54810000","0.9807"
"54915000","0.9764"
"55020000","0.9774"
"55125000","0.9751"
"55230000","0.9811"
"55335000","0.973"
"55440000","0.9769"
"55545000","0.9772"
"55650000","0.9755"
"55755000","0.9767"
"55860000","0.9748"
"55965000","0.9754"
"56070000","0.9812"
"56175000","0.9659"
"56280000","0.9715"
"56385000","0.9752"
"56490000","0.9843"
"56595000","0.9817"
"56700000","0.9784"
"56805000","0.9816"
"56910000","0.9773"
"57015000","0.9759"
"57120000","0.9752"
"57225000","0.9733"
"57330000","0.9759"
"57435000","0.9732"
"57540000","0.9819"
"57645000","0.9804"
"57750000","0.9801"
"57855000","0.9745"
"57960000","0.9792"
"58065000","0.9691"
"58170000","0.9785"
"58275000","0.9731"
"58380000","0.9843"
"58485000","0.9821"
"58590000","0.979"
"58695000","0.982"
"58800000","0.9775"
"58905000","0.9858"
"59010000","0.9688"
"59115000","0.9645"
"59220000","0.9632"
"59325000","0.9781"
"59430000","0.9806"
"59535000","0.9826"
"59640000","0.9857"
"59745000","0.9737"
"59850000","0.9827"
"59955000","0.977"
"60060000","0.9745"
"60165000","0.9833"
"60270000","0.9684"
"60375000","0.9728"
"60480000","0.967"
"60585000","0.9666"
"60690000","0.9731"
"60795000","0.9806"
"60900000","0.9806"
"61005000","0.9776"
"61110000","0.9818"
"61215000","0.9772"
"61320000","0.9888"
"61425000","0.9873"
"61530000","0.9883999999999998"
"61635000","0.9857"
"61740000","0.9852"
"61845000","0.9802"
"61950000","0.9801"
"62055000","0.9842"
"62160000","0.9821"
"62265000","0.8429000000000001"
"62370000","0.9118"
"62475000","0.9463"
"62580000","0.9617"
"62685000","0.9683"
"62790000","0.9709"
"62895000","0.9737"
"63000000","0.9744"
"63105000","0.9867"
"63210000","0.9883"
"63315000","0.9819"
"63420000","0.9796"
"63525000","0.9849"
"63630000","0.9881"
"63735000","0.9848"
"63840000","0.9867"
"63945000","0.9831"
"64050000","0.9798"
"64155000","0.9847"
"64260000","0.9832"
"64365000","0.9856"
"64470000","0.9832"
"64575000","0.9847"
"64680000","0.9835"
"64785000","0.985"
"64890000","0.9844"
"64995000","0.983"
"65100000","0.9856"
"65205000","0.9807"
"65310000","0.984"
"65415000","0.9807"
"65520000","0.9849"
"65625000","0.9853"
"65730000","0.981"
"65835000","0.9876"
"65940000","0.9852"
"66045000","0.9845"
"66150000","0.9796"
"66255000","0.9806"
"66360000","0.9832"
"66465000","0.9848"
"66570000","0.9815"
"66675000","0.9815"
"66780000","0.9801"
"66885000","0.988"
"66990000","0.9858"
"67095000","0.9768"
"67200000","0.9762"
"67305000","0.9854"
"67410000","0.989"
"67515000","0.9862"
"67620000","0.9887"
"67725000","0.9841"
"67830000","0.9819"
"67935000","0.981"
"68040000","0.9834"
"68145000","0.9797"
"68250000","0.9913"
"68355000","0.9843"
"68460000","0.9832"
"68565000","0.9745"
"68670000","0.9805"
"68775000","0.9785"
"68880000","0.9788"
"68985000","0.9844"
"69090000","0.9743"
"69195000","0.9854"
"69300000","0.9853999999999998"
"69405000","0.9852"
"69510000","0.9846"
"69615000","0.9878"
"69720000","0.982"
"69825000","0.98"
"69930000","0.9749"
"70035000","0.9859"
