"Step","sp_frac12_seed2 - cover_rate_5step"
"105000","0"
"210000","0.002"
"315000","0.0022"
"420000","0.0072"
"525000","0.007300000000000001"
"630000","0.008"
"735000","0.0055"
"840000","0.006"
"945000","0.0103"
"1050000","0.016399999999999998"
"1155000","0.06709999999999999"
"1260000","0.1264"
"1365000","0.1671"
"1470000","0.2017"
"1575000","0.24039999999999995"
"1680000","0.26839999999999997"
"1785000","0.2458"
"1890000","0.2791"
"1995000","0.28969999999999996"
"2100000","0.31410000000000005"
"2205000","0.3389"
"2310000","0.34120000000000006"
"2415000","0.3397"
"2520000","0.34370000000000006"
"2625000","0.3361"
"2730000","0.3468"
"2835000","0.3406"
"2940000","0.3579"
"3045000","0.3632"
"3150000","0.3763"
"3255000","0.366"
"3360000","0.3787"
"3465000","0.3923"
"3570000","0.3954"
"3675000","0.3794"
"3780000","0.3958"
"3885000","0.3997"
"3990000","0.3941"
"4095000","0.3957"
"4200000","0.4181"
"4305000","0.42"
"4410000","0.4358999999999999"
"4515000","0.4089"
"4620000","0.4308999999999999"
"4725000","0.4377"
"4830000","0.44359999999999994"
"4935000","0.4505"
"5040000","0.4782"
"5145000","0.4824"
"5250000","0.4906"
"5355000","0.4885"
"5460000","0.5126000000000001"
"5565000","0.4911"
"5670000","0.4871"
"5775000","0.4797999999999999"
"5880000","0.5245"
"5985000","0.5249000000000001"
"6090000","0.5413"
"6195000","0.5398000000000001"
"6300000","0.5655"
"6405000","0.5572999999999999"
"6510000","0.5541"
"6615000","0.5655"
"6720000","0.5842999999999999"
"6825000","0.5476"
"6930000","0.5388"
"7035000","0.5438"
"7140000","0.5685"
"7245000","0.5751000000000001"
"7350000","0.5942000000000001"
"7455000","0.5759"
"7560000","0.57"
"7665000","0.6028"
"7770000","0.5959000000000001"
"7875000","0.5873999999999999"
"7980000","0.6213"
"8085000","0.6245"
"8190000","0.6051"
"8295000","0.6287"
"8400000","0.6397"
"8505000","0.6403"
"8610000","0.6315999999999999"
"8715000","0.6516000000000002"
"8820000","0.6576"
"8925000","0.6574"
"9030000","0.6304"
"9135000","0.6503"
"9240000","0.6626000000000001"
"9345000","0.6657000000000001"
"9450000","0.6746"
"9555000","0.6703"
"9660000","0.6797000000000001"
"9765000","0.665"
"9870000","0.6801"
