"Step","sp_frac12_seed2 - cover_rate_5step"
"9975000","0.6809"
"10076640","0.6773"
"10179120","0.6816"
"10280340","0.6357999999999999"
"10380300","0.6257999999999999"
"10481100","0.6401"
"10580850","0.6313"
"10680180","0.6497"
"10778250","0.6675"
"10877370","0.6728000000000001"
"10980060","0.6867000000000001"
"11085060","0.6678999999999999"
"11186910","0.672"
"11290650","0.6569"
"11393130","0.6755"
"11498130","0.6487999999999999"
"11602500","0.6525"
"11707500","0.6607000000000001"
"11812500","0.6761"
"11917500","0.6546000000000001"
"12022500","0.6775999999999999"
"12127500","0.7058"
"12232500","0.687"
"12337500","0.6932999999999999"
"12442500","0.7058000000000001"
"12547500","0.7114"
"12652500","0.7019000000000001"
"12757500","0.6927000000000001"
"12862500","0.7114"
"12967500","0.6872"
"13072500","0.6635999999999999"
"13177500","0.7022999999999999"
"13282500","0.7288"
"13387500","0.6938"
"13492500","0.6999000000000001"
"13597500","0.6814000000000001"
"13702500","0.69"
"13807500","0.6946"
"13912500","0.7"
"14017500","0.7093"
"14122500","0.7279000000000001"
"14227500","0.7084"
"14332500","0.7078"
"14437500","0.7122"
"14542500","0.7128"
"14647500","0.6864000000000001"
"14752500","0.7062999999999999"
"14857500","0.728"
"14962500","0.7276"
"15067500","0.7363"
"15172500","0.7522000000000001"
"15277500","0.7384000000000001"
"15382500","0.7425"
"15487500","0.7435"
"15592500","0.7403000000000001"
"15697500","0.7315"
"15802500","0.7315999999999999"
"15907500","0.7282000000000001"
"16012500","0.7289000000000001"
"16117500","0.7221"
"16222500","0.7357"
"16327500","0.7464000000000001"
"16432500","0.7369"
"16537500","0.7489000000000001"
"16642500","0.7520999999999999"
"16747500","0.765"
"16852500","0.7235"
"16957500","0.7413"
"17062500","0.7382000000000001"
"17167500","0.7445"
"17272500","0.7522000000000001"
"17377500","0.7634000000000001"
"17482500","0.7474"
"17587500","0.768"
"17692500","0.7519"
"17797500","0.7634"
"17902500","0.7524"
"18007500","0.7501"
"18112500","0.7554"
"18217500","0.7405"
"18322500","0.7644"
"18427500","0.7467"
"18532500","0.7734"
"18637500","0.756"
"18742500","0.7709000000000001"
"18847500","0.7647"
"18952500","0.7666000000000001"
"19057500","0.7544"
"19162500","0.7838999999999999"
"19267500","0.7844000000000001"
"19372500","0.7850999999999999"
"19477500","0.7756000000000001"
"19582500","0.7796000000000002"
"19687500","0.7837000000000001"
"19792500","0.8168"
"19897500","0.7936"
"20002500","0.8057000000000001"
"20107500","0.7821"
"20212500","0.7777000000000001"
"20317500","0.7865"
"20422500","0.7808999999999999"
"20527500","0.7855"
"20632500","0.7878999999999999"
"20737500","0.7888000000000001"
"20842500","0.7747"
"20947500","0.7777999999999999"
"21052500","0.773"
"21157500","0.7407"
"21262500","0.7717"
"21367500","0.7839"
"21472500","0.7985"
"21577500","0.7952"
"21682500","0.785"
"21787500","0.7838999999999999"
"21892500","0.7948"
"21997500","0.7903"
"22102500","0.774"
"22207500","0.7773"
"22312500","0.7524"
"22417500","0.7567"
"22522500","0.7560999999999999"
"22627500","0.7695"
"22732500","0.758"
"22837500","0.7682"
"22942500","0.7734"
"23047500","0.7679"
"23152500","0.7837000000000001"
"23257500","0.7601"
"23362500","0.7685"
"23467500","0.7477999999999999"
"23572500","0.7583"
"23677500","0.7577"
"23782500","0.7509000000000001"
"23887500","0.7679000000000001"
"23992500","0.7697"
"24097500","0.7742"
"24202500","0.7978999999999999"
"24307500","0.7931"
"24412500","0.7867999999999999"
"24517500","0.8005999999999999"
"24622500","0.7933000000000001"
"24727500","0.8187000000000001"
"24832500","0.8042"
"24937500","0.824"
"25042500","0.8105"
"25147500","0.8125"
"25252500","0.8194"
"25357500","0.8100999999999999"
"25462500","0.8232999999999999"
"25567500","0.8361999999999999"
"25672500","0.8252999999999999"
"25777500","0.8317"
"25882500","0.8646"
"25987500","0.8435"
"26092500","0.8518"
"26197500","0.8387"
"26302500","0.8452999999999999"
"26407500","0.8145"
"26512500","0.8129000000000001"
"26617500","0.8228"
"26722500","0.8197000000000001"
"26827500","0.8305"
"26932500","0.825"
"27037500","0.8259000000000001"
"27142500","0.8299000000000001"
"27247500","0.8346"
"27352500","0.8299000000000001"
"27457500","0.8088"
"27562500","0.8154000000000001"
"27667500","0.8269"
"27772500","0.8178000000000001"
"27877500","0.8378"
"27982500","0.8256"
"28087500","0.8068999999999998"
"28192500","0.798"
"28297500","0.8309"
"28402500","0.8356"
"28507500","0.8155"
"28612500","0.8268"
"28717500","0.8178"
"28822500","0.8252999999999999"
"28927500","0.8241"
"29032500","0.8211"
"29137500","0.8134"
"29242500","0.8057000000000001"
"29347500","0.8068"
"29452500","0.8094"
"29557500","0.7958"
"29662500","0.7829"
"29767500","0.7867000000000001"
"29872500","0.7996"
"29977500","0.781"
"30082500","0.8042"
"30187500","0.7891999999999999"
"30292500","0.7881"
"30397500","0.826"
"30502500","0.8044"
"30607500","0.8135"
"30712500","0.8269"
"30817500","0.8252999999999999"
"30922500","0.8239"
"31027500","0.802"
"31132500","0.8068"
"31237500","0.8089000000000001"
"31342500","0.8287"
"31447500","0.814"
"31552500","0.7991"
"31657500","0.804"
"31762500","0.8069000000000001"
"31867500","0.8042"
"31972500","0.8132999999999999"
"32077500","0.8159000000000001"
"32182500","0.8385999999999999"
"32287500","0.8168000000000001"
"32392500","0.8094"
"32497500","0.811"
"32602500","0.8272"
"32707500","0.8272999999999999"
"32812500","0.8261"
"32917500","0.8472999999999999"
"33022500","0.8516"
"33127500","0.8378"
"33232500","0.84"
"33337500","0.8237000000000001"
"33442500","0.8155"
"33547500","0.8168"
"33652500","0.8504"
"33757500","0.8608000000000001"
"33862500","0.8428"
"33967500","0.82"
"34072500","0.8227000000000001"
"34177500","0.8458"
"34282500","0.8321"
"34387500","0.8446"
"34492500","0.8188"
"34597500","0.8217000000000001"
"34702500","0.8482999999999999"
"34807500","0.8279"
"34912500","0.848"
"35017500","0.8373999999999999"
"35122500","0.805"
"35227500","0.8221"
"35332500","0.8299"
"35437500","0.8031"
"35542500","0.8092999999999999"
"35647500","0.7964"
"35752500","0.8218"
"35857500","0.8232999999999999"
"35962500","0.8321000000000001"
"36067500","0.8342"
"36172500","0.8347"
"36277500","0.8576"
"36382500","0.8306"
"36487500","0.8345"
"36592500","0.8448"
"36697500","0.838"
"36802500","0.8563"
"36907500","0.8510999999999999"
"37012500","0.863"
"37117500","0.8749"
"37222500","0.8558"
"37327500","0.8598"
"37432500","0.8471"
"37537500","0.8693"
"37642500","0.8667999999999999"
"37747500","0.8853"
"37852500","0.8629000000000001"
"37957500","0.8759000000000001"
"38062500","0.8575"
"38167500","0.8583999999999999"
"38272500","0.8281"
"38377500","0.8215"
"38482500","0.8295999999999999"
"38587500","0.8526"
"38692500","0.8318"
"38797500","0.8362999999999999"
"38902500","0.8447"
"39007500","0.8321000000000001"
"39112500","0.8175"
"39217500","0.7992999999999999"
"39322500","0.8103"
"39427500","0.8422999999999999"
"39532500","0.8407"
"39637500","0.8382999999999999"
"39742500","0.8322999999999999"
"39847500","0.8478"
