step,main_box_pc_first_seed2 - main_success_rate
12744000,0.534
12798000,0.5365
12852000,0.478
12906000,0.4605
12960000,0.475
13014000,0.531
13068000,0.4755
13122000,0.447
13176000,0.4275
13230000,0.4365
13284000,0.4135
13338000,0.454
13392000,0.4475
13446000,0.5255
13500000,0.445
13554000,0.437
13608000,0.447
13662000,0.4815
13716000,0.4795
13770000,0.464
13824000,0.5045
13878000,0.438
13932000,0.452
13986000,0.4995
14040000,0.53
14094000,0.4675
14148000,0.4455
14202000,0.414
14256000,0.4605
14310000,0.44
14364000,0.462
14418000,0.5075
14472000,0.4735
14526000,0.4595
14580000,0.479
14634000,0.4145
14688000,0.4685
14742000,0.499
14796000,0.4765
14850000,0.4615
14904000,0.428
14958000,0.3835
15012000,0.3925
15066000,0.421
15120000,0.409
15174000,0.3585
15228000,0.493
15282000,0.4605
15336000,0.4955
15390000,0.457
15444000,0.3975
15498000,0.4305
15552000,0.401
15606000,0.4315
15660000,0.398
15714000,0.414
15768000,0.3915
15822000,0.435
15876000,0.4675
15930000,0.4455
15984000,0.4025
16038000,0.4045
16092000,0.456
16146000,0.399
16200000,0.37
16254000,0.368
16308000,0.438
16362000,0.4075
16416000,0.406
16470000,0.3425
16524000,0.3165
16578000,0.299
16632000,0.335
16686000,0.321
16740000,0.319
16794000,0.3275
16848000,0.4385
16902000,0.3175
16956000,0.3705
17010000,0.394
17064000,0.4385
17118000,0.391
17172000,0.419
17226000,0.451
17280000,0.4185
17334000,0.3975
17388000,0.4585
17442000,0.489
17496000,0.472
17550000,0.5125
17604000,0.464
17658000,0.456
17712000,0.447
17766000,0.451
17820000,0.4175
17874000,0.396
17928000,0.437
17982000,0.4295
18036000,0.4335
18090000,0.4985
18144000,0.4855
18198000,0.5125
18252000,0.523
18306000,0.5275
18360000,0.5065
18414000,0.502
18468000,0.4615
18522000,0.476
18576000,0.5265
18630000,0.4565
18684000,0.47
18738000,0.4745
18792000,0.4625
18846000,0.4555
18900000,0.449
18954000,0.4795
19008000,0.4975
19062000,0.4665
19116000,0.4385
19170000,0.504
19224000,0.42
19278000,0.4355
19332000,0.4555
19386000,0.4595
19440000,0.485
19494000,0.467
19548000,0.4775
19602000,0.5415
19656000,0.518
19710000,0.4895
19764000,0.4905
19818000,0.4665
19872000,0.522
19926000,0.5075
19980000,0.4565
20034000,0.4755
20088000,0.493
20142000,0.5235
20196000,0.515
20250000,0.4855
20304000,0.501
20358000,0.4355
20412000,0.467
20466000,0.43
20520000,0.482
20574000,0.4535
20628000,0.4725
20682000,0.385
20736000,0.4325
20790000,0.417
20844000,0.4535
20898000,0.402
20952000,0.442
21006000,0.345
21060000,0.4605
21114000,0.456
21168000,0.4245
21222000,0.422
21276000,0.4845
21330000,0.4515
21384000,0.456
21438000,0.44
21492000,0.3795
21546000,0.451
21600000,0.4535
21654000,0.4425
21708000,0.38
21762000,0.3825
21816000,0.411
21870000,0.3995
21924000,0.3445
21978000,0.407
22032000,0.4135
22086000,0.393
22140000,0.3935
22194000,0.3935
22248000,0.358
22302000,0.3805
22356000,0.3705
22410000,0.393
22464000,0.439
22518000,0.4585
22572000,0.4725
22626000,0.4345
22680000,0.4335
22734000,0.385
22788000,0.358
22842000,0.37
22896000,0.422
22950000,0.403
23004000,0.3885
23058000,0.3745
23112000,0.435
23166000,0.4365
23220000,0.4055
23274000,0.4275
23328000,0.4305
23382000,0.405
23436000,0.435
23490000,0.4075
23544000,0.418
23598000,0.382
23652000,0.3835
23706000,0.3755
23760000,0.3525
23814000,0.3575
23868000,0.314
23922000,0.3725
23976000,0.33
24030000,0.2925
24084000,0.237
24138000,0.1855
24192000,0.2325
24246000,0.245
24300000,0.2575
24354000,0.204
24408000,0.258
24462000,0.2725
24516000,0.331
24570000,0.2735
24624000,0.278
24678000,0.297
24732000,0.3145
24786000,0.339
24840000,0.322
24894000,0.303
24948000,0.326
25002000,0.3635
25056000,0.3315
25110000,0.391
25164000,0.334
25218000,0.319
25272000,0.3415
25326000,0.33
25380000,0.38
25434000,0.3485
25488000,0.409
25542000,0.3455
25596000,0.337
25650000,0.318
25704000,0.292
25758000,0.354
25812000,0.313
25866000,0.3155
25920000,0.284
25974000,0.2975
26028000,0.3415
26082000,0.349
26136000,0.2875
26190000,0.3535
26244000,0.3335
26298000,0.3805
26352000,0.3575
26406000,0.369
26460000,0.3125
26514000,0.345
26568000,0.34
26622000,0.355
26676000,0.388
26730000,0.3755
26784000,0.3835
26838000,0.379
26892000,0.3725
26946000,0.403
27000000,0.3875
27054000,0.39
27108000,0.365
27162000,0.4015
27216000,0.433
27270000,0.366
27324000,0.3705
27378000,0.393
27432000,0.333
27486000,0.3655
27540000,0.388
27594000,0.381
27648000,0.393
27702000,0.403
27756000,0.3295
27810000,0.4215
27864000,0.4205
27918000,0.362
27972000,0.384
28026000,0.362
28080000,0.3815
28134000,0.368
28188000,0.3565
28242000,0.3365
28296000,0.396
28350000,0.344
28404000,0.312
28458000,0.351
28512000,0.336
28566000,0.3085
28620000,0.4345
28674000,0.4085
28728000,0.4105
28782000,0.4215
28836000,0.4165
28890000,0.448
28944000,0.416
28998000,0.418
29052000,0.445
29106000,0.426
29160000,0.456
29214000,0.4835
29268000,0.4725
29322000,0.47
29376000,0.427
29430000,0.4175
29484000,0.482
29538000,0.49
29592000,0.441
29646000,0.492
29700000,0.4685
29754000,0.4545
29808000,0.4315
29862000,0.433
29916000,0.5275
29970000,0.4395
30024000,0.387
30078000,0.428
30132000,0.3845
30186000,0.4445
30240000,0.4155
30294000,0.3705
30348000,0.369
30402000,0.3555
30456000,0.351
30510000,0.346
30564000,0.3155
30618000,0.3455
30672000,0.317
30726000,0.2855
30780000,0.388
30834000,0.4085
30888000,0.337
30942000,0.3965
30996000,0.4615
31050000,0.454
31104000,0.445
31158000,0.4215
31212000,0.4795
31266000,0.46
31320000,0.4755
31374000,0.4875
31428000,0.493
31482000,0.4585
31536000,0.4475
31590000,0.4685
31644000,0.474
31698000,0.4965
31752000,0.504
31806000,0.432
31860000,0.3835
31914000,0.356
31968000,0.427
32022000,0.4915
32076000,0.472
32130000,0.455
32184000,0.4745
32238000,0.4865
32292000,0.4575
32346000,0.437
32400000,0.4895
32454000,0.501
32508000,0.4825
32562000,0.492
32616000,0.512
32670000,0.571
32724000,0.527
32778000,0.504
32832000,0.4715
32886000,0.466
32940000,0.5005
32994000,0.4975
33048000,0.5165
33102000,0.468
33156000,0.4765
33210000,0.5225
33264000,0.5125
33318000,0.543
33372000,0.5775
33426000,0.5315
33480000,0.5175
33534000,0.5725
33588000,0.5445
33642000,0.5485
33696000,0.5435
33750000,0.5265
33804000,0.566
33858000,0.578
33912000,0.532
33966000,0.545
34020000,0.566
34074000,0.5645
34128000,0.5685
34182000,0.5705
34236000,0.5135
34290000,0.521
34344000,0.5825
34398000,0.5485
34452000,0.583
34506000,0.584
34560000,0.522
34614000,0.565
34668000,0.5635
34722000,0.5165
34776000,0.4685
34830000,0.512
34884000,0.519
34938000,0.4875
34992000,0.4785
35046000,0.4
35100000,0.507
35154000,0.54
35208000,0.5195
35262000,0.4735
35316000,0.457
35370000,0.491
35424000,0.482
35478000,0.5205
35532000,0.5305
35586000,0.538
35640000,0.5395
35694000,0.528
35748000,0.5565
35802000,0.5335
35856000,0.5565
35910000,0.577
35964000,0.5575
36018000,0.536
36072000,0.5405
36126000,0.5665
36180000,0.5645
36234000,0.572
36288000,0.564
36342000,0.5025
36396000,0.5515
36450000,0.525
36504000,0.536
36558000,0.5145
36612000,0.52
36666000,0.5015
36720000,0.4495
36774000,0.471
36828000,0.4625
36882000,0.4835
36936000,0.491
36990000,0.461
37044000,0.4465
37098000,0.525
37152000,0.5285
37206000,0.5
37260000,0.4805
37314000,0.489
37368000,0.562
37422000,0.5415
37476000,0.558
37530000,0.494
37584000,0.47
37638000,0.4705
37692000,0.4285
37746000,0.477
37800000,0.5085
37854000,0.4955
37908000,0.4455
37962000,0.4615
38016000,0.42
38070000,0.4425
38124000,0.4745
38178000,0.4885
38232000,0.499
38286000,0.5425
38340000,0.4685
38394000,0.3915
38448000,0.4335
38502000,0.5615
38556000,0.5335
38610000,0.5095
38664000,0.492
38718000,0.4975
38772000,0.538
38826000,0.499
38880000,0.5375
38934000,0.472
38988000,0.397
39042000,0.447
39096000,0.413
39150000,0.4505
39204000,0.4855
39258000,0.463
39312000,0.521
39366000,0.528
39420000,0.545
39474000,0.4825
39528000,0.53
39582000,0.533
39636000,0.5375
39690000,0.531
39744000,0.5435
39798000,0.534
39852000,0.499
39906000,0.4665
39960000,0.4655
40014000,0.466
40068000,0.44
40122000,0.4555
40176000,0.464
40230000,0.487
40284000,0.4335
40338000,0.5075
40392000,0.493
40446000,0.5285
40500000,0.495
40554000,0.4245
40608000,0.443
40662000,0.483
40716000,0.4705
40770000,0.494
40824000,0.5455
40878000,0.54
40932000,0.4325
40986000,0.545
41040000,0.5525
41094000,0.517
41148000,0.516
41202000,0.562
41256000,0.557
41310000,0.5185
41364000,0.5035
41418000,0.4985
41472000,0.524
41526000,0.5565
41580000,0.5825
41634000,0.619
41688000,0.572
41742000,0.5515
41796000,0.5935
41850000,0.553
41904000,0.5465
41958000,0.5395
42012000,0.5245
42066000,0.552
42120000,0.5985
42174000,0.489
42228000,0.539
42282000,0.474
42336000,0.5255
42390000,0.5355
42444000,0.475
42498000,0.5195
42552000,0.544
42606000,0.5
42660000,0.5545
42714000,0.5125
42768000,0.569
42822000,0.538
42876000,0.5015
42930000,0.481
42984000,0.4975
43038000,0.486
43092000,0.492
43146000,0.43
43200000,0.4935
43254000,0.501
43308000,0.545
43362000,0.5475
43416000,0.5805
43470000,0.5615
43524000,0.566
43578000,0.5865
43632000,0.5365
43686000,0.5735
43740000,0.5885
43794000,0.6095
43848000,0.6035
43902000,0.614
43956000,0.562
44010000,0.5895
44064000,0.5515
44118000,0.558
44172000,0.582
44226000,0.57
44280000,0.579
44334000,0.6145
44388000,0.561
44442000,0.6435
44496000,0.5975
44550000,0.61
44604000,0.5895
44658000,0.6095
44712000,0.6015
44766000,0.586
44820000,0.576
44874000,0.58
44928000,0.5775
44982000,0.5405
45036000,0.5775
45090000,0.5605
45144000,0.53
45198000,0.553
45252000,0.5535
45306000,0.5645
45360000,0.5285
45414000,0.4765
45468000,0.474
45522000,0.52
45576000,0.5025
45630000,0.493
45684000,0.4985
45738000,0.536
45792000,0.5355
45846000,0.491
45900000,0.476
45954000,0.4675
46008000,0.5345
46062000,0.5385
46116000,0.5335
46170000,0.5225
46224000,0.52
46278000,0.5415
46332000,0.556
46386000,0.558
46440000,0.5245
46494000,0.4885
46548000,0.488
46602000,0.5495
46656000,0.5255
46710000,0.5495
46764000,0.5125
46818000,0.5475
46872000,0.567
46926000,0.5405
46980000,0.5435
47034000,0.562
47088000,0.5215
47142000,0.51
47196000,0.4985
47250000,0.484
47304000,0.512
47358000,0.4295
47412000,0.5325
47466000,0.5
47520000,0.4675
47574000,0.461
47628000,0.5565
47682000,0.421
47736000,0.396
47790000,0.4725
47844000,0.4635
47898000,0.5145
47952000,0.487
48006000,0.5045
48060000,0.508
48114000,0.541
48168000,0.521
48222000,0.5295
48276000,0.522
48330000,0.5045
48384000,0.5235
48438000,0.524
48492000,0.5615
48546000,0.536
48600000,0.616
48654000,0.5215
48708000,0.4955
48762000,0.5105
48816000,0.4795
48870000,0.43
48924000,0.468
48978000,0.451
49032000,0.4905
49086000,0.5345
49140000,0.5345
49194000,0.4785
49248000,0.5125
49302000,0.474
49356000,0.533
49410000,0.516
49464000,0.56
49518000,0.571
49572000,0.5375
49626000,0.53
49680000,0.5515
49734000,0.5355
49788000,0.5325
49842000,0.507
49896000,0.464
49950000,0.5445
50004000,0.492
50058000,0.492
50112000,0.4845
50166000,0.454
50220000,0.464
50274000,0.4975
50328000,0.42
50382000,0.375
50436000,0.3275
50490000,0.338
50544000,0.37
50598000,0.376
50652000,0.4355
50706000,0.4225
50760000,0.4645
50814000,0.469
50868000,0.455
50922000,0.56
50976000,0.48
51030000,0.5425
51084000,0.5095
51138000,0.5165
51192000,0.4845
51246000,0.479
51300000,0.53
51354000,0.474
51408000,0.42
51462000,0.4575
51516000,0.471
51570000,0.491
51624000,0.486
51678000,0.485
51732000,0.4855
51786000,0.4745
51840000,0.4465
51894000,0.451
51948000,0.3995
52002000,0.436
52056000,0.457
52110000,0.462
52164000,0.4295
52218000,0.436
52272000,0.4905
52326000,0.4445
52380000,0.455
52434000,0.4455
52488000,0.4725
52542000,0.458
52596000,0.4435
52650000,0.4135
52704000,0.3855
52758000,0.3775
52812000,0.3815
52866000,0.442
52920000,0.395
52974000,0.3635
53028000,0.3785
53082000,0.439
53136000,0.3965
53190000,0.346
53244000,0.3395
53298000,0.3525
53352000,0.4215
53406000,0.4215
53460000,0.4275
53514000,0.3695
53568000,0.3865
53622000,0.4265
53676000,0.3315
53730000,0.4295
53784000,0.3885
53838000,0.3505
53892000,0.4375
53946000,0.4875
54000000,0.4675
54054000,0.4365
54108000,0.4705
54162000,0.4775
54216000,0.4735
54270000,0.4565
54324000,0.418
54378000,0.4175
54432000,0.4075
54486000,0.392
54540000,0.4125
54594000,0.402
54648000,0.3995
54702000,0.4185
54756000,0.4965
54810000,0.45
54864000,0.427
54918000,0.4045
54972000,0.3815
55026000,0.4395
55080000,0.4395
55134000,0.4685
55188000,0.5065
55242000,0.478
55296000,0.4785
55350000,0.4765
55404000,0.48
55458000,0.4965
55512000,0.504
55566000,0.553
55620000,0.5445
55674000,0.5285
55728000,0.4995
55782000,0.4655
55836000,0.4075
55890000,0.39
55944000,0.3485
55998000,0.3085
56052000,0.258
56106000,0.3805
56160000,0.389
56214000,0.407
56268000,0.407
56322000,0.4485
56376000,0.368
56430000,0.3665
56484000,0.334
56538000,0.258
56592000,0.253
56646000,0.2625
56700000,0.2985
56754000,0.326
56808000,0.39
56862000,0.3585
56916000,0.28
56970000,0.3295
57024000,0.379
57078000,0.3915
57132000,0.4075
57186000,0.4135
57240000,0.3285
57294000,0.3215
57348000,0.2195
57402000,0.262
57456000,0.2815
57510000,0.2485
57564000,0.2905
57618000,0.319
57672000,0.297
57726000,0.293
57780000,0.233
57834000,0.24
57888000,0.2405
57942000,0.241
57996000,0.2425
58050000,0.29
58104000,0.233
58158000,0.207
58212000,0.2935
58266000,0.2515
58320000,0.244
58374000,0.265
58428000,0.344
58482000,0.3445
58536000,0.3035
58590000,0.3015
58644000,0.3095
58698000,0.34
58752000,0.295
58806000,0.2265
58860000,0.2405
58914000,0.364
58968000,0.341
59022000,0.3805
59076000,0.4175
59130000,0.3425
59184000,0.355
59238000,0.2755
59292000,0.2445
59346000,0.318
59400000,0.337
59454000,0.2875
59508000,0.2805
59562000,0.2995
59616000,0.348
59670000,0.37
59724000,0.411
59778000,0.411
59832000,0.353
59886000,0.3605
59940000,0.342
59994000,0.3245
60048000,0.3265
60102000,0.271
60156000,0.3095
60210000,0.305
60264000,0.307
60318000,0.289
60372000,0.299
60426000,0.3535
60480000,0.3605
60534000,0.308
60588000,0.2265
60642000,0.203
60696000,0.1555
60750000,0.1275
60804000,0.1405
60858000,0.1295
60912000,0.2025
60966000,0.2405
61020000,0.203
61074000,0.2
61128000,0.194
61182000,0.2235
61236000,0.2105
61290000,0.2265
61344000,0.249
61398000,0.1805
61452000,0.189
61506000,0.236
61560000,0.2985
61614000,0.286
61668000,0.3485
61722000,0.292
61776000,0.2115
61830000,0.285
61884000,0.3
61938000,0.3215
61992000,0.3025
62046000,0.2985
62100000,0.2595
62154000,0.1705
62208000,0.1815
62262000,0.1635
62316000,0.223
62370000,0.2135
62424000,0.1655
62478000,0.1475
62532000,0.175
62586000,0.1995
62640000,0.2215
62694000,0.2805
62748000,0.2345
62802000,0.1765
62856000,0.2
62910000,0.19
62964000,0.129
63018000,0.1325
63072000,0.0975
63126000,0.116
63180000,0.0725
63234000,0.089
63288000,0.0775
63342000,0.083
63396000,0.1275
63450000,0.118
63504000,0.0945
63558000,0.092
63612000,0.164
63666000,0.1765
63720000,0.1615
63774000,0.164
63828000,0.1555
63882000,0.142
63936000,0.0885
63990000,0.075
64044000,0.0935
64098000,0.061
64152000,0.0615
64206000,0.0675
64260000,0.0905
64314000,0.0915
64368000,0.0485
64422000,0.119
64476000,0.115
64530000,0.0815
64584000,0.079
64638000,0.0865
64692000,0.1285
64746000,0.14
64800000,0.1395
64854000,0.1225
64908000,0.1265
64962000,0.113
65016000,0.0885
65070000,0.1505
65124000,0.1345
65178000,0.158
65232000,0.132
65286000,0.128
65340000,0.1005
65394000,0.0855
65448000,0.165
65502000,0.113
65556000,0.1575
65610000,0.1305
65664000,0.0885
65718000,0.09
65772000,0.0925
65826000,0.065
65880000,0.0895
65934000,0.066
65988000,0.07
66042000,0.082
66096000,0.1
66150000,0.089
66204000,0.149
66258000,0.14
66312000,0.131
66366000,0.0685
66420000,0.0845
66474000,0.1205
66528000,0.124
66582000,0.1555
66636000,0.1245
66690000,0.109
66744000,0.1285
66798000,0.164
66852000,0.148
66906000,0.1045
66960000,0.142
67014000,0.124
67068000,0.117
67122000,0.175
67176000,0.126
67230000,0.099
67284000,0.095
67338000,0.05
67392000,0.071
67446000,0.085
67500000,0.14
67554000,0.12
67608000,0.1235
67662000,0.1525
67716000,0.088
67770000,0.073
67824000,0.0925
67878000,0.0765
67932000,0.0665
67986000,0.07
68040000,0.069
68094000,0.114
68148000,0.118
68202000,0.133
68256000,0.125
68310000,0.1045
68364000,0.1015
68418000,0.135
68472000,0.113
68526000,0.091
68580000,0.128
68634000,0.1165
68688000,0.132
68742000,0.148
68796000,0.132
68850000,0.141
68904000,0.166
68958000,0.217
69012000,0.37
69066000,0.372
69120000,0.27
69174000,0.2035
69228000,0.196
69282000,0.198
69336000,0.1895
69390000,0.167
69444000,0.1455
69498000,0.2015
69552000,0.198
69606000,0.201
69660000,0.202
69714000,0.214
69768000,0.243
69822000,0.152
69876000,0.201
69930000,0.226
69984000,0.2325
70038000,0.2345
70092000,0.159
70146000,0.1855
70200000,0.2015
70254000,0.1915
70308000,0.23
70362000,0.196
70416000,0.173
70470000,0.2225
70524000,0.1975
70578000,0.2345
70632000,0.2585
70686000,0.2195
70740000,0.1975
70794000,0.198
70848000,0.2125
70902000,0.198
70956000,0.2
71010000,0.2285
71064000,0.261
71118000,0.2415
71172000,0.2515
71226000,0.205
71280000,0.188
71334000,0.153
71388000,0.158
71442000,0.118
71496000,0.1695
71550000,0.1575
71604000,0.131
71658000,0.106
71712000,0.1395
71766000,0.191
71820000,0.1855
71874000,0.148
71928000,0.1585
71982000,0.1935
72036000,0.1875
72090000,0.146
72144000,0.141
72198000,0.1445
72252000,0.148
72306000,0.147
72360000,0.1855
72414000,0.144
72468000,0.1
72522000,0.117
72576000,0.1185
72630000,0.155
72684000,0.1665
72738000,0.1935
72792000,0.1515
72846000,0.135
72900000,0.1
72954000,0.143
73008000,0.1415
73062000,0.1725
73116000,0.1715
73170000,0.2345
73224000,0.201
73278000,0.133
73332000,0.1495
73386000,0.1065
73440000,0.1
73494000,0.0835
73548000,0.076
73602000,0.088
73656000,0.2125
73710000,0.1865
73764000,0.187
73818000,0.2805
73872000,0.275
73926000,0.2925
73980000,0.2795
74034000,0.2245
74088000,0.2035
74142000,0.2345
74196000,0.303
74250000,0.275
74304000,0.2475
74358000,0.262
74412000,0.2375
74466000,0.232
74520000,0.1855
74574000,0.153
74628000,0.1825
74682000,0.1605
74736000,0.1435
74790000,0.1485
74844000,0.141
74898000,0.1725
74952000,0.151
75006000,0.11
75060000,0.2425
75114000,0.1925
75168000,0.1705
75222000,0.16
75276000,0.167
75330000,0.1735
75384000,0.1135
75438000,0.1165
75492000,0.118
75546000,0.183
75600000,0.1515
75654000,0.1345
75708000,0.1075
75762000,0.101
75816000,0.124
75870000,0.1975
75924000,0.1865
75978000,0.158
76032000,0.1905
76086000,0.274
76140000,0.267
76194000,0.218
76248000,0.207
76302000,0.2205
76356000,0.203
76410000,0.151
76464000,0.2185
76518000,0.2165
76572000,0.1725
76626000,0.2225
76680000,0.176
76734000,0.1865
76788000,0.2405
76842000,0.2025
76896000,0.1775
76950000,0.246
77004000,0.199
77058000,0.234
77112000,0.221
77166000,0.2235
77220000,0.2325
77274000,0.276
77328000,0.2425
77382000,0.299
77436000,0.2385
77490000,0.272
77544000,0.356
77598000,0.345
77652000,0.4615
77706000,0.4985
77760000,0.598
77814000,0.6615
77868000,0.7535
77922000,0.728
77976000,0.7605
78030000,0.7065
78084000,0.752
78138000,0.774
78192000,0.7705
78246000,0.7415
78300000,0.754
78354000,0.7875
78408000,0.7225
78462000,0.6645
78516000,0.656
78570000,0.586
78624000,0.6535
78678000,0.7315
78732000,0.776
78786000,0.764
78840000,0.792
78894000,0.8295
78948000,0.747
79002000,0.7895
79056000,0.7925
79110000,0.826
79164000,0.8285
79218000,0.8365
79272000,0.784
79326000,0.774
79380000,0.8155
79434000,0.8105
79488000,0.805
79542000,0.79
79596000,0.808
79650000,0.7895
79704000,0.7935
79758000,0.791
79812000,0.808
79866000,0.764
79920000,0.76
79974000,0.839
80028000,0.7965
80082000,0.846
80136000,0.807
80190000,0.824
80244000,0.8565
80298000,0.8055
80352000,0.7965
80406000,0.781
80460000,0.769
80514000,0.771
80568000,0.749
80622000,0.825
80676000,0.794
80730000,0.82
80784000,0.817
80838000,0.7885
80892000,0.7905
80946000,0.824
81000000,0.796
81054000,0.803
81108000,0.832
81162000,0.8325
81216000,0.816
81270000,0.825
81324000,0.7885
81378000,0.8155
81432000,0.808
81486000,0.789
81540000,0.7725
81594000,0.7605
81648000,0.75
81702000,0.752
81756000,0.7535
81810000,0.792
81864000,0.7745
81918000,0.7355
81972000,0.7335
82026000,0.7385
82080000,0.7005
82134000,0.7145
82188000,0.747
82242000,0.7875
82296000,0.809
82350000,0.816
82404000,0.7775
82458000,0.773
82512000,0.786
82566000,0.773
82620000,0.8115
82674000,0.8125
82728000,0.8055
82782000,0.839
82836000,0.8185
82890000,0.8245
82944000,0.7515
82998000,0.7555
83052000,0.7255
83106000,0.7075
83160000,0.733
83214000,0.762
83268000,0.6945
83322000,0.687
83376000,0.682
83430000,0.6895
83484000,0.7615
83538000,0.8
83592000,0.7795
83646000,0.767
83700000,0.7845
83754000,0.818
83808000,0.816
83862000,0.7585
83916000,0.747
83970000,0.7
84024000,0.823
84078000,0.8235
84132000,0.7775
84186000,0.807
84240000,0.8435
84294000,0.788
84348000,0.7535
84402000,0.765
84456000,0.7725
84510000,0.764
84564000,0.8085
84618000,0.7075
84672000,0.7625
84726000,0.7925
84780000,0.775
84834000,0.7195
84888000,0.708
84942000,0.6405
84996000,0.5735
85050000,0.5855
85104000,0.5365
85158000,0.521
85212000,0.5535
85266000,0.5885
85320000,0.608
85374000,0.646
85428000,0.598
85482000,0.661
85536000,0.6885
85590000,0.653
85644000,0.6655
85698000,0.5345
85752000,0.5705
85806000,0.6325
85860000,0.562
85914000,0.59
85968000,0.6235
86022000,0.582
86076000,0.6565
86130000,0.782
86184000,0.7415
86238000,0.7335
86292000,0.7775
86346000,0.7335
86400000,0.7675
86454000,0.728
86508000,0.714
86562000,0.7285
86616000,0.7135
86670000,0.7225
86724000,0.7045
86778000,0.7355
86832000,0.718
86886000,0.7005
86940000,0.6895
86994000,0.74
87048000,0.7295
87102000,0.727
87156000,0.71
87210000,0.7365
87264000,0.76
87318000,0.77
87372000,0.752
87426000,0.7255
87480000,0.759
87534000,0.7745
87588000,0.7625
87642000,0.7655
87696000,0.7845
87750000,0.6785
87804000,0.73
87858000,0.742
87912000,0.7005
87966000,0.7395
88020000,0.681
88074000,0.7505
88128000,0.751
88182000,0.781
88236000,0.7455
88290000,0.724
88344000,0.7465
88398000,0.719
88452000,0.713
88506000,0.7605
88560000,0.785
88614000,0.7765
88668000,0.801
