"Step","phase_sp_ppotrue_seed3 - 8cover_rate"
"14700000","0.8785"
"14805000","0.8851500000000001"
"14910000","0.88595"
"15015000","0.88225"
"15120000","0.8866"
"15225000","0.8905"
"15330000","0.8816"
"15435000","0.8940999999999999"
"15540000","0.8987999999999999"
"15645000","0.9019"
"15750000","0.8917999999999999"
"15855000","0.88555"
"15960000","0.9009"
"16065000","0.9064"
"16170000","0.8978499999999999"
"16275000","0.8976999999999999"
"16380000","0.90105"
"16485000","0.9049"
"16590000","0.8977"
"16695000","0.9024"
"16800000","0.8980499999999999"
"16905000","0.8951999999999999"
"17010000","0.89545"
"17115000","0.9000999999999999"
"17220000","0.8994500000000001"
"17325000","0.8960499999999999"
"17430000","0.909"
"17535000","0.9089"
"17640000","0.91215"
"17745000","0.9025"
"17850000","0.91825"
"17955000","0.91645"
"18060000","0.916"
"18165000","0.91615"
"18270000","0.91305"
"18375000","0.90795"
"18480000","0.91495"
"18585000","0.9103"
"18690000","0.9113"
"18795000","0.91225"
"18900000","0.91525"
"19005000","0.91565"
"19110000","0.91675"
"19215000","0.91305"
"19320000","0.92025"
"19425000","0.9155"
"19530000","0.91285"
"19635000","0.91745"
"19740000","0.91765"
"19845000","0.9194"
"19950000","0.91835"
"20055000","0.9204"
"20160000","0.9291"
"20265000","0.9164"
"20370000","0.9138"
"20475000","0.9133"
"20580000","0.91485"
"20685000","0.9242"
"20790000","0.91885"
"20895000","0.91645"
"21000000","0.91945"
"21105000","0.92125"
"21210000","0.92565"
"21315000","0.92855"
"21420000","0.9305"
"21525000","0.91855"
"21630000","0.92095"
"21735000","0.9214"
"21840000","0.9216"
"21945000","0.92345"
"22050000","0.93155"
"22155000","0.9332"
"22260000","0.921"
"22365000","0.9234"
"22470000","0.92545"
"22575000","0.92275"
"22680000","0.92655"
"22785000","0.93195"
"22890000","0.93285"
"22995000","0.9281"
"23100000","0.9179"
"23205000","0.9326"
"23310000","0.93395"
"23415000","0.9346"
"23520000","0.9336"
"23625000","0.94075"
"23730000","0.93045"
"23835000","0.9355"
"23940000","0.93735"
"24045000","0.93565"
"24150000","0.9394"
"24255000","0.934"
"24360000","0.9364"
"24465000","0.9341499999999998"
"24570000","0.9374"
"24675000","0.9416"
"24780000","0.93605"
"24885000","0.93125"
"24990000","0.9252"
"25095000","0.9417"
"25200000","0.94055"
"25305000","0.9363"
"25410000","0.93235"
"25515000","0.93855"
"25620000","0.9341"
"25725000","0.93895"
"25830000","0.9348999999999998"
"25935000","0.9303"
"26040000","0.9289"
"26145000","0.93085"
"26250000","0.93055"
"26355000","0.9418"
"26460000","0.94145"
"26565000","0.9394"
"26670000","0.937"
"26775000","0.94055"
"26880000","0.9356"
"26985000","0.93285"
"27090000","0.93965"
"27195000","0.9425"
"27300000","0.9389"
"27405000","0.9382"
"27510000","0.94865"
"27615000","0.94835"
"27720000","0.9503"
"27825000","0.9493"
"27930000","0.9454"
"28035000","0.9485"
"28140000","0.9431"
"28245000","0.9435"
"28350000","0.94005"
"28455000","0.94595"
"28560000","0.945"
"28665000","0.9523"
"28770000","0.94305"
"28875000","0.94955"
"28980000","0.94805"
"29085000","0.94445"
"29190000","0.9442"
"29295000","0.93905"
"29400000","0.9397"
"29505000","0.9448"
"29610000","0.9491"
"29715000","0.94175"
"29820000","0.94005"
"29925000","0.9433"
"30030000","0.9495"
"30135000","0.9486"
"30240000","0.94795"
"30345000","0.9528"
"30450000","0.9539"
"30555000","0.94725"
"30660000","0.95195"
"30765000","0.95405"
"30870000","0.95505"
"30975000","0.9282"
"31080000","0.9374"
"31185000","0.9407"
"31290000","0.9359"
"31395000","0.94795"
"31500000","0.93885"
"31605000","0.94495"
"31710000","0.94555"
"31815000","0.94115"
"31920000","0.9437"
"32025000","0.93905"
"32130000","0.94105"
"32235000","0.94245"
"32340000","0.9469"
"32445000","0.9368"
"32550000","0.93395"
"32655000","0.94115"
"32760000","0.9368"
"32865000","0.93435"
"32970000","0.9336"
"33075000","0.9429"
"33180000","0.94035"
"33285000","0.9361"
"33390000","0.9363"
"33495000","0.9396"
"33600000","0.9386"
"33705000","0.94585"
"33810000","0.94495"
"33915000","0.94155"
"34020000","0.948"
"34125000","0.9352"
"34230000","0.94905"
"34335000","0.9418"
"34440000","0.94575"
"34545000","0.9503"
"34650000","0.93975"
"34755000","0.94585"
"34860000","0.9437"
"34965000","0.952"
"35070000","0.94685"
"35175000","0.9496"
"35280000","0.95055"
"35385000","0.9518"
"35490000","0.9485"
"35595000","0.9515"
