"Step","phase_sp_ppotrue_seed3 - 8cover_rate"
"105000","0.8228"
"210000","0.8031"
"315000","0.7887000000000001"
"420000","0.791"
"525000","0.77695"
"630000","0.76195"
"735000","0.7610500000000001"
"840000","0.76275"
"945000","0.773"
"1050000","0.7668"
"1155000","0.76105"
"1260000","0.7676499999999999"
"1365000","0.7650999999999999"
"1470000","0.7733499999999999"
"1575000","0.7800499999999999"
"1680000","0.75475"
"1785000","0.7661"
"1890000","0.76995"
"1995000","0.7677"
"2100000","0.7771999999999999"
"2205000","0.78125"
"2310000","0.7735500000000001"
"2415000","0.7745"
"2520000","0.7776"
"2625000","0.7693999999999999"
"2730000","0.77925"
"2835000","0.77565"
"2940000","0.78395"
"3045000","0.78525"
"3150000","0.8010499999999999"
"3255000","0.802"
"3360000","0.7863"
"3465000","0.801"
"3570000","0.7958"
"3675000","0.7840499999999999"
"3780000","0.7963"
"3885000","0.78125"
"3990000","0.8061499999999999"
"4095000","0.80265"
"4200000","0.8008"
"4305000","0.80265"
"4410000","0.8101"
"4515000","0.81595"
"4620000","0.8155"
"4725000","0.82285"
"4830000","0.821"
"4935000","0.8075"
"5040000","0.8285999999999999"
"5145000","0.8212"
"5250000","0.82525"
"5355000","0.8308499999999999"
"5460000","0.8283999999999999"
"5565000","0.82495"
"5670000","0.8306499999999999"
"5775000","0.83075"
"5880000","0.8222999999999999"
"5985000","0.8169500000000001"
"6090000","0.8265999999999999"
"6195000","0.8219"
"6300000","0.81745"
"6405000","0.8127000000000001"
"6510000","0.8191499999999999"
"6615000","0.8274000000000001"
"6720000","0.8269500000000001"
"6825000","0.8219"
"6930000","0.82925"
"7035000","0.8335999999999999"
"7140000","0.824"
"7245000","0.8292999999999999"
"7350000","0.8166"
"7455000","0.83715"
"7560000","0.82085"
"7665000","0.82855"
"7770000","0.84175"
"7875000","0.84415"
"7980000","0.8407"
"8085000","0.83435"
"8190000","0.8392000000000001"
"8295000","0.8395999999999999"
"8400000","0.83775"
"8505000","0.8439000000000001"
"8610000","0.8468499999999999"
"8715000","0.8461"
"8820000","0.8508"
"8925000","0.8555499999999999"
"9030000","0.8580999999999999"
"9135000","0.85415"
"9240000","0.8508"
"9345000","0.8508499999999999"
"9450000","0.8487"
"9555000","0.8586"
"9660000","0.8588499999999999"
"9765000","0.85705"
"9870000","0.8573"
"9975000","0.85215"
"10080000","0.8583"
"10185000","0.87835"
"10290000","0.86175"
"10395000","0.86515"
"10500000","0.8590999999999999"
"10605000","0.86"
"10710000","0.8706499999999999"
"10815000","0.8697999999999999"
"10920000","0.8585499999999999"
"11025000","0.8647999999999999"
"11130000","0.8794"
"11235000","0.87075"
"11340000","0.86475"
"11445000","0.8715"
"11550000","0.8732000000000001"
"11655000","0.8722000000000001"
"11760000","0.8776499999999999"
"11865000","0.8789499999999999"
"11970000","0.8697"
"12075000","0.8766999999999999"
"12180000","0.87125"
"12285000","0.88515"
"12390000","0.8659000000000001"
"12495000","0.8829"
"12600000","0.8894000000000001"
"12705000","0.88605"
"12810000","0.87775"
"12915000","0.87335"
"13020000","0.8816499999999999"
"13125000","0.86475"
"13230000","0.87445"
"13335000","0.87605"
"13440000","0.8700999999999999"
"13545000","0.8740999999999999"
"13650000","0.87775"
"13755000","0.8756"
"13860000","0.8834500000000001"
"13965000","0.8725"
"14070000","0.8787999999999999"
"14175000","0.86175"
"14280000","0.88575"
"14385000","0.89115"
"14490000","0.8848499999999999"
"14595000","0.8796999999999999"
