Step,decay_fre30iter_add0.1_load_optimizer_gradclip10_seed1 - 8cover_rate
0,0.83225
199290,0.83885
398580,0.84325
597870,0.82915
797160,0.83665
996450,0.8381
1195740,0.84025
1395030,0.83685
1594320,0.83255
1793610,0.8499
1992900,0.84645
2181900,0.85065
2370900,0.85115
2559900,0.8448
2748900,0.85065
2937900,0.8504
3126900,0.8517
3315900,0.84915
3504900,0.8544
3693900,0.87175
3882900,0.8687
4061610,0.86455
4240320,0.86405
4419030,0.85585
4597740,0.86595
4776450,0.8783
4955160,0.87195
5133870,0.87195
5312580,0.86545
5491290,0.8688
5670000,0.86555
5838000,0.87065
6006000,0.8703
6174000,0.87895
6342000,0.8848
6510000,0.88595
6678000,0.8897
6846000,0.89745
7014000,0.8894
7182000,0.89305
7350000,0.89105
7507290,0.889
7664580,0.89435
7821870,0.90125
7979160,0.9039
8136450,0.8958
8293740,0.8976
8451030,0.89865
8608320,0.8954
8765610,0.8964
8922900,0.90915
9069900,0.90055
9216900,0.9088
9363900,0.9056
9510900,0.90555
9657900,0.89625
9804900,0.89745
9951900,0.88965
10098900,0.90255
10245900,0.90485
10392900,0.9022
10529400,0.9006
10665900,0.90555
10802400,0.91085
10938900,0.90935
11075400,0.9071
11211900,0.8978
11348400,0.90035
11484900,0.88755
11621400,0.8922
11757900,0.90375
11883900,0.9176
12009900,0.92085
12135900,0.917
12261900,0.91905
12387900,0.90905
12513900,0.91355
12639900,0.91735
12765900,0.9008
12891900,0.90285
13017900,0.88145
13133190,0.8908
13248480,0.8914
13363770,0.862
13479060,0.8776
13594350,0.88025
13709640,0.8758
13824930,0.886
13940220,0.88745
14055510,0.8928
14170800,0.8963
14275800,0.88295
14380800,0.89095
14485800,0.89585
14590800,0.88315
14695800,0.9021
14800800,0.90675
14905800,0.90875
15010800,0.9105
15115800,0.9109
15220800,0.8993
15325800,0.8955
15430800,0.8975
15535800,0.91565
15640800,0.90965
15745800,0.91145
15850800,0.9034
15955800,0.90605
16060800,0.8993
16165800,0.897
16270800,0.89535
16375800,0.89475
16480800,0.9
16585800,0.90495
16690800,0.913
16795800,0.9145
16900800,0.91645
17005800,0.92625
17110800,0.92885
17215800,0.92115
17320800,0.9115
17425800,0.92235
17530800,0.92705
17635800,0.93185
17740800,0.9228
17845800,0.93125
17950800,0.93475
18055800,0.93785
18160800,0.92875
18265800,0.93125
18370800,0.94
18475800,0.94645
18580800,0.9495
18685800,0.9527
18790800,0.9603
18895800,0.9563
19000800,0.96065
19105800,0.9593
19210800,0.9604
19315800,0.96325
19420800,0.9617
19525800,0.96595
19630800,0.9646
19735800,0.9607
19840800,0.9621
19945800,0.9635
20050800,0.96105
20155800,0.9652
20260800,0.9704
20365800,0.9631
20470800,0.96425
20575800,0.96445
20680800,0.9659
20785800,0.9664
20890800,0.9623
20995800,0.9581
21100800,0.9599
21205800,0.96905
21310800,0.97
21415800,0.97175
21520800,0.97415
21625800,0.9686
21730800,0.97
21835800,0.97325
21940800,0.96895
22045800,0.9662
22150800,0.96795
22255800,0.96765
22360800,0.96705
22465800,0.9664
22570800,0.962
22675800,0.95445
22780800,0.96315
22885800,0.96925
22990800,0.9708
23095800,0.965
23200800,0.9587
23305800,0.9535
23410800,0.9556
23515800,0.9607
23620800,0.95295
23725800,0.94805
23830800,0.95295
23935800,0.96125
24040800,0.9622
24145800,0.9619
24250800,0.96275
24355800,0.95975
24460800,0.955
24565800,0.9546
24670800,0.95455
24775800,0.9546
24880800,0.94505
24985800,0.94175
25090800,0.95745
25195800,0.96435
25300800,0.9649
25405800,0.9618
25510800,0.968
25615800,0.9708
25720800,0.9616
25825800,0.97325
25930800,0.96785
26035800,0.96825
26140800,0.9754
26245800,0.9759
26350800,0.9749
26455800,0.97195
26560800,0.97755
26665800,0.98135
26770800,0.98095
26875800,0.9804
26980800,0.9742
27085800,0.97615
27190800,0.97535
27295800,0.9702
27400800,0.9639
27505800,0.9672
27610800,0.96865
27715800,0.97555
27820800,0.9724
27925800,0.97825
28030800,0.97685
28135800,0.9782
28240800,0.9781
28345800,0.97525
28450800,0.96835
28555800,0.97655
28660800,0.9755
28765800,0.97335
28870800,0.982
28975800,0.9824
29080800,0.9839
29185800,0.98055
29290800,0.97985
29395800,0.9697
29500800,0.9674
29605800,0.98025
29710800,0.9707
29815800,0.9778
29920800,0.97755
30025800,0.9719
30130800,0.96945
30235800,0.9747
30340800,0.9765
30445800,0.9763
30550800,0.97755
30655800,0.9828
30760800,0.9838
30865800,0.9867
30970800,0.9877
31075800,0.9872
31180800,0.9859
31285800,0.98435
31390800,0.9855
31495800,0.97975
31600800,0.9821
31705800,0.98455
31810800,0.9853
31915800,0.9881
32020800,0.9885
32125800,0.9879
32230800,0.98525
32335800,0.9883
32440800,0.987
32545800,0.98715
32650800,0.9872
32755800,0.9865
32860800,0.98725
32965800,0.98495
33070800,0.98755
33175800,0.98345
33280800,0.98495
33385800,0.98565
33490800,0.984
33595800,0.9832
33700800,0.98465
33805800,0.9891
33910800,0.9878
34015800,0.989
34120800,0.99015
34225800,0.98475
34330800,0.9849
34435800,0.98665
34540800,0.9881
34645800,0.9879
34750800,0.98845
34855800,0.9869
34960800,0.9891
35065800,0.98985
35170800,0.9889
35275800,0.9901
35380800,0.98945
35485800,0.98655
35590800,0.98775
35695800,0.9874
35800800,0.9888
35905800,0.9883
36010800,0.9843
36115800,0.9893
36220800,0.988
36325800,0.98905
36430800,0.9836
36535800,0.98705
36640800,0.98805
36745800,0.988
36850800,0.9903
36955800,0.9871
37060800,0.9877
37165800,0.98895
37270800,0.98715
37375800,0.9877
37480800,0.98815
37585800,0.9887
37690800,0.98685
37795800,0.98755
37900800,0.98505
38005800,0.98795
38110800,0.9894
38215800,0.98775
38320800,0.9902
38425800,0.9897
38530800,0.9886
38635800,0.9905
38740800,0.98865
38845800,0.9914
38950800,0.9886
39055800,0.98955
39160800,0.98945
39265800,0.99025
39370800,0.98765
39475800,0.9881
39580800,0.98955
39685800,0.9918
39790800,0.9901
39895800,0.98815
40000800,0.99115
40105800,0.99005
40210800,0.98925
40315800,0.99025
40420800,0.9913
40525800,0.99135
40630800,0.9936
40735800,0.99075
40840800,0.99235
40945800,0.99155
41050800,0.99235
41155800,0.9904
41260800,0.99285
41365800,0.9919
41470800,0.98955
41575800,0.99005
41680800,0.9924
41785800,0.99355
41890800,0.9947
41995800,0.99325
42100800,0.9908
42205800,0.9918
42310800,0.9921
42415800,0.99215
42520800,0.9937
42625800,0.9889
42730800,0.98895
42835800,0.98715
42940800,0.9886
43045800,0.9897
43150800,0.9905
43255800,0.9861
43360800,0.98795
43465800,0.98625
43570800,0.99195
43675800,0.9885
43780800,0.99105
43885800,0.9902
43990800,0.99175
44095800,0.9897
44200800,0.9921
44305800,0.99105
44410800,0.9897
44515800,0.99285
44620800,0.99125
44725800,0.98685
44830800,0.98685
44935800,0.98415
45040800,0.9877
45145800,0.9881
45250800,0.98955
45355800,0.98745
45460800,0.9924
45565800,0.9891
45670800,0.9929
45775800,0.9901
45880800,0.99005
45985800,0.98955
46090800,0.98975
46195800,0.98925
46300800,0.98775
46405800,0.98945
46510800,0.99115
46615800,0.9882
46720800,0.98735
46825800,0.98855
46930800,0.98555
47035800,0.98425
47140800,0.9854
47245800,0.9842
47350800,0.98755
47455800,0.9854
47560800,0.98745
47665800,0.9902
47770800,0.98955
47875800,0.9901
47980800,0.98935
48085800,0.9888
48190800,0.99125
48295800,0.99215
48400800,0.9931
48505800,0.99075
48610800,0.9907
48715800,0.99225
48820800,0.98995
48925800,0.9909
49030800,0.9915
49135800,0.9899
49240800,0.99145
49345800,0.9912
49450800,0.99085
49555800,0.9933
49660800,0.99055
49765800,0.99045
49870800,0.99135
49975800,0.9935
50080800,0.994
50185800,0.9944
50290800,0.99425
50395800,0.995
50500800,0.99175
50605800,0.99255
50710800,0.99335
50815800,0.99
50920800,0.991
51025800,0.9895
51130800,0.9908
51235800,0.9924
51340800,0.99055
51445800,0.99165
51550800,0.9894
51655800,0.99015
51760800,0.99165
51865800,0.9923
51970800,0.99015
52075800,0.99135
52180800,0.98805
52285800,0.9899
52390800,0.9881
52495800,0.9883
52600800,0.98635
52705800,0.9877
52810800,0.98945
52915800,0.9894
53020800,0.9905
53125800,0.9908
53230800,0.99115
53335800,0.99295
53440800,0.98995
53545800,0.9893
53650800,0.9905
53755800,0.9907
53860800,0.9886
53965800,0.9901
54070800,0.99105
54175800,0.9898
54280800,0.98815
54385800,0.9889
54490800,0.98995
54595800,0.98865
54700800,0.9908
54805800,0.98905
54910800,0.98995
55015800,0.98965
55120800,0.98905
55225800,0.9891
55330800,0.9913
55435800,0.99075
55540800,0.9901
55645800,0.9894
55750800,0.9887
55855800,0.9866
55960800,0.98665
56065800,0.99135
56170800,0.98995
56275800,0.98975
56380800,0.98815
56485800,0.98855
56590800,0.9893
56695800,0.9893
56800800,0.9884
56905800,0.98935
57010800,0.9885
57115800,0.9873
57220800,0.9886
57325800,0.9887
57430800,0.98985
57535800,0.9874
57640800,0.98905
57745800,0.9896
57850800,0.9913
57955800,0.9872
58060800,0.9895
58165800,0.9925
58270800,0.98945
58375800,0.98715
58480800,0.9912
58585800,0.9879
58690800,0.98855
58795800,0.98955
58900800,0.98915
59005800,0.98895
59110800,0.99235
59215800,0.9916
59320800,0.99115
59425800,0.9906
59530800,0.9898
59635800,0.9917
59740800,0.99165
59845800,0.9903
59950800,0.98795
60055800,0.98815
60160800,0.98795
60265800,0.9885
60370800,0.98625
60475800,0.9865
60580800,0.98705
60685800,0.9907
60790800,0.99145
60895800,0.9922
