"Step","pc_pb_seed2 - 4cover_rate"
"75120000","0.26230000000000003"
"75180000","0.2428"
"75240000","0.2665"
"75300000","0.2647"
"75360000","0.2512"
"75420000","0.2472"
"75480000","0.258"
"75540000","0.2585"
"75600000","0.25520000000000004"
"75660000","0.2456"
"75720000","0.25189999999999996"
"75780000","0.2682"
"75840000","0.2692"
"75900000","0.26"
"75960000","0.27379999999999993"
"76020000","0.2741"
"76080000","0.2759"
"76140000","0.26859999999999995"
"76200000","0.2775"
"76260000","0.2652"
"76320000","0.2746"
"76380000","0.27079999999999993"
"76440000","0.2575"
"76500000","0.2691"
"76560000","0.26730000000000004"
"76620000","0.27929999999999994"
"76680000","0.26120000000000004"
"76740000","0.2737"
"76800000","0.2686"
"76860000","0.2736"
"76920000","0.2605"
"76980000","0.2749"
"77040000","0.2672"
"77100000","0.2749"
"77160000","0.2652"
"77220000","0.2481"
"77280000","0.26739999999999997"
"77340000","0.2787"
"77400000","0.26280000000000003"
"77460000","0.259"
"77520000","0.27190000000000003"
"77580000","0.28329999999999994"
"77640000","0.2686"
"77700000","0.2757"
"77760000","0.2551"
"77820000","0.2875"
"77880000","0.2605"
"77940000","0.2784"
"78000000","0.28009999999999996"
"78060000","0.2695"
"78120000","0.2646"
"78180000","0.26430000000000003"
"78240000","0.272"
"78300000","0.2749"
"78360000","0.2623"
"78420000","0.2777"
"78480000","0.2648"
"78540000","0.26589999999999997"
"78600000","0.2666"
"78660000","0.28670000000000007"
"78720000","0.2601"
"78780000","0.271"
"78840000","0.2821"
"78900000","0.27929999999999994"
"78960000","0.2812"
"79020000","0.2706"
"79080000","0.27670000000000006"
"79140000","0.2816"
"79200000","0.2861"
"79260000","0.2844"
"79320000","0.2742"
"79380000","0.2804"
"79440000","0.2944"
"79500000","0.2866"
"79560000","0.27759999999999996"
"79620000","0.27640000000000003"
"79680000","0.2643"
"79740000","0.2905"
"79800000","0.2687"
"79860000","0.2899"
"79920000","0.2861"
"79980000","0.2871"
"80040000","0.2815"
"80100000","0.2793"
"80160000","0.2767"
"80220000","0.291"
"80280000","0.2763"
"80340000","0.2819"
"80400000","0.2759"
"80460000","0.2755"
"80520000","0.2704"
"80580000","0.2846"
"80640000","0.273"
"80700000","0.2856"
"80760000","0.2757"
"80820000","0.2778"
"80880000","0.279"
"80940000","0.2778"
"81000000","0.2872"
"81060000","0.2853"
"81120000","0.28029999999999994"
"81180000","0.28290000000000004"
"81240000","0.2835"
"81300000","0.284"
"81360000","0.27629999999999993"
"81420000","0.288"
"81480000","0.2823"
"81540000","0.2869"
"81600000","0.27870000000000006"
"81660000","0.28929999999999995"
"81720000","0.3035"
"81780000","0.2756"
"81840000","0.28520000000000006"
"81900000","0.29"
"81960000","0.2989"
"82020000","0.2985"
"82080000","0.2949"
"82140000","0.2835"
"82200000","0.2974"
"82260000","0.29170000000000007"
"82320000","0.289"
"82380000","0.2856"
"82440000","0.2849"
"82500000","0.2905"
"82560000","0.3207"
"82620000","0.2862"
"82680000","0.2929"
"82740000","0.29629999999999995"
"82800000","0.2908"
"82860000","0.30019999999999997"
"82920000","0.3008"
"82980000","0.2973"
"83040000","0.28759999999999997"
"83100000","0.2989"
"83160000","0.29730000000000006"
"83220000","0.2915"
"83280000","0.298"
"83340000","0.301"
"83400000","0.2932"
"83460000","0.2926"
"83520000","0.2802"
"83580000","0.2873"
"83640000","0.3058"
"83700000","0.3127"
"83760000","0.30829999999999996"
"83820000","0.2822"
"83880000","0.28370000000000006"
"83940000","0.2972"
"84000000","0.2925"
"84060000","0.31110000000000004"
"84120000","0.29510000000000003"
"84180000","0.2985"
"84240000","0.31120000000000003"
"84300000","0.2975"
"84360000","0.29529999999999995"
"84420000","0.3055"
"84480000","0.2974"
"84540000","0.2878"
"84600000","0.3055"
"84660000","0.2988"
"84720000","0.2953"
"84780000","0.2968"
"84840000","0.30689999999999995"
"84900000","0.31560000000000005"
"84960000","0.3196"
"85020000","0.30779999999999996"
"85080000","0.3164"
"85140000","0.30889999999999995"
"85200000","0.311"
"85260000","0.2947000000000001"
"85320000","0.3125"
"85380000","0.29810000000000003"
"85440000","0.295"
"85500000","0.2965"
"85560000","0.30710000000000004"
"85620000","0.30689999999999995"
"85680000","0.3095"
"85740000","0.30579999999999996"
"85800000","0.3065"
"85860000","0.31410000000000005"
"85920000","0.3009"
"85980000","0.31210000000000004"
"86040000","0.29860000000000003"
"86100000","0.31129999999999997"
"86160000","0.287"
"86220000","0.29279999999999995"
"86280000","0.3117"
"86340000","0.31549999999999995"
"86400000","0.3067"
"86460000","0.3095"
"86520000","0.3033"
"86580000","0.2914"
"86640000","0.30419999999999997"
"86700000","0.2928"
"86760000","0.2777"
"86820000","0.3078"
"86880000","0.30369999999999997"
"86940000","0.29910000000000003"
"87000000","0.3083"
"87060000","0.3035"
"87120000","0.3042"
"87180000","0.298"
"87240000","0.31970000000000004"
"87300000","0.3108000000000001"
"87360000","0.29460000000000003"
"87420000","0.30739999999999995"
"87480000","0.30560000000000004"
"87540000","0.3028"
"87600000","0.30810000000000004"
"87660000","0.3097"
"87720000","0.29819999999999997"
"87780000","0.2994"
"87840000","0.30319999999999997"
"87900000","0.3135"
"87960000","0.31189999999999996"
"88020000","0.3216"
"88080000","0.302"
"88140000","0.301"
"88200000","0.30660000000000004"
"88260000","0.31160000000000004"
"88320000","0.31720000000000004"
"88380000","0.299"
"88440000","0.30710000000000004"
"88500000","0.2985"
"88560000","0.308"
"88620000","0.30079999999999996"
"88680000","0.2945"
"88740000","0.302"
"88800000","0.31479999999999997"
"88860000","0.2982"
"88920000","0.31260000000000004"
"88980000","0.30110000000000003"
"89040000","0.30060000000000003"
"89100000","0.2964"
"89160000","0.30329999999999996"
"89220000","0.30069999999999997"
"89280000","0.31160000000000004"
"89340000","0.3198"
"89400000","0.30360000000000004"
"89460000","0.30369999999999997"
"89520000","0.32080000000000003"
"89580000","0.29469999999999996"
"89640000","0.318"
"89700000","0.3227"
"89760000","0.2919"
"89820000","0.3025"
"89880000","0.3277"
"89940000","0.3091"
"90000000","0.3049"
"90060000","0.30739999999999995"
"90120000","0.31510000000000005"
"90180000","0.315"
"90240000","0.32369999999999993"
"90300000","0.3233"
"90360000","0.3072"
"90420000","0.32570000000000005"
"90480000","0.32189999999999996"
"90540000","0.31289999999999996"
"90600000","0.31739999999999996"
"90660000","0.31229999999999997"
"90720000","0.30469999999999997"
"90780000","0.31710000000000005"
"90840000","0.31889999999999996"
"90900000","0.30820000000000003"
"90960000","0.32389999999999997"
"91020000","0.29890000000000005"
"91080000","0.3107"
"91140000","0.306"
"91200000","0.31339999999999996"
"91260000","0.3306"
"91320000","0.308"
"91380000","0.32549999999999996"
"91440000","0.313"
"91500000","0.3175"
"91560000","0.31820000000000004"
"91620000","0.312"
"91680000","0.3071"
"91740000","0.31710000000000005"
"91800000","0.3075"
"91860000","0.31739999999999996"
"91920000","0.3013"
"91980000","0.30689999999999995"
"92040000","0.313"
"92100000","0.3088"
"92160000","0.3401"
"92220000","0.299"
"92280000","0.31829999999999997"
"92340000","0.3226"
"92400000","0.3232"
"92460000","0.31829999999999997"
"92520000","0.3257"
"92580000","0.3255"
"92640000","0.31539999999999996"
"92700000","0.31439999999999996"
"92760000","0.3263"
"92820000","0.3127"
"92880000","0.30870000000000003"
"92940000","0.3225"
"93000000","0.32739999999999997"
"93060000","0.3271"
"93120000","0.318"
"93180000","0.3206"
"93240000","0.31739999999999996"
"93300000","0.3085"
"93360000","0.32380000000000003"
"93420000","0.32389999999999997"
"93480000","0.315"
"93540000","0.345"
"93600000","0.324"
"93660000","0.30989999999999995"
"93720000","0.31839999999999996"
"93780000","0.31389999999999996"
"93840000","0.32459999999999994"
"93900000","0.32689999999999997"
"93960000","0.312"
"94020000","0.32289999999999996"
"94080000","0.3322"
"94140000","0.3243"
"94200000","0.32739999999999997"
"94260000","0.3202"
"94320000","0.317"
"94380000","0.318"
"94440000","0.326"
"94500000","0.3085"
"94560000","0.3107"
"94620000","0.32"
"94680000","0.31789999999999996"
"94740000","0.32020000000000004"
"94800000","0.31970000000000004"
"94860000","0.3291"
"94920000","0.302"
"94980000","0.3132"
"95040000","0.3065"
"95100000","0.31839999999999996"
"95160000","0.3205"
"95220000","0.317"
"95280000","0.3211"
"95340000","0.3233"
"95400000","0.3216"
"95460000","0.31629999999999997"
"95520000","0.32770000000000005"
"95580000","0.32089999999999996"
"95640000","0.33030000000000004"
"95700000","0.311"
"95760000","0.30889999999999995"
"95820000","0.3158"
"95880000","0.3033"
"95940000","0.3188"
"96000000","0.3187"
"96060000","0.3255"
"96120000","0.3127"
"96180000","0.3086"
"96240000","0.3113"
"96300000","0.31239999999999996"
"96360000","0.3117"
"96420000","0.32389999999999997"
"96480000","0.3223"
"96540000","0.308"
"96600000","0.33479999999999993"
"96660000","0.3177"
"96720000","0.33070000000000005"
"96780000","0.31389999999999996"
"96840000","0.31339999999999996"
"96900000","0.30160000000000003"
"96960000","0.2884"
"97020000","0.32739999999999997"
"97080000","0.313"
"97140000","0.31360000000000005"
"97200000","0.308"
"97260000","0.31489999999999996"
"97320000","0.3117"
"97380000","0.3275"
"97440000","0.32180000000000003"
"97500000","0.3314"
"97560000","0.31289999999999996"
"97620000","0.326"
"97680000","0.3158"
"97740000","0.3177"
"97800000","0.32239999999999996"
"97860000","0.3152"
"97920000","0.3293"
"97980000","0.3177"
"98040000","0.3219"
"98100000","0.3167"
"98160000","0.321"
"98220000","0.3132"
"98280000","0.3068"
"98340000","0.3248"
"98400000","0.31289999999999996"
"98460000","0.33370000000000005"
"98520000","0.3145"
"98580000","0.3211"
"98640000","0.3267"
"98700000","0.30810000000000004"
"98760000","0.3145"
"98820000","0.32189999999999996"
"98880000","0.31339999999999996"
"98940000","0.31889999999999996"
"99000000","0.31439999999999996"
"99060000","0.30639999999999995"
"99120000","0.3387"
"99180000","0.3216"
"99240000","0.3414"
"99300000","0.3246"
"99360000","0.3205"
"99420000","0.343"
"99480000","0.32030000000000003"
"99540000","0.3361"
"99600000","0.31460000000000005"
"99660000","0.30639999999999995"
"99720000","0.2997"
"99780000","0.3142"
"99840000","0.335"
"99900000","0.32939999999999997"
"99960000","0.3257"
"100020000","0.29610000000000003"
"100080000","0.32989999999999997"
"100140000","0.3296"
"100200000","0.3291"
"100260000","0.3223"
"100320000","0.32180000000000003"
"100380000","0.31360000000000005"
"100440000","0.31260000000000004"
"100500000","0.33039999999999997"
"100560000","0.3219"
"100620000","0.3153"
"100680000","0.34480000000000005"
"100740000","0.3168"
"100800000","0.3258"
"100860000","0.3346"
"100920000","0.3162"
"100980000","0.3322"
"101040000","0.3394"
"101100000","0.3402"
"101160000","0.32980000000000004"
"101220000","0.3364"
"101280000","0.31910000000000005"
"101340000","0.3312"
"101400000","0.32409999999999994"
"101460000","0.34220000000000006"
"101520000","0.3286"
"101580000","0.3343"
"101640000","0.3177"
"101700000","0.3487"
"101760000","0.3481"
"101820000","0.3311"
"101880000","0.3361"
"101940000","0.3163"
"102000000","0.33039999999999997"
"102060000","0.3314"
"102120000","0.3305"
"102180000","0.3236"
"102240000","0.32439999999999997"
"102300000","0.3377"
"102360000","0.338"
"102420000","0.3365"
"102480000","0.3172"
"102540000","0.3346"
"102600000","0.3393"
"102660000","0.32780000000000004"
"102720000","0.32839999999999997"
"102780000","0.32380000000000003"
"102840000","0.3183"
"102900000","0.33270000000000005"
"102960000","0.32970000000000005"
"103020000","0.33080000000000004"
"103080000","0.3241"
"103140000","0.3331"
"103200000","0.3376"
"103260000","0.3401"
"103320000","0.32759999999999995"
"103380000","0.3582"
"103440000","0.34979999999999994"
"103500000","0.3374"
"103560000","0.33779999999999993"
"103620000","0.3285"
"103680000","0.3369"
"103740000","0.32839999999999997"
"103800000","0.33030000000000004"
"103860000","0.3441"
"103920000","0.3314"
"103980000","0.3237"
"104040000","0.34419999999999995"
"104100000","0.3384"
"104160000","0.3342"
"104220000","0.34059999999999996"
"104280000","0.324"
"104340000","0.3497"
"104400000","0.35559999999999997"
"104460000","0.3461"
"104520000","0.3304"
"104580000","0.348"
"104640000","0.3389"
"104700000","0.3346"
"104760000","0.3319"
"104820000","0.33669999999999994"
"104880000","0.3397"
"104940000","0.3292"
"105000000","0.3497"
"105060000","0.3409"
"105120000","0.3398"
"105180000","0.3543"
"105240000","0.34090000000000004"
"105300000","0.32620000000000005"
"105360000","0.3419"
"105420000","0.3401"
"105480000","0.3373"
"105540000","0.3324"
"105600000","0.35710000000000003"
"105660000","0.3357"
"105720000","0.3519"
"105780000","0.34269999999999995"
"105840000","0.342"
"105900000","0.3474"
"105960000","0.3432"
"106020000","0.34840000000000004"
"106080000","0.34880000000000005"
"106140000","0.3545"
"106200000","0.35440000000000005"
"106260000","0.3427"
"106320000","0.35409999999999997"
"106380000","0.3546"
"106440000","0.3693"
"106500000","0.3362"
"106560000","0.3686"
"106620000","0.3647"
"106680000","0.3661"
"106740000","0.3713"
"106800000","0.3701"
"106860000","0.3829"
"106920000","0.367"
"106980000","0.35769999999999996"
"107040000","0.3902"
"107100000","0.366"
"107160000","0.3693999999999999"
"107220000","0.367"
"107280000","0.3837"
"107340000","0.3609"
"107400000","0.3755"
"107460000","0.3607"
"107520000","0.3614"
"107580000","0.3441"
"107640000","0.3585"
"107700000","0.3666"
"107760000","0.3753"
"107820000","0.36140000000000005"
"107880000","0.39379999999999993"
"107940000","0.3796000000000001"
"108000000","0.3584"
"108060000","0.3751"
"108120000","0.3857"
"108180000","0.3736"
"108240000","0.3641"
"108300000","0.36690000000000006"
"108360000","0.3715"
"108420000","0.3779"
"108480000","0.3775"
"108540000","0.3718999999999999"
"108600000","0.375"
"108660000","0.35719999999999996"
"108720000","0.3633"
"108780000","0.3626"
"108840000","0.3673"
"108900000","0.3705"
"108960000","0.3756"
"109020000","0.3731"
"109080000","0.3853"
"109140000","0.3816000000000001"
"109200000","0.3795"
"109260000","0.3561999999999999"
"109320000","0.3693"
"109380000","0.3624"
"109440000","0.3686"
"109500000","0.35829999999999995"
"109560000","0.3602999999999999"
"109620000","0.3753"
"109680000","0.3656"
"109740000","0.3735"
"109800000","0.3698"
"109860000","0.35790000000000005"
"109920000","0.3717"
"109980000","0.3661"
"110040000","0.364"
"110100000","0.3763"
"110160000","0.3661"
"110220000","0.3525"
"110280000","0.3541"
"110340000","0.3619"
"110400000","0.371"
"110460000","0.3658"
"110520000","0.3713999999999999"
"110580000","0.373"
"110640000","0.361"
"110700000","0.35719999999999996"
"110760000","0.35710000000000003"
"110820000","0.3891"
"110880000","0.36240000000000006"
"110940000","0.3545"
"111000000","0.3669"
"111060000","0.3607"
"111120000","0.3896"
"111180000","0.3678"
"111240000","0.366"
"111300000","0.3824"
"111360000","0.3654"
"111420000","0.3713000000000001"
"111480000","0.3796000000000001"
"111540000","0.375"
"111600000","0.3693"
"111660000","0.3723999999999999"
"111720000","0.3711"
"111780000","0.3594"
"111840000","0.35760000000000003"
"111900000","0.3702"
"111960000","0.3593"
"112020000","0.3482"
"112080000","0.3795"
"112140000","0.3622"
"112200000","0.3654"
"112260000","0.3637"
"112320000","0.348"
"112380000","0.35470000000000007"
"112440000","0.3658"
"112500000","0.3683999999999999"
"112560000","0.34970000000000007"
"112620000","0.361"
"112680000","0.3477"
"112740000","0.35429999999999995"
"112800000","0.3603"
"112860000","0.3584"
"112920000","0.3357"
"112980000","0.3607"
"113040000","0.351"
"113100000","0.3685"
"113160000","0.3647"
"113220000","0.3659"
"113280000","0.3572000000000001"
"113340000","0.36"
"113400000","0.3638"
"113460000","0.3497"
"113520000","0.365"
"113580000","0.362"
"113640000","0.3552"
"113700000","0.3613"
"113760000","0.3708999999999999"
"113820000","0.3654"
"113880000","0.3785"
"113940000","0.3599"
"114000000","0.3631"
"114060000","0.3506"
"114120000","0.3433"
"114180000","0.3599"
"114240000","0.3763"
"114300000","0.3649"
"114360000","0.369"
"114420000","0.3679"
"114480000","0.3671"
"114540000","0.3475"
"114600000","0.3669"
"114660000","0.3591"
"114720000","0.3496"
"114780000","0.35619999999999996"
"114840000","0.3803"
"114900000","0.3554"
"114960000","0.3612"
"115020000","0.3494"
"115080000","0.3472"
"115140000","0.3769"
"115200000","0.3607999999999999"
"115260000","0.3646"
"115320000","0.35140000000000005"
"115380000","0.3688999999999999"
"115440000","0.3446"
"115500000","0.365"
"115560000","0.3388"
"115620000","0.3636"
"115680000","0.357"
"115740000","0.3703999999999999"
"115800000","0.3545"
"115860000","0.3424"
"115920000","0.3511"
"115980000","0.3685"
"116040000","0.3571"
"116100000","0.3673"
"116160000","0.3744"
"116220000","0.3665"
"116280000","0.3722"
"116340000","0.3721"
"116400000","0.3793"
"116460000","0.3532"
"116520000","0.3605"
"116580000","0.3697"
"116640000","0.3687"
"116700000","0.3509"
"116760000","0.3471"
"116820000","0.354"
"116880000","0.3658"
"116940000","0.32339999999999997"
"117000000","0.3524"
"117060000","0.3462"
"117120000","0.3438"
"117180000","0.3569"
"117240000","0.3546"
"117300000","0.3535"
"117360000","0.368"
"117420000","0.35270000000000007"
"117480000","0.3634"
"117540000","0.3637"
"117600000","0.3688999999999999"
"117660000","0.35320000000000007"
"117720000","0.3573"
"117780000","0.3522"
"117840000","0.3409"
"117900000","0.3569"
"117960000","0.3511"
"118020000","0.3668"
"118080000","0.3554"
"118140000","0.3717"
"118200000","0.3495"
"118260000","0.352"
"118320000","0.3545"
"118380000","0.3494"
"118440000","0.3226"
"118500000","0.3561"
"118560000","0.3459"
"118620000","0.3439"
"118680000","0.3558"
"118740000","0.3657"
"118800000","0.3638"
"118860000","0.3698"
"118920000","0.379"
"118980000","0.3711"
"119040000","0.35869999999999996"
"119100000","0.3509"
"119160000","0.359"
"119220000","0.3379"
"119280000","0.3446"
"119340000","0.3617"
"119400000","0.35629999999999995"
"119460000","0.3442"
"119520000","0.3539"
"119580000","0.34770000000000006"
"119640000","0.33679999999999993"
"119700000","0.3635"
"119760000","0.3642"
"119820000","0.3456"
"119880000","0.36140000000000005"
"119940000","0.3559"
"120000000","0.3393"
"120060000","0.3556"
"120120000","0.3612"
"120180000","0.35629999999999995"
"120240000","0.3408"
"120300000","0.3418"
"120360000","0.3505"
"120420000","0.34270000000000006"
"120480000","0.3448"
"120540000","0.3456"
"120600000","0.3619"
"120660000","0.33020000000000005"
"120720000","0.3456"
"120780000","0.34020000000000006"
"120840000","0.3375"
"120900000","0.3483"
"120960000","0.35419999999999996"
"121020000","0.3513"
"121080000","0.338"
"121140000","0.357"
"121200000","0.3509"
"121260000","0.3415"
"121320000","0.33490000000000003"
"121380000","0.3509"
"121440000","0.34770000000000006"
"121500000","0.3549"
"121560000","0.34320000000000006"
"121620000","0.3491"
"121680000","0.3339"
"121740000","0.3614"
"121800000","0.3536"
"121860000","0.3403"
"121920000","0.3518"
"121980000","0.35120000000000007"
"122040000","0.3502"
"122100000","0.35960000000000003"
"122160000","0.3489"
"122220000","0.3341"
"122280000","0.3716"
"122340000","0.3604"
"122400000","0.3475"
"122460000","0.3665"
"122520000","0.3687"
"122580000","0.3655"
"122640000","0.35860000000000003"
"122700000","0.3506"
"122760000","0.3723999999999999"
"122820000","0.3609"
"122880000","0.3435"
"122940000","0.339"
"123000000","0.3432"
"123060000","0.3446"
"123120000","0.3286"
"123180000","0.3384"
"123240000","0.3489"
"123300000","0.3485"
"123360000","0.3506"
"123420000","0.355"
"123480000","0.3374"
"123540000","0.3435"
"123600000","0.3457"
"123660000","0.34179999999999994"
"123720000","0.3342"
"123780000","0.3452"
"123840000","0.3436"
"123900000","0.3413"
"123960000","0.3281"
"124020000","0.3421"
"124080000","0.34370000000000006"
"124140000","0.3223"
"124200000","0.34379999999999994"
"124260000","0.3527"
"124320000","0.3419"
"124380000","0.33579999999999993"
"124440000","0.3516"
"124500000","0.3395"
"124560000","0.3375"
"124620000","0.3538"
"124680000","0.3473"
"124740000","0.3357"
"124800000","0.3534"
"124860000","0.3355"
"124920000","0.34720000000000006"
"124980000","0.3425"
"125040000","0.33430000000000004"
"125100000","0.3501"
"125160000","0.3536"
"125220000","0.3512"
"125280000","0.3444"
"125340000","0.338"
"125400000","0.341"
"125460000","0.3488"
"125520000","0.344"
"125580000","0.32309999999999994"
"125640000","0.3386"
"125700000","0.3387"
"125760000","0.34770000000000006"
"125820000","0.3445"
"125880000","0.3425"
"125940000","0.328"
"126000000","0.3616"
"126060000","0.3658"
"126120000","0.35120000000000007"
"126180000","0.3329"
"126240000","0.3578"
"126300000","0.3477"
"126360000","0.3885"
"126420000","0.34979999999999994"
"126480000","0.3665"
"126540000","0.34570000000000006"
"126600000","0.35960000000000003"
"126660000","0.3453"
"126720000","0.3545"
"126780000","0.3551"
"126840000","0.3569"
"126900000","0.3406"
"126960000","0.35179999999999995"
"127020000","0.3507"
"127080000","0.3466"
"127140000","0.34809999999999997"
"127200000","0.327"
"127260000","0.3441"
"127320000","0.3359"
"127380000","0.3453"
"127440000","0.3469"
"127500000","0.34279999999999994"
"127560000","0.35990000000000005"
"127620000","0.3465"
"127680000","0.3464"
"127740000","0.3685"
"127800000","0.3452"
"127860000","0.34929999999999994"
"127920000","0.3479"
"127980000","0.3617"
"128040000","0.3364"
"128100000","0.3632"
"128160000","0.36010000000000003"
"128220000","0.3401"
"128280000","0.362"
"128340000","0.3441"
"128400000","0.3682"
"128460000","0.35109999999999997"
"128520000","0.3622"
"128580000","0.3675"
"128640000","0.3656"
"128700000","0.35579999999999995"
"128760000","0.3651"
"128820000","0.3511"
"128880000","0.35079999999999995"
"128940000","0.3656"
"129000000","0.3743"
"129060000","0.352"
"129120000","0.3514"
"129180000","0.3595"
"129240000","0.3691"
"129300000","0.3738999999999999"
"129360000","0.35509999999999997"
"129420000","0.3407"
"129480000","0.3614"
"129540000","0.3749"
"129600000","0.3609"
"129660000","0.3578"
"129720000","0.3783"
"129780000","0.3511"
"129840000","0.3652"
"129900000","0.3575"
"129960000","0.3509"
"130020000","0.3539"
"130080000","0.3444"
"130140000","0.3664"
"130200000","0.35660000000000003"
"130260000","0.32769999999999994"
"130320000","0.3466"
"130380000","0.34479999999999994"
"130440000","0.33130000000000004"
"130500000","0.3559"
"130560000","0.3481"
"130620000","0.3657"
"130680000","0.344"
"130740000","0.3519"
"130800000","0.3326"
"130860000","0.3336"
"130920000","0.352"
"130980000","0.328"
"131040000","0.3418"
"131100000","0.3318"
"131160000","0.3444"
"131220000","0.3531"
"131280000","0.33870000000000006"
"131340000","0.3602999999999999"
"131400000","0.3579"
"131460000","0.3532"
"131520000","0.34190000000000004"
"131580000","0.3617"
"131640000","0.35710000000000003"
"131700000","0.3485"
"131760000","0.3452"
"131820000","0.34959999999999997"
"131880000","0.3408"
"131940000","0.3653"
"132000000","0.328"
"132060000","0.3494"
"132120000","0.3424"
"132180000","0.3315"
"132240000","0.3477"
"132300000","0.3438"
"132360000","0.3566"
"132420000","0.3395"
"132480000","0.3589"
"132540000","0.35020000000000007"
"132600000","0.3347"
"132660000","0.3573"
"132720000","0.361"
"132780000","0.3484"
"132840000","0.3672"
"132900000","0.3778"
"132960000","0.3826"
"133020000","0.3496"
"133080000","0.351"
"133140000","0.36090000000000005"
"133200000","0.35420000000000007"
"133260000","0.3523"
"133320000","0.3499"
"133380000","0.3409"
"133440000","0.3416"
"133500000","0.3588"
"133560000","0.3484"
"133620000","0.3614"
"133680000","0.3575"
"133740000","0.3375"
"133800000","0.347"
"133860000","0.3588"
"133920000","0.3369"
"133980000","0.3275"
"134040000","0.347"
"134100000","0.3494"
"134160000","0.35619999999999996"
"134220000","0.335"
"134280000","0.34909999999999997"
"134340000","0.3611"
"134400000","0.34170000000000006"
"134460000","0.3498"
"134520000","0.3437"
"134580000","0.33390000000000003"
"134640000","0.35679999999999995"
"134700000","0.3456"
"134760000","0.3353"
"134820000","0.3349"
"134880000","0.3558"
"134940000","0.34729999999999994"
"135000000","0.355"
"135060000","0.3652"
"135120000","0.3371"
"135180000","0.3495"
"135240000","0.3574"
"135300000","0.349"
"135360000","0.3632"
"135420000","0.3576"
"135480000","0.3681"
"135540000","0.35540000000000005"
"135600000","0.3431"
"135660000","0.3648"
"135720000","0.35"
"135780000","0.3703"
"135840000","0.35969999999999996"
"135900000","0.3607"
"135960000","0.35810000000000003"
"136020000","0.34990000000000004"
"136080000","0.35919999999999996"
"136140000","0.3672"
"136200000","0.3469"
"136260000","0.3708999999999999"
"136320000","0.3711"
"136380000","0.374"
"136440000","0.3558"
"136500000","0.3555"
"136560000","0.3495"
"136620000","0.3678"
"136680000","0.3669"
"136740000","0.34829999999999994"
"136800000","0.3756"
"136860000","0.3612999999999999"
"136920000","0.3687"
"136980000","0.3754"
"137040000","0.3766000000000001"
"137100000","0.3773"
"137160000","0.3736"
"137220000","0.36849999999999994"
"137280000","0.3674"
"137340000","0.3872"
"137400000","0.3862"
"137460000","0.3725"
"137520000","0.3616"
"137580000","0.35969999999999996"
"137640000","0.3837"
"137700000","0.3793"
"137760000","0.3643"
"137820000","0.3585"
"137880000","0.3671"
"137940000","0.3685"
"138000000","0.3607999999999999"
"138060000","0.3815"
"138120000","0.35810000000000003"
"138180000","0.3777"
"138240000","0.3677"
"138300000","0.3812"
"138360000","0.3842"
"138420000","0.3723"
"138480000","0.3692"
"138540000","0.3798"
"138600000","0.36840000000000006"
"138660000","0.3793"
"138720000","0.3763"
"138780000","0.3753"
"138840000","0.3565"
"138900000","0.3637"
"138960000","0.3556"
"139020000","0.3679"
"139080000","0.3683999999999999"
"139140000","0.3738"
"139200000","0.3403"
"139260000","0.35170000000000007"
"139320000","0.3547"
"139380000","0.35879999999999995"
"139440000","0.347"
"139500000","0.3892"
"139560000","0.3644"
"139620000","0.3638"
"139680000","0.3486"
"139740000","0.3629"
"139800000","0.3626"
"139860000","0.3736"
"139920000","0.3629"
"139980000","0.3706"
"140040000","0.35929999999999995"
"140100000","0.3572000000000001"
"140160000","0.3642"
"140220000","0.3731"
"140280000","0.3733"
"140340000","0.3796000000000001"
"140400000","0.3713999999999999"
"140460000","0.3909"
"140520000","0.3915"
"140580000","0.3787"
"140640000","0.3748"
"140700000","0.3765"
"140760000","0.3915"
"140820000","0.3797"
"140880000","0.3577"
"140940000","0.3778"
"141000000","0.3738999999999999"
"141060000","0.3946"
"141120000","0.3873"
"141180000","0.3692"
"141240000","0.3975"
"141300000","0.3859"
"141360000","0.3856"
"141420000","0.3753"
"141480000","0.3728999999999999"
"141540000","0.3735"
"141600000","0.3795"
"141660000","0.3933"
"141720000","0.3686"
"141780000","0.3851"
"141840000","0.3936"
"141900000","0.3846"
"141960000","0.381"
"142020000","0.3809"
"142080000","0.3795"
"142140000","0.3915"
"142200000","0.3735"
"142260000","0.3881"
"142320000","0.3896"
"142380000","0.4003"
"142440000","0.3824"
"142500000","0.385"
"142560000","0.3874"
"142620000","0.4024"
"142680000","0.4069"
"142740000","0.4055"
"142800000","0.3944"
"142860000","0.3773"
"142920000","0.4026"
"142980000","0.3851"
"143040000","0.4046"
"143100000","0.3851"
"143160000","0.3952000000000001"
"143220000","0.3976"
"143280000","0.3749"
"143340000","0.3744"
"143400000","0.3812"
"143460000","0.3888"
"143520000","0.3742"
"143580000","0.3929"
"143640000","0.3857"
"143700000","0.39"
"143760000","0.3861"
"143820000","0.3859"
"143880000","0.3955"
"143940000","0.40020000000000006"
"144000000","0.3984"
"144060000","0.4045"
"144120000","0.3832"
"144180000","0.4195"
"144240000","0.3903000000000001"
"144300000","0.3806000000000001"
"144360000","0.3956"
"144420000","0.4042"
"144480000","0.3846"
"144540000","0.3893"
"144600000","0.39829999999999993"
"144660000","0.3825"
"144720000","0.3896"
"144780000","0.3931"
"144840000","0.3908"
"144900000","0.3829"
"144960000","0.3932"
"145020000","0.3904"
"145080000","0.3928"
