"Step","tech3_sp3_asym-maze_withoutpastsampling_seed2 - cover_rate_5step"
"11235000","0.258"
"11340000","0.25689999999999996"
"11445000","0.2745"
"11550000","0.27090000000000003"
"11655000","0.2681"
"11760000","0.2424"
"11865000","0.26770000000000005"
"11970000","0.2712"
"12075000","0.26139999999999997"
"12180000","0.25529999999999997"
"12285000","0.25730000000000003"
"12390000","0.25220000000000004"
"12495000","0.279"
"12600000","0.26820000000000005"
"12705000","0.26080000000000003"
"12810000","0.30079999999999996"
"12915000","0.2646"
"13020000","0.2891"
"13125000","0.2768"
"13230000","0.26689999999999997"
"13335000","0.2956999999999999"
"13440000","0.295"
"13545000","0.2786"
"13650000","0.2795"
"13755000","0.29510000000000003"
"13860000","0.2968"
"13965000","0.26430000000000003"
"14070000","0.2884"
"14175000","0.2863"
"14280000","0.298"
"14385000","0.30789999999999995"
"14490000","0.29120000000000007"
"14595000","0.3035"
"14700000","0.293"
"14805000","0.285"
"14910000","0.2984"
"15015000","0.287"
"15120000","0.2901"
"15225000","0.294"
"15330000","0.27659999999999996"
"15435000","0.26879999999999993"
"15540000","0.288"
"15645000","0.2777"
"15750000","0.28929999999999995"
"15855000","0.2957"
"15960000","0.29729999999999995"
"16065000","0.31110000000000004"
"16170000","0.3123"
"16275000","0.321"
"16380000","0.32420000000000004"
"16485000","0.3035"
"16590000","0.30789999999999995"
"16695000","0.3255"
"16800000","0.3346"
"16905000","0.3268"
"17010000","0.31439999999999996"
"17115000","0.2875"
"17220000","0.307"
"17325000","0.3251"
"17430000","0.31779999999999997"
"17535000","0.29910000000000003"
"17640000","0.33770000000000006"
"17745000","0.3328"
"17850000","0.3122"
"17955000","0.3316"
"18060000","0.324"
"18165000","0.30770000000000003"
"18270000","0.30060000000000003"
"18375000","0.3103"
"18480000","0.3395"
"18585000","0.3259"
"18690000","0.32280000000000003"
"18795000","0.3251"
"18900000","0.3319"
"19005000","0.3605"
"19110000","0.3405"
"19215000","0.35320000000000007"
"19320000","0.34550000000000003"
"19425000","0.3611"
"19530000","0.3493"
"19635000","0.3607999999999999"
"19740000","0.3737"
"19845000","0.3718999999999999"
"19950000","0.3758"
"20055000","0.3772"
"20160000","0.3995"
"20265000","0.3807"
"20370000","0.3857"
"20475000","0.3734"
"20580000","0.3525"
"20685000","0.3929"
"20790000","0.39720000000000005"
"20895000","0.4036"
"21000000","0.4176"
"21105000","0.4137"
"21210000","0.4475"
"21315000","0.4492"
"21420000","0.4404"
"21525000","0.4634"
"21630000","0.4756"
"21735000","0.46770000000000006"
"21840000","0.47120000000000006"
"21945000","0.4644"
"22050000","0.4882"
"22155000","0.4632"
"22260000","0.5028"
"22365000","0.4757"
"22470000","0.4744"
"22575000","0.4811"
"22680000","0.4907"
"22785000","0.489"
"22890000","0.48120000000000007"
"22995000","0.4972"
"23100000","0.5234000000000001"
"23205000","0.5046"
"23310000","0.5044"
"23415000","0.4841"
"23520000","0.5035"
"23625000","0.5214"
"23730000","0.5458000000000001"
"23835000","0.5459"
"23940000","0.5097"
"24045000","0.5149"
"24150000","0.5327000000000001"
"24255000","0.5216000000000001"
"24360000","0.5177"
"24465000","0.5281999999999999"
"24570000","0.5265"
"24675000","0.5258999999999999"
"24780000","0.5415"
"24885000","0.5549000000000001"
"24990000","0.558"
"25095000","0.5563"
"25200000","0.5437000000000001"
"25305000","0.5622999999999999"
"25410000","0.5672999999999999"
"25515000","0.574"
"25620000","0.563"
"25725000","0.5949000000000001"
"25830000","0.6037"
"25935000","0.5749"
"26040000","0.5856"
"26145000","0.5944"
"26250000","0.6113999999999999"
"26355000","0.5931000000000001"
"26460000","0.6136"
"26565000","0.6110999999999999"
"26670000","0.6063"
"26775000","0.6157999999999999"
"26880000","0.6214"
"26985000","0.5918"
"27090000","0.6067"
"27195000","0.603"
"27300000","0.6222000000000001"
"27405000","0.6356999999999999"
"27510000","0.6287999999999999"
"27615000","0.6299"
"27720000","0.6349000000000001"
"27825000","0.6587000000000001"
"27930000","0.612"
"28035000","0.6536000000000001"
"28140000","0.63"
"28245000","0.6232"
"28350000","0.6310999999999999"
"28455000","0.6322000000000001"
"28560000","0.6359"
"28665000","0.6454"
"28770000","0.6443"
"28875000","0.6499000000000001"
"28980000","0.6425"
"29085000","0.6252000000000001"
"29190000","0.6323"
"29295000","0.6356"
"29400000","0.6276"
"29505000","0.6494"
"29610000","0.6834000000000001"
"29715000","0.6577000000000001"
"29820000","0.6613"
"29925000","0.6508999999999999"
"30030000","0.6537000000000001"
"30135000","0.6652"
"30240000","0.6628"
"30345000","0.6576"
"30450000","0.6510999999999999"
"30555000","0.6595"
"30660000","0.67"
"30765000","0.6673000000000001"
"30870000","0.6674000000000001"
"30975000","0.6764000000000001"
"31080000","0.6614"
"31185000","0.6802"
"31290000","0.6785"
"31395000","0.6668"
"31500000","0.6705999999999999"
"31605000","0.6716000000000001"
"31710000","0.6635"
"31815000","0.6628999999999999"
"31920000","0.6566000000000001"
"32025000","0.6567"
"32130000","0.6623"
"32235000","0.6785"
"32340000","0.6608999999999999"
"32445000","0.6818"
"32550000","0.682"
"32655000","0.689"
"32760000","0.6708"
"32865000","0.6405"
"32970000","0.6747000000000001"
"33075000","0.6666"
"33180000","0.6775"
"33285000","0.7145"
"33390000","0.677"
"33495000","0.6648"
"33600000","0.6664000000000001"
"33705000","0.6685"
"33810000","0.6641"
"33915000","0.6974"
"34020000","0.6855999999999999"
"34125000","0.6675"
"34230000","0.6968"
"34335000","0.6688999999999999"
"34440000","0.6915"
"34545000","0.6711999999999999"
"34650000","0.6851999999999999"
"34755000","0.6708999999999999"
"34860000","0.6837000000000001"
"34965000","0.6625"
"35070000","0.6958"
"35175000","0.661"
"35280000","0.6872999999999999"
"35385000","0.6708999999999999"
"35490000","0.6896"
"35595000","0.6904"
"35700000","0.6994000000000001"
"35805000","0.675"
"35910000","0.6792999999999999"
"36015000","0.6633"
"36120000","0.691"
"36225000","0.7031999999999999"
"36330000","0.7047"
"36435000","0.678"
"36540000","0.6987000000000001"
"36645000","0.7008"
"36750000","0.6892999999999999"
"36855000","0.7027"
"36960000","0.7171000000000002"
"37065000","0.6990999999999999"
"37170000","0.7062999999999999"
"37275000","0.7098"
"37380000","0.7155"
"37485000","0.7151000000000001"
"37590000","0.695"
"37695000","0.7047"
"37800000","0.6905"
"37905000","0.6952"
"38010000","0.6996"
"38115000","0.7002"
"38220000","0.7101999999999999"
"38325000","0.7064"
"38430000","0.7047"
"38535000","0.7116"
"38640000","0.7122999999999999"
"38745000","0.6965999999999999"
"38850000","0.7112"
"38955000","0.7091"
"39060000","0.7071"
"39165000","0.7007000000000001"
"39270000","0.7146999999999999"
"39375000","0.7212999999999999"
"39480000","0.7155"
"39585000","0.7118"
"39690000","0.7289000000000001"
"39795000","0.7136"
"39900000","0.6836"
"40005000","0.6854"
"40110000","0.714"
"40215000","0.7143999999999999"
"40320000","0.7017"
"40425000","0.7071"
"40530000","0.716"
"40635000","0.7111999999999999"
"40740000","0.6969"
"40845000","0.7037"
"40950000","0.6956"
"41055000","0.7064"
"41160000","0.7218"
"41265000","0.7012999999999999"
"41370000","0.7293999999999999"
"41475000","0.7169"
"41580000","0.7295999999999999"
"41685000","0.7397"
"41790000","0.7322000000000001"
"41895000","0.7168"
"42000000","0.7151000000000001"
"42105000","0.7274"
"42210000","0.6999"
"42315000","0.7141"
"42420000","0.7235"
"42525000","0.7255"
"42630000","0.6965999999999999"
"42735000","0.7035999999999999"
"42840000","0.712"
"42945000","0.711"
"43050000","0.7042"
"43155000","0.6951"
"43260000","0.714"
"43365000","0.7312000000000001"
"43470000","0.7065"
"43575000","0.7129"
"43680000","0.7300999999999999"
"43785000","0.7091000000000001"
"43890000","0.728"
"43995000","0.7123999999999998"
"44100000","0.6987000000000001"
"44205000","0.7039000000000001"
"44310000","0.7188"
"44415000","0.7181000000000001"
"44520000","0.7146999999999999"
"44625000","0.7129000000000001"
"44730000","0.7031999999999999"
"44835000","0.7206"
"44940000","0.72"
"45045000","0.7250999999999999"
"45150000","0.7212000000000001"
"45255000","0.7309"
"45360000","0.7173999999999999"
"45465000","0.7176000000000001"
"45570000","0.7132000000000001"
"45675000","0.7201000000000001"
"45780000","0.7272000000000001"
"45885000","0.7192999999999999"
"45990000","0.7179000000000001"
"46095000","0.7305"
"46200000","0.7192000000000001"
"46305000","0.7414"
"46410000","0.72"
"46515000","0.7445"
"46620000","0.7298"
"46725000","0.7277"
"46830000","0.7202999999999999"
"46935000","0.7153999999999999"
"47040000","0.7187"
"47145000","0.7365"
"47250000","0.7078"
"47355000","0.7229"
"47460000","0.7172999999999999"
"47565000","0.7246"
"47670000","0.7222999999999999"
"47775000","0.7188"
"47880000","0.7338"
"47985000","0.7261"
"48090000","0.7265"
"48195000","0.7365"
"48300000","0.731"
"48405000","0.7435999999999999"
"48510000","0.7164"
"48615000","0.7362"
"48720000","0.7397"
"48825000","0.7223999999999999"
"48930000","0.7166"
"49035000","0.7474"
"49140000","0.7417999999999999"
"49245000","0.7349"
"49350000","0.7187"
"49455000","0.7337"
"49560000","0.7347"
"49665000","0.7409"
"49770000","0.7290999999999999"
"49875000","0.7469000000000001"
"49980000","0.7514"
"50085000","0.7292000000000001"
"50190000","0.7269000000000001"
"50295000","0.7300999999999999"
"50400000","0.7432000000000001"
"50505000","0.7273"
"50610000","0.7454000000000001"
"50715000","0.736"
"50820000","0.7311"
"50925000","0.7537"
"51030000","0.7471"
"51135000","0.7642"
"51240000","0.7345"
"51345000","0.7329000000000001"
"51450000","0.7383"
"51555000","0.7517"
"51660000","0.7439000000000001"
"51765000","0.7422000000000001"
"51870000","0.7399"
"51975000","0.7445"
"52080000","0.7557"
"52185000","0.749"
"52290000","0.7305"
"52395000","0.7332000000000001"
"52500000","0.7453"
"52605000","0.7350999999999999"
"52710000","0.7562000000000001"
"52815000","0.7355"
"52920000","0.7528"
"53025000","0.7385"
"53130000","0.7480999999999999"
"53235000","0.7466"
"53340000","0.761"
"53445000","0.7709000000000001"
"53550000","0.7637"
"53655000","0.7559000000000001"
"53760000","0.7590999999999999"
"53865000","0.7563"
"53970000","0.738"
"54075000","0.7499000000000001"
"54180000","0.778"
"54285000","0.7667999999999999"
"54390000","0.761"
"54495000","0.7669000000000001"
"54600000","0.769"
"54705000","0.7527"
"54810000","0.7619000000000001"
"54915000","0.7687"
"55020000","0.7919"
"55125000","0.7748999999999998"
"55230000","0.7479"
"55335000","0.7442000000000001"
"55440000","0.7595999999999999"
"55545000","0.7784"
"55650000","0.7937000000000001"
"55755000","0.7667999999999999"
"55860000","0.7843"
"55965000","0.7866000000000001"
"56070000","0.7853"
"56175000","0.7894000000000001"
"56280000","0.7725"
"56385000","0.7743"
"56490000","0.7809"
"56595000","0.7766"
"56700000","0.7855"
"56805000","0.7785"
"56910000","0.784"
"57015000","0.7757999999999999"
"57120000","0.7933"
"57225000","0.7927000000000001"
"57330000","0.7925"
"57435000","0.7753"
"57540000","0.7744"
"57645000","0.8018"
"57750000","0.7905"
"57855000","0.8065"
"57960000","0.7958999999999999"
"58065000","0.8135999999999999"
"58170000","0.795"
"58275000","0.8057000000000001"
"58380000","0.7942"
"58485000","0.7999"
"58590000","0.8052"
"58695000","0.8035"
"58800000","0.8037000000000001"
"58905000","0.8032"
"59010000","0.8091999999999999"
"59115000","0.797"
"59220000","0.8135"
"59325000","0.795"
"59430000","0.8059"
"59535000","0.8216"
"59640000","0.7903000000000001"
"59745000","0.8075"
"59850000","0.7955"
"59955000","0.8220999999999999"
"60060000","0.8152999999999999"
"60165000","0.7961"
"60270000","0.7982"
"60375000","0.7924000000000001"
"60480000","0.8012"
"60585000","0.8206"
"60690000","0.8127000000000001"
"60795000","0.8238"
"60900000","0.8209"
"61005000","0.8271"
"61110000","0.8255"
"61215000","0.8338"
"61320000","0.8291"
"61425000","0.8361"
"61530000","0.8411000000000001"
"61635000","0.8229000000000001"
"61740000","0.821"
"61845000","0.8455"
"61950000","0.8368"
"62055000","0.838"
"62160000","0.8435999999999999"
"62265000","0.837"
"62370000","0.8198"
"62475000","0.819"
"62580000","0.8295999999999999"
"62685000","0.843"
"62790000","0.8311000000000001"
"62895000","0.8336"
"63000000","0.8422999999999999"
"63105000","0.819"
"63210000","0.8261000000000001"
"63315000","0.8488"
"63420000","0.8342"
"63525000","0.8093"
"63630000","0.8227000000000001"
"63735000","0.8295"
"63840000","0.8415"
"63945000","0.8288000000000001"
"64050000","0.8371000000000001"
"64155000","0.8435"
"64260000","0.8439000000000001"
"64365000","0.839"
"64470000","0.8378"
"64575000","0.8328"
"64680000","0.8395999999999999"
"64785000","0.8557"
"64890000","0.845"
"64995000","0.8351000000000001"
"65100000","0.8568"
"65205000","0.8441000000000001"
"65310000","0.8594"
"65415000","0.8492999999999999"
"65520000","0.8553"
"65625000","0.8391"
"65730000","0.8489"
"65835000","0.8321000000000002"
"65940000","0.8255"
"66045000","0.835"
"66150000","0.8524"
"66255000","0.8487"
"66360000","0.8604"
"66465000","0.8497"
"66570000","0.8467"
"66675000","0.8468"
"66780000","0.8536"
"66885000","0.8711"
"66990000","0.8540999999999999"
"67095000","0.8423999999999998"
"67200000","0.8332"
"67305000","0.8490999999999999"
"67410000","0.8452999999999999"
"67515000","0.8512000000000001"
"67620000","0.8572000000000001"
"67725000","0.8496"
"67830000","0.8541"
"67935000","0.8500999999999999"
"68040000","0.8478"
"68145000","0.8624"
"68250000","0.8608"
"68355000","0.8542000000000001"
"68460000","0.8392000000000001"
"68565000","0.8633"
"68670000","0.8767"
"68775000","0.843"
"68880000","0.8377"
"68985000","0.8593999999999999"
"69090000","0.865"
"69195000","0.8605"
"69300000","0.853"
"69405000","0.856"
"69510000","0.8699000000000001"
"69615000","0.8480999999999999"
"69720000","0.8502000000000001"
"69825000","0.8645999999999999"
"69930000","0.8643"
"70035000","0.869"
"70140000","0.8512000000000001"
"70245000","0.8548"
"70350000","0.8535999999999999"
"70455000","0.8598"
"70560000","0.8523"
"70665000","0.8481000000000001"
"70770000","0.8537"
"70875000","0.8766999999999999"
"70980000","0.8685"
"71085000","0.8526"
"71190000","0.8669000000000001"
"71295000","0.8669000000000001"
"71400000","0.8697"
"71505000","0.8573"
"71610000","0.8565"
"71715000","0.8659"
"71820000","0.8547"
"71925000","0.8521"
"72030000","0.8441000000000001"
"72135000","0.8496"
"72240000","0.8627"
"72345000","0.8585"
"72450000","0.8525"
"72555000","0.8685"
"72660000","0.8654"
"72765000","0.881"
"72870000","0.8777999999999999"
"72975000","0.8837"
"73080000","0.8835"
"73185000","0.8750999999999999"
"73290000","0.8847"
"73395000","0.8595"
"73500000","0.8734000000000001"
"73605000","0.8755"
"73710000","0.8804"
"73815000","0.8552000000000001"
"73920000","0.8613999999999999"
"74025000","0.8566999999999999"
"74130000","0.8627999999999999"
"74235000","0.8595"
"74340000","0.8637999999999999"
"74445000","0.8765"
"74550000","0.8699000000000001"
"74655000","0.8796"
"74760000","0.8535999999999999"
"74865000","0.8549"
"74970000","0.8595"
"75075000","0.8819000000000001"
"75180000","0.8799"
"75285000","0.8801"
"75390000","0.8872000000000001"
"75495000","0.868"
"75600000","0.8790999999999999"
"75705000","0.8867"
"75810000","0.861"
"75915000","0.8717"
"76020000","0.8815"
"76125000","0.8889"
"76230000","0.8885"
"76335000","0.8839"
"76440000","0.8854"
"76545000","0.8819"
"76650000","0.8825"
"76755000","0.8872000000000001"
"76860000","0.8644"
"76965000","0.8854"
"77070000","0.8827999999999999"
"77175000","0.8957"
"77280000","0.8983"
"77385000","0.8867999999999999"
"77490000","0.8853"
"77595000","0.8897"
"77700000","0.8979"
"77805000","0.8940999999999999"
"77910000","0.8783"
"78015000","0.8927"
"78120000","0.8755"
"78225000","0.8910999999999999"
"78330000","0.8952"
"78435000","0.8909000000000001"
"78540000","0.9027"
"78645000","0.8867999999999999"
"78750000","0.8944"
"78855000","0.8945"
"78960000","0.8814000000000001"
"79065000","0.9035"
"79170000","0.8917999999999999"
"79275000","0.8827999999999999"
"79380000","0.8974000000000001"
"79485000","0.8863"
"79590000","0.8915"
"79695000","0.8922"
"79800000","0.8826"
"79905000","0.9037"
"80010000","0.9089"
"80115000","0.9069"
"80220000","0.9035"
"80325000","0.9138"
"80430000","0.919"
"80535000","0.9009"
"80640000","0.8971"
"80745000","0.8904"
"80850000","0.9058"
"80955000","0.8995"
"81060000","0.9145"
"81165000","0.9206"
"81270000","0.9188"
"81375000","0.9009"
"81480000","0.9151"
"81585000","0.9098"
"81690000","0.9275"
"81795000","0.9076"
"81900000","0.9168999999999998"
"82005000","0.9181"
"82110000","0.9096"
"82215000","0.9007"
"82320000","0.9223"
"82425000","0.9132"
"82530000","0.9059"
"82635000","0.9045"
"82740000","0.9082"
"82845000","0.9169"
"82950000","0.9109"
"83055000","0.9138"
"83160000","0.9257"
"83265000","0.9254"
"83370000","0.9174"
"83475000","0.898"
"83580000","0.9215"
"83685000","0.9037"
"83790000","0.9297"
"83895000","0.9195"
"84000000","0.9195"
"84105000","0.9241"
"84210000","0.9212"
"84315000","0.925"
"84420000","0.9175"
"84525000","0.9281"
"84630000","0.9228"
"84735000","0.9279"
"84840000","0.9243"
"84945000","0.9164"
"85050000","0.918"
"85155000","0.9169"
"85260000","0.9141"
"85365000","0.9206"
"85470000","0.9306"
"85575000","0.9269"
"85680000","0.9172"
"85785000","0.9243"
"85890000","0.918"
"85995000","0.9236"
"86100000","0.9302"
"86205000","0.9062"
"86310000","0.9262"
"86415000","0.9165"
"86520000","0.9175"
"86625000","0.923"
"86730000","0.9228"
"86835000","0.9109"
"86940000","0.9188"
"87045000","0.9146"
"87150000","0.9204"
"87255000","0.9182"
"87360000","0.9226"
"87465000","0.9189"
"87570000","0.9193"
"87675000","0.9175"
"87780000","0.9185"
"87885000","0.9348"
"87990000","0.9197"
"88095000","0.9112"
"88200000","0.9239"
"88305000","0.9248"
"88410000","0.9209"
"88515000","0.9245"
"88620000","0.9326"
"88725000","0.9147"
"88830000","0.9238"
"88935000","0.9264"
"89040000","0.9326"
"89145000","0.9322"
"89250000","0.9327"
"89355000","0.9328"
"89460000","0.9216"
"89565000","0.91"
"89670000","0.9161"
"89775000","0.9347"
"89880000","0.9389"
"89985000","0.9292"
"90090000","0.9321"
"90195000","0.917"
"90300000","0.9159"
"90405000","0.9306"
"90510000","0.9277"
"90615000","0.9219"
"90720000","0.9113"
"90825000","0.9281"
"90930000","0.9185"
"91035000","0.936"
"91140000","0.9289"
"91245000","0.9341"
"91350000","0.9431"
"91455000","0.9444"
"91560000","0.9315"
"91665000","0.9387"
"91770000","0.9244"
"91875000","0.9228"
"91980000","0.9233"
"92085000","0.9424"
"92190000","0.936"
"92295000","0.9409"
"92400000","0.9338"
"92505000","0.9236"
"92610000","0.9177"
"92715000","0.9307"
"92820000","0.9268"
"92925000","0.9355"
"93030000","0.9189"
"93135000","0.9226"
"93240000","0.9257"
"93345000","0.9277"
"93450000","0.9348"
"93555000","0.9383"
"93660000","0.9432"
"93765000","0.9442"
"93870000","0.9402"
"93975000","0.943"
"94080000","0.9343"
"94185000","0.9242"
"94290000","0.8917"
"94395000","0.895"
"94500000","0.9264"
"94605000","0.9293"
"94710000","0.9242"
"94815000","0.9095"
"94920000","0.9335"
"95025000","0.9222"
"95130000","0.9098"
"95235000","0.9254"
"95340000","0.9151"
"95445000","0.9285"
"95550000","0.944"
"95655000","0.9356"
"95760000","0.9225"
"95865000","0.9434"
"95970000","0.9341"
"96075000","0.9327"
"96180000","0.9332"
"96285000","0.9298"
"96390000","0.933"
"96495000","0.939"
"96600000","0.9432"
"96705000","0.9396"
"96810000","0.9364"
"96915000","0.9325"
"97020000","0.9398"
"97125000","0.9387"
"97230000","0.9405"
"97335000","0.9467"
"97440000","0.9382"
"97545000","0.9436"
"97650000","0.9578"
"97755000","0.9397"
"97860000","0.9232"
"97965000","0.9306"
"98070000","0.9274"
"98175000","0.9328"
"98280000","0.9318"
"98385000","0.937"
"98490000","0.9212"
"98595000","0.9345"
"98700000","0.9288"
"98805000","0.9243"
"98910000","0.9409"
"99015000","0.9391"
"99120000","0.9472"
"99225000","0.9318"
"99330000","0.9353"
"99435000","0.9377"
"99540000","0.9293"
"99645000","0.9407"
"99750000","0.9399"
"99855000","0.9378"
"99960000","0.9422"
"100065000","0.9411"
"100170000","0.9338"
"100275000","0.9402"
"100380000","0.9399"
"100485000","0.9434"
"100590000","0.9508"
"100695000","0.9389"
"100800000","0.935"
"100905000","0.951"
"101010000","0.9434"
"101115000","0.9465"
"101220000","0.9514"
"101325000","0.9508"
"101430000","0.9345"
"101535000","0.9427"
"101640000","0.9492"
"101745000","0.9475"
"101850000","0.9474"
"101955000","0.9473"
"102060000","0.95"
"102165000","0.9407"
"102270000","0.9457"
"102375000","0.9539"
"102480000","0.9517"
"102585000","0.9443"
"102690000","0.9499999999999998"
"102795000","0.9408"
"102900000","0.9523"
"103005000","0.9514"
"103110000","0.9489"
"103215000","0.9561"
"103320000","0.9469"
"103425000","0.9459"
"103530000","0.9472"
"103635000","0.9577"
"103740000","0.949"
"103845000","0.9513"
"103950000","0.9419"
"104055000","0.94"
"104160000","0.9421"
"104265000","0.9381"
"104370000","0.9431"
"104475000","0.9218"
"104580000","0.9249"
"104685000","0.9407"
"104790000","0.9277"
"104895000","0.9275"
"105000000","0.9522"
"105105000","0.8904000000000001"
"105210000","0.9212"
"105315000","0.9508"
"105420000","0.934"
"105525000","0.9266"
"105630000","0.9395"
"105735000","0.9403"
"105840000","0.9396"
"105945000","0.9394"
"106050000","0.9639"
"106155000","0.9507"
"106260000","0.9502"
"106365000","0.9454"
"106470000","0.9462"
"106575000","0.9433"
"106680000","0.958"
"106785000","0.9426"
"106890000","0.943"
"106995000","0.9442"
"107100000","0.9471"
"107205000","0.9414"
"107310000","0.9488"
"107415000","0.9494"
"107520000","0.9527"
"107625000","0.9448"
"107730000","0.9638"
"107835000","0.953"
"107940000","0.9558"
"108045000","0.9492"
"108150000","0.9455"
"108255000","0.9488"
"108360000","0.9456"
"108465000","0.9369"
"108570000","0.9377"
"108675000","0.9311"
"108780000","0.9366"
"108885000","0.9487"
"108990000","0.9394"
"109095000","0.9412"
"109200000","0.9403"
"109305000","0.9304"
"109410000","0.9337"
"109515000","0.9449"
"109620000","0.9521"
"109725000","0.9451"
"109830000","0.9283"
"109935000","0.9357"
"110040000","0.9202"
"110145000","0.9404"
"110250000","0.9404"
"110355000","0.9273"
"110460000","0.9218"
"110565000","0.9388"
"110670000","0.9396"
"110775000","0.9448"
"110880000","0.9501"
"110985000","0.9463"
"111090000","0.9515"
"111195000","0.9521"
"111300000","0.9353"
"111405000","0.9462"
"111510000","0.9412"
"111615000","0.954"
"111720000","0.9506"
"111825000","0.9471000000000002"
"111930000","0.9393"
"112035000","0.9444"
"112140000","0.9477"
"112245000","0.9483"
"112350000","0.9549"
"112455000","0.9468"
"112560000","0.9463"
"112665000","0.9383"
"112770000","0.9527"
"112875000","0.9373"
"112980000","0.9501"
"113085000","0.957"
"113190000","0.9506"
"113295000","0.9446"
"113400000","0.9465"
"113505000","0.9522"
"113610000","0.96"
"113715000","0.9478"
"113820000","0.9263"
"113925000","0.9496"
"114030000","0.9221"
"114135000","0.9501"
"114240000","0.9429"
"114345000","0.9471"
"114450000","0.9467"
"114555000","0.9403"
"114660000","0.9399"
"114765000","0.9366"
"114870000","0.9431"
"114975000","0.9306"
"115080000","0.9437"
"115185000","0.9573"
"115290000","0.9447"
"115395000","0.9514"
"115500000","0.9449"
"115605000","0.9518"
"115710000","0.9479"
"115815000","0.9537"
"115920000","0.9501"
"116025000","0.9429"
"116130000","0.9514"
"116235000","0.9485"
"116340000","0.9413"
"116445000","0.9576"
"116550000","0.9508"
"116655000","0.9566"
"116760000","0.9525"
"116865000","0.9381"
"116970000","0.9527"
"117075000","0.9318"
"117180000","0.955"
"117285000","0.9407"
"117390000","0.944"
"117495000","0.9464"
"117600000","0.9565"
"117705000","0.9578"
"117810000","0.9553"
"117915000","0.9616"
"118020000","0.9451"
"118125000","0.937"
"118230000","0.9587"
"118335000","0.9611"
"118440000","0.9544"
"118545000","0.9497"
"118650000","0.9495"
"118755000","0.9553"
"118860000","0.958"
"118965000","0.944"
"119070000","0.9549"
"119175000","0.961"
"119280000","0.9597"
"119385000","0.9534"
"119490000","0.9607"
"119595000","0.9509"
"119700000","0.9529"
"119805000","0.9505"
"119910000","0.9607"
"120015000","0.9428"
"120120000","0.9436"
"120225000","0.9599"
"120330000","0.9413"
"120435000","0.9448"
"120540000","0.9454"
"120645000","0.9521"
"120750000","0.9586"
"120855000","0.9445"
"120960000","0.9408"
"121065000","0.9536"
"121170000","0.9437"
"121275000","0.9364"
"121380000","0.9321"
"121485000","0.9489"
"121590000","0.9442"
"121695000","0.9355"
"121800000","0.9411000000000002"
"121905000","0.9306"
"122010000","0.9424"
"122115000","0.9405"
"122220000","0.9505"
"122325000","0.9335"
"122430000","0.9487"
"122535000","0.948"
"122640000","0.9599"
"122745000","0.9478"
"122850000","0.9489"
"122955000","0.9482"
"123060000","0.9514"
"123165000","0.9539"
"123270000","0.9513"
"123375000","0.9501"
"123480000","0.9528"
