Step,decay_fre30iter_add0.1_load_optimizer_wogradclip_seed3 - 8cover_rate
0,0.8335
199290,0.8261
398580,0.8297
597870,0.8342
797160,0.83795
996450,0.8375
1195740,0.83855
1395030,0.83905
1594320,0.83705
1793610,0.84245
1992900,0.8343
2181900,0.83445
2370900,0.8269
2559900,0.8378
2748900,0.8405
2937900,0.8408
3126900,0.84605
3315900,0.8413
3504900,0.8531
3693900,0.85535
3882900,0.85305
4061610,0.85585
4240320,0.85125
4419030,0.85725
4597740,0.86175
4776450,0.8595
4955160,0.86675
5133870,0.8683
5312580,0.86
5491290,0.86215
5670000,0.8673
5838000,0.8638
6006000,0.85455
6174000,0.8744
6342000,0.8729
6510000,0.87705
6678000,0.8756
6846000,0.87075
7014000,0.8763
7182000,0.86955
7350000,0.8736
7507290,0.87265
7664580,0.88065
7821870,0.8818
7979160,0.87745
8136450,0.87895
8293740,0.8864
8451030,0.8849
8608320,0.88725
8765610,0.88545
8922900,0.88735
9069900,0.88215
9216900,0.8796
9363900,0.87785
9510900,0.88615
9657900,0.882
9804900,0.88455
9951900,0.87715
10098900,0.88635
10245900,0.8828
10392900,0.88645
10529400,0.88915
10665900,0.88995
10802400,0.8859
10938900,0.88705
11075400,0.89005
11211900,0.8871
11348400,0.88675
11484900,0.89055
11621400,0.89475
11757900,0.89205
11883900,0.8931
12009900,0.8862
12135900,0.87435
12261900,0.87795
12387900,0.888
12513900,0.886
12639900,0.8964
12765900,0.8913
12891900,0.8938
13017900,0.8901
13133190,0.9003
13248480,0.8959
13363770,0.89165
13479060,0.89135
13594350,0.89655
13709640,0.89275
13824930,0.8953
13940220,0.89185
14055510,0.89895
14170800,0.8922
14275800,0.88415
14380800,0.8914
14485800,0.89545
14590800,0.8924
14695800,0.88705
14800800,0.8787
14905800,0.86105
15010800,0.86125
15115800,0.8622
15220800,0.8665
15325800,0.86635
15430800,0.86955
15535800,0.8686
15640800,0.8676
15745800,0.8658
15850800,0.8721
15955800,0.87295
16060800,0.87605
16165800,0.8738
16270800,0.8849
16375800,0.88365
16480800,0.8824
16585800,0.88575
16690800,0.8839
16795800,0.89145
16900800,0.88265
17005800,0.89235
17110800,0.8847
17215800,0.8827
17320800,0.8916
17425800,0.8884
17530800,0.8897
17635800,0.8927
17740800,0.89675
17845800,0.89125
17950800,0.8882
18055800,0.8943
18160800,0.8955
18265800,0.8894
18370800,0.90235
18475800,0.8941
18580800,0.89475
18685800,0.8977
18790800,0.8944
18895800,0.89635
19000800,0.89795
19105800,0.8999
19210800,0.89705
19315800,0.8979
19420800,0.8952
19525800,0.8921
19630800,0.898
19735800,0.89305
19840800,0.9032
19945800,0.90365
20050800,0.9053
20155800,0.9082
20260800,0.90065
20365800,0.9038
20470800,0.9017
20575800,0.90265
20680800,0.9052
20785800,0.9116
20890800,0.906
20995800,0.9095
21100800,0.90495
21205800,0.9138
21310800,0.9144
21415800,0.90665
21520800,0.91185
21625800,0.9124
21730800,0.9126
21835800,0.91635
21940800,0.91565
22045800,0.9121
22150800,0.9118
22255800,0.9071
22360800,0.9148
22465800,0.91935
22570800,0.91635
22675800,0.9121
22780800,0.915
22885800,0.91575
22990800,0.91505
23095800,0.9157
23200800,0.9178
23305800,0.92025
23410800,0.92305
23515800,0.91785
23620800,0.91205
23725800,0.91585
23830800,0.9195
23935800,0.9137
24040800,0.9105
24145800,0.91935
24250800,0.9184
24355800,0.91595
24460800,0.92215
24565800,0.9227
24670800,0.92815
24775800,0.9262
24880800,0.92855
24985800,0.9277
25090800,0.9242
25195800,0.92555
25300800,0.92235
25405800,0.9245
25510800,0.9263
25615800,0.93325
25720800,0.9336
25825800,0.93105
25930800,0.93485
26035800,0.9334
26140800,0.93435
26245800,0.93445
26350800,0.9341
26455800,0.926
26560800,0.93635
26665800,0.93535
26770800,0.9318
26875800,0.93125
26980800,0.92555
27085800,0.92935
27190800,0.9249
27295800,0.92465
27400800,0.92965
27505800,0.9273
27610800,0.92895
27715800,0.92985
27820800,0.9331
27925800,0.93515
28030800,0.93325
28135800,0.9296
28240800,0.9301
28345800,0.9243
28450800,0.9318
28555800,0.9328
28660800,0.93425
28765800,0.9342
28870800,0.93435
28975800,0.93765
29080800,0.9418
29185800,0.9382
29290800,0.93925
29395800,0.937
29500800,0.9375
29605800,0.93845
29710800,0.9401
29815800,0.9482
29920800,0.94175
30025800,0.9486
30130800,0.94565
30235800,0.94435
30340800,0.9473
30445800,0.9528
30550800,0.94865
30655800,0.9486
30760800,0.9433
30865800,0.9477
30970800,0.9461
31075800,0.94485
31180800,0.95115
31285800,0.9547
31390800,0.95265
31495800,0.9516
31600800,0.95115
31705800,0.94895
31810800,0.94975
31915800,0.95325
32020800,0.95145
32125800,0.95565
32230800,0.95555
32335800,0.9514
32440800,0.95395
32545800,0.9554
32650800,0.95335
32755800,0.9529
32860800,0.94845
32965800,0.9538
33070800,0.95235
33175800,0.95505
33280800,0.9583
33385800,0.95445
33490800,0.95465
33595800,0.95725
33700800,0.95955
33805800,0.95535
33910800,0.9594
34015800,0.95745
34120800,0.95455
34225800,0.9538
34330800,0.95575
34435800,0.96075
34540800,0.96175
34645800,0.96595
34750800,0.9592
34855800,0.95705
34960800,0.9546
35065800,0.95495
35170800,0.95605
35275800,0.9566
35380800,0.957
35485800,0.9538
35590800,0.9506
35695800,0.95215
35800800,0.95405
35905800,0.9512
36010800,0.9528
36115800,0.9546
36220800,0.9555
36325800,0.9535
36430800,0.9571
36535800,0.95665
36640800,0.95775
36745800,0.955
36850800,0.95925
36955800,0.9553
37060800,0.95635
37165800,0.95925
37270800,0.955
37375800,0.9543
37480800,0.96125
37585800,0.9535
37690800,0.9551
37795800,0.95455
37900800,0.9572
38005800,0.94915
38110800,0.9524
38215800,0.95425
38320800,0.9548
38425800,0.95415
38530800,0.95365
38635800,0.9536
38740800,0.95165
38845800,0.9507
38950800,0.9452
39055800,0.9533
39160800,0.94915
39265800,0.949
39370800,0.95135
39475800,0.9501
39580800,0.9553
39685800,0.9486
39790800,0.9479
39895800,0.9391
40000800,0.9424
40105800,0.94955
40210800,0.9428
40315800,0.94895
40420800,0.95055
40525800,0.95125
40630800,0.95565
40735800,0.9536
40840800,0.9535
40945800,0.9541
41050800,0.95375
41155800,0.952
41260800,0.9514
41365800,0.9515
41470800,0.9539
41575800,0.9517
41680800,0.95765
41785800,0.95565
41890800,0.95575
41995800,0.95755
42100800,0.9543
42205800,0.94515
42310800,0.9536
42415800,0.953
42520800,0.9512
42625800,0.9531
42730800,0.9597
42835800,0.956
42940800,0.95935
43045800,0.9615
43150800,0.9624
43255800,0.9593
43360800,0.95795
43465800,0.9568
43570800,0.95825
43675800,0.9552
43780800,0.96105
43885800,0.9569
43990800,0.9575
44095800,0.95785
44200800,0.9607
44305800,0.9627
44410800,0.96395
44515800,0.96325
44620800,0.96315
44725800,0.9582
44830800,0.9631
44935800,0.96075
45040800,0.96325
45145800,0.96475
45250800,0.9628
45355800,0.96005
45460800,0.9654
45565800,0.96285
