"Step","gan_sp_4agents_addeasycase_seed1 - 4cover_rate_5step"
"14840000","0.26070000000000004"
"14910000","0.26289999999999997"
"14980000","0.3008"
"15050000","0.29359999999999997"
"15120000","0.289"
"15190000","0.31420000000000003"
"15260000","0.3015"
"15330000","0.29860000000000003"
"15400000","0.2916"
"15470000","0.2879"
"15540000","0.301"
"15610000","0.2813"
"15680000","0.3083"
"15750000","0.28090000000000004"
"15820000","0.26489999999999997"
"15890000","0.27970000000000006"
"15960000","0.26039999999999996"
"16030000","0.2765"
"16100000","0.2899"
"16170000","0.2879"
"16240000","0.29660000000000003"
"16310000","0.28370000000000006"
"16380000","0.2913"
"16450000","0.2845"
"16520000","0.3113"
"16590000","0.29460000000000003"
"16660000","0.2828"
"16730000","0.27429999999999993"
"16800000","0.2863"
"16870000","0.2815"
"16940000","0.2906"
"17010000","0.2754"
"17080000","0.29179999999999995"
"17150000","0.2849"
"17220000","0.281"
"17290000","0.292"
"17360000","0.2828"
"17430000","0.30820000000000003"
"17500000","0.2822"
"17570000","0.2784"
"17640000","0.2834"
"17710000","0.2731"
"17780000","0.286"
"17850000","0.29419999999999996"
"17920000","0.2707"
"17990000","0.2778"
"18060000","0.2775"
"18130000","0.279"
"18200000","0.29"
"18270000","0.292"
"18340000","0.29860000000000003"
"18410000","0.2975"
"18480000","0.3196"
"18550000","0.29779999999999995"
"18620000","0.2943"
"18690000","0.31220000000000003"
"18760000","0.2994"
"18830000","0.30789999999999995"
"18900000","0.31010000000000004"
"18970000","0.2932"
"19040000","0.2975"
"19110000","0.299"
"19180000","0.2886"
"19250000","0.28779999999999994"
"19320000","0.295"
"19390000","0.2894"
"19460000","0.2983"
"19530000","0.2875"
"19600000","0.2825"
"19670000","0.30560000000000004"
"19740000","0.29369999999999996"
"19810000","0.3054"
"19880000","0.3006"
"19950000","0.303"
"20020000","0.3224"
"20090000","0.2819"
"20160000","0.29610000000000003"
"20230000","0.3016"
"20300000","0.28179999999999994"
"20370000","0.30019999999999997"
"20440000","0.2896"
"20510000","0.2911"
"20580000","0.2938"
"20650000","0.2935"
"20720000","0.2793"
"20790000","0.2855"
"20860000","0.2988"
"20930000","0.29390000000000005"
"21000000","0.2945"
"21070000","0.2735"
"21140000","0.2944"
"21210000","0.3035"
"21280000","0.2953"
"21350000","0.31489999999999996"
"21420000","0.3138"
"21490000","0.3031999999999999"
"21560000","0.3029"
"21630000","0.2885"
"21700000","0.30760000000000004"
"21770000","0.32039999999999996"
"21840000","0.29710000000000003"
"21910000","0.2983"
"21980000","0.3221"
"22050000","0.29860000000000003"
"22120000","0.3012"
"22190000","0.2952"
"22260000","0.31239999999999996"
"22330000","0.3214"
"22400000","0.32189999999999996"
"22470000","0.32080000000000003"
"22540000","0.30670000000000003"
"22610000","0.31139999999999995"
"22680000","0.322"
"22750000","0.3166"
"22820000","0.3197"
"22890000","0.3322"
"22960000","0.34570000000000006"
"23030000","0.32189999999999996"
"23100000","0.3418"
"23170000","0.3467"
"23240000","0.338"
"23310000","0.32339999999999997"
"23380000","0.3314"
"23450000","0.3362"
"23520000","0.31870000000000004"
"23590000","0.3245"
"23660000","0.325"
"23730000","0.3487"
"23800000","0.3228"
"23870000","0.3288"
"23940000","0.31060000000000004"
"24010000","0.32320000000000004"
"24080000","0.3407"
"24150000","0.3388"
"24220000","0.3472"
"24290000","0.3516"
"24360000","0.3469"
"24430000","0.378"
"24500000","0.3636999999999999"
"24570000","0.35760000000000003"
"24640000","0.3549"
"24710000","0.3595"
"24780000","0.3525"
"24850000","0.35910000000000003"
"24920000","0.35979999999999995"
"24990000","0.3843"
"25060000","0.3806000000000001"
"25130000","0.3908"
"25200000","0.3862"
"25270000","0.3808"
"25340000","0.3672"
"25410000","0.3785"
"25480000","0.365"
"25550000","0.36790000000000006"
"25620000","0.3635"
"25690000","0.3821"
"25760000","0.3799"
"25830000","0.3835"
"25900000","0.3767"
"25970000","0.3862"
"26040000","0.395"
"26110000","0.3813"
"26180000","0.3736999999999999"
"26250000","0.39469999999999994"
"26320000","0.3885"
"26390000","0.3932000000000001"
"26460000","0.4148"
"26530000","0.3977"
"26600000","0.4088"
"26670000","0.3925"
"26740000","0.3851"
"26810000","0.415"
"26880000","0.4036"
"26950000","0.3962000000000001"
"27020000","0.3965"
"27090000","0.40620000000000006"
"27160000","0.4051999999999999"
"27230000","0.41020000000000006"
"27300000","0.41520000000000007"
"27370000","0.4162999999999999"
"27440000","0.41480000000000006"
"27510000","0.4109"
"27580000","0.392"
"27650000","0.423"
"27720000","0.4029"
"27790000","0.412"
"27860000","0.4232"
"27930000","0.4164"
"28000000","0.4043000000000001"
"28070000","0.4285"
"28140000","0.40970000000000006"
"28210000","0.4288"
"28280000","0.40629999999999994"
"28350000","0.4128"
"28420000","0.393"
"28490000","0.4044"
"28560000","0.3848"
"28630000","0.4022"
"28700000","0.4154"
"28770000","0.3952000000000001"
"28840000","0.4124"
"28910000","0.41880000000000006"
"28980000","0.4185"
"29050000","0.4143"
"29120000","0.4389"
"29190000","0.438"
"29260000","0.4226"
"29330000","0.401"
"29400000","0.4214"
"29470000","0.422"
"29540000","0.4289"
"29610000","0.4432"
"29680000","0.4357"
"29750000","0.4374"
"29820000","0.4261"
"29890000","0.4424"
"29960000","0.4519"
"30030000","0.4337"
"30100000","0.4595"
"30170000","0.4529"
"30240000","0.4641"
"30310000","0.4357"
"30380000","0.4268"
"30450000","0.4515"
"30520000","0.4425"
"30590000","0.4336"
"30660000","0.4513"
"30730000","0.4625"
"30800000","0.4428"
"30870000","0.4374"
"30940000","0.4576"
"31010000","0.4506"
"31080000","0.4641"
"31150000","0.46070000000000005"
"31220000","0.4594"
"31290000","0.4525"
"31360000","0.4494"
"31430000","0.4443000000000001"
"31500000","0.4396000000000001"
"31570000","0.4484"
"31640000","0.4662"
"31710000","0.46420000000000006"
"31780000","0.4482"
"31850000","0.4547"
"31920000","0.4743"
"31990000","0.456"
"32060000","0.4689"
"32130000","0.4796"
"32200000","0.4621"
"32270000","0.4559"
"32340000","0.4694"
"32410000","0.4616"
"32480000","0.46870000000000006"
"32550000","0.4639"
"32620000","0.4572"
"32690000","0.4755"
"32760000","0.4687"
"32830000","0.468"
"32900000","0.462"
"32970000","0.456"
"33040000","0.4693"
"33110000","0.4615"
"33180000","0.4521"
"33250000","0.4789"
"33320000","0.4755"
"33390000","0.492"
"33460000","0.47729999999999995"
"33530000","0.4947"
"33600000","0.4753"
"33670000","0.4948000000000001"
"33740000","0.5094"
"33810000","0.4996"
"33880000","0.4962"
"33950000","0.5045"
"34020000","0.5142"
"34090000","0.5277000000000001"
"34160000","0.5064000000000001"
"34230000","0.5033"
"34300000","0.5022"
"34370000","0.5143000000000001"
"34440000","0.5193"
"34510000","0.4906"
"34580000","0.5197999999999999"
"34650000","0.5125"
"34720000","0.506"
"34790000","0.4973"
"34860000","0.4927"
"34930000","0.4938999999999999"
"35000000","0.48740000000000006"
"35070000","0.48840000000000006"
"35140000","0.47980000000000006"
"35210000","0.4941"
"35280000","0.495"
"35350000","0.493"
"35420000","0.513"
"35490000","0.4861"
"35560000","0.5046"
"35630000","0.5073"
"35700000","0.5111"
"35770000","0.4862"
"35840000","0.4982"
"35910000","0.4873"
"35980000","0.518"
"36050000","0.503"
"36120000","0.4887"
"36190000","0.5034"
"36260000","0.5140999999999999"
"36330000","0.4987"
"36400000","0.5142"
"36470000","0.5055"
"36540000","0.5223"
"36610000","0.515"
"36680000","0.5063"
"36750000","0.508"
"36820000","0.4943999999999999"
"36890000","0.512"
"36960000","0.5164000000000001"
"37030000","0.5092000000000001"
"37100000","0.5049"
"37170000","0.5115"
"37240000","0.5102000000000001"
"37310000","0.5109"
"37380000","0.5141"
"37450000","0.5226000000000001"
"37520000","0.5137"
"37590000","0.5069"
"37660000","0.5074"
"37730000","0.5154"
"37800000","0.5149000000000001"
"37870000","0.5018"
"37940000","0.5239000000000001"
"38010000","0.5357999999999999"
"38080000","0.5078"
"38150000","0.5216999999999999"
"38220000","0.5079"
"38290000","0.5091"
"38360000","0.5151"
"38430000","0.5345"
"38500000","0.5113"
"38570000","0.5255"
"38640000","0.5"
"38710000","0.5095"
"38780000","0.5049"
"38850000","0.5212"
"38920000","0.4992"
"38990000","0.5126000000000001"
"39060000","0.5364"
"39130000","0.5306"
"39200000","0.5317000000000001"
"39270000","0.5354"
"39340000","0.5265"
"39410000","0.5381"
"39480000","0.532"
"39550000","0.5327000000000001"
"39620000","0.5248999999999999"
"39690000","0.5287000000000001"
"39760000","0.552"
"39830000","0.5313"
"39900000","0.5293"
"39970000","0.5595"
