"Step","gan_sp_4agents_addeasycase_seed1 - 4cover_rate_5step"
"70000","0"
"140000","0.0001"
"210000","0"
"280000","0.0016"
"350000","0.0022"
"420000","0.0017999999999999995"
"490000","0.0035"
"560000","0.0028"
"630000","0.0046"
"700000","0.0018"
"770000","0.0007"
"840000","0.0044"
"910000","0.0038"
"980000","0.0047"
"1050000","0.0038"
"1120000","0.0039"
"1190000","0.0029"
"1260000","0.0026"
"1330000","0.0039"
"1400000","0.0094"
"1470000","0.019"
"1540000","0.0125"
"1610000","0.025000000000000005"
"1680000","0.0292"
"1750000","0.0401"
"1820000","0.04909999999999999"
"1890000","0.046200000000000005"
"1960000","0.06580000000000001"
"2030000","0.076"
"2100000","0.0922"
"2170000","0.094"
"2240000","0.1079"
"2310000","0.1182"
"2380000","0.1343"
"2450000","0.1417"
"2520000","0.1665"
"2590000","0.1537"
"2660000","0.1401"
"2730000","0.1491"
"2800000","0.1652"
"2870000","0.1658"
"2940000","0.2033"
"3010000","0.2099"
"3080000","0.2507"
"3150000","0.251"
"3220000","0.25660000000000005"
"3290000","0.2572"
"3360000","0.2738"
"3430000","0.2789"
"3500000","0.2786"
"3570000","0.2841"
"3640000","0.28370000000000006"
"3710000","0.31539999999999996"
"3780000","0.321"
"3850000","0.3048"
"3920000","0.2963"
"3990000","0.3288"
"4060000","0.3221"
"4130000","0.3216"
"4200000","0.31510000000000005"
"4270000","0.3215"
"4340000","0.3221"
"4410000","0.30789999999999995"
"4480000","0.305"
"4550000","0.31660000000000005"
"4620000","0.32120000000000004"
"4690000","0.31310000000000004"
"4760000","0.2975"
"4830000","0.2874"
"4900000","0.25780000000000003"
"4970000","0.2469"
"5040000","0.2744"
"5110000","0.2417"
"5180000","0.2675"
"5250000","0.25539999999999996"
"5320000","0.26230000000000003"
"5390000","0.2621"
"5460000","0.28129999999999994"
"5530000","0.2795"
"5600000","0.2881"
"5670000","0.2894"
"5740000","0.297"
"5810000","0.2951999999999999"
"5880000","0.2938"
"5950000","0.28879999999999995"
"6020000","0.27070000000000005"
"6090000","0.234"
"6160000","0.25970000000000004"
"6230000","0.26180000000000003"
"6300000","0.2446"
"6370000","0.2448"
"6440000","0.2426"
"6510000","0.2252"
"6580000","0.25149999999999995"
"6650000","0.23089999999999997"
"6720000","0.23589999999999997"
"6790000","0.2608"
"6860000","0.2576"
"6930000","0.2601"
"7000000","0.2558"
"7070000","0.2749"
"7140000","0.29419999999999996"
"7210000","0.282"
"7280000","0.2798"
"7350000","0.2917"
"7420000","0.28770000000000007"
"7490000","0.2855"
"7560000","0.276"
"7630000","0.2629"
"7700000","0.2595"
"7770000","0.2766"
"7840000","0.27290000000000003"
"7910000","0.2872"
"7980000","0.291"
"8050000","0.32020000000000004"
"8120000","0.30939999999999995"
"8190000","0.31360000000000005"
"8260000","0.31560000000000005"
"8330000","0.32480000000000003"
"8400000","0.32570000000000005"
"8470000","0.3372"
"8540000","0.3335"
"8610000","0.32489999999999997"
"8680000","0.3399"
"8750000","0.34430000000000005"
"8820000","0.3708999999999999"
"8890000","0.3578"
"8960000","0.31820000000000004"
"9030000","0.3458"
"9100000","0.35990000000000005"
"9170000","0.35719999999999996"
"9240000","0.35620000000000007"
"9310000","0.3539"
"9380000","0.33479999999999993"
"9450000","0.3608"
"9520000","0.32830000000000004"
"9590000","0.3344"
"9660000","0.3224"
"9730000","0.33729999999999993"
"9800000","0.32639999999999997"
"9870000","0.3359"
"9940000","0.3243"
"10010000","0.326"
"10080000","0.33570000000000005"
"10150000","0.3475"
"10220000","0.3474"
"10290000","0.34180000000000005"
"10360000","0.3353"
"10430000","0.3506"
"10500000","0.35340000000000005"
"10570000","0.32970000000000005"
"10640000","0.3407"
"10710000","0.32209999999999994"
"10780000","0.3423"
"10850000","0.3305"
"10920000","0.3376"
"10990000","0.342"
"11060000","0.3503"
"11130000","0.3493"
"11200000","0.35270000000000007"
"11270000","0.3569"
"11340000","0.33130000000000004"
"11410000","0.3431"
"11480000","0.3458"
"11550000","0.3441"
"11620000","0.3388"
"11690000","0.3449"
"11760000","0.35580000000000006"
"11830000","0.339"
"11900000","0.3357"
"11970000","0.323"
"12040000","0.33920000000000006"
"12110000","0.33530000000000004"
"12180000","0.3178"
"12250000","0.3337"
"12320000","0.33120000000000005"
"12390000","0.3318"
"12460000","0.32219999999999993"
"12530000","0.3357"
"12600000","0.3296"
"12670000","0.33920000000000006"
"12740000","0.207"
"12810000","0.2242"
"12880000","0.2267"
"12950000","0.25460000000000005"
"13020000","0.2362"
"13090000","0.2488"
"13160000","0.2442"
"13230000","0.2332"
"13300000","0.2548"
"13370000","0.243"
"13440000","0.2513"
"13510000","0.2254"
"13580000","0.2368"
"13650000","0.2524"
"13720000","0.2491"
"13790000","0.2679"
"13860000","0.2647"
"13930000","0.2562"
"14000000","0.26539999999999997"
"14070000","0.2621"
"14140000","0.2416"
"14210000","0.2552"
"14280000","0.2666"
"14350000","0.2553"
"14420000","0.2496"
"14490000","0.2648"
"14560000","0.253"
"14630000","0.26870000000000005"
"14700000","0.2669"
"14770000","0.2798"
