"Step","sp3_h1000_negativegrad_seed3 - cover_rate_5step"
"105000","0"
"210000","0"
"315000","0"
"420000","0"
"525000","0"
"630000","0"
"735000","0"
"840000","0"
"945000","0"
"1050000","0"
"1155000","0"
"1260000","0"
"1365000","0"
"1470000","0"
"1575000","0"
"1680000","0"
"1785000","0"
"1890000","0"
"1995000","0"
"2100000","0"
"2205000","0"
"2310000","0"
"2415000","0"
"2520000","0"
"2625000","0"
"2730000","0"
"2835000","0"
"2940000","0"
"3045000","0"
"3150000","0"
"3255000","0"
"3360000","0"
"3465000","0"
"3570000","0"
"3675000","0"
"3780000","0.0001"
"3885000","0"
"3990000","0.0016"
"4095000","0.0012"
"4200000","0.003"
"4305000","0.0016"
"4410000","0.0052"
"4515000","0.0083"
"4620000","0.0066"
"4725000","0.0048"
"4830000","0.004200000000000001"
"4935000","0.0039"
"5040000","0.0112"
"5145000","0.014399999999999998"
"5250000","0.0056"
"5355000","0.0019"
"5460000","0.004900000000000001"
"5565000","0.0056"
"5670000","0.0044"
"5775000","0.0031999999999999997"
"5880000","0.0027"
"5985000","0.0028"
"6090000","0.0028"
"6195000","0.0053"
"6300000","0.0066"
"6405000","0.009"
"6510000","0.0111"
"6615000","0.0119"
"6720000","0.0033"
"6825000","0.0014000000000000002"
"6930000","0.0057"
"7035000","0.0057"
"7140000","0.0118"
"7245000","0.004300000000000001"
"7350000","0.007799999999999999"
"7455000","0.0275"
"7560000","0.0416"
"7665000","0.0156"
"7770000","0.0116"
"7875000","0.016"
"7980000","0.0147"
"8085000","0.0102"
"8190000","0.033"
"8295000","0.028"
"8400000","0.0302"
"8505000","0.0256"
"8610000","0.022"
"8715000","0.026299999999999997"
"8820000","0.0279"
"8925000","0.039"
"9030000","0.0226"
"9135000","0.0231"
"9240000","0.0267"
"9345000","0.0272"
"9450000","0.0363"
"9555000","0.0335"
"9660000","0.0243"
"9765000","0.0311"
"9870000","0.036"
"9975000","0.025299999999999996"
"10080000","0.0288"
"10185000","0.0227"
"10290000","0.0296"
"10395000","0.030299999999999997"
"10500000","0.0209"
"10605000","0.0257"
"10710000","0.0275"
"10815000","0.030899999999999997"
"10920000","0.0377"
"11025000","0.0454"
"11130000","0.04239999999999999"
"11235000","0.0406"
"11340000","0.0426"
"11445000","0.038799999999999994"
"11550000","0.0359"
"11655000","0.054099999999999995"
"11760000","0.0611"
"11865000","0.0614"
"11970000","0.07909999999999999"
"12075000","0.0782"
"12180000","0.0999"
"12285000","0.1041"
"12390000","0.0919"
"12495000","0.0936"
"12600000","0.105"
"12705000","0.0833"
"12810000","0.1205"
"12915000","0.0935"
"13020000","0.1083"
"13125000","0.1391"
"13230000","0.1528"
"13335000","0.1998"
"13440000","0.1871"
"13545000","0.1916"
"13650000","0.1641"
"13755000","0.19080000000000005"
"13860000","0.2059"
"13965000","0.2267"
"14070000","0.2259"
"14175000","0.25689999999999996"
"14280000","0.25989999999999996"
"14385000","0.2814"
"14490000","0.31810000000000005"
"14595000","0.313"
"14700000","0.30410000000000004"
"14805000","0.3065"
"14910000","0.327"
"15015000","0.3535"
"15120000","0.3706"
"15225000","0.3701"
"15330000","0.351"
"15435000","0.368"
"15540000","0.34620000000000006"
"15645000","0.3879"
"15750000","0.3628"
"15855000","0.3767"
"15960000","0.3476"
"16065000","0.3329"
"16170000","0.31489999999999996"
"16275000","0.3448"
"16380000","0.2994"
"16485000","0.3383"
"16590000","0.4077"
"16695000","0.3824"
"16800000","0.3655"
"16905000","0.3653"
"17010000","0.4134"
"17115000","0.44659999999999994"
"17220000","0.42"
"17325000","0.3936"
"17430000","0.36010000000000003"
"17535000","0.4213"
"17640000","0.4211"
"17745000","0.4161"
"17850000","0.3976"
"17955000","0.4149"
"18060000","0.441"
"18165000","0.4248"
"18270000","0.474"
"18375000","0.4887"
"18480000","0.4852"
"18585000","0.5552"
"18690000","0.5658"
"18795000","0.5662999999999999"
"18900000","0.5597000000000001"
"19005000","0.5684000000000001"
"19110000","0.5831"
"19215000","0.5991000000000001"
"19320000","0.5999"
"19425000","0.5991000000000001"
"19530000","0.5945"
"19635000","0.5923"
"19740000","0.5955"
"19845000","0.5574"
"19950000","0.582"
"20055000","0.5473999999999999"
"20160000","0.5527"
"20265000","0.6066"
"20370000","0.5488999999999999"
"20475000","0.5618"
"20580000","0.5875999999999999"
"20685000","0.6056"
