"Step","amigo_pb_teacherhorizon10_seed2 - 4cover_rate_5step"
"60000","0.06"
"120000","0.058"
"180000","0.062"
"240000","0.064"
"300000","0.0595"
"360000","0.0535"
"420000","0.0665"
"480000","0.056"
"540000","0.0565"
"600000","0.0645"
"660000","0.0605"
"720000","0.07"
"780000","0.06"
"840000","0.054"
"900000","0.0515"
"960000","0.0625"
"1020000","0.0605"
"1080000","0.0625"
"1140000","0.0615"
"1200000","0.066"
"1260000","0.0635"
"1320000","0.0655"
"1380000","0.0645"
"1440000","0.06409999999999999"
"1500000","0.062"
"1560000","0.0712"
"1620000","0.0611"
"1680000","0.0711"
"1740000","0.0575"
"1800000","0.07840000000000001"
"1860000","0.0713"
"1920000","0.0751"
"1980000","0.0727"
"2040000","0.0725"
"2100000","0.0798"
"2160000","0.07330000000000002"
"2220000","0.07429999999999999"
"2280000","0.0738"
"2340000","0.0818"
"2400000","0.06459999999999999"
"2460000","0.0687"
"2520000","0.0799"
"2580000","0.0863"
"2640000","0.0683"
"2700000","0.0851"
"2760000","0.0824"
"2820000","0.0876"
"2880000","0.0813"
"2940000","0.06570000000000001"
"3000000","0.08109999999999999"
"3060000","0.0819"
"3120000","0.0742"
"3180000","0.081"
"3240000","0.0855"
"3300000","0.075"
"3360000","0.07590000000000001"
"3420000","0.0638"
"3480000","0.0793"
"3540000","0.07379999999999999"
"3600000","0.0714"
"3660000","0.07859999999999999"
"3720000","0.07740000000000001"
"3780000","0.0648"
"3840000","0.074"
"3900000","0.06570000000000001"
"3960000","0.0602"
"4020000","0.0665"
"4080000","0.0697"
"4140000","0.0813"
"4200000","0.0882"
"4260000","0.07429999999999999"
"4320000","0.0871"
"4380000","0.082"
"4440000","0.0819"
"4500000","0.0844"
"4560000","0.0767"
"4620000","0.0718"
"4680000","0.07959999999999999"
"4740000","0.081"
"4800000","0.07740000000000001"
"4860000","0.076"
"4920000","0.062200000000000005"
"4980000","0.0932"
"5040000","0.0813"
"5100000","0.0768"
"5160000","0.0799"
"5220000","0.0723"
"5280000","0.078"
"5340000","0.0787"
"5400000","0.0752"
"5460000","0.07490000000000001"
"5520000","0.0696"
"5580000","0.0842"
"5640000","0.07210000000000001"
"5700000","0.0737"
"5760000","0.0809"
"5820000","0.0865"
"5880000","0.0813"
"5940000","0.07590000000000001"
"6000000","0.0812"
"6060000","0.07970000000000001"
"6120000","0.0882"
"6180000","0.07490000000000001"
"6240000","0.0884"
"6300000","0.0905"
"6360000","0.0767"
"6420000","0.0835"
"6480000","0.081"
"6540000","0.08930000000000002"
"6600000","0.0914"
"6660000","0.07809999999999999"
"6720000","0.0819"
"6780000","0.0772"
"6840000","0.07869999999999999"
"6900000","0.07590000000000001"
"6960000","0.0728"
"7020000","0.0735"
"7080000","0.0688"
"7140000","0.06830000000000001"
"7200000","0.078"
"7260000","0.07579999999999999"
"7320000","0.0775"
"7380000","0.0819"
"7440000","0.0778"
"7500000","0.07930000000000001"
"7560000","0.074"
"7620000","0.08070000000000001"
"7680000","0.08"
"7740000","0.08020000000000001"
"7800000","0.07590000000000001"
"7860000","0.08109999999999999"
"7920000","0.0765"
"7980000","0.07529999999999999"
"8040000","0.0741"
"8100000","0.0783"
"8160000","0.0928"
"8220000","0.08669999999999999"
"8280000","0.0782"
"8340000","0.0707"
"8400000","0.08669999999999999"
"8460000","0.08919999999999999"
"8520000","0.08430000000000001"
"8580000","0.08170000000000001"
"8640000","0.0871"
"8700000","0.07690000000000001"
"8760000","0.08020000000000001"
"8820000","0.0804"
"8880000","0.0804"
"8940000","0.085"
"9000000","0.0802"
"9060000","0.08109999999999999"
"9120000","0.08109999999999999"
"9180000","0.0876"
"9240000","0.07890000000000001"
"9300000","0.0856"
"9360000","0.07859999999999999"
"9420000","0.08990000000000001"
"9480000","0.07970000000000001"
"9540000","0.07759999999999999"
"9600000","0.0836"
"9660000","0.0882"
"9720000","0.0845"
"9780000","0.0775"
"9840000","0.0927"
"9900000","0.08880000000000002"
"9960000","0.0948"
"10020000","0.0851"
"10080000","0.08130000000000001"
"10140000","0.0916"
"10200000","0.089"
"10260000","0.0855"
"10320000","0.0935"
"10380000","0.08059999999999999"
"10440000","0.088"
"10500000","0.08819999999999999"
"10560000","0.0836"
"10620000","0.0929"
"10680000","0.07440000000000001"
"10740000","0.0849"
"10800000","0.0892"
"10860000","0.0841"
"10920000","0.075"
"10980000","0.07740000000000001"
"11040000","0.07130000000000002"
"11100000","0.0809"
"11160000","0.079"
"11220000","0.08220000000000001"
"11280000","0.0815"
"11340000","0.0755"
