Step,transfer_pb_woclip_onlytrain4_seed1 - 4cover_rate
98460000,0.4463
98640000,0.4702
98820000,0.4507
99000000,0.4531
99180000,0.4545
99360000,0.4468
99540000,0.4506
99720000,0.4442
99900000,0.4497
100080000,0.4498
100260000,0.4459
100440000,0.4432
100620000,0.4485
100800000,0.4395
100980000,0.4418
101160000,0.4413
101340000,0.4567
101520000,0.4404
101700000,0.4416
101880000,0.4386
102060000,0.4476
102240000,0.4374
102420000,0.4431
102600000,0.4398
102780000,0.4223
102960000,0.4416
103140000,0.4283
103320000,0.4446
103500000,0.4528
103680000,0.4421
103860000,0.4326
104040000,0.4463
104220000,0.4327
104400000,0.4303
104580000,0.4208
104760000,0.4333
104940000,0.422
105120000,0.43
105300000,0.4258
105480000,0.4293
105660000,0.4075
105840000,0.4266
106020000,0.4289
106200000,0.4457
106380000,0.4319
106560000,0.4271
106740000,0.4428
106920000,0.4256
107100000,0.4421
107280000,0.438
107460000,0.427
107640000,0.4182
107820000,0.4228
108000000,0.4263
108180000,0.4444
108360000,0.4431
108540000,0.4445
108720000,0.4326
108900000,0.4465
109080000,0.4465
109260000,0.4347
109440000,0.4232
109620000,0.426
109800000,0.4159
109980000,0.4261
110160000,0.4274
110340000,0.4486
110520000,0.453
110700000,0.4293
110880000,0.4333
111060000,0.4269
111240000,0.4436
111420000,0.4343
111600000,0.4271
111780000,0.4336
111960000,0.4259
112140000,0.4183
112320000,0.4174
112500000,0.4139
112680000,0.419
112860000,0.4152
113040000,0.422
113220000,0.4153
113400000,0.4094
113580000,0.4066
113760000,0.4232
113940000,0.4104
114120000,0.4135
114300000,0.4075
114480000,0.4112
114660000,0.4308
114840000,0.4279
115020000,0.4269
115200000,0.4436
115380000,0.447
115560000,0.4314
115740000,0.434
115920000,0.4424
116100000,0.4416
116280000,0.4483
116460000,0.4387
116640000,0.4549
116820000,0.4448
117000000,0.4614
117180000,0.4333
117360000,0.4457
117540000,0.4288
117720000,0.4413
117900000,0.4436
118080000,0.4503
118260000,0.4539
118440000,0.4454
118620000,0.4467
118800000,0.4471
118980000,0.433
119160000,0.4497
119340000,0.4417
119520000,0.4387
119700000,0.4517
119880000,0.4507
120060000,0.4552
120240000,0.4569
120420000,0.4495
120600000,0.4449
120780000,0.4548
120960000,0.4388
121140000,0.4426
121320000,0.4379
121500000,0.4441
121680000,0.447
121860000,0.4316
122040000,0.4327
122220000,0.4441
122400000,0.4342
122580000,0.448
122760000,0.4557
122940000,0.4527
123120000,0.43
123300000,0.4365
123480000,0.4271
123660000,0.4559
123840000,0.45
124020000,0.423
124200000,0.4511
124380000,0.4346
124560000,0.4419
124740000,0.4258
124920000,0.4314
125100000,0.4215
125280000,0.4403
125460000,0.433
125640000,0.4255
125820000,0.4332
126000000,0.4529
126180000,0.445
126360000,0.4491
126540000,0.4444
126720000,0.4381
126900000,0.452
127080000,0.4557
127260000,0.4605
127440000,0.4523
127620000,0.4627
127800000,0.463
127980000,0.4768
128160000,0.4649
128340000,0.4601
128520000,0.47
128700000,0.4679
128880000,0.4738
129060000,0.4682
129240000,0.4836
129420000,0.461
129600000,0.4715
129780000,0.4607
129960000,0.4728
130140000,0.4738
130320000,0.4767
130500000,0.4819
130680000,0.4506
130860000,0.4689
131040000,0.4593
131220000,0.4647
131400000,0.4752
131580000,0.471
131760000,0.4819
131940000,0.4687
132120000,0.4825
132300000,0.4811
132480000,0.46
132660000,0.4643
132840000,0.4778
133020000,0.4719
133200000,0.4773
133380000,0.4889
133560000,0.5004
133740000,0.4853
133920000,0.4826
134100000,0.4893
134280000,0.4669
134460000,0.4691
134640000,0.474
134820000,0.4619
135000000,0.4541
135180000,0.4663
135360000,0.4583
135540000,0.4505
135720000,0.4493
135900000,0.4404
136080000,0.4673
136260000,0.4832
136440000,0.4733
136620000,0.4684
136800000,0.4595
136980000,0.4755
137160000,0.4673
137340000,0.4606
137520000,0.4673
137700000,0.4679
137880000,0.4742
138060000,0.4775
138240000,0.4704
138420000,0.464
138600000,0.4664
138780000,0.4683
138960000,0.4732
139140000,0.4706
139320000,0.4686
139500000,0.4666
139680000,0.4588
139860000,0.4555
140040000,0.4578
140220000,0.4617
140400000,0.463
140580000,0.4561
140760000,0.4694
140940000,0.4596
141120000,0.4643
141300000,0.473
141480000,0.484
141660000,0.4819
141840000,0.484
142020000,0.4807
142200000,0.49
142380000,0.474
142560000,0.4876
142740000,0.4972
142920000,0.4839
143100000,0.4776
143280000,0.493
143460000,0.4905
143640000,0.4869
143820000,0.4806
144000000,0.4755
144180000,0.488
144360000,0.4879
144540000,0.4838
144720000,0.4737
144900000,0.495
145080000,0.5003
145260000,0.4998
145440000,0.486
145620000,0.5042
145800000,0.482
145980000,0.49
146160000,0.4891
146340000,0.4887
146520000,0.4921
146700000,0.4905
146880000,0.4721
147060000,0.4805
147240000,0.4825
147420000,0.4993
147600000,0.4986
147780000,0.4961
147960000,0.4826
148140000,0.4814
148320000,0.4823
148500000,0.4861
148680000,0.5054
148860000,0.5134
149040000,0.5029
149220000,0.499
149400000,0.4973
149580000,0.4962
149760000,0.4996
149940000,0.4886
150120000,0.4865
150300000,0.4746
150480000,0.5056
150660000,0.4928
150840000,0.4968
151020000,0.5091
151200000,0.5082
151380000,0.5184
151560000,0.5371
151740000,0.5268
151920000,0.5289
152100000,0.5269
152280000,0.5404
152460000,0.549
152640000,0.5484
152820000,0.5353
153000000,0.549
153180000,0.5472
153360000,0.5451
153540000,0.5368
153720000,0.558
153900000,0.5476
154080000,0.5599
154260000,0.5589
154440000,0.5603
154620000,0.5584
154800000,0.5477
154980000,0.5559
155160000,0.5362
155340000,0.5473
155520000,0.5502
155700000,0.5504
155880000,0.5491
156060000,0.5455
156240000,0.5497
156420000,0.5444
156600000,0.5454
156780000,0.5602
156960000,0.5442
157140000,0.5727
157320000,0.5695
157500000,0.5589
157680000,0.5519
157860000,0.5614
158040000,0.5642
158220000,0.5554
158400000,0.5533
158580000,0.567
158760000,0.5583
158940000,0.5443
159120000,0.5558
159300000,0.5623
159480000,0.5537
159660000,0.5577
159840000,0.5484
160020000,0.5597
160200000,0.5634
160380000,0.5818
160560000,0.5578
160740000,0.5682
160920000,0.5654
161100000,0.5665
161280000,0.5766
161460000,0.575
161640000,0.5678
161820000,0.5611
162000000,0.5572
162180000,0.5658
162360000,0.5559
162540000,0.5762
162720000,0.5816
162900000,0.5671
163080000,0.5713
163260000,0.5796
163440000,0.5633
163620000,0.5719
163800000,0.5644
163980000,0.5749
164160000,0.5776
164340000,0.5742
164520000,0.5708
164700000,0.5861
164880000,0.5728
165060000,0.5741
165240000,0.5674
165420000,0.5612
165600000,0.5664
165780000,0.5676
165960000,0.5812
166140000,0.5776
166320000,0.5788
166500000,0.5901
166680000,0.596
166860000,0.5815
167040000,0.591
167220000,0.5949
167400000,0.5796
167580000,0.5983
167760000,0.5753
167940000,0.5872
168120000,0.5961
168300000,0.592
168480000,0.5925
168660000,0.5969
168840000,0.5931
169020000,0.5856
169200000,0.5723
169380000,0.561
169560000,0.5837
169740000,0.5905
169920000,0.5896
170100000,0.5734
170280000,0.5723
170460000,0.562
170640000,0.5719
170820000,0.5716
171000000,0.5754
171180000,0.5915
171360000,0.5839
171540000,0.586
171720000,0.5852
171900000,0.5749
172080000,0.5825
172260000,0.5781
172440000,0.5865
172620000,0.5842
172800000,0.5732
172980000,0.5768
173160000,0.573
173340000,0.5748
173520000,0.5567
173700000,0.5656
173880000,0.585
174060000,0.5693
174240000,0.5759
174420000,0.5779
174600000,0.5827
174780000,0.5902
174960000,0.5854
175140000,0.5956
175320000,0.5752
175500000,0.5887
175680000,0.5798
175860000,0.5749
176040000,0.5661
176220000,0.5829
176400000,0.5781
176580000,0.5704
176760000,0.5832
176940000,0.5801
177120000,0.5898
177300000,0.5926
177480000,0.5944
177660000,0.5922
177840000,0.5948
178020000,0.5998
178200000,0.6131
178380000,0.6132
178560000,0.6095
178740000,0.613
178920000,0.6192
179100000,0.6157
179280000,0.6277
179460000,0.605
179640000,0.6223
179820000,0.623
180000000,0.6152
180180000,0.6055
180360000,0.6135
180540000,0.6147
180720000,0.606
180900000,0.6016
181080000,0.6137
181260000,0.6038
181440000,0.6011
181620000,0.6087
181800000,0.6043
181980000,0.6167
182160000,0.6142
182340000,0.6097
182520000,0.6021
182700000,0.6029
182880000,0.619
183060000,0.622
183240000,0.6085
183420000,0.6122
183600000,0.6079
183780000,0.6148
183960000,0.6323
184140000,0.6308
184320000,0.6114
184500000,0.6241
184680000,0.625
184860000,0.6244
185040000,0.6207
185220000,0.6242
185400000,0.6305
185580000,0.6332
185760000,0.6248
185940000,0.6387
186120000,0.6242
186300000,0.65
186480000,0.6371
186660000,0.6383
186840000,0.6325
187020000,0.638
187200000,0.6388
187380000,0.6475
187560000,0.6484
187740000,0.6486
187920000,0.6581
188100000,0.646
188280000,0.6445
188460000,0.6426
188640000,0.6538
188820000,0.645
189000000,0.6643
189180000,0.6467
189360000,0.6469
189540000,0.645
189720000,0.6406
189900000,0.6399
190080000,0.6326
190260000,0.6373
190440000,0.6435
190620000,0.6421
190800000,0.632
190980000,0.6452
191160000,0.6417
191340000,0.6615
191520000,0.6581
191700000,0.6439
191880000,0.6532
192060000,0.6603
192240000,0.6573
192420000,0.6614
192600000,0.6574
192780000,0.6539
192960000,0.6436
193140000,0.65
193320000,0.6475
193500000,0.6479
193680000,0.6377
193860000,0.6476
194040000,0.6595
194220000,0.6567
194400000,0.6527
194580000,0.6537
194760000,0.6532
194940000,0.6553
195120000,0.6568
195300000,0.6588
195480000,0.6398
195660000,0.6662
195840000,0.6632
196020000,0.6623
196200000,0.6538
196380000,0.6686
196560000,0.6517
196740000,0.652
196920000,0.6553
197100000,0.6753
197280000,0.6539
197460000,0.6703
197640000,0.655
197820000,0.679
198000000,0.6613
198180000,0.6645
198360000,0.6605
198540000,0.6667
198720000,0.669
198900000,0.6697
199080000,0.6815
199260000,0.6722
199440000,0.672
199620000,0.6723
199800000,0.6767
199980000,0.6665
200160000,0.6728
200340000,0.683
200520000,0.665
200700000,0.6698
200880000,0.6683
201060000,0.6665
201240000,0.6645
201420000,0.6591
201600000,0.6687
201780000,0.6718
201960000,0.6491
202140000,0.6547
202320000,0.6657
202500000,0.6553
202680000,0.6706
202860000,0.6719
203040000,0.6429
203220000,0.6654
203400000,0.6479
203580000,0.6568
203760000,0.6615
203940000,0.6546
204120000,0.664
204300000,0.6612
204480000,0.6622
204660000,0.6713
204840000,0.6634
205020000,0.6624
205200000,0.6864
205380000,0.6635
205560000,0.6592
205740000,0.6716
205920000,0.6696
206100000,0.6731
206280000,0.6679
206460000,0.6676
206640000,0.6655
206820000,0.6591
207000000,0.6701
207180000,0.6551
207360000,0.6712
207540000,0.6523
207720000,0.6529
207900000,0.6611
208080000,0.6508
208260000,0.6618
208440000,0.6612
208620000,0.6648
208800000,0.6635
208980000,0.6716
209160000,0.6745
209340000,0.6631
209520000,0.6631
209700000,0.6573
209880000,0.677
210060000,0.6652
210240000,0.6779
210420000,0.6582
210600000,0.671
210780000,0.6635
210960000,0.6638
211140000,0.6791
211320000,0.6769
211500000,0.6596
211680000,0.6662
211860000,0.6577
212040000,0.6744
212220000,0.6731
212400000,0.6803
212580000,0.6892
212760000,0.6758
212940000,0.6795
213120000,0.6812
213300000,0.6925
213480000,0.6956
213660000,0.6887
213840000,0.6899
214020000,0.695
214200000,0.6725
214380000,0.6818
214560000,0.6938
214740000,0.6995
214920000,0.7017
215100000,0.6848
215280000,0.678
215460000,0.689
215640000,0.6823
215820000,0.6765
216000000,0.6759
216180000,0.6747
216360000,0.6892
216540000,0.6871
216720000,0.6704
216900000,0.6648
217080000,0.6535
217260000,0.6704
217440000,0.6726
217620000,0.6596
217800000,0.6757
217980000,0.653
218160000,0.656
218340000,0.6464
218520000,0.6603
218700000,0.65
218880000,0.6568
219060000,0.6533
219240000,0.6564
219420000,0.6569
219600000,0.6564
219780000,0.6507
219960000,0.6643
220140000,0.664
220320000,0.6629
220500000,0.6801
220680000,0.6739
220860000,0.6709
221040000,0.6881
221220000,0.6885
221400000,0.6717
221580000,0.6777
221760000,0.6814
221940000,0.6848
222120000,0.6882
222300000,0.6945
222480000,0.6985
222660000,0.6875
222840000,0.6933
223020000,0.6891
223200000,0.6882
223380000,0.689
223560000,0.6814
223740000,0.6821
223920000,0.6999
224100000,0.6897
224280000,0.6905
224460000,0.6873
224640000,0.6844
224820000,0.6901
225000000,0.6864
225180000,0.6974
225360000,0.6966
225540000,0.6934
225720000,0.6905
225900000,0.6834
226080000,0.6665
226260000,0.6799
226440000,0.679
226620000,0.6719
226800000,0.6971
226980000,0.6769
227160000,0.668
227340000,0.6789
227520000,0.688
227700000,0.6856
227880000,0.6899
228060000,0.6995
228240000,0.689
228420000,0.6759
228600000,0.6863
228780000,0.665
228960000,0.6833
229140000,0.6756
229320000,0.6923
229500000,0.6908
229680000,0.6773
229860000,0.6854
230040000,0.671
230220000,0.6708
230400000,0.678
230580000,0.6804
230760000,0.6932
230940000,0.6733
231120000,0.6897
231300000,0.6858
231480000,0.6917
231660000,0.6816
231840000,0.6813
232020000,0.6727
232200000,0.6908
232380000,0.6909
232560000,0.6992
232740000,0.6869
232920000,0.6829
233100000,0.6918
233280000,0.6784
233460000,0.7113
233640000,0.6968
233820000,0.6947
234000000,0.694
234180000,0.6985
234360000,0.6914
234540000,0.6971
234720000,0.6991
234900000,0.6978
235080000,0.7061
235260000,0.7077
235440000,0.6934
235620000,0.6878
235800000,0.6928
235980000,0.7098
236160000,0.6902
236340000,0.691
236520000,0.6892
236700000,0.6968
236880000,0.7009
237060000,0.6928
237240000,0.6954
237420000,0.7192
237600000,0.7057
237780000,0.7025
237960000,0.6958
238140000,0.6941
238320000,0.6901
238500000,0.6975
238680000,0.7037
238860000,0.6944
239040000,0.7015
239220000,0.6914
239400000,0.6945
239580000,0.6885
