"Step","sp_eval3_seed2 - eval_episode_reward"
"105000","-0.00839999970048666"
"210000","-0.0276000015437603"
"315000","-0.004000000189989805"
"420000","-0.001600000075995922"
"525000","-0.00559999980032444"
"630000","-0.00839999970048666"
"735000","-0.004800000227987766"
"840000","-0.01679999940097332"
"945000","-0.009999999776482582"
"1050000","-0.04079999774694443"
"1155000","-0.08460000902414322"
"1260000","-0.16260001063346863"
"1365000","-0.6611999869346619"
"1470000","-0.7087999582290649"
"1575000","-0.836400032043457"
"1680000","-0.8140000104904175"
"1785000","-0.8832000494003296"
"1890000","-1.5779999494552612"
"1995000","-0.9275999665260316"
"2100000","-1.4338001012802124"
"2205000","-1.398800015449524"
"2310000","-0.9162000417709352"
"2415000","-1.218400001525879"
"2520000","-0.9319999814033508"
"2625000","-0.6314000487327576"
"2730000","-0.7121999859809875"
"2835000","-0.7458000779151917"
"2940000","-0.6643999814987183"
"3045000","-0.5278000235557556"
"3150000","-0.5590000152587891"
"3255000","-0.38679999113082886"
"3360000","-0.3795999884605408"
"3465000","-0.47600001096725464"
"3570000","-0.08439996093511581"
"3675000","-0.05959995836019516"
"3780000","-0.08719996362924576"
"3885000","0.28620004653930664"
"3990000","0.04020010307431221"
"4095000","-0.19659994542598724"
"4200000","0.17260006070137024"
"4305000","-0.3361999988555908"
"4410000","-0.02119995839893818"
"4515000","-0.11560000479221344"
"4620000","-0.6264000535011292"
"4725000","0.19060003757476807"
"4830000","0.8546000719070435"
"4935000","1.4156001806259155"
"5040000","0.8400000929832458"
"5145000","1.7376000881195068"
"5250000","1.4844000339508057"
"5355000","0.836199939250946"
"5460000","1.787600040435791"
"5565000","2.105400323867798"
"5670000","2.4456000328063965"
"5775000","1.2148001194000244"
"5880000","2.820000171661377"
"5985000","3.002800226211548"
"6090000","3.127400159835815"
"6195000","2.574000358581543"
"6300000","3.1456000804901123"
"6405000","2.1180002689361572"
"6510000","4.117600440979004"
"6615000","4.029799938201904"
"6720000","3.963400363922119"
"6825000","4.771800994873047"
"6930000","3.832200288772583"
"7035000","3.365800380706787"
"7140000","3.992800235748291"
"7245000","5.1526007652282715"
"7350000","6.042600631713867"
"7455000","5.756800651550293"
"7560000","6.174800395965576"
"7665000","6.406800746917725"
"7770000","7.979800701141357"
"7875000","7.442600727081299"
"7980000","7.364600658416748"
"8085000","7.850000858306885"
"8190000","8.149201393127441"
"8295000","7.917601108551025"
"8400000","8.32960033416748"
"8505000","7.794800758361816"
"8610000","8.080000877380371"
"8715000","8.491400718688965"
"8820000","10.440800666809082"
"8925000","8.315800666809082"
"9030000","8.414200782775879"
"9135000","10.682400703430176"
"9240000","10.500201225280762"
"9345000","12.907200813293455"
"9450000","13.19480037689209"
"9555000","14.74380111694336"
"9660000","12.905800819396973"
"9765000","10.183600425720217"
"9870000","12.463001251220703"
"9975000","11.006400108337402"
"10080000","11.97020149230957"
"10185000","12.354201316833496"
"10290000","12.620001792907717"
"10395000","13.913201332092283"
"10500000","12.554000854492188"
"10605000","13.702400207519531"
"10710000","13.99320125579834"
"10815000","13.278400421142578"
"10920000","13.112401008605955"
"11025000","16.39280128479004"
"11130000","12.894801139831545"
"11235000","14.230002403259276"
"11340000","12.802400588989258"
"11445000","14.733601570129396"
"11550000","15.436601638793944"
"11655000","14.586200714111328"
"11760000","13.107600212097168"
"11865000","14.227001190185549"
"11970000","14.80880069732666"
"12075000","16.666400909423828"
"12180000","16.16440200805664"
"12285000","15.65200138092041"
"12390000","16.094402313232422"
"12495000","16.64720344543457"
"12600000","16.18320083618164"
"12705000","13.522601127624512"
"12810000","14.36860179901123"
"12915000","16.827800750732422"
"13020000","16.66520118713379"
"13125000","13.839601516723633"
"13230000","16.39480209350586"
"13335000","17.328401565551758"
"13440000","17.012203216552734"
"13545000","18.05040168762207"
"13650000","19.209800720214844"
"13755000","17.258602142333984"
"13860000","19.223203659057617"
"13965000","19.32980155944824"
"14070000","19.535202026367188"
"14175000","17.698198318481445"
"14280000","16.445999145507812"
"14385000","20.76000213623047"
"14490000","18.65420150756836"
"14595000","22.156999588012695"
"14700000","17.58340072631836"
"14805000","19.37920188903809"
"14910000","18.55320167541504"
"15015000","19.238401412963867"
"15120000","20.16460227966309"
"15225000","19.970800399780273"
"15330000","17.332002639770508"
"15435000","17.51700210571289"
"15540000","19.614402770996097"
"15645000","20.246801376342773"
"15750000","19.00480079650879"
"15855000","19.83940315246582"
"15960000","19.667800903320312"
"16065000","20.150402069091797"
"16170000","19.430400848388672"
"16275000","18.4032039642334"
"16380000","18.29880142211914"
