"Step","tech1_sp3_small_asym_seed1 - cover_rate_5step"
"105000","0"
"210000","0"
"315000","0"
"420000","0"
"525000","0"
"630000","0"
"735000","0"
"840000","0"
"945000","0"
"1050000","0"
"1155000","0"
"1260000","0"
"1365000","0"
"1470000","0"
"1575000","0"
"1680000","0"
"1785000","0"
"1890000","0"
"1995000","0"
"2100000","0"
"2205000","0.0008"
"2310000","0"
"2415000","0.0007999999999999999"
"2520000","0.0006"
"2625000","0.0001"
"2730000","0.0001"
"2835000","0.0013"
"2940000","0.0017"
"3045000","0.0015"
"3150000","0.0013"
"3255000","0.0017"
"3360000","0.0001"
"3465000","0.0016"
"3570000","0.0001"
"3675000","0.001"
"3780000","0.0009"
"3885000","0"
"3990000","0.0011"
"4095000","0.0009"
"4200000","0.0010999999999999998"
"4305000","0.0012"
"4410000","0.0005"
"4515000","0.0007000000000000001"
"4620000","0.0007"
"4725000","0.0018"
"4830000","0.0017999999999999995"
"4935000","0.0011"
"5040000","0.0016"
"5145000","0.0019"
"5250000","0.0018"
"5355000","0.0031999999999999997"
"5460000","0.0031"
"5565000","0.0044"
"5670000","0.0033"
"5775000","0.0024"
"5880000","0.0033"
"5985000","0.0024"
"6090000","0.0056"
"6195000","0.006900000000000001"
"6300000","0.0038"
"6405000","0.0074"
"6510000","0.0066"
"6615000","0.004"
"6720000","0.008"
"6825000","0.0030999999999999995"
"6930000","0.0021999999999999997"
"7035000","0.0089"
"7140000","0.0034"
"7245000","0.0024"
"7350000","0.005"
"7455000","0.0047"
"7560000","0.0081"
"7665000","0.005699999999999999"
"7770000","0.0034"
"7875000","0.0015"
"7980000","0.0035999999999999995"
"8085000","0.005"
"8190000","0.0028"
"8295000","0.0015"
"8400000","0.0017999999999999995"
"8505000","0.0013"
"8610000","0.0033000000000000004"
"8715000","0.0022"
"8820000","0.0008"
"8925000","0.0040999999999999995"
"9030000","0.003"
"9135000","0.0034"
"9240000","0.0017999999999999995"
"9345000","0.0106"
"9450000","0.0024"
"9555000","0.002599999999999999"
"9660000","0.0038999999999999994"
"9765000","0.0039"
"9870000","0.007500000000000001"
"9975000","0.0093"
"10080000","0.0050999999999999995"
"10185000","0.0127"
"10290000","0.012099999999999998"
"10395000","0.0184"
"10500000","0.005"
"10605000","0.0143"
"10710000","0.0028"
"10815000","0.0034"
"10920000","0.0019"
"11025000","0.0032"
"11130000","0.0043"
"11235000","0.0054"
"11340000","0.005"
"11445000","0.0089"
"11550000","0.0206"
"11655000","0.0216"
"11760000","0.0347"
"11865000","0.0226"
"11970000","0.0426"
"12075000","0.0542"
"12180000","0.056"
"12285000","0.061799999999999994"
"12390000","0.052"
"12495000","0.06689999999999999"
"12600000","0.05959999999999999"
"12705000","0.088"
"12810000","0.08369999999999998"
"12915000","0.1274"
"13020000","0.14429999999999998"
"13125000","0.15780000000000002"
"13230000","0.1694"
"13335000","0.1706"
"13440000","0.1528"
"13545000","0.18090000000000003"
"13650000","0.1848"
"13755000","0.1927"
"13860000","0.1907"
"13965000","0.1809"
"14070000","0.2059"
"14175000","0.2003"
"14280000","0.1869"
"14385000","0.2133"
"14490000","0.1951"
"14595000","0.1832"
"14700000","0.1617"
"14805000","0.1841"
"14910000","0.1873"
"15015000","0.2213"
"15120000","0.20540000000000003"
"15225000","0.2145"
"15330000","0.2093"
"15435000","0.2079"
"15540000","0.2113"
"15645000","0.2133"
"15750000","0.2235"
"15855000","0.233"
"15960000","0.2246"
"16065000","0.2515"
"16170000","0.2582"
"16275000","0.2455"
"16380000","0.27240000000000003"
"16485000","0.30739999999999995"
"16590000","0.28990000000000005"
"16695000","0.30229999999999996"
"16800000","0.2814"
"16905000","0.2875"
"17010000","0.2899"
"17115000","0.2886"
"17220000","0.295"
"17325000","0.3053"
"17430000","0.2993"
"17535000","0.29429999999999995"
"17640000","0.2662"
"17745000","0.2856"
"17850000","0.3225"
"17955000","0.31229999999999997"
"18060000","0.30939999999999995"
"18165000","0.3444"
"18270000","0.3211"
"18375000","0.31089999999999995"
"18480000","0.2931"
"18585000","0.32589999999999997"
"18690000","0.2959"
"18795000","0.3232"
"18900000","0.3185"
"19005000","0.314"
"19110000","0.353"
"19215000","0.3606"
"19320000","0.3806999999999999"
"19425000","0.4301"
"19530000","0.4095"
"19635000","0.4085"
"19740000","0.4306"
"19845000","0.4543"
"19950000","0.4652"
