"Step","amigo_pb_addinitialtasks_seed3 - 2cover_rate_5step"
"71280000","0.6597999999999999"
"71340000","0.6434000000000001"
"71400000","0.6344"
"71460000","0.6206"
"71520000","0.6362000000000001"
"71580000","0.6547999999999999"
"71640000","0.6392"
"71700000","0.6364000000000001"
"71760000","0.6416000000000001"
"71820000","0.6416"
"71880000","0.6202000000000001"
"71940000","0.6424"
"72000000","0.645"
"72060000","0.623"
"72120000","0.634"
"72180000","0.6626000000000001"
"72240000","0.6414000000000001"
"72300000","0.6376000000000002"
"72360000","0.6567999999999999"
"72420000","0.643"
"72480000","0.6426000000000001"
"72540000","0.6507999999999999"
"72600000","0.638"
"72660000","0.6646"
"72720000","0.66"
"72780000","0.646"
"72840000","0.6224"
"72900000","0.6304"
"72960000","0.6502"
"73020000","0.6214"
"73080000","0.6624000000000001"
"73140000","0.651"
"73200000","0.6462"
"73260000","0.6444"
"73320000","0.6226"
"73380000","0.67"
"73440000","0.6402"
"73500000","0.6262000000000001"
"73560000","0.6692"
"73620000","0.6531999999999999"
"73680000","0.6486"
"73740000","0.6404000000000001"
"73800000","0.6734000000000001"
"73860000","0.6477999999999999"
"73920000","0.6584"
"73980000","0.6706"
"74040000","0.6406000000000001"
"74100000","0.6594000000000001"
"74160000","0.6256"
"74220000","0.6556000000000001"
"74280000","0.6456000000000001"
"74340000","0.6642"
"74400000","0.6534000000000001"
"74460000","0.6517999999999999"
"74520000","0.6371999999999999"
"74580000","0.6544"
"74640000","0.6621999999999999"
"74700000","0.659"
"74760000","0.6634"
"74820000","0.6775999999999999"
"74880000","0.661"
"74940000","0.6524000000000001"
"75000000","0.6532"
"75060000","0.6436000000000001"
"75120000","0.6695999999999999"
"75180000","0.6678"
"75240000","0.654"
"75300000","0.6594"
"75360000","0.6616000000000001"
"75420000","0.6454000000000001"
"75480000","0.6532"
"75540000","0.6642"
"75600000","0.675"
"75660000","0.6818"
"75720000","0.6894000000000001"
"75780000","0.673"
"75840000","0.6392"
"75900000","0.6636"
"75960000","0.6655999999999999"
"76020000","0.6377999999999999"
"76080000","0.6642"
"76140000","0.657"
"76200000","0.6786"
"76260000","0.663"
"76320000","0.653"
"76380000","0.6522"
"76440000","0.6833999999999999"
"76500000","0.6878"
"76560000","0.6728"
"76620000","0.6762"
"76680000","0.6634"
"76740000","0.6714000000000001"
"76800000","0.6436000000000001"
"76860000","0.6664"
"76920000","0.6746000000000001"
"76980000","0.6634000000000001"
"77040000","0.6698"
"77100000","0.6724"
"77160000","0.6995999999999999"
"77220000","0.6828"
"77280000","0.693"
"77340000","0.6741999999999999"
"77400000","0.691"
"77460000","0.681"
"77520000","0.7092"
"77580000","0.6732"
"77640000","0.7152000000000001"
"77700000","0.6632"
"77760000","0.7105999999999999"
"77820000","0.6844000000000001"
"77880000","0.6942"
"77940000","0.7031999999999999"
"78000000","0.682"
"78060000","0.6935999999999999"
"78120000","0.6984000000000001"
"78180000","0.6932"
"78240000","0.683"
"78300000","0.7092"
"78360000","0.6838"
"78420000","0.6794000000000001"
"78480000","0.722"
"78540000","0.6932"
"78600000","0.6944"
"78660000","0.6832"
"78720000","0.7092"
"78780000","0.7064"
"78840000","0.6834"
"78900000","0.6836"
"78960000","0.7054000000000001"
"79020000","0.7032"
"79080000","0.7133999999999999"
"79140000","0.6922"
"79200000","0.7132000000000001"
"79260000","0.6958"
"79320000","0.7002"
"79380000","0.7044"
"79440000","0.6864"
"79500000","0.7142000000000001"
"79560000","0.6994"
"79620000","0.6962"
"79680000","0.6964"
"79740000","0.708"
"79800000","0.7172000000000001"
"79860000","0.708"
"79920000","0.688"
"79980000","0.7036"
