Step,decay_fre30iter_add0.1_load_optimizer_wogradclip_seed2 - 8cover_rate
17845800,0.93515
17950800,0.9357
18055800,0.93815
18160800,0.94505
18265800,0.9515
18370800,0.9557
18475800,0.9545
18580800,0.95075
18685800,0.95305
18790800,0.9504
18895800,0.9521
19000800,0.94505
19105800,0.94475
19210800,0.95125
19315800,0.9424
19420800,0.95015
19525800,0.94705
19630800,0.953
19735800,0.9495
19840800,0.94905
19945800,0.9463
20050800,0.9559
20155800,0.95245
20260800,0.94685
20365800,0.948
20470800,0.9499
20575800,0.9484
20680800,0.9505
20785800,0.9506
20890800,0.9523
20995800,0.9476
21100800,0.95045
21205800,0.95595
21310800,0.9532
21415800,0.9508
21520800,0.9538
21625800,0.94375
21730800,0.94665
21835800,0.95035
21940800,0.95015
22045800,0.9487
22150800,0.9522
22255800,0.96155
22360800,0.9575
22465800,0.95825
22570800,0.9586
22675800,0.9611
22780800,0.9657
22885800,0.9584
22990800,0.9595
23095800,0.96835
23200800,0.96375
23305800,0.96765
23410800,0.9587
23515800,0.96825
23620800,0.96385
23725800,0.9648
23830800,0.9676
23935800,0.96295
24040800,0.9672
24145800,0.963
24250800,0.95955
24355800,0.96055
24460800,0.95925
24565800,0.9674
24670800,0.96495
24775800,0.9683
24880800,0.96495
24985800,0.96545
25090800,0.96275
25195800,0.96445
25300800,0.96915
25405800,0.97235
25510800,0.9699
25615800,0.9754
25720800,0.96835
25825800,0.9702
25930800,0.97195
26035800,0.97105
26140800,0.9747
26245800,0.97135
26350800,0.9724
26455800,0.98025
26560800,0.9722
26665800,0.9767
26770800,0.97495
26875800,0.9703
26980800,0.9724
27085800,0.9692
27190800,0.96975
27295800,0.96975
27400800,0.9682
27505800,0.96985
27610800,0.96995
27715800,0.96935
27820800,0.97145
27925800,0.9715
28030800,0.96935
28135800,0.9691
28240800,0.9683
28345800,0.9686
28450800,0.9728
28555800,0.9701
28660800,0.9729
28765800,0.9691
28870800,0.9671
28975800,0.97145
29080800,0.97945
29185800,0.97685
29290800,0.98025
29395800,0.97565
29500800,0.97565
29605800,0.98225
29710800,0.98265
29815800,0.9785
29920800,0.97765
30025800,0.97995
30130800,0.97535
30235800,0.97805
30340800,0.97935
30445800,0.9772
30550800,0.9785
30655800,0.9841
30760800,0.9853
30865800,0.9817
30970800,0.98425
31075800,0.98305
31180800,0.9823
31285800,0.98315
31390800,0.97835
31495800,0.98215
31600800,0.9801
31705800,0.98005
31810800,0.9813
31915800,0.9806
32020800,0.98365
32125800,0.9817
32230800,0.9797
32335800,0.98095
32440800,0.98195
32545800,0.9828
32650800,0.98455
32755800,0.9849
32860800,0.9849
32965800,0.9863
33070800,0.98525
33175800,0.98485
33280800,0.985
33385800,0.98465
33490800,0.98535
33595800,0.9814
33700800,0.98475
33805800,0.9866
33910800,0.98275
34015800,0.98205
34120800,0.97985
34225800,0.9834
34330800,0.98375
34435800,0.9865
34540800,0.99075
34645800,0.98435
34750800,0.9874
34855800,0.9841
34960800,0.978
35065800,0.9809
35170800,0.9825
35275800,0.9838
35380800,0.9849
35485800,0.98495
35590800,0.98545
35695800,0.9821
35800800,0.98065
35905800,0.9843
36010800,0.9828
36115800,0.9828
36220800,0.9873
36325800,0.9873
36430800,0.9873
36535800,0.9828
36640800,0.97935
36745800,0.97535
36850800,0.9813
36955800,0.9829
37060800,0.98205
37165800,0.98205
37270800,0.98235
37375800,0.98465
37480800,0.98235
37585800,0.9835
37690800,0.98685
37795800,0.98835
37900800,0.98865
38005800,0.9883
38110800,0.98925
38215800,0.9901
38320800,0.9889
38425800,0.9822
38530800,0.98125
38635800,0.983
38740800,0.9848
38845800,0.98195
38950800,0.97965
39055800,0.98265
39160800,0.98255
39265800,0.9836
39370800,0.9857
39475800,0.97865
39580800,0.9865
39685800,0.9883
39790800,0.98365
39895800,0.98445
40000800,0.98575
40105800,0.9876
40210800,0.98835
40315800,0.9883
40420800,0.9881
40525800,0.98915
40630800,0.98935
40735800,0.9908
40840800,0.98875
40945800,0.9887
41050800,0.9856
41155800,0.984
41260800,0.9835
41365800,0.9844
41470800,0.9825
41575800,0.98645
41680800,0.9873
41785800,0.9871
41890800,0.9846
41995800,0.98615
42100800,0.9848
42205800,0.98655
42310800,0.9865
42415800,0.9885
42520800,0.9863
42625800,0.98875
42730800,0.9872
42835800,0.9873
42940800,0.9853
43045800,0.98975
43150800,0.99105
43255800,0.99145
43360800,0.98915
43465800,0.9861
43570800,0.98245
43675800,0.98465
43780800,0.9838
43885800,0.98455
43990800,0.9842
44095800,0.9833
44200800,0.9873
44305800,0.9882
44410800,0.98515
44515800,0.9867
44620800,0.9877
44725800,0.9869
44830800,0.9878
