"Step","amigo_pb_teacherhorizon10_seed1 - 4cover_rate_5step"
"70080000","0.3531"
"70140000","0.3496"
"70200000","0.3399"
"70260000","0.3347"
"70320000","0.3499"
"70380000","0.3523"
"70440000","0.3393"
"70500000","0.3337"
"70560000","0.3482"
"70620000","0.336"
"70680000","0.35570000000000007"
"70740000","0.3581"
"70800000","0.35940000000000005"
"70860000","0.3565"
"70920000","0.342"
"70980000","0.35619999999999996"
"71040000","0.349"
"71100000","0.3331"
"71160000","0.3642"
"71220000","0.3549"
"71280000","0.3505"
"71340000","0.33329999999999993"
"71400000","0.35170000000000007"
"71460000","0.3503"
"71520000","0.35470000000000007"
"71580000","0.33629999999999993"
"71640000","0.3451"
"71700000","0.3429"
"71760000","0.3638"
"71820000","0.3718999999999999"
"71880000","0.3529"
"71940000","0.3375"
"72000000","0.3469"
"72060000","0.3445"
"72120000","0.34620000000000006"
"72180000","0.3411"
"72240000","0.33770000000000006"
"72300000","0.3359"
"72360000","0.3478"
"72420000","0.3555"
"72480000","0.3487"
"72540000","0.3364"
"72600000","0.3683999999999999"
"72660000","0.363"
"72720000","0.3406"
"72780000","0.3642"
"72840000","0.3617"
"72900000","0.3559"
"72960000","0.3623"
"73020000","0.3506"
"73080000","0.3688"
"73140000","0.3521"
"73200000","0.3663"
"73260000","0.3611"
"73320000","0.3607"
"73380000","0.358"
"73440000","0.3646"
"73500000","0.35760000000000003"
"73560000","0.337"
"73620000","0.3637"
"73680000","0.35059999999999997"
"73740000","0.3705"
"73800000","0.35619999999999996"
"73860000","0.35810000000000003"
"73920000","0.3471"
"73980000","0.3442"
"74040000","0.3565"
"74100000","0.3631"
"74160000","0.3546"
"74220000","0.3633"
"74280000","0.34859999999999997"
"74340000","0.3466"
"74400000","0.3359"
"74460000","0.35"
"74520000","0.3585"
"74580000","0.3462"
"74640000","0.3583"
"74700000","0.35140000000000005"
"74760000","0.3605"
"74820000","0.3546"
"74880000","0.3521"
"74940000","0.3628"
"75000000","0.3508"
"75060000","0.3594"
"75120000","0.35579999999999995"
"75180000","0.3642"
"75240000","0.36"
"75300000","0.3835"
"75360000","0.3661"
"75420000","0.3605"
"75480000","0.36"
"75540000","0.3654"
"75600000","0.3794"
"75660000","0.3674"
"75720000","0.3652"
"75780000","0.3651"
"75840000","0.3537"
"75900000","0.35129999999999995"
"75960000","0.3579"
"76020000","0.3554"
"76080000","0.3617"
"76140000","0.34720000000000006"
"76200000","0.3542"
"76260000","0.3658"
"76320000","0.3573"
"76380000","0.3628"
"76440000","0.3533"
"76500000","0.3599"
"76560000","0.35629999999999995"
"76620000","0.3691"
"76680000","0.3629"
"76740000","0.364"
"76800000","0.3643"
"76860000","0.3634"
"76920000","0.3569"
"76980000","0.3693999999999999"
"77040000","0.3626"
"77100000","0.3531"
"77160000","0.3627"
"77220000","0.3512"
"77280000","0.35960000000000003"
"77340000","0.3701"
"77400000","0.3733999999999999"
"77460000","0.3681"
"77520000","0.3692"
"77580000","0.35440000000000005"
"77640000","0.3631"
"77700000","0.3794"
"77760000","0.3664"
"77820000","0.3638"
"77880000","0.3779"
"77940000","0.35779999999999995"
"78000000","0.359"
"78060000","0.38059999999999994"
"78120000","0.3658"
"78180000","0.3789"
"78240000","0.3672"
"78300000","0.3706"
"78360000","0.3644"
"78420000","0.3691"
"78480000","0.3599"
"78540000","0.35810000000000003"
"78600000","0.3691"
"78660000","0.3675"
"78720000","0.3646"
"78780000","0.36690000000000006"
"78840000","0.3622"
"78900000","0.3612"
"78960000","0.362"
"79020000","0.362"
"79080000","0.35220000000000007"
"79140000","0.3519"
"79200000","0.3647"
"79260000","0.3743"
"79320000","0.3795"
"79380000","0.3746"
"79440000","0.359"
"79500000","0.3656"
"79560000","0.3651999999999999"
"79620000","0.3743"
"79680000","0.3674"
"79740000","0.36"
"79800000","0.3584"
"79860000","0.3735"
"79920000","0.3654"
"79980000","0.3745"
