"Step","reverse_pb_eval1_novelty_seed1 - cover_rate_5step","reverse_pb_eval1_novelty_seed2 - cover_rate_5step","reverse_pb_eval1_novelty_seed3 - cover_rate_5step"
"38580000","0.2034","0.25780000000000003","0.47320000000000007"
"38640000","0.1912","0.2694","0.496"
"38700000","0.1836","0.2716","0.4892"
"38760000","0.191","0.2656","0.492"
"38820000","0.1956","0.2468","0.4924"
"38880000","0.1814","0.2716","0.4752"
"38940000","0.1942","0.2632","0.4822000000000001"
"39000000","0.1976","0.26139999999999997","0.4976"
"39060000","0.213","0.2854","0.4942"
"39120000","0.2102","0.2526","0.47620000000000007"
"39180000","0.20439999999999997","0.249","0.4766"
"39240000","0.2068","0.25420000000000004","0.4806"
"39300000","0.2092","0.2572","0.469"
"39360000","0.2006","0.25620000000000004","0.4878"
"39420000","0.1982","0.2932","0.4862"
"39480000","0.1702","0.2728","0.4862"
"39540000","0.20339999999999997","0.2612","0.48"
"39600000","0.1784","0.28159999999999996","0.47720000000000007"
"39660000","0.2038","0.26739999999999997","0.4802"
"39720000","0.208","0.2804","0.4908"
"39780000","0.1944","0.2642","0.4762"
"39840000","0.2062","0.2676","0.4834"
"39900000","0.2","0.2772","0.4752"
"39960000","0.202","0.25639999999999996","0.4794"
"40020000","0.225","0.2798","0.4968"
"40080000","0.214","0.2904","0.4732"
"40140000","0.2046","0.3034","0.474"
"40200000","0.2232","0.2692","0.4818"
"40260000","0.2088","0.2906","0.4706"
"40320000","0.2302","0.2778","0.485"
"40380000","0.2082","0.2722","0.491"
"40440000","0.2128","0.2844","0.4778"
"40500000","0.1984","0.2846","0.4878"
"40560000","0.2214","0.2886","0.4888"
"40620000","0.218","0.2994","0.472"
"40680000","0.20160000000000003","0.2856","0.4738"
"40740000","0.2266","0.2888","0.4892"
"40800000","0.2268","0.2718","0.4867999999999999"
"40860000","0.2174","0.26480000000000004","0.4876"
"40920000","0.211","0.2808","0.5004"
"40980000","0.2454","0.2806","0.4836"
"41040000","0.2282","0.278","0.4848"
"41100000","0.2162","0.2832","0.4994"
"41160000","0.2162","0.2974","0.5034"
"41220000","0.2","0.27759999999999996","0.488"
"41280000","0.2136","0.2786","0.4918"
"41340000","0.2214","0.2722","0.5"
"41400000","0.211","0.2782","0.4912"
"41460000","0.20260000000000003","0.2876","0.4898"
"41520000","0.2294","0.2906","0.4933999999999999"
"41580000","0.2276","0.2872","0.482"
"41640000","0.2324","0.2736","0.495"
"41700000","0.223","0.30240000000000006","0.4958"
"41760000","0.2188","0.27720000000000006","0.4978"
"41820000","0.2338","0.279","0.4956"
"41880000","0.21859999999999996","0.286","0.4986"
"41940000","0.2072","0.2774","0.502"
"42000000","0.228","0.26879999999999993","0.504"
"42060000","0.2264","0.26940000000000003","0.4982"
"42120000","0.2046","0.2778","0.4854"
"42180000","0.2244","0.288","0.4994"
"42240000","0.227","0.2748","0.506"
"42300000","0.217","0.26280000000000003","0.4784"
"42360000","0.22960000000000003","0.2838","0.49"
"42420000","0.2178","0.26720000000000005","0.508"
"42480000","0.2198","0.279","0.4924"
"42540000","0.23360000000000003","0.267","0.47479999999999994"
"42600000","0.224","0.26680000000000004","0.4998"
"42660000","0.2432","0.2794","0.4916"
"42720000","0.232","0.2782","0.4926"
"42780000","0.2544","0.29660000000000003","0.4916"
"42840000","0.222","0.2864","0.4876"
"42900000","0.2398","0.282","0.4918"
"42960000","0.2208","0.2908","0.4802"
"43020000","0.2148","0.26239999999999997","0.4953999999999999"
"43080000","0.2088","0.29619999999999996","0.4918"
"43140000","0.212","0.29","0.5154000000000001"
"43200000","0.23260000000000003","0.2912","0.485"
"43260000","0.2152","0.2874","0.4894"
"43320000","0.2182","0.2828","0.5017999999999999"
"43380000","0.21","0.30479999999999996","0.502"
"43440000","0.214","0.26280000000000003","0.4933999999999999"
"43500000","0.2142","0.2854","0.4912"
"43560000","0.224","0.307","0.5064"
"43620000","0.213","0.2944","0.477"
"43680000","0.23359999999999995","0.2836","0.4924"
"43740000","0.223","0.3138","0.493"
"43800000","0.2242","0.29579999999999995","0.4936"
"43860000","0.2328","0.3046","0.5026"
"43920000","0.2248","0.2934","0.4926"
"43980000","0.2166","0.3122","0.493"
"44040000","0.2298","0.3098","0.4933999999999999"
"44100000","0.235","0.294","0.4854"
"44160000","0.2414","0.30260000000000004","0.4928"
"44220000","0.2218","0.29660000000000003","0.4864"
"44280000","0.217","0.2792","0.4817999999999999"
"44340000","0.2406","0.3004","0.4956"
"44400000","0.23639999999999997","0.304","0.4824"
"44460000","0.2492","0.29560000000000003","0.4852"
"44520000","0.247","0.31639999999999996","0.498"
"44580000","0.23839999999999997","0.3068","0.5048"
"44640000","0.2236","0.30639999999999995","0.5032"
"44700000","0.232","0.309","0.4902"
"44760000","0.2232","0.2982","0.4973999999999999"
"44820000","0.234","0.3282","0.4878"
"44880000","0.2412","0.3282","0.4898"
"44940000","0.23160000000000003","0.29779999999999995","0.4928"
"45000000","0.25499999999999995","0.2934","0.4978"
"45060000","0.2248","0.32","0.5062"
"45120000","0.2534","0.30179999999999996","0.516"
"45180000","0.228","0.2914","0.516"
"45240000","0.2262","0.32080000000000003","0.5028"
"45300000","0.2208","0.31539999999999996","0.5064"
"45360000","0.257","0.3206","0.497"
"45420000","0.2436","0.3128","0.4972"
"45480000","0.2324","0.3232","0.502"
"45540000","0.23739999999999997","0.30860000000000004","0.507"
"45600000","0.2302","0.3122","0.515"
"45660000","0.2254","0.281","0.514"
"45720000","0.2386","0.3262","0.4976"
"45780000","0.229","0.31060000000000004","0.507"
"45840000","0.24060000000000004","0.3216","0.4817999999999999"
"45900000","0.2284","0.3438","0.5044"
"45960000","0.2318","0.322","0.5027999999999999"
"46020000","0.23139999999999997","0.2958","0.504"
"46080000","0.2454","0.3138","0.5166000000000001"
"46140000","0.2364","0.3222","0.5112"
"46200000","0.245","0.2906","0.5057999999999999"
"46260000","0.2406","0.30560000000000004","0.5142"
"46320000","0.2486","0.29860000000000003","0.514"
"46380000","0.2028","0.309","0.5116"
"46440000","0.2546","0.3172","0.5084"
"46500000","0.2432","0.31260000000000004","0.4982"
"46560000","0.2414","0.31560000000000005","0.5057999999999999"
"46620000","0.2246","0.30960000000000004","0.4932"
"46680000","0.2384","0.31039999999999995","0.5078"
"46740000","0.25379999999999997","0.31639999999999996","0.511"
"46800000","0.2618","0.31139999999999995","0.5088"
"46860000","0.268","0.32259999999999994","0.5062"
"46920000","0.2438","0.32020000000000004","0.522"
"46980000","0.2502","0.3316","0.5164"
"47040000","0.248","0.3356","0.5157999999999999"
"47100000","0.23860000000000003","0.34","0.5108"
"47160000","0.2522","0.3454","0.5052"
"47220000","0.25659999999999994","0.3378","0.5124"
"47280000","0.239","0.312","0.5066"
"47340000","0.231","0.325","0.5022000000000001"
"47400000","0.2404","0.3348","0.5126000000000001"
"47460000","0.2534","0.3182","0.5192"
"47520000","0.263","0.33420000000000005","0.523"
"47580000","0.24","0.326","0.506"
"47640000","0.25780000000000003","0.32580000000000003","0.5044"
"47700000","0.2702","0.33620000000000005","0.508"
"47760000","0.2262","0.30060000000000003","0.5008"
"47820000","0.2478","0.3246","0.505"
"47880000","0.2534","0.31360000000000005","0.5132000000000001"
"47940000","0.252","0.32039999999999996","0.5096"
"48000000","0.2514","0.2962","0.51"
"48060000","0.262","0.32180000000000003","0.5002"
"48120000","0.26420000000000005","0.32080000000000003","0.5098"
"48180000","0.2424","0.3418","0.5066"
"48240000","0.2616","0.308","0.498"
"48300000","0.2356","0.3216","0.5032"
"48360000","0.239","0.3276","0.5022000000000001"
"48420000","0.2692","0.32580000000000003","0.5088"
"48480000","0.2572","0.3402","0.516"
"48540000","0.23339999999999997","0.3356","0.5118"
"48600000","0.2596","0.3246","0.5015999999999999"
"48660000","0.27140000000000003","0.33320000000000005","0.518"
"48720000","0.2438","0.332","0.513"
"48780000","0.26439999999999997","0.3266","0.526"
"48840000","0.2506","0.3298","0.5152"
"48900000","0.263","0.32339999999999997","0.5098"
"48960000","0.28420000000000006","0.3182","0.5114"
"49020000","0.264","0.35180000000000006","0.5058"
"49080000","0.27879999999999994","0.3314","0.5246000000000001"
"49140000","0.27140000000000003","0.3188","0.5204000000000001"
"49200000","0.2702","0.308","0.4973999999999999"
"49260000","0.2548","0.34520000000000006","0.5207999999999999"
"49320000","0.2752","0.3514","0.523"
"49380000","0.2496","0.32280000000000003","0.5108"
"49440000","0.2764","0.35020000000000007","0.509"
"49500000","0.2694","0.3484","0.5164000000000001"
"49560000","0.2626","0.35340000000000005","0.4986"
"49620000","0.2838","0.34879999999999994","0.5194"
"49680000","0.265","0.3426","0.5144"
"49740000","0.2394","0.335","0.5164"
"49800000","0.264","0.351","0.5212"
"49860000","0.2834","0.33720000000000006","0.5126000000000001"
"49920000","0.2618","0.3334","0.509"
"49980000","0.25539999999999996","0.3282","0.5182"
"50040000","0.2692","0.3268","0.5184"
"50100000","0.2666","0.34","0.5112"
"50160000","0.27","0.3452","0.5121999999999999"
"50220000","0.251","0.3402","0.5156"
"50280000","0.246","0.3598","0.5137999999999999"
"50340000","0.284","0.3676","0.5012"
"50400000","0.2677999999999999","0.36580000000000007","0.527"
"50460000","0.2736","0.353","0.5198"
"50520000","0.2818","0.3558","0.512"
"50580000","0.2732","0.3466","0.5104"
"50640000","0.2538","0.35760000000000003","0.5"
"50700000","0.2486","0.3164","0.5054"
"50760000","0.2628","0.3516","0.5146000000000001"
"50820000","0.2492","0.33359999999999995","0.4988"
"50880000","0.26039999999999996","0.31839999999999996","0.4902"
"50940000","0.26380000000000003","0.3506","0.4922"
"51000000","0.27420000000000005","0.3346","0.4918"
"51060000","0.2926","0.3488","0.4836"
"51120000","0.2758","0.3534","0.4872"
"51180000","0.287","0.31739999999999996","0.4884"
"51240000","0.2778","0.3478","0.4924"
"51300000","0.2712","0.3516","0.4866"
"51360000","0.272","0.34159999999999996","0.4812"
"51420000","0.25880000000000003","0.366","0.464"
"51480000","0.2746","0.348","0.469"
"51540000","0.2826","0.3534","0.4606"
"51600000","0.267","0.358","0.4556"
"51660000","0.2854","0.3614","0.4716"
"51720000","0.287","0.3568","0.478"
"51780000","0.26380000000000003","0.3446","0.4774"
"51840000","0.26780000000000004","0.3364","0.4768"
"51900000","0.2794","0.356","0.473"
"51960000","0.2694","0.3544","0.4616"
"52020000","0.2754","0.333","0.447"
"52080000","0.292","0.3292","0.4602"
"52140000","0.27","0.3632","0.486"
"52200000","0.2864","0.3422","0.4898"
"52260000","0.278","0.34720000000000006","0.4912"
"52320000","0.289","0.36","0.484"
"52380000","0.26480000000000004","0.359","0.4554"
"52440000","0.2714","0.3558","0.481"
"52500000","0.276","0.36440000000000006","0.4932"
"52560000","0.274","0.3784","0.461"
"52620000","0.26720000000000005","0.352","0.4786"
"52680000","0.26439999999999997","0.346","0.4764"
"52740000","0.26539999999999997","0.3408","0.482"
"52800000","0.26139999999999997","0.3676","0.4698"
"52860000","0.28520000000000006","0.366","0.4787999999999999"
"52920000","0.27179999999999993","0.387","0.4878"
"52980000","0.303","0.3634","0.5002000000000001"
"53040000","0.2884","0.3808","0.4762"
"53100000","0.2528","0.3733999999999999","0.4982"
"53160000","0.2888","0.3484","0.4918"
"53220000","0.2796","0.3762","0.4996"
"53280000","0.2934","0.364","0.4996"
"53340000","0.2892","0.3912","0.5126000000000001"
"53400000","0.30739999999999995","0.36019999999999996","0.4856"
"53460000","0.2656","0.3462","0.4943999999999999"
"53520000","0.27159999999999995","0.3614","0.5044000000000001"
"53580000","0.25339999999999996","0.3666","0.4942"
"53640000","0.2808","0.3768","0.491"
"53700000","0.2748","0.3614","0.4946"
"53760000","0.2758","0.377","0.5086"
"53820000","0.2898","0.3832","0.491"
"53880000","0.2934","0.3612","0.479"
"53940000","0.258","0.3768","0.4933999999999999"
"54000000","0.279","0.35660000000000003","0.4948"
"54060000","0.283","0.372","0.4953999999999999"
"54120000","0.2888","0.3776000000000001","0.5062"
"54180000","0.28920000000000007","0.3696","0.5028"
"54240000","0.2758","0.3886","0.5058"
"54300000","0.28020000000000006","0.3818","0.5108"
"54360000","0.2796","0.3902","0.4994"
"54420000","0.2682","0.3964","0.4986"
"54480000","0.29460000000000003","0.3852","0.5088"
"54540000","0.307","0.3744","0.5006"
"54600000","0.286","0.3746","0.5106"
"54660000","0.29979999999999996","0.3728","0.4936"
"54720000","0.30360000000000004","0.3822","0.5056"
"54780000","0.30519999999999997","0.3864","0.4976"
"54840000","0.2926","0.392","0.5122000000000001"
"54900000","0.30419999999999997","0.38","0.504"
"54960000","0.29619999999999996","0.371","0.519"
"55020000","0.30979999999999996","0.371","0.5047999999999999"
"55080000","0.2936","0.3792","0.5112000000000001"
"55140000","0.2978","0.3848","0.5"
"55200000","0.2926","0.362","0.5072000000000001"
"55260000","0.28979999999999995","0.3962000000000001","0.5067999999999999"
"55320000","0.31260000000000004","0.3774","0.5036"
"55380000","0.2988","0.3886","0.511"
"55440000","0.31660000000000005","0.3768","0.5126000000000001"
"55500000","0.3102","0.377","0.4972"
"55560000","0.2978","0.35020000000000007","0.5166000000000001"
"55620000","0.298","0.3578","0.5044"
"55680000","0.31039999999999995","0.3733999999999999","0.508"
"55740000","0.31839999999999996","0.372","0.5076"
"55800000","0.29819999999999997","0.3682","0.5074"
"55860000","0.3034","0.35819999999999996","0.5112"
"55920000","0.31560000000000005","0.4064","0.5156000000000001"
"55980000","0.30720000000000003","0.3614","0.512"
"56040000","0.2912","0.3846","0.5154"
"56100000","0.2984","0.3764","0.511"
"56160000","0.3042","0.3922","0.5132000000000001"
"56220000","0.2882","0.3862","0.5052000000000001"
"56280000","0.29340000000000005","0.4006","0.5137999999999999"
"56340000","0.3032","0.3868","0.5284"
"56400000","0.32039999999999996","0.4002","0.511"
"56460000","0.30060000000000003","0.3836","0.5266000000000001"
"56520000","0.31439999999999996","0.3898","0.5207999999999999"
"56580000","0.312","0.4","0.51"
"56640000","0.317","0.3864","0.5244"
"56700000","0.31320000000000003","0.39","0.5176000000000001"
"56760000","0.2902","0.40820000000000006","0.5137999999999999"
"56820000","0.31660000000000005","0.416","0.507"
"56880000","0.305","0.3976","0.52"
"56940000","0.32","0.3916","0.5182"
"57000000","0.2968","0.4116","0.532"
"57060000","0.31360000000000005","0.4032","0.5267999999999999"
"57120000","0.32139999999999996","0.40479999999999994","0.5262"
"57180000","0.31339999999999996","0.40020000000000006","0.526"
"57240000","0.3054","0.4014","0.5262"
"57300000","0.3202","0.39720000000000005","0.5207999999999999"
"57360000","0.30160000000000003","0.41","0.5234"
"57420000","0.3236","0.3994","0.5286000000000001"
"57480000","0.3338","0.418","0.5226000000000001"
"57540000","0.32220000000000004","0.4408","0.5217999999999999"
"57600000","0.32720000000000005","0.4198","0.5152"
"57660000","0.3172","0.4266","0.5212"
"57720000","0.322","0.4426000000000001","0.5297999999999999"
"57780000","0.3092","0.4134","0.524"
"57840000","0.3082","0.408","0.511"
"57900000","0.2942000000000001","0.432","0.5156000000000001"
"57960000","0.3152","0.4313999999999999","0.5272"
"58020000","0.2968","0.4492","0.5124"
"58080000","0.3018","0.4278","0.5126"
"58140000","0.3246","0.4338","0.5324000000000001"
"58200000","0.3362","0.4496","0.519"
"58260000","0.321","0.4478000000000001","0.522"
"58320000","0.3216","0.4328","0.5204"
"58380000","0.3486","0.4612","0.5137999999999999"
"58440000","0.315","0.4346","0.5217999999999999"
"58500000","0.3252","0.443","0.5146000000000001"
"58560000","0.30660000000000004","0.4522","0.525"
"58620000","0.3364","0.4386000000000001","0.5214"
"58680000","0.3328","0.4358","0.5344"
"58740000","0.331","0.4474","0.5217999999999999"
"58800000","0.3258","0.4664","0.5267999999999999"
"58860000","0.328","0.463","0.5267999999999999"
"58920000","0.3232","0.4518","0.5192"
"58980000","0.3328","0.422","0.5167999999999999"
"59040000","0.3262","0.4648","0.523"
"59100000","0.32359999999999994","0.4588","0.5147999999999999"
"59160000","0.32820000000000005","0.4508","0.5355999999999999"
"59220000","0.32680000000000003","0.473","0.5152"
"59280000","0.3398","0.468","0.518"
"59340000","0.3306","0.4557999999999999","0.523"
"59400000","0.3018","0.469","0.5182"
"59460000","0.31939999999999996","0.4694","0.5224"
"59520000","0.337","0.478","0.5257999999999999"
"59580000","0.31639999999999996","0.4646","0.5132000000000001"
"59640000","0.3352","0.447","0.529"
"59700000","0.3418","0.4576","0.5274"
"59760000","0.326","0.4504","0.528"
"59820000","0.3394","0.4394","0.5187999999999999"
"59880000","0.31739999999999996","0.4596","0.5312"
"59940000","0.32","0.455","0.5252"
"60000000","0.31560000000000005","0.5068","0.5384000000000001"
"60060000","0.3406","0.4664","0.5244000000000001"
"60120000","0.3334","0.474","0.5088"
"60180000","0.30979999999999996","0.4648","0.5066"
"60240000","0.33479999999999993","0.486","0.5217999999999999"
"60300000","0.3222","0.4762","0.5287999999999999"
"60360000","0.35660000000000003","0.4832","0.5257999999999999"
"60420000","0.31","0.4837999999999999","0.505"
"60480000","0.3148","0.4898","0.5257999999999999"
"60540000","0.33620000000000005","0.481","0.5166000000000001"
"60600000","0.312","0.4762","0.5134"
"60660000","0.334","0.4966","0.5324"
"60720000","0.31560000000000005","0.4854","0.5277999999999999"
"60780000","0.3356","0.4816","0.5276000000000001"
"60840000","0.3366","0.5014","0.5322"
"60900000","0.3418","0.487","0.5312"
"60960000","0.33720000000000006","0.4866","0.5142"
"61020000","0.3306","0.4816","0.5134"
"61080000","0.3394","0.46820000000000006","0.5234"
"61140000","0.335","0.4398","0.5244"
"61200000","0.3374","0.4878","0.517"
"61260000","0.3594","0.46720000000000006","0.5322"
"61320000","0.34020000000000006","0.4374","0.5226000000000001"
"61380000","0.3424","0.46320000000000006","0.5247999999999999"
"61440000","0.333","0.4698","0.5227999999999999"
"61500000","0.3346","0.4968","0.5342"
"61560000","0.3334","0.4616","0.5326000000000001"
"61620000","0.3312","0.4932","0.5272"
"61680000","0.3386","0.4498","0.5436"
"61740000","0.3516","0.4636","0.5326000000000001"
"61800000","0.3428","0.493","0.5458"
"61860000","0.32539999999999997","0.4788","0.5347999999999999"
"61920000","0.32339999999999997","0.4963999999999999","0.55"
"61980000","0.325","0.456","0.5162"
"62040000","0.3288","0.4616","0.53"
"62100000","0.32180000000000003","0.47479999999999994","0.5162"
"62160000","0.34319999999999995","0.4784","0.5382"
"62220000","0.33820000000000006","0.4666","0.532"
"62280000","0.344","0.4626","0.5231999999999999"
"62340000","0.33879999999999993","0.4804","0.53"
"62400000","0.3314","0.5035999999999999","0.5374"
"62460000","0.3432","0.4924","0.536"
"62520000","0.3336","0.479","0.538"
"62580000","0.3416","0.4506","0.5247999999999999"
"62640000","0.32820000000000005","0.4482","0.5354"
"62700000","0.3542","0.4598","0.5262"
"62760000","0.30419999999999997","0.4838","0.5297999999999999"
"62820000","0.32039999999999996","0.47479999999999994","0.532"
"62880000","0.3302","0.4858","0.5435999999999999"
"62940000","0.33039999999999997","0.4594","0.5381999999999999"
"63000000","0.32339999999999997","0.4884","0.5428"
"63060000","0.3314","0.4624","0.5415999999999999"
"63120000","0.32939999999999997","0.4996","0.5264"
"63180000","0.32239999999999996","0.4782","0.5344"
"63240000","0.3302","0.4734","0.5452"
"63300000","0.3354","0.4786","0.5352"
"63360000","0.3148","0.467","0.5384"
"63420000","0.3246","0.4924","0.539"
"63480000","0.3318","0.473","0.532"
"63540000","0.3462","0.4768","0.536"
"63600000","0.344","0.449","0.5277999999999999"
"63660000","0.323","0.5046","0.5362"
"63720000","0.3342","0.4746","0.527"
"63780000","0.32680000000000003","0.4734","0.5402"
"63840000","0.3334","0.4854","0.5378"
"63900000","0.3356","0.467","0.5216000000000001"
"63960000","0.341","0.505","0.5247999999999999"
"64020000","0.3352","0.46119999999999994","0.5452"
"64080000","0.3132","0.472","0.5306000000000001"
"64140000","0.33440000000000003","0.4746","0.538"
"64200000","0.33820000000000006","0.4966","0.536"
"64260000","0.3384","0.4928","0.5187999999999999"
"64320000","0.3326","0.454","0.538"
"64380000","0.323","0.4786","0.5428000000000001"
"64440000","0.31720000000000004","0.4846","0.5396"
"64500000","0.3398","0.492","0.537"
"64560000","0.328","0.468","0.541"
"64620000","0.3466","0.5","0.5274000000000001"
"64680000","0.32839999999999997","0.4542","0.5214000000000001"
"64740000","0.338","0.4678","0.531"
"64800000","0.3384","0.46620000000000006","0.535"
"64860000","0.3392","0.45","0.5272"
"64920000","0.32880000000000004","0.4848","0.526"
"64980000","0.33359999999999995","0.4686","0.5297999999999999"
"65040000","0.346","0.4714","0.5272"
"65100000","0.3248","0.519","0.5432"
"65160000","0.3506","0.4888","0.5352"
"65220000","0.333","0.4868","0.5357999999999999"
"65280000","0.32680000000000003","0.4787999999999999","0.5284000000000001"
"65340000","0.35319999999999996","0.5004","0.5224000000000001"
"65400000","0.34140000000000004","0.486","0.5254000000000001"
"65460000","0.35979999999999995","0.485","0.5366000000000001"
"65520000","0.33820000000000006","0.5042","0.5438"
"65580000","0.3628","0.5226000000000001","0.5456"
"65640000","0.3693999999999999","0.4886","0.5264"
"65700000","0.3492","0.4983999999999999","0.538"
"65760000","0.3306","0.5062000000000001","0.5367999999999999"
"65820000","0.33720000000000006","0.505","0.5302"
"65880000","0.341","0.4942","0.5346000000000001"
"65940000","0.3676","0.4668","0.5336"
"66000000","0.3458","0.494","0.5442"
"66060000","0.3494","0.505","0.5267999999999999"
"66120000","0.3436","0.5044","0.5356000000000001"
"66180000","0.3582","0.4788","0.533"
"66240000","0.3324","0.4816","0.5385999999999999"
"66300000","0.3612","0.47179999999999994","0.5204000000000001"
"66360000","0.3574","0.495","0.5425999999999999"
"66420000","0.3464","0.496","0.53"
"66480000","0.35660000000000003","0.4973999999999999","0.5464"
"66540000","0.3616","0.5196000000000001","0.5324000000000001"
"66600000","0.3364","0.47820000000000007","0.532"
"66660000","0.3468","0.4818","0.5498"
"66720000","0.34979999999999994","0.4798","0.543"
"66780000","0.3376","0.4942","0.5452"
"66840000","0.32839999999999997","0.4644","0.5394000000000001"
"66900000","0.34120000000000006","0.4852","0.5346"
"66960000","0.336","0.46520000000000006","0.5458"
"67020000","0.35819999999999996","0.4716","0.5394"
"67080000","0.3518","0.4918","0.5454000000000001"
"67140000","0.3712","0.4854","0.5322"
"67200000","0.3588","0.474","0.5508"
"67260000","0.3618","0.48580000000000007","0.5404"
"67320000","0.339","0.459","0.5378"
"67380000","0.355","0.469","0.5384"
"67440000","0.3608","0.4658","0.5448"
"67500000","0.3584","0.5032","0.5432"
"67560000","0.3652","0.47579999999999995","0.5456"
"67620000","0.356","0.4872","0.5342"
"67680000","0.3466","0.4914","0.5508"
"67740000","0.3528","0.4806","0.5418"
"67800000","0.35719999999999996","0.496","0.5455999999999999"
"67860000","0.3606","0.4838","0.5408"
"67920000","0.3376","0.5182","0.5545999999999999"
"67980000","0.3638","0.5206000000000002","0.5465999999999999"
"68040000","0.3622","0.5094","0.5532"
"68100000","0.3416","0.5034","0.549"
"68160000","0.3772","0.5044","0.546"
"68220000","0.357","0.483","0.5434000000000001"
"68280000","0.3674","0.5055999999999999","0.5654"
"68340000","0.3536","0.5062000000000001","0.5476"
"68400000","0.3502","0.498","0.5448"
"68460000","0.3532","0.4898","0.5564000000000001"
"68520000","0.35919999999999996","0.5122000000000001","0.5545999999999999"
"68580000","0.3536","0.5116","0.5684000000000001"
"68640000","0.362","0.5284","0.526"
"68700000","0.3607999999999999","0.5108","0.5482"
"68760000","0.3678","0.5194000000000001","0.5552"
"68820000","0.3746","0.5134000000000001","0.5688"
"68880000","0.3516","0.5126000000000001","0.5622"
"68940000","0.3568","0.4958","0.5604"
"69000000","0.3674","0.4918","0.5522"
"69060000","0.3484","0.486","0.5625999999999999"
"69120000","0.35960000000000003","0.4868","0.5451999999999999"
"69180000","0.3612","0.491","0.553"
"69240000","0.3636","0.5012","0.5512"
"69300000","0.367","0.5048","0.5524000000000001"
"69360000","0.356","0.492","0.5505999999999999"
"69420000","0.3514","0.503","0.5566"
"69480000","0.3718","0.503","0.5724000000000001"
"69540000","0.3606","0.536","0.5598"
"69600000","0.3642","0.509","0.5465999999999999"
"69660000","0.355","0.5124","0.5612"
"69720000","0.3412","0.4678","0.5616"
"69780000","0.3648","0.5092000000000001","0.5534"
"69840000","0.369","0.5007999999999999","0.5648"
"69900000","0.3612","0.5017999999999999","0.5474"
"69960000","0.358","0.5264000000000001","0.5676"
"70020000","0.3756","0.468","0.555"
"70080000","0.3442","0.5264000000000001","0.57"
"70140000","0.3608","0.5428","0.5628"
"70200000","0.3442","0.51","0.5758"
"70260000","0.3588","0.4658","0.5868"
"70320000","0.363","0.538","0.559"
"70380000","0.3588","0.5132000000000001","0.5718"
"70440000","0.3552","0.4898","0.5698"
"70500000","0.3642","0.5137999999999999","0.5558000000000001"
"70560000","0.3672","0.5092000000000001","0.5802"
"70620000","0.35819999999999996","0.5277999999999999","0.575"
"70680000","0.3514","0.542","0.5782"
"70740000","0.3733999999999999","0.5504","0.5586"
"70800000","0.3828","0.5331999999999999","0.5665999999999999"
"70860000","0.3628","0.522","0.588"
"70920000","0.3496","0.5264","0.5846"
"70980000","0.3554","0.543","0.574"
"71040000","0.3546","0.4968","0.582"
"71100000","0.3702","0.524","0.5765999999999999"
"71160000","0.3713999999999999","0.5184","0.5665999999999999"
"71220000","0.3726","0.5287999999999999","0.5712"
"71280000","0.3726","0.5347999999999999","0.5688"
"71340000","0.3616","0.5132000000000001","0.5775999999999999"
"71400000","0.384","0.51","0.5786"
"71460000","0.392","0.514","0.5645999999999999"
"71520000","0.3818","0.5156000000000001","0.5698000000000001"
"71580000","0.359","0.5154","0.5674000000000001"
"71640000","0.371","0.5234","0.5672"
"71700000","0.3628","0.5291999999999999","0.552"
"71760000","0.3646","0.5217999999999999","0.5705999999999999"
"71820000","0.3862","0.5114","0.5626"
"71880000","0.3692","0.5037999999999999","0.5712"
"71940000","0.3678","0.5224","0.5842"
"72000000","0.3878000000000001","0.5222","0.5845999999999999"
"72060000","0.3814","0.5404000000000001","0.5752"
"72120000","0.3994","0.5424000000000001","0.5765999999999999"
"72180000","0.371","0.522","0.5844"
"72240000","0.3838","0.5026","0.5758000000000001"
"72300000","0.3792","0.513","0.569"
"72360000","0.3792","0.5304","0.5786"
"72420000","0.3834","0.5154","0.556"
"72480000","0.383","0.5166000000000001","0.545"
"72540000","0.387","0.5266000000000001","0.5568"
"72600000","0.382","0.5212","0.5462"
"72660000","0.3688","0.515","0.562"
"72720000","0.3804","0.5394","0.5384"
"72780000","0.3723999999999999","0.4938","0.5314"
"72840000","0.3838","0.5252","0.5357999999999999"
"72900000","0.3638","0.516","0.5826"
"72960000","0.374","0.5455999999999999","0.5384"
"73020000","0.3712","0.5032000000000001","0.548"
"73080000","0.3654","0.5017999999999999","0.5494"
"73140000","0.337","0.5146000000000001","0.5386"
"73200000","0.362","0.5525999999999999","0.5538"
"73260000","0.3612","0.5482","0.5448"
"73320000","0.362","0.525","0.5414000000000001"
"73380000","0.3626","0.5332","0.533"
"73440000","0.362","0.5378","0.546"
"73500000","0.3826","0.5336000000000001","0.539"
"73560000","0.3692","0.5226000000000001","0.528"
"73620000","0.3686","0.5342","0.5626"
"73680000","0.35919999999999996","0.534","0.55"
"73740000","0.3444","0.5357999999999999","0.5358"
"73800000","0.366","0.5157999999999999","0.5386"
"73860000","0.3768","0.5086","0.5312"
"73920000","0.3738","0.534","0.5376000000000001"
"73980000","0.35779999999999995","0.535","0.5364"
"74040000","0.3568","0.5438","0.5242"
"74100000","0.3528","0.5314","0.544"
"74160000","0.3656","0.5272","0.536"
"74220000","0.362","0.5496","0.5367999999999999"
"74280000","0.3676","0.5514","0.5316000000000001"
"74340000","0.3934","0.5257999999999999","0.5277999999999999"
"74400000","0.3852","0.5227999999999999","0.5542"
