"Step","pc_sp_seed2 - 8cover_rate"
"35000","0.00925"
"70000","0.0029"
"105000","0.00435"
"140000","0.002"
"175000","0.0005"
"210000","0.0002"
"245000","0"
"280000","0"
"315000","0.0005"
"350000","0.0035"
"385000","0.00125"
"420000","0.001"
"455000","0.00045"
"490000","0.0004"
"525000","0.00025"
"560000","0.00195"
"595000","0.002"
"630000","0.00175"
"665000","0.0025"
"700000","0.002"
"735000","0.00275"
"770000","0.002"
"805000","0.002"
"840000","0.0035"
"875000","0.00175"
"910000","0.0015"
"945000","0.00125"
"980000","0.00195"
"1015000","0.0005"
"1050000","0.00025"
"1085000","0.0005"
"1120000","0.0014"
"1155000","0.0012"
"1190000","0.0016"
"1225000","0.0035"
"1260000","0.00415"
"1295000","0.0032"
"1330000","0.0048"
"1365000","0.0045"
"1400000","0.00375"
"1435000","0.00525"
"1470000","0.00515"
"1505000","0.00505"
"1540000","0.0056500000000000005"
"1575000","0.00575"
"1610000","0.00555"
"1645000","0.0055"
"1680000","0.0075"
"1715000","0.0085"
"1750000","0.006"
"1785000","0.006900000000000001"
"1820000","0.0044"
"1855000","0.002"
"1890000","0.0013"
"1925000","0.00165"
"1960000","0.00155"
"1995000","0.00095"
"2030000","0.00025"
"2065000","0.0006"
"2100000","0.0005"
"2135000","0"
"2170000","0"
"2205000","0"
"2240000","0"
"2275000","0"
"2310000","0"
"2345000","0"
"2380000","0"
"2415000","0"
"2450000","0"
"2485000","0"
"2520000","0"
"2555000","0"
"2590000","0"
"2625000","0"
"2660000","0"
"2695000","0.0003"
"2730000","0.0008"
"2765000","0.00065"
"2800000","0.00125"
"2835000","0.00075"
"2870000","0.0006000000000000001"
"2905000","0.00075"
"2940000","0.00075"
"2975000","0.0018"
"3010000","0.00065"
"3045000","0.00165"
"3080000","0.00175"
"3115000","0.00275"
"3150000","0.00275"
"3185000","0.00125"
"3220000","0.0023"
"3255000","0.0025"
"3290000","0.0015"
"3325000","0.002"
"3360000","0.00125"
"3395000","0.00075"
"3430000","0.00275"
"3465000","0.00125"
"3500000","0.001"
"3535000","0.00075"
"3570000","0.00125"
"3605000","0.0005"
"3640000","0.0015"
"3675000","0.0005"
"3710000","0.00025"
"3745000","0.00125"
"3780000","0.0015"
"3815000","0.00075"
"3850000","0.00075"
"3885000","0.00055"
"3920000","0.00075"
"3955000","0.00025"
"3990000","0.00025"
"4025000","0.00125"
"4060000","0.001"
"4095000","0.0006"
"4130000","0.00025"
"4165000","0.0005"
"4200000","0.00075"
"4235000","0.00125"
"4270000","0.00075"
"4305000","0.00025"
"4340000","0"
"4375000","0.00025"
"4410000","0"
"4445000","0"
"4480000","0.00025"
"4515000","0"
"4550000","0"
"4585000","0.00025"
"4620000","0.00025"
"4655000","0"
"4690000","0"
"4725000","0"
"4760000","0"
"4795000","0"
"4830000","0.00025"
"4865000","0"
"4900000","0"
"4935000","0"
"4970000","0"
"5005000","0"
"5040000","0"
"5075000","0.00025"
"5110000","0.00025"
"5145000","0"
"5180000","0.00025"
"5215000","0"
"5250000","0.00025"
"5285000","0"
"5320000","0.0015"
"5355000","0.0015"
"5390000","0.00125"
"5425000","0.00175"
"5460000","0.002"
"5495000","0.002"
"5530000","0.0025"
"5565000","0.00175"
"5600000","0.0018"
"5635000","0.0008500000000000001"
"5670000","0.00155"
"5705000","0.00135"
"5740000","0.00185"
"5775000","0"
"5810000","0.0014"
"5845000","0.0008"
"5880000","0.0007000000000000001"
"5915000","0.0006"
"5950000","0.0020499999999999997"
"5985000","0.0010500000000000002"
"6020000","0.00075"
"6055000","0.0015"
"6090000","0.0005"
"6125000","0.0005"
"6160000","0.0012"
"6195000","0.0005"
"6230000","0.0005"
"6265000","0.0016500000000000002"
"6300000","0.0018"
"6335000","0.0008"
"6370000","0.0005"
"6405000","0.00095"
"6440000","0.0023"
"6475000","0.0006"
"6510000","0.0010500000000000002"
"6545000","0.00165"
"6580000","0.0007000000000000001"
"6615000","0.0033"
"6650000","0.00315"
"6685000","0.0036"
"6720000","0.005050000000000001"
"6755000","0.005050000000000001"
"6790000","0.003"
"6825000","0.00315"
"6860000","0.00445"
"6895000","0.006050000000000001"
"6930000","0.00605"
"6965000","0.006449999999999999"
"7000000","0.00505"
"7035000","0.006449999999999999"
"7070000","0.0048"
"7105000","0.00435"
"7140000","0.0031"
"7175000","0.00325"
"7210000","0.00525"
"7245000","0.004149999999999999"
"7280000","0.0026500000000000004"
"7315000","0.00165"
"7350000","0.0035"
"7385000","0.00235"
"7420000","0.00445"
"7455000","0.004849999999999999"
"7490000","0.004849999999999999"
"7525000","0.0035"
"7560000","0.0056500000000000005"
"7595000","0.005149999999999999"
"7630000","0.005900000000000001"
"7665000","0.007899999999999999"
"7700000","0.00615"
"7735000","0.0087"
"7770000","0.007699999999999999"
"7805000","0.00725"
"7840000","0.0047"
"7875000","0.0059"
"7910000","0.00575"
"7945000","0.0055"
"7980000","0.007449999999999999"
"8015000","0.00695"
"8050000","0.0076"
"8085000","0.0064"
"8120000","0.011"
"8155000","0.00825"
"8190000","0.0087"
"8225000","0.00865"
"8260000","0.0096"
"8295000","0.006900000000000001"
"8330000","0.00775"
"8365000","0.0063"
"8400000","0.0066500000000000005"
"8435000","0.00525"
"8470000","0.00805"
"8505000","0.007850000000000001"
"8540000","0.00715"
"8575000","0.0129"
"8610000","0.009100000000000002"
"8645000","0.007600000000000001"
"8680000","0.0095"
"8715000","0.00835"
"8750000","0.0071"
"8785000","0.0065"
"8820000","0.0062"
"8855000","0.0072"
"8890000","0.005"
"8925000","0.0057"
"8960000","0.004900000000000001"
"8995000","0.0056"
"9030000","0.01025"
"9065000","0.009"
"9100000","0.00835"
"9135000","0.00805"
