"Step","gan_pb_4agents_seed2 - cover_rate_5step"
"120000","0.0581"
"240000","0.0632"
"360000","0.0615"
"480000","0.048"
"600000","0.058"
"720000","0.058"
"840000","0.0684"
"960000","0.062"
"1080000","0.059"
"1200000","0.0582"
"1320000","0.0632"
"1440000","0.0611"
"1560000","0.056"
"1680000","0.0602"
"1800000","0.06620000000000001"
"1920000","0.0619"
"2040000","0.0599"
"2160000","0.0535"
"2280000","0.0654"
"2400000","0.07280000000000002"
"2520000","0.0619"
"2640000","0.06609999999999999"
"2760000","0.0592"
"2880000","0.063"
"3000000","0.0624"
"3120000","0.0653"
"3240000","0.0586"
"3360000","0.0725"
"3480000","0.0707"
"3600000","0.0655"
"3720000","0.0576"
"3840000","0.062"
"3960000","0.0645"
"4080000","0.0679"
"4200000","0.0603"
"4320000","0.0716"
"4440000","0.063"
"4560000","0.059"
"4680000","0.0645"
"4800000","0.0637"
"4920000","0.0622"
"5040000","0.0574"
"5160000","0.0582"
"5280000","0.0535"
"5400000","0.0607"
"5520000","0.0693"
"5640000","0.0614"
"5760000","0.0634"
"5880000","0.0564"
"6000000","0.065"
"6120000","0.0658"
"6240000","0.0669"
"6360000","0.0683"
"6480000","0.0625"
"6600000","0.0665"
"6720000","0.0613"
"6840000","0.0696"
"6960000","0.061700000000000005"
"7080000","0.06459999999999999"
"7200000","0.055"
"7320000","0.0545"
"7440000","0.0556"
"7560000","0.06670000000000001"
"7680000","0.0725"
"7800000","0.0601"
"7920000","0.0677"
"8040000","0.0594"
"8160000","0.07619999999999999"
"8280000","0.0621"
"8400000","0.0695"
"8520000","0.058"
"8640000","0.0727"
"8760000","0.0611"
"8880000","0.06390000000000001"
"9000000","0.0631"
"9120000","0.059"
"9240000","0.0696"
"9360000","0.054700000000000006"
"9480000","0.0645"
"9600000","0.0709"
"9720000","0.061"
"9840000","0.0694"
"9960000","0.0605"
"10080000","0.0612"
"10200000","0.06720000000000001"
"10320000","0.0654"
"10440000","0.0625"
"10560000","0.0639"
"10680000","0.0697"
"10800000","0.06509999999999999"
"10920000","0.057"
"11040000","0.0695"
"11160000","0.0564"
"11280000","0.054"
"11400000","0.0581"
"11520000","0.0724"
"11640000","0.0775"
"11760000","0.059"
"11880000","0.0668"
"12000000","0.0615"
"12120000","0.071"
"12240000","0.0677"
"12360000","0.0601"
"12480000","0.0585"
"12600000","0.0752"
"12720000","0.0647"
"12840000","0.0669"
"12960000","0.0718"
"13080000","0.0569"
"13200000","0.06969999999999998"
"13320000","0.07429999999999999"
"13440000","0.0596"
"13560000","0.0538"
"13680000","0.06309999999999999"
"13800000","0.06709999999999999"
"13920000","0.0695"
"14040000","0.081"
"14160000","0.0715"
"14280000","0.0673"
"14400000","0.0658"
"14520000","0.073"
"14640000","0.0629"
"14760000","0.06980000000000001"
"14880000","0.0714"
"15000000","0.0643"
"15120000","0.0666"
"15240000","0.06609999999999999"
"15360000","0.0757"
"15480000","0.0635"
"15600000","0.0686"
"15720000","0.0612"
"15840000","0.08159999999999999"
"15960000","0.0635"
"16080000","0.068"
"16200000","0.06709999999999999"
"16320000","0.0615"
"16440000","0.068"
"16560000","0.0655"
"16680000","0.0628"
"16800000","0.0738"
"16920000","0.077"
"17040000","0.0722"
"17160000","0.0658"
"17280000","0.0747"
"17400000","0.06160000000000001"
"17520000","0.0729"
"17640000","0.0742"
"17760000","0.07629999999999999"
"17880000","0.0681"
"18000000","0.0724"
"18120000","0.0727"
"18240000","0.0711"
"18360000","0.0735"
"18480000","0.0729"
"18600000","0.0767"
"18720000","0.0688"
"18840000","0.0778"
"18960000","0.0763"
"19080000","0.0738"
"19200000","0.0824"
"19320000","0.075"
"19440000","0.07569999999999999"
"19560000","0.068"
"19680000","0.0698"
"19800000","0.0652"
"19920000","0.07959999999999999"
"20040000","0.0713"
"20160000","0.075"
"20280000","0.0779"
"20400000","0.0761"
"20520000","0.0701"
"20640000","0.0727"
"20760000","0.0664"
"20880000","0.0763"
"21000000","0.0708"
"21120000","0.07229999999999999"
"21240000","0.0762"
"21360000","0.0659"
"21480000","0.07890000000000001"
"21600000","0.0722"
"21720000","0.07269999999999999"
"21840000","0.0713"
"21960000","0.0724"
"22080000","0.0701"
"22200000","0.0694"
"22320000","0.0709"
"22440000","0.0789"
"22560000","0.0906"
"22680000","0.08780000000000002"
"22800000","0.0907"
"22920000","0.0696"
"23040000","0.0723"
"23160000","0.0783"
"23280000","0.08009999999999999"
"23400000","0.08830000000000002"
"23520000","0.0729"
"23640000","0.0866"
"23760000","0.07790000000000001"
"23880000","0.0765"
"24000000","0.07490000000000001"
"24120000","0.08630000000000002"
"24240000","0.0712"
"24360000","0.0866"
"24480000","0.0778"
"24600000","0.0797"
"24720000","0.07880000000000001"
"24840000","0.0882"
"24960000","0.0731"
"25080000","0.08270000000000001"
"25200000","0.0756"
"25320000","0.0814"
"25440000","0.0857"
"25560000","0.07659999999999999"
"25680000","0.0692"
"25800000","0.07590000000000001"
"25920000","0.08159999999999999"
"26040000","0.0787"
"26160000","0.0777"
"26280000","0.0757"
"26400000","0.0914"
"26520000","0.0755"
"26640000","0.07540000000000001"
"26760000","0.078"
"26880000","0.08009999999999999"
"27000000","0.0918"
"27120000","0.08280000000000001"
"27240000","0.0855"
"27360000","0.0847"
"27480000","0.0796"
"27600000","0.0731"
"27720000","0.07429999999999999"
"27840000","0.0812"
"27960000","0.0874"
"28080000","0.0889"
"28200000","0.08220000000000001"
"28320000","0.0702"
"28440000","0.0773"
"28560000","0.07890000000000001"
"28680000","0.07740000000000001"
"28800000","0.0842"
"28920000","0.07629999999999999"
"29040000","0.0836"
"29160000","0.0775"
"29280000","0.062299999999999994"
"29400000","0.07590000000000001"
"29520000","0.0812"
"29640000","0.0844"
"29760000","0.07840000000000001"
"29880000","0.081"
"30000000","0.08280000000000001"
"30120000","0.0853"
"30240000","0.09539999999999998"
"30360000","0.07940000000000001"
"30480000","0.07619999999999999"
"30600000","0.0833"
"30720000","0.08510000000000001"
"30840000","0.0788"
"30960000","0.07919999999999999"
"31080000","0.07809999999999999"
