"Step","reverse_sp_8agents_seed2 - cover_rate_5step"
"35000","0.00095"
"70000","0"
"105000","0.0005"
"140000","0.0002"
"175000","0.00025"
"210000","0.0005"
"245000","0.00055"
"280000","0.0012"
"315000","0.00145"
"350000","0.00035000000000000005"
"385000","0.00075"
"420000","0.0022"
"455000","0.00165"
"490000","0.0029"
"525000","0.0032"
"560000","0.00305"
"595000","0.007299999999999999"
"630000","0.00975"
"665000","0.0095"
"700000","0.0105"
"735000","0.01"
"770000","0.009149999999999998"
"805000","0.006950000000000001"
"840000","0.007050000000000001"
"875000","0.00985"
"910000","0.008350000000000002"
"945000","0.0114"
"980000","0.00805"
"1015000","0.0103"
"1050000","0.0111"
"1085000","0.0121"
"1120000","0.012"
"1155000","0.0116"
"1190000","0.0144"
"1225000","0.0114"
"1260000","0.0132"
"1295000","0.014"
"1330000","0.01505"
"1365000","0.0156"
"1400000","0.01705"
"1435000","0.01505"
"1470000","0.0092"
"1505000","0.00795"
"1540000","0.00905"
"1575000","0.01195"
"1610000","0.0086"
"1645000","0.0114"
"1680000","0.0101"
"1715000","0.00775"
"1750000","0.0076"
"1785000","0.00915"
"1820000","0.00945"
"1855000","0.0119"
"1890000","0.0099"
"1925000","0.0141"
"1960000","0.0102"
"1995000","0.0118"
"2030000","0.01595"
"2065000","0.01225"
"2100000","0.012850000000000002"
"2135000","0.01075"
"2170000","0.00815"
"2205000","0.016849999999999997"
"2240000","0.01215"
"2275000","0.01205"
"2310000","0.0121"
"2345000","0.01365"
"2380000","0.0176"
"2415000","0.0122"
"2450000","0.013100000000000002"
"2485000","0.01035"
"2520000","0.009149999999999998"
"2555000","0.0119"
"2590000","0.007799999999999999"
"2625000","0.0101"
"2660000","0.01215"
"2695000","0.0114"
"2730000","0.00785"
"2765000","0.0096"
"2800000","0.012350000000000002"
"2835000","0.013"
"2870000","0.01265"
"2905000","0.007699999999999999"
"2940000","0.008850000000000002"
"2975000","0.0095"
"3010000","0.0098"
"3045000","0.010899999999999998"
"3080000","0.0113"
"3115000","0.0094"
"3150000","0.01735"
"3185000","0.01305"
"3220000","0.005900000000000001"
"3255000","0.00755"
"3290000","0.00795"
"3325000","0.0074"
"3360000","0.0079"
"3395000","0.005900000000000001"
"3430000","0.009"
"3465000","0.00975"
"3500000","0.01055"
"3535000","0.0153"
"3570000","0.00945"
"3605000","0.01005"
"3640000","0.0086"
"3675000","0.0102"
"3710000","0.0094"
"3745000","0.006849999999999999"
"3780000","0.0103"
"3815000","0.008350000000000002"
"3850000","0.016649999999999998"
"3885000","0.01165"
"3920000","0.01245"
"3955000","0.01505"
"3990000","0.0116"
"4025000","0.01075"
"4060000","0.01405"
"4095000","0.0135"
"4130000","0.0132"
