"Step","tech1_sp3_small_asym_seed3 - cover_rate_5step"
"105000","0"
"210000","0"
"315000","0"
"420000","0"
"525000","0"
"630000","0"
"735000","0"
"840000","0"
"945000","0"
"1050000","0"
"1155000","0"
"1260000","0"
"1365000","0"
"1470000","0"
"1575000","0"
"1680000","0"
"1785000","0"
"1890000","0"
"1995000","0"
"2100000","0"
"2205000","0"
"2310000","0"
"2415000","0"
"2520000","0"
"2625000","0"
"2730000","0.0001"
"2835000","0.002099999999999999"
"2940000","0.004"
"3045000","0.0025"
"3150000","0.0004"
"3255000","0.0021000000000000003"
"3360000","0.0034"
"3465000","0.005"
"3570000","0.0049"
"3675000","0.002"
"3780000","0.0028"
"3885000","0.0032"
"3990000","0.0055"
"4095000","0.0034"
"4200000","0.0040999999999999995"
"4305000","0.0048"
"4410000","0.0053"
"4515000","0.005300000000000001"
"4620000","0.005199999999999999"
"4725000","0.004300000000000001"
"4830000","0.004200000000000001"
"4935000","0.0063999999999999994"
"5040000","0.0063"
"5145000","0.005900000000000001"
"5250000","0.0053"
"5355000","0.005900000000000001"
"5460000","0.006"
"5565000","0.0087"
"5670000","0.0073"
"5775000","0.0072"
"5880000","0.0108"
"5985000","0.0102"
"6090000","0.0097"
"6195000","0.0032"
"6300000","0.0048"
"6405000","0.0067"
"6510000","0.0103"
"6615000","0.006199999999999999"
"6720000","0.0031"
"6825000","0.0022"
"6930000","0.0040999999999999995"
"7035000","0.0063"
"7140000","0.0045"
"7245000","0.002099999999999999"
"7350000","0.0022"
"7455000","0.0032"
"7560000","0.005300000000000001"
"7665000","0.0036"
"7770000","0.0023"
"7875000","0.0054"
"7980000","0.0033"
"8085000","0.0031"
"8190000","0.0023"
"8295000","0.0033"
"8400000","0.0058"
"8505000","0.004300000000000001"
"8610000","0.0060999999999999995"
"8715000","0.0045"
"8820000","0.0028000000000000004"
"8925000","0.0031"
"9030000","0.0026999999999999997"
"9135000","0.01"
"9240000","0.0048"
"9345000","0.0097"
"9450000","0.013800000000000002"
"9555000","0.0079"
"9660000","0.009"
"9765000","0.007999999999999998"
"9870000","0.0077"
"9975000","0.0078"
"10080000","0.0115"
"10185000","0.007199999999999999"
"10290000","0.0114"
"10395000","0.0179"
"10500000","0.0149"
"10605000","0.0224"
"10710000","0.018"
"10815000","0.029"
"10920000","0.0251"
"11025000","0.0267"
"11130000","0.0295"
"11235000","0.0195"
"11340000","0.0108"
"11445000","0.0065"
"11550000","0.0039"
"11655000","0.0004"
"11760000","0.0022"
"11865000","0"
"11970000","0.0005"
"12075000","0.0016"
"12180000","0.0016"
"12285000","0.001"
"12390000","0.0021000000000000003"
"12495000","0"
"12600000","0.0021000000000000003"
"12705000","0.001"
"12810000","0.004200000000000001"
"12915000","0.007300000000000001"
"13020000","0.0314"
"13125000","0.0241"
"13230000","0.033100000000000004"
"13335000","0.021"
"13440000","0.021"
"13545000","0.0188"
"13650000","0.0345"
"13755000","0.041"
"13860000","0.07890000000000001"
"13965000","0.0765"
"14070000","0.0612"
"14175000","0.05739999999999999"
"14280000","0.0854"
"14385000","0.098"
"14490000","0.0684"
"14595000","0.0852"
"14700000","0.0954"
"14805000","0.0952"
"14910000","0.1014"
"15015000","0.0752"
"15120000","0.0528"
"15225000","0.042"
"15330000","0.0401"
"15435000","0.0249"
"15540000","0.04489999999999999"
"15645000","0.0521"
"15750000","0.0609"
"15855000","0.051399999999999994"
"15960000","0.08080000000000001"
"16065000","0.0841"
"16170000","0.0756"
"16275000","0.0702"
"16380000","0.0825"
"16485000","0.07980000000000001"
"16590000","0.07540000000000001"
"16695000","0.069"
"16800000","0.0375"
"16905000","0.0478"
"17010000","0.07129999999999999"
"17115000","0.0898"
"17220000","0.105"
"17325000","0.0835"
"17430000","0.0725"
"17535000","0.0765"
"17640000","0.07880000000000001"
"17745000","0.056900000000000006"
"17850000","0.0403"
"17955000","0.0437"
"18060000","0.0589"
"18165000","0.0594"
"18270000","0.038"
"18375000","0.021799999999999996"
"18480000","0.0197"
"18585000","0.0222"
"18690000","0.0092"
"18795000","0.0055"
"18900000","0.0050999999999999995"
"19005000","0.0116"
"19110000","0.0117"
"19215000","0.0216"
"19320000","0.022"
"19425000","0.0128"
"19530000","0.0075"
"19635000","0.0118"
"19740000","0.0171"
"19845000","0.0054"
"19950000","0.029499999999999995"
"20055000","0.0216"
