"Step","mixdecay2n4_adaptivestyle_seed3 - 4cover_rate"
"216000","0.6916"
"432000","0.6718500000000002"
"648000","0.69375"
"864000","0.70095"
"1080000","0.6975"
"1296000","0.70505"
"1512000","0.6951499999999999"
"1728000","0.7157"
"1944000","0.71005"
"2160000","0.69855"
"2376000","0.7169"
"2592000","0.71965"
"2808000","0.7115999999999999"
"3024000","0.7087"
"3240000","0.7099000000000001"
"3456000","0.6999500000000001"
"3672000","0.7086"
"3888000","0.706"
"4104000","0.70625"
"4320000","0.7069"
"4536000","0.701"
"4752000","0.689"
"4968000","0.70605"
"5184000","0.70685"
"5400000","0.718"
"5616000","0.6994"
"5832000","0.69965"
"6048000","0.7079500000000001"
"6264000","0.7089000000000001"
"6480000","0.7075"
"6696000","0.69985"
"6912000","0.70025"
"7128000","0.6959"
"7344000","0.70365"
"7560000","0.7079"
"7776000","0.7007000000000001"
"7992000","0.7029000000000001"
"8208000","0.7169500000000001"
"8424000","0.7053499999999999"
"8640000","0.7105"
"8856000","0.70705"
"9072000","0.6938499999999999"
"9288000","0.7029000000000001"
"9504000","0.6934000000000001"
"9720000","0.7025"
"9936000","0.69405"
"10152000","0.6971499999999999"
"10368000","0.73245"
"10584000","0.70335"
"10800000","0.6978"
"11016000","0.7034"
"11232000","0.7048499999999999"
"11448000","0.7169"
"11664000","0.7098"
"11880000","0.6996500000000001"
"12096000","0.6956"
"12312000","0.70035"
"12528000","0.7095"
"12744000","0.7002999999999999"
"12960000","0.71075"
"13176000","0.70865"
"13392000","0.7192000000000001"
"13608000","0.70875"
"13824000","0.7276"
"14040000","0.71765"
"14256000","0.7078499999999999"
"14472000","0.7272"
"14688000","0.7235499999999999"
"14904000","0.7189"
"15120000","0.7295999999999999"
"15336000","0.7272000000000001"
"15552000","0.7212000000000001"
"15768000","0.7215"
"15984000","0.7067"
"16200000","0.706"
"16416000","0.7027"
"16632000","0.7043499999999999"
"16848000","0.712"
"17064000","0.7198"
"17280000","0.705"
"17496000","0.7216"
"17712000","0.7193999999999999"
"17928000","0.7131000000000001"
"18144000","0.71945"
"18360000","0.723"
"18576000","0.73695"
"18792000","0.72925"
"19008000","0.7292000000000001"
"19224000","0.72235"
"19440000","0.7135999999999999"
"19656000","0.7185"
"19872000","0.721"
"20088000","0.7216"
"20304000","0.7249500000000001"
"20520000","0.7338"
"20736000","0.72185"
"20952000","0.7154499999999999"
"21168000","0.7263"
"21384000","0.71365"
"21600000","0.7226500000000001"
"21816000","0.71215"
"22032000","0.712"
"22248000","0.72175"
"22464000","0.70725"
"22680000","0.7191000000000001"
"22896000","0.73105"
"23112000","0.7051"
"23328000","0.71935"
"23544000","0.72185"
"23760000","0.7223999999999999"
"23976000","0.7212000000000001"
"24192000","0.72515"
"24408000","0.7227"
"24624000","0.7213999999999999"
"24840000","0.725"
"25056000","0.7367"
"25272000","0.7383500000000001"
"25488000","0.7334"
"25704000","0.7282000000000001"
"25920000","0.7293"
"26136000","0.72885"
"26352000","0.71945"
"26568000","0.7191000000000001"
"26784000","0.71845"
"27000000","0.7203499999999999"
"27216000","0.71375"
"27432000","0.7169"
"27648000","0.7073499999999999"
"27864000","0.7083499999999999"
"28080000","0.71475"
"28296000","0.7064"
"28512000","0.71265"
"28728000","0.7172999999999999"
"28944000","0.7153499999999999"
"29160000","0.74725"
"29376000","0.7321500000000001"
"29592000","0.7211000000000001"
"29808000","0.73275"
"30024000","0.7366"
"30240000","0.7416"
"30456000","0.7321"
"30672000","0.7399"
"30888000","0.7313"
"31104000","0.7342"
"31320000","0.7312000000000001"
"31536000","0.7299"
"31752000","0.7309000000000001"
"31968000","0.7313999999999999"
"32184000","0.72075"
"32400000","0.7329"
"32616000","0.7353"
"32832000","0.7427"
"33048000","0.7270999999999999"
"33264000","0.74435"
"33480000","0.7338499999999999"
"33696000","0.72"
"33912000","0.7165"
"34128000","0.7141000000000001"
"34344000","0.7263999999999999"
"34560000","0.7293"
"34776000","0.7263000000000001"
"34992000","0.73775"
"35208000","0.7431500000000001"
"35424000","0.73785"
"35640000","0.7505499999999999"
"35856000","0.76355"
"36072000","0.74545"
"36269640","0.7268"
"36467280","0.7229"
"36664920","0.7311499999999999"
"36862560","0.7423"
"37060200","0.7365"
"37257840","0.7393500000000001"
"37455480","0.7337"
"37653120","0.732"
"37850760","0.7406"
"38048400","0.7520999999999999"
"38246040","0.7404"
"38443680","0.7507"
"38641320","0.7469"
"38838960","0.73905"
"39036600","0.746"
"39234240","0.7437999999999999"
"39431880","0.75705"
"39629520","0.73865"
"39827160","0.73175"
"40024800","0.75995"
"40222440","0.7558499999999999"
"40420080","0.7435999999999999"
"40617720","0.74625"
"40815360","0.74705"
"41013000","0.7611500000000001"
"41210640","0.76725"
"41408280","0.7495"
"41605920","0.7466499999999999"
"41803560","0.7520999999999999"
"42001200","0.7638"
"42198840","0.76125"
"42396480","0.74975"
"42594120","0.7398499999999999"
"42791760","0.7503"
"42989400","0.7363"
"43187040","0.7543000000000001"
"43384680","0.7516499999999999"
"43582320","0.72865"
"43779960","0.73425"
"43977600","0.7374499999999999"
"44175240","0.7213"
"44372880","0.7295499999999999"
"44570520","0.72615"
"44768160","0.73705"
"44965800","0.7497"
"45163440","0.75955"
"45361080","0.7604000000000001"
"45558720","0.76955"
"45756360","0.75785"
"45954000","0.7659"
"46151640","0.749"
"46349280","0.7576499999999999"
"46546920","0.74"
"46744560","0.7422"
"46924560","0.7353500000000001"
"47104560","0.7222999999999999"
"47284560","0.7427"
"47464560","0.7559000000000001"
"47644560","0.73435"
"47824560","0.7353000000000001"
"48004560","0.73285"
"48184560","0.7390999999999999"
"48364560","0.738"
"48544560","0.7456499999999999"
"48724560","0.75185"
"48904560","0.7306"
"49084560","0.73385"
"49264560","0.719"
"49444560","0.7405"
"49624560","0.74305"
"49804560","0.755"
"49984560","0.7409"
"50164560","0.7283999999999999"
"50344560","0.7269000000000001"
"50524560","0.754"
"50704560","0.7555"
"50884560","0.7570999999999999"
"51064560","0.7573"
"51244560","0.7604500000000001"
"51424560","0.7753"
"51604560","0.7601"
"51784560","0.7668499999999999"
"51964560","0.7674500000000001"
"52144560","0.75485"
"52324560","0.7689"
"52504560","0.7702"
"52684560","0.7662"
"52864560","0.75855"
"53044560","0.75725"
"53224560","0.7742"
"53404560","0.7646499999999999"
"53584560","0.76925"
"53764560","0.7713"
"53944560","0.7720499999999999"
"54124560","0.78485"
"54304560","0.78325"
"54484560","0.7742"
"54664560","0.7977000000000001"
"54844560","0.78385"
"55024560","0.78565"
"55204560","0.7874500000000001"
"55384560","0.79395"
"55564560","0.78315"
"55744560","0.7764500000000001"
"55924560","0.7944500000000001"
"56104560","0.7888"
"56284560","0.7836"
"56464560","0.7917000000000001"
"56644560","0.78885"
"56824560","0.7733"
"57004560","0.7753"
"57184560","0.7801"
"57364560","0.7811"
"57544560","0.7799499999999999"
"57724560","0.7854500000000001"
"57904560","0.7861"
"58084560","0.786"
"58264560","0.7744"
"58444560","0.7889"
"58624560","0.7871"
"58804560","0.7904000000000001"
"58984560","0.78185"
"59164560","0.792"
"59344560","0.7992"
"59524560","0.7978"
"59704560","0.792"
"59884560","0.78495"
"60064560","0.77925"
"60244560","0.7748499999999999"
"60424560","0.7951"
"60604560","0.80255"
"60784560","0.8101"
"60964560","0.8115"
"61144560","0.8091999999999999"
"61324560","0.8113499999999999"
"61504560","0.8161499999999999"
"61684560","0.8080499999999999"
"61864560","0.8069"
"62044560","0.80195"
"62224560","0.7923499999999999"
"62404560","0.797"
"62584560","0.8118000000000001"
"62764560","0.8217000000000001"
"62944560","0.8096"
"63124560","0.79825"
"63304560","0.82315"
"63484560","0.8198"
"63664560","0.8227000000000001"
"63844560","0.8170499999999999"
"64024560","0.81575"
"64204560","0.8218"
"64384560","0.81345"
"64564560","0.81175"
"64744560","0.80555"
"64924560","0.7968"
"65104560","0.78835"
"65284560","0.8042"
"65464560","0.80495"
"65644560","0.80625"
"65824560","0.80625"
"66004560","0.80125"
