"Step","mix37_seed1 - 4cover_rate"
"198000","0.6541"
"432000","0.6502"
"666000","0.6401"
"900000","0.6505"
"1134000","0.645"
"1368000","0.6351"
"1602000","0.6322000000000001"
"1836000","0.649"
"2070000","0.6481"
"2304000","0.6296999999999999"
"2538000","0.6285"
"2772000","0.6217"
"3006000","0.629"
"3240000","0.6326"
"3474000","0.6500999999999999"
"3708000","0.6369"
"3942000","0.6125"
"4176000","0.6412"
"4410000","0.6350999999999999"
"4644000","0.6304"
"4878000","0.6359"
"5112000","0.6246"
"5346000","0.6478"
"5580000","0.6402"
"5814000","0.6457999999999999"
"6048000","0.6554000000000001"
"6282000","0.6455"
"6516000","0.6477999999999999"
"6750000","0.641"
"6984000","0.6707000000000001"
"7218000","0.6514"
"7452000","0.6585"
"7686000","0.6409"
"7920000","0.6291"
"8154000","0.6326000000000002"
"8388000","0.6477999999999999"
"8622000","0.6493"
"8856000","0.655"
"9090000","0.6557999999999999"
"9324000","0.6644000000000001"
"9558000","0.6596"
"9792000","0.6295"
"10026000","0.6434"
"10260000","0.6596000000000001"
"10494000","0.631"
"10728000","0.6267999999999999"
"10962000","0.6464"
"11196000","0.6427"
"11430000","0.6517000000000001"
"11664000","0.6377"
"11898000","0.6502"
"12132000","0.6563"
"12366000","0.6765"
"12600000","0.6596"
"12834000","0.6704000000000001"
"13068000","0.6453"
"13302000","0.6469"
"13536000","0.6678"
"13770000","0.6527999999999999"
"14004000","0.6730999999999999"
"14238000","0.6708999999999999"
"14472000","0.6719"
"14706000","0.6582"
"14940000","0.6717000000000001"
"15174000","0.6752"
"15408000","0.651"
"15642000","0.6551"
"15876000","0.6655999999999999"
"16110000","0.6674"
"16344000","0.6583"
"16578000","0.6646"
"16812000","0.6526000000000001"
"17046000","0.6640999999999999"
"17280000","0.6567999999999999"
"17514000","0.6566000000000002"
"17748000","0.6547999999999999"
"17982000","0.6848"
"18216000","0.6603"
"18450000","0.6625999999999999"
"18684000","0.6677000000000001"
"18918000","0.6674"
"19152000","0.6535"
"19386000","0.6627000000000001"
"19620000","0.6643"
"19854000","0.676"
"20088000","0.6642"
"20322000","0.6625"
"20556000","0.66"
"20790000","0.6692"
"21024000","0.6557999999999999"
"21258000","0.6718000000000001"
"21492000","0.6702"
"21726000","0.6561"
"21960000","0.6590999999999999"
"22194000","0.6744000000000001"
"22428000","0.6582"
"22662000","0.6766"
"22896000","0.6738999999999999"
"23130000","0.6707000000000001"
"23364000","0.6666000000000001"
"23598000","0.6997000000000001"
"23832000","0.689"
"24066000","0.6671999999999999"
"24300000","0.6822999999999999"
"24534000","0.6836"
"24768000","0.6730999999999999"
"25002000","0.6924"
"25236000","0.6909"
"25470000","0.6781"
"25704000","0.68"
"25938000","0.6972999999999999"
"26172000","0.6789"
"26406000","0.708"
"26640000","0.683"
"26874000","0.6785999999999999"
"27108000","0.6869"
"27342000","0.6869"
"27576000","0.6991"
"27810000","0.6840999999999999"
"28044000","0.6809"
"28278000","0.7047"
"28512000","0.6810999999999999"
"28746000","0.6792"
"28980000","0.6838"
"29214000","0.7018999999999999"
"29448000","0.6972"
"29682000","0.6977000000000001"
"29916000","0.6811"
"30150000","0.6885999999999999"
"30384000","0.6848"
"30618000","0.7009"
"30852000","0.6924"
"31086000","0.6964"
"31320000","0.6885"
"31554000","0.6953"
"31788000","0.7117"
"32022000","0.7004"
"32256000","0.7015"
"32490000","0.6905999999999999"
"32724000","0.6942"
"32958000","0.7151"
"33192000","0.706"
"33426000","0.6977000000000001"
"33660000","0.7115"
"33894000","0.7206"
"34128000","0.7085"
"34362000","0.706"
"34596000","0.709"
"34830000","0.698"
"35064000","0.7137"
"35298000","0.7046"
"35532000","0.7092999999999999"
"35766000","0.7127"
"36000000","0.7196999999999999"
"36234000","0.7015999999999999"
"36468000","0.6869"
"36702000","0.6974000000000001"
"36936000","0.6919"
"37170000","0.6967000000000001"
"37404000","0.684"
"37638000","0.716"
"37872000","0.697"
"38106000","0.6984000000000001"
"38340000","0.6862"
"38574000","0.6911"
"38808000","0.7012999999999999"
"39042000","0.694"
"39276000","0.6929000000000001"
"39510000","0.7167"
"39744000","0.7134000000000001"
"39978000","0.7165"
"40212000","0.714"
"40446000","0.708"
"40680000","0.7029000000000001"
"40914000","0.6922999999999999"
"41148000","0.6829000000000001"
"41382000","0.7029000000000001"
"41616000","0.6992999999999999"
"41850000","0.6946"
"42084000","0.7118"
"42318000","0.7067"
"42552000","0.7189"
"42786000","0.7049"
"43020000","0.6972"
"43254000","0.6947000000000001"
"43488000","0.6814"
"43722000","0.6924000000000001"
"43956000","0.6962999999999999"
"44190000","0.7125999999999999"
"44424000","0.7062"
"44658000","0.717"
"44892000","0.7099000000000001"
"45126000","0.7253999999999999"
"45360000","0.7335"
"45594000","0.7185999999999999"
"45828000","0.7151000000000001"
"46062000","0.7147"
"46296000","0.7232999999999999"
"46530000","0.7106"
"46764000","0.7099000000000001"
"46998000","0.7191000000000001"
"47232000","0.7096000000000001"
"47466000","0.7239"
"47700000","0.6978"
"47934000","0.7005999999999999"
"48168000","0.7213999999999999"
"48402000","0.6952999999999999"
"48636000","0.7098"
"48870000","0.6949"
"49104000","0.6989000000000001"
"49338000","0.7136000000000001"
"49572000","0.7265999999999999"
"49806000","0.7118"
