"Step","mix37_new_seed3 - 4cover_rate"
"234000","0.6972"
"468000","0.7"
"702000","0.6945"
"936000","0.6976"
"1170000","0.6999000000000001"
"1404000","0.7142999999999999"
"1638000","0.6942"
"1872000","0.7034000000000001"
"2106000","0.6995"
"2340000","0.709"
"2574000","0.692"
"2808000","0.6982999999999999"
"3042000","0.7025999999999999"
"3276000","0.7046"
"3510000","0.6979"
"3744000","0.7161"
"3978000","0.6999"
"4212000","0.7201"
"4446000","0.7165"
"4680000","0.6995999999999999"
"4914000","0.7055"
"5148000","0.7108"
"5382000","0.7153"
"5616000","0.707"
"5850000","0.7065"
"6084000","0.7172000000000001"
"6318000","0.7189"
"6552000","0.7004"
"6786000","0.7051"
"7020000","0.7091000000000001"
"7254000","0.6986000000000001"
"7488000","0.6994000000000001"
"7722000","0.7052"
"7956000","0.6984000000000001"
"8190000","0.7105"
"8424000","0.6992999999999999"
"8658000","0.7082"
"8892000","0.7024000000000001"
"9126000","0.7005"
"9360000","0.6934"
"9594000","0.6842"
"9828000","0.6964000000000001"
"10062000","0.6942"
"10296000","0.6995"
"10530000","0.7036999999999999"
"10764000","0.6708999999999999"
"10998000","0.6991"
"11232000","0.7145999999999999"
"11466000","0.6935"
"11700000","0.7014"
"11934000","0.7085"
"12168000","0.7232000000000001"
"12402000","0.7286"
"12636000","0.7119"
"12870000","0.7013999999999999"
"13104000","0.7173999999999999"
"13338000","0.7055"
"13572000","0.7188"
"13806000","0.7032999999999999"
"14040000","0.7106"
"14274000","0.7107"
"14508000","0.7115999999999999"
"14742000","0.7101999999999999"
"14976000","0.7007000000000001"
"15210000","0.7184"
"15444000","0.6975"
"15678000","0.7144000000000001"
"15912000","0.7212999999999999"
"16146000","0.693"
"16380000","0.7107"
"16614000","0.6964"
"16848000","0.6959"
"17082000","0.7217"
"17316000","0.7049"
"17550000","0.7157"
"17784000","0.7261"
"18018000","0.7192"
"18252000","0.7265"
"18486000","0.7274"
"18720000","0.7237"
"18954000","0.715"
"19188000","0.7232000000000001"
"19422000","0.7196"
"19656000","0.7127"
"19890000","0.7286"
"20124000","0.7320999999999999"
"20358000","0.7392000000000001"
"20592000","0.7435"
"20826000","0.7363999999999999"
"21060000","0.7435"
"21294000","0.7399"
"21528000","0.7652"
"21762000","0.7415"
"21996000","0.7323"
"22230000","0.7462000000000001"
"22464000","0.7333999999999999"
"22698000","0.7245"
"22932000","0.7263000000000001"
"23166000","0.7337"
"23400000","0.7081000000000001"
"23634000","0.7385999999999999"
"23868000","0.7278"
"24102000","0.7583"
"24336000","0.7339"
"24570000","0.7293999999999999"
"24804000","0.7363999999999999"
"25038000","0.7444000000000001"
"25272000","0.7395"
"25506000","0.7661"
"25740000","0.736"
"25974000","0.7493"
"26208000","0.7555999999999999"
"26442000","0.7463000000000001"
"26676000","0.7439"
"26910000","0.746"
"27144000","0.762"
"27378000","0.7544"
"27612000","0.7603"
"27846000","0.7729"
"28080000","0.7627"
"28314000","0.7624000000000001"
"28548000","0.7433"
"28782000","0.7496999999999999"
"29016000","0.741"
"29250000","0.7356"
"29484000","0.7519000000000001"
"29718000","0.762"
"29952000","0.7584000000000001"
"30186000","0.7623"
"30420000","0.7472000000000001"
"30654000","0.776"
"30888000","0.7677"
"31122000","0.7816000000000001"
"31356000","0.77"
"31590000","0.7697"
"31824000","0.7577"
"32058000","0.757"
"32292000","0.7487999999999999"
"32526000","0.7561"
"32760000","0.7734"
"32994000","0.772"
"33228000","0.772"
"33462000","0.7597999999999999"
"33696000","0.747"
"33930000","0.756"
"34164000","0.7567"
"34398000","0.7707"
"34632000","0.7425"
"34866000","0.7687999999999999"
"35100000","0.7814"
"35334000","0.7823"
"35568000","0.8004000000000001"
"35802000","0.7810999999999999"
"36036000","0.7069"
"36270000","0.6922"
"36504000","0.71"
"36738000","0.7116"
"36972000","0.7134000000000001"
"37206000","0.7195"
"37440000","0.7175999999999999"
"37674000","0.7348"
"37908000","0.7335999999999999"
"38142000","0.735"
"38376000","0.751"
"38610000","0.732"
"38844000","0.7537999999999999"
"39078000","0.7397999999999999"
"39312000","0.745"
"39546000","0.7387"
"39780000","0.7426"
"40014000","0.7411"
"40248000","0.7695"
"40482000","0.7507999999999999"
"40716000","0.767"
"40950000","0.7633"
"41184000","0.7585"
"41418000","0.7673"
"41652000","0.7633"
"41886000","0.7504"
"42120000","0.7367999999999999"
"42354000","0.7438"
"42588000","0.7497999999999999"
"42822000","0.7407"
"43056000","0.7437999999999999"
"43290000","0.7431"
"43524000","0.7531"
"43758000","0.7595"
"43992000","0.7421"
"44226000","0.7403"
"44460000","0.754"
"44694000","0.7406"
"44928000","0.7373999999999999"
"45162000","0.7601"
"45396000","0.7467999999999999"
"45630000","0.777"
"45864000","0.7706000000000001"
"46098000","0.7670999999999999"
"46332000","0.7833"
"46566000","0.7600999999999999"
"46800000","0.7866000000000001"
"47034000","0.7755"
"47268000","0.793"
"47502000","0.7867"
"47736000","0.7787000000000001"
"47970000","0.7623"
"48204000","0.7827999999999999"
"48438000","0.77"
"48672000","0.7510999999999999"
"48906000","0.7815"
"49140000","0.7783"
"49374000","0.7981"
"49608000","0.7673000000000001"
"49842000","0.7905999999999999"
"50076000","0.7681"
"50310000","0.7847000000000001"
"50544000","0.7817000000000001"
"50778000","0.7767999999999999"
"51012000","0.7773"
"51246000","0.7792"
"51480000","0.7797000000000001"
"51714000","0.765"
"51948000","0.7962"
"52182000","0.7677999999999999"
"52416000","0.7691"
"52650000","0.766"
"52884000","0.7905"
"53118000","0.7695"
"53352000","0.7865"
"53586000","0.7819"
"53820000","0.7637"
"54054000","0.7828"
"54288000","0.7942"
"54522000","0.7892"
"54756000","0.7964000000000001"
"54990000","0.7594000000000001"
"55224000","0.788"
"55458000","0.7657"
"55692000","0.767"
"55926000","0.7907000000000001"
"56160000","0.7998999999999999"
"56394000","0.7958999999999999"
"56628000","0.7937000000000001"
"56862000","0.8041999999999999"
"57096000","0.8005999999999999"
"57330000","0.781"
"57564000","0.7695"
"57798000","0.7748999999999999"
"58032000","0.7757000000000001"
"58266000","0.7439"
"58500000","0.7544"
"58734000","0.7596"
"58968000","0.7557999999999999"
"59202000","0.7477999999999999"
"59436000","0.7486999999999999"
"59670000","0.7524000000000001"
"59904000","0.7599"
"60138000","0.7517999999999999"
"60372000","0.7707999999999999"
"60606000","0.7397"
"60840000","0.746"
"61074000","0.7578"
"61308000","0.7591"
"61542000","0.763"
"61776000","0.7643"
"62010000","0.7531"
"62244000","0.7791"
"62478000","0.7680999999999999"
"62712000","0.7802"
"62946000","0.7657"
"63180000","0.7924000000000001"
"63414000","0.801"
"63648000","0.8055"
"63882000","0.7938"
"64116000","0.7938999999999999"
"64350000","0.7981"
"64584000","0.8096"
"64818000","0.7963"
"65052000","0.8027000000000001"
"65286000","0.7898999999999999"
"65520000","0.7794"
"65754000","0.7935999999999999"
"65988000","0.7823"
"66222000","0.788"
"66456000","0.801"
"66690000","0.7984"
"66924000","0.8145999999999999"
"67158000","0.8132999999999999"
"67392000","0.8105"
"67626000","0.7997000000000001"
"67860000","0.8152"
"68094000","0.8036"
"68328000","0.7924"
"68562000","0.7930999999999999"
"68796000","0.8082999999999999"
"69030000","0.8109000000000001"
"69264000","0.7883000000000001"
"69498000","0.8025999999999999"
"69732000","0.7984"
"69966000","0.7948999999999999"
"70200000","0.8039"
"70434000","0.7933000000000001"
"70668000","0.7998"
"70902000","0.804"
"71136000","0.7957000000000001"
"71370000","0.7944"
"71604000","0.7888999999999999"
"71838000","0.769"
"72072000","0.7856000000000001"
"72306000","0.8135"
"72540000","0.8092999999999999"
"72774000","0.7988"
