"Step","mixdecay_sp_fre6_seed1 - 8cover_rate"
"157290","0.8443999999999999"
"314580","0.8402000000000001"
"466620","0.8481500000000001"
"618660","0.8411499999999998"
"765660","0.85225"
"912660","0.8311"
"1054410","0.8322999999999999"
"1196160","0.8548499999999999"
"1332660","0.82955"
"1469160","0.8069500000000001"
"1600620","0.8061499999999999"
"1732080","0.82055"
"1858080","0.83665"
"1984080","0.8414499999999999"
"2104830","0.8349000000000001"
"2225580","0.8473999999999999"
"2340870","0.854"
"2456160","0.8479500000000001"
"2566620","0.8562000000000001"
"2677080","0.859"
"2782080","0.8716499999999998"
"2887080","0.87115"
"2992080","0.86875"
"3097080","0.8745"
"3202080","0.87305"
"3307080","0.8647999999999999"
"3412080","0.86835"
"3517080","0.85935"
"3622080","0.84925"
"3727080","0.859"
"3832080","0.8445999999999999"
"3937080","0.85505"
"4042080","0.8505"
"4147080","0.83925"
"4252080","0.8373499999999999"
"4357080","0.825"
"4462080","0.80675"
"4567080","0.8316999999999999"
"4672080","0.829"
"4777080","0.8459"
"4882080","0.78265"
"4987080","0.8018"
"5092080","0.82505"
"5197080","0.8379500000000001"
"5302080","0.8353499999999999"
"5407080","0.81775"
"5512080","0.8114499999999999"
"5617080","0.82105"
"5722080","0.8079"
"5827080","0.8244499999999999"
"5932080","0.82005"
"6037080","0.81865"
"6142080","0.84325"
"6247080","0.8422999999999999"
"6352080","0.8503"
"6457080","0.8729"
"6562080","0.8697"
"6667080","0.87225"
"6772080","0.8618999999999999"
"6877080","0.86775"
"6982080","0.8659499999999999"
"7087080","0.87695"
"7192080","0.8518499999999999"
"7297080","0.8461"
"7402080","0.8499500000000001"
"7507080","0.86325"
"7612080","0.8552"
"7717080","0.8383999999999999"
"7822080","0.8665999999999999"
"7927080","0.8775499999999999"
"8032080","0.86845"
"8137080","0.8729"
"8242080","0.8697999999999999"
"8347080","0.8873000000000001"
"8452080","0.8903499999999999"
"8557080","0.88615"
"8662080","0.87705"
"8767080","0.8749499999999999"
"8872080","0.8854500000000001"
"8977080","0.9087"
"9082080","0.90575"
"9187080","0.8956500000000001"
"9292080","0.9145"
"9397080","0.91815"
"9502080","0.90865"
"9607080","0.9037"
"9712080","0.9008999999999998"
"9817080","0.9097"
"9922080","0.80855"
"10027080","0.8193499999999999"
"10132080","0.82055"
"10237080","0.83405"
"10342080","0.8512"
"10447080","0.84845"
"10552080","0.86595"
"10657080","0.8676999999999999"
"10762080","0.86925"
"10867080","0.8801"
"10972080","0.8729"
"11077080","0.89075"
"11182080","0.8717999999999999"
"11287080","0.86335"
"11392080","0.86775"
"11497080","0.8874999999999998"
"11602080","0.8728999999999999"
"11707080","0.8755"
"11812080","0.88215"
"11917080","0.8981999999999999"
"12022080","0.9015"
"12127080","0.92175"
"12232080","0.9096"
"12337080","0.91295"
"12442080","0.9123"
"12547080","0.9108"
"12652080","0.91415"
"12757080","0.9175"
"12862080","0.9082"
"12967080","0.9222"
"13072080","0.9071"
"13177080","0.9215"
"13282080","0.92565"
"13387080","0.92565"
"13492080","0.9288"
"13597080","0.92525"
"13702080","0.9362"
"13807080","0.93525"
"13912080","0.93935"
"14017080","0.939"
"14122080","0.9328"
"14227080","0.93215"
"14332080","0.9183"
"14437080","0.9242"
"14542080","0.9227"
"14647080","0.9336"
"14752080","0.9261"
"14857080","0.94215"
"14962080","0.9288"
"15067080","0.9187"
"15172080","0.92445"
"15277080","0.9303"
"15382080","0.94695"
"15487080","0.9432"
"15592080","0.9361999999999998"
"15697080","0.94485"
"15802080","0.94495"
"15907080","0.94675"
"16012080","0.9489"
"16117080","0.93355"
"16222080","0.8918499999999999"
"16327080","0.9074"
"16432080","0.91455"
"16537080","0.9099"
"16642080","0.9168"
"16747080","0.92375"
"16852080","0.92735"
"16957080","0.9302"
"17062080","0.9288"
"17167080","0.9391"
"17272080","0.9466"
"17377080","0.93885"
"17482080","0.9457"
"17587080","0.9495"
"17692080","0.9507"
"17797080","0.95285"
"17902080","0.96205"
"18007080","0.95765"
"18112080","0.9615"
"18217080","0.9521"
"18322080","0.87925"
"18427080","0.90375"
"18532080","0.91565"
"18637080","0.9233"
"18742080","0.93595"
"18847080","0.9385"
"18952080","0.9257"
"19057080","0.9273"
"19162080","0.93255"
"19267080","0.94875"
"19372080","0.94455"
"19477080","0.9469"
"19582080","0.94635"
"19687080","0.95195"
"19792080","0.94665"
"19897080","0.95005"
"20002080","0.961"
"20107080","0.9568"
"20212080","0.964"
"20317080","0.9664"
"20422080","0.9525"
"20527080","0.9708"
"20632080","0.96325"
"20737080","0.9621"
"20842080","0.95925"
"20947080","0.96685"
"21052080","0.96595"
"21157080","0.9651"
"21262080","0.9675"
"21367080","0.9734"
"21472080","0.9675"
"21577080","0.97555"
"21682080","0.9692"
"21787080","0.97385"
"21892080","0.9726"
"21997080","0.9713"
"22102080","0.9727"
"22207080","0.97535"
"22312080","0.9752"
"22417080","0.97725"
"22522080","0.96925"
"22627080","0.9788"
"22732080","0.97665"
"22837080","0.96895"
"22942080","0.9675"
"23047080","0.96"
"23152080","0.9684"
"23257080","0.97485"
"23362080","0.9789"
"23467080","0.9756"
"23572080","0.9765"
"23677080","0.9672"
"23782080","0.97395"
"23887080","0.9714"
"23992080","0.9693500000000002"
"24097080","0.96975"
"24202080","0.96965"
"24307080","0.96915"
"24412080","0.97205"
"24517080","0.9784"
"24622080","0.976"
"24727080","0.9726"
"24832080","0.97545"
"24937080","0.9782"
"25042080","0.97565"
"25147080","0.96645"
"25252080","0.97635"
"25357080","0.97945"
"25462080","0.9712"
"25567080","0.9657"
"25672080","0.9733"
"25777080","0.9773"
"25882080","0.97835"
"25987080","0.98305"
"26092080","0.9765"
"26197080","0.98"
"26302080","0.9778"
"26407080","0.97675"
"26512080","0.98135"
"26617080","0.9852"
"26722080","0.97595"
"26827080","0.9815"
"26932080","0.985"
"27037080","0.9893"
"27142080","0.9858"
