"Step","mix37_new_seed2 - 4cover_rate"
"234000","0.6583"
"468000","0.6476000000000001"
"702000","0.6661"
"936000","0.6577000000000001"
"1170000","0.6588999999999999"
"1404000","0.655"
"1638000","0.656"
"1872000","0.6613"
"2106000","0.6484"
"2340000","0.6538"
"2574000","0.6607999999999999"
"2808000","0.6618999999999999"
"3042000","0.6444"
"3276000","0.6642"
"3510000","0.6487999999999999"
"3744000","0.6336"
"3978000","0.6405"
"4212000","0.6607000000000001"
"4446000","0.6596000000000001"
"4680000","0.6462"
"4914000","0.6443"
"5148000","0.6562"
"5382000","0.6404000000000001"
"5616000","0.638"
"5850000","0.6477999999999999"
"6084000","0.6411"
"6318000","0.6467999999999999"
"6552000","0.6153"
"6786000","0.6137"
"7020000","0.6496999999999999"
"7254000","0.6564"
"7488000","0.6498"
"7722000","0.6324000000000001"
"7956000","0.628"
"8190000","0.6455"
"8424000","0.648"
"8658000","0.6402"
"8892000","0.6481"
"9126000","0.6562"
"9360000","0.6387999999999999"
"9594000","0.643"
"9828000","0.641"
"10062000","0.6425"
"10296000","0.6433"
"10530000","0.6688"
"10764000","0.6530999999999999"
"10998000","0.6379"
"11232000","0.6748"
"11466000","0.6697"
"11700000","0.6670999999999999"
"11934000","0.6840999999999999"
"12168000","0.6637000000000001"
"12402000","0.6804000000000001"
"12636000","0.6693"
"12870000","0.6797000000000001"
"13104000","0.6905999999999999"
"13338000","0.694"
"13572000","0.6838"
"13806000","0.6774"
"14040000","0.6861"
"14274000","0.6810999999999999"
"14508000","0.6756"
"14742000","0.6867000000000001"
"14976000","0.6655999999999999"
"15210000","0.6885"
"15444000","0.6802"
"15678000","0.6735999999999999"
"15912000","0.6785"
"16146000","0.6645"
"16380000","0.6722"
"16614000","0.6675"
"16848000","0.6734"
"17082000","0.6925"
"17316000","0.6703"
"17550000","0.6695999999999999"
"17784000","0.6720999999999999"
"18018000","0.6875"
"18252000","0.6928"
"18486000","0.6835"
"18720000","0.691"
"18954000","0.6876"
"19188000","0.6811"
"19422000","0.6742"
"19656000","0.6957000000000001"
"19890000","0.679"
"20124000","0.6902"
"20358000","0.6946"
"20592000","0.6874000000000001"
"20826000","0.6835"
"21060000","0.6846"
"21294000","0.6764000000000001"
"21528000","0.6955"
"21762000","0.6959"
"21996000","0.7058000000000001"
"22230000","0.6932"
"22464000","0.6965"
"22698000","0.6969000000000001"
"22932000","0.711"
"23166000","0.6957000000000001"
"23400000","0.6879000000000001"
"23634000","0.6875"
"23868000","0.6920999999999999"
"24102000","0.6938"
"24336000","0.6907000000000001"
"24570000","0.6920999999999999"
"24804000","0.696"
"25038000","0.7001000000000001"
"25272000","0.692"
"25506000","0.7045"
"25740000","0.7151"
"25974000","0.6797000000000001"
"26208000","0.6978"
"26442000","0.702"
"26676000","0.687"
"26910000","0.6819"
"27144000","0.7082999999999999"
"27378000","0.6982999999999999"
"27612000","0.701"
"27846000","0.6974"
"28080000","0.6951999999999999"
"28314000","0.7102"
"28548000","0.7064000000000001"
"28782000","0.6897"
"29016000","0.6955"
"29250000","0.6892999999999999"
"29484000","0.7035"
"29718000","0.6888"
"29952000","0.7016"
"30186000","0.6967000000000001"
"30420000","0.7007000000000001"
"30654000","0.7185"
"30888000","0.7039"
"31122000","0.7078"
"31356000","0.7085"
"31590000","0.6966"
"31824000","0.6937000000000001"
"32058000","0.7026"
"32292000","0.704"
"32526000","0.7086"
"32760000","0.7082"
"32994000","0.6985999999999999"
"33228000","0.7042999999999999"
"33462000","0.6949"
"33696000","0.7161"
"33930000","0.6816"
"34164000","0.6982"
"34398000","0.6969000000000001"
"34632000","0.6901999999999999"
"34866000","0.6972999999999999"
"35100000","0.714"
"35334000","0.695"
"35568000","0.6907000000000001"
"35802000","0.6828"
"36036000","0.7006999999999999"
"36270000","0.7298"
"36504000","0.697"
"36738000","0.7012999999999999"
"36972000","0.7069"
"37206000","0.7045"
"37440000","0.6964000000000001"
"37674000","0.696"
"37908000","0.7"
"38142000","0.7188"
"38376000","0.7084"
"38610000","0.6807000000000001"
"38844000","0.714"
"39078000","0.7056"
"39312000","0.7077"
"39546000","0.7208"
"39780000","0.712"
"40014000","0.7059"
"40248000","0.7047"
"40482000","0.7081000000000001"
"40716000","0.719"
"40950000","0.716"
"41184000","0.7"
"41418000","0.6926"
"41652000","0.6930999999999999"
"41886000","0.7067"
"42120000","0.6945999999999999"
"42354000","0.7108"
"42588000","0.7142000000000001"
"42822000","0.7119000000000001"
"43056000","0.7059"
"43290000","0.7025"
"43524000","0.7085"
"43758000","0.6981999999999999"
"43992000","0.704"
"44226000","0.6872"
"44460000","0.7121000000000001"
"44694000","0.7235"
"44928000","0.7072999999999999"
"45162000","0.7253"
"45396000","0.7065"
"45630000","0.718"
"45864000","0.7205999999999999"
"46098000","0.7149"
"46332000","0.7055"
"46566000","0.7252000000000001"
"46800000","0.7319000000000001"
"47034000","0.7215"
"47268000","0.7057"
"47502000","0.7245"
"47736000","0.7212999999999999"
"47970000","0.7419"
"48204000","0.7218"
"48438000","0.7161"
"48672000","0.731"
"48906000","0.7196"
"49140000","0.7335999999999999"
"49374000","0.7259"
"49608000","0.7071"
"49842000","0.7133999999999999"
"50076000","0.7375"
"50310000","0.7219"
"50544000","0.7403"
"50778000","0.7269000000000001"
"51012000","0.7175"
"51246000","0.7349000000000001"
"51480000","0.7196"
"51714000","0.7372000000000001"
"51948000","0.7477999999999999"
"52182000","0.7437999999999999"
"52416000","0.7391"
"52650000","0.7511"
"52884000","0.7333"
"53118000","0.7602000000000001"
"53352000","0.7278"
"53586000","0.7278"
"53820000","0.7363"
"54054000","0.7354"
"54288000","0.7318"
"54522000","0.7412"
"54756000","0.7477"
"54990000","0.7331"
"55224000","0.7552"
"55458000","0.7546"
"55692000","0.7586"
"55926000","0.7637999999999999"
"56160000","0.7439000000000001"
"56394000","0.7553"
"56628000","0.757"
"56862000","0.7467999999999999"
"57096000","0.7525"
"57330000","0.7529"
"57564000","0.7405"
"57798000","0.7537"
"58032000","0.7308"
"58266000","0.7402000000000001"
"58500000","0.7477999999999999"
"58734000","0.7585"
"58968000","0.751"
"59202000","0.742"
"59436000","0.7403"
"59670000","0.7417"
"59904000","0.7322000000000001"
"60138000","0.7507"
"60372000","0.7383"
"60606000","0.7524"
"60840000","0.7467"
"61074000","0.7453"
"61308000","0.754"
"61542000","0.7509000000000001"
"61776000","0.7549"
"62010000","0.7479000000000001"
"62244000","0.7445"
"62478000","0.7268000000000001"
"62712000","0.7457999999999999"
"62946000","0.753"
"63180000","0.75"
"63414000","0.7577999999999999"
"63648000","0.7433"
"63882000","0.7572000000000001"
"64116000","0.7612000000000001"
"64350000","0.7477"
"64584000","0.7465999999999999"
"64818000","0.7713"
"65052000","0.7424"
"65286000","0.7485"
"65520000","0.7516"
"65754000","0.7351"
"65988000","0.7419"
"66222000","0.7067"
"66456000","0.7122"
"66690000","0.7261"
"66924000","0.7331"
"67158000","0.7344"
"67392000","0.7495999999999999"
"67626000","0.7442000000000001"
"67860000","0.7701"
"68094000","0.7494"
"68328000","0.7596999999999999"
"68562000","0.7585"
"68796000","0.7692"
"69030000","0.7521"
"69264000","0.7512000000000001"
"69498000","0.7635"
"69732000","0.7613"
"69966000","0.7712"
"70200000","0.7575"
