"Step","mix_sp_train4eval8_seed1 - 8cover_rate"
"105000","0"
"210000","0.0028"
"315000","0.009"
"420000","0.01005"
"525000","0.015"
"630000","0.0143"
"735000","0.0125"
"840000","0.0185"
"945000","0.0318"
"1050000","0.0469"
"1155000","0.0725"
"1260000","0.06215"
"1365000","0.1705"
"1470000","0.20765"
"1575000","0.2201"
"1680000","0.25195"
"1785000","0.2677"
"1890000","0.27144999999999997"
"1995000","0.2765"
"2100000","0.26189999999999997"
"2205000","0.26025"
"2310000","0.2769"
"2415000","0.27320000000000005"
"2520000","0.2438"
"2625000","0.25335"
"2730000","0.2392"
"2835000","0.246"
"2940000","0.2488"
"3045000","0.25510000000000005"
"3150000","0.2433"
"3255000","0.2588"
"3360000","0.2545"
"3465000","0.26755"
"3570000","0.2491"
"3675000","0.2578"
"3780000","0.25839999999999996"
"3885000","0.27255"
"3990000","0.26855"
"4095000","0.28235000000000005"
"4200000","0.27985000000000004"
"4305000","0.31735"
"4410000","0.31939999999999996"
"4515000","0.31434999999999996"
"4620000","0.32135"
"4725000","0.31035"
"4830000","0.30785"
"4935000","0.3201"
"5040000","0.34254999999999997"
"5145000","0.32925"
"5250000","0.3386"
"5355000","0.32745"
"5460000","0.34855"
"5565000","0.35885"
"5670000","0.35445"
"5775000","0.3703"
"5880000","0.3788"
"5985000","0.37195"
"6090000","0.3728"
"6195000","0.3607"
"6300000","0.3733999999999999"
"6405000","0.37665"
"6510000","0.3849"
"6615000","0.35775"
"6720000","0.3691"
"6825000","0.3825"
"6930000","0.3633"
"7035000","0.39095"
"7140000","0.39"
"7245000","0.41465"
"7350000","0.4121"
"7455000","0.42115"
"7560000","0.40855"
"7665000","0.41805"
"7770000","0.4163"
"7875000","0.417"
"7980000","0.4298"
"8085000","0.4453"
"8190000","0.45335"
"8295000","0.45515"
"8400000","0.46795"
"8505000","0.4756"
"8610000","0.4856"
"8715000","0.48005"
"8820000","0.48155"
"8925000","0.47755"
"9030000","0.4929"
"9135000","0.5057999999999999"
"9240000","0.5164"
"9345000","0.5176"
"9450000","0.526"
"9555000","0.5320499999999999"
"9660000","0.52475"
"9765000","0.5406"
"9870000","0.5384000000000001"
"9975000","0.5289499999999999"
"10080000","0.53655"
"10185000","0.5512"
"10290000","0.55295"
"10395000","0.55135"
"10500000","0.5685500000000001"
"10605000","0.58"
"10710000","0.5836"
"10815000","0.5985499999999999"
"10920000","0.601"
"11025000","0.6000999999999999"
"11130000","0.6069"
"11235000","0.6008499999999999"
"11340000","0.6063999999999999"
"11445000","0.5979"
"11550000","0.61495"
"11655000","0.5821500000000001"
"11760000","0.6019000000000001"
"11865000","0.61895"
"11970000","0.6041500000000001"
"12075000","0.5991000000000001"
"12180000","0.5916500000000001"
"12285000","0.604"
"12390000","0.61885"
"12495000","0.61325"
"12600000","0.62215"
"12705000","0.6334"
"12810000","0.63355"
"12915000","0.6161"
"13020000","0.6587000000000001"
"13125000","0.6518499999999999"
"13230000","0.66165"
"13335000","0.66635"
"13440000","0.6644"
"13545000","0.6503999999999999"
"13650000","0.6606500000000001"
"13755000","0.6761"
"13860000","0.6849500000000001"
"13965000","0.6842999999999999"
"14070000","0.6697000000000001"
"14175000","0.66315"
"14280000","0.68525"
"14385000","0.65425"
"14490000","0.68295"
"14595000","0.6894"
"14700000","0.67685"
"14805000","0.6782"
"14910000","0.6844000000000001"
"15015000","0.70485"
"15120000","0.7211500000000001"
"15225000","0.70255"
"15330000","0.7153999999999999"
"15435000","0.7205499999999999"
"15540000","0.7201500000000001"
"15645000","0.7229"
"15750000","0.7419000000000001"
"15855000","0.7338"
"15960000","0.7469000000000001"
"16065000","0.72935"
"16170000","0.7450999999999999"
"16275000","0.7388500000000001"
"16380000","0.7384"
"16485000","0.75545"
"16590000","0.765"
"16695000","0.7727"
"16800000","0.7741499999999999"
"16905000","0.7878499999999999"
"17010000","0.7693"
"17115000","0.7928499999999999"
"17220000","0.78325"
"17325000","0.7981999999999999"
"17430000","0.8192999999999999"
"17535000","0.81425"
"17640000","0.8031500000000001"
"17745000","0.7767999999999999"
"17850000","0.7973999999999999"
"17955000","0.8075999999999999"
"18060000","0.7940499999999999"
"18165000","0.79745"
"18270000","0.7890999999999999"
"18375000","0.7897000000000001"
"18480000","0.8118"
"18585000","0.79665"
"18690000","0.80675"
"18795000","0.81275"
"18900000","0.822"
"19005000","0.8281499999999999"
"19110000","0.8032"
"19215000","0.8154"
"19320000","0.817"
"19425000","0.8275"
"19530000","0.829"
"19635000","0.8162999999999999"
"19740000","0.8186"
"19845000","0.82525"
"19950000","0.81845"
"20055000","0.8329500000000001"
"20160000","0.8368"
"20265000","0.8299"
"20370000","0.826"
"20475000","0.84045"
"20580000","0.85425"
"20685000","0.8425"
"20790000","0.8494"
"20895000","0.8671"
"21000000","0.85915"
"21105000","0.8604"
"21210000","0.8548"
"21325500","0.83415"
"21462000","0.83715"
"21598500","0.8210999999999999"
"21735000","0.8324499999999999"
"21871500","0.8372999999999999"
"22008000","0.8309500000000001"
"22144500","0.82975"
"22281000","0.8324499999999999"
"22417500","0.831"
"22554000","0.83815"
"22690500","0.84475"
"22827000","0.8335999999999999"
"22963500","0.8169"
"23100000","0.83665"
"23236500","0.8428499999999999"
"23373000","0.84615"
"23509500","0.8395499999999999"
"23646000","0.8442000000000001"
"23782500","0.8528499999999999"
"23919000","0.8485"
"24055500","0.84725"
"24192000","0.8663"
"24328500","0.8629499999999999"
"24465000","0.8542000000000001"
"24601500","0.85925"
"24738000","0.86535"
"24874500","0.8661"
"25011000","0.8552000000000001"
"25147500","0.8499000000000001"
"25284000","0.8395"
"25420500","0.8487"
"25557000","0.8478"
"25693500","0.8637999999999999"
"25830000","0.8642000000000001"
"25966500","0.8764"
"26103000","0.8725499999999999"
"26239500","0.8774"
"26376000","0.87305"
"26512500","0.8573500000000001"
"26649000","0.78765"
"26785500","0.7978999999999998"
"26922000","0.80155"
"27058500","0.8232"
"27195000","0.85075"
"27331500","0.8669000000000001"
"27468000","0.8673"
"27604500","0.8676"
"27741000","0.8620999999999999"
"27877500","0.8653500000000001"
"28014000","0.8595"
"28150500","0.85665"
"28287000","0.8593999999999999"
"28423500","0.874"
"28560000","0.8769"
"28696500","0.87975"
"28833000","0.8906499999999999"
"28969500","0.8937999999999999"
"29106000","0.91015"
"29242500","0.90805"
"29379000","0.8998999999999999"
"29515500","0.8903"
"29652000","0.892"
"29788500","0.8945500000000001"
"29925000","0.8820999999999999"
"30061500","0.8758499999999999"
"30198000","0.8713"
"30334500","0.89105"
"30471000","0.90625"
"30607500","0.90275"
"30744000","0.9128"
"30880500","0.90365"
"31017000","0.92245"
"31153500","0.92675"
"31290000","0.9218"
"31426500","0.9231"
"31563000","0.93815"
"31699500","0.9305"
"31836000","0.9238"
"31972500","0.93115"
"32109000","0.92825"
"32240040","0.94165"
"32371080","0.919"
"32502120","0.9271"
"32633160","0.93955"
"32764200","0.93695"
"32895240","0.93065"
"33026280","0.946"
"33157320","0.93385"
"33288360","0.95345"
"33419400","0.9503"
"33550440","0.936"
"33681480","0.9429"
"33812520","0.9327"
"33943560","0.93145"
