"Step","sp_8agents_seed1 - 8cover_rate"
"15540000","0"
"15575000","0"
"15610000","0"
"15645000","0"
"15680000","0"
"15715000","0"
"15750000","0"
"15785000","0"
"15820000","0"
"15855000","0"
"15890000","0"
"15925000","0"
"15960000","0"
"15995000","0.00025"
"16030000","0.0045"
"16065000","0.0058"
"16100000","0.00335"
"16135000","0.00325"
"16170000","0.0008"
"16205000","0.0004"
"16240000","0.0014"
"16275000","0.0055"
"16310000","0.0046500000000000005"
"16345000","0.007"
"16380000","0.0075"
"16415000","0.00435"
"16450000","0.005"
"16485000","0.005900000000000001"
"16520000","0.00965"
"16555000","0.0055"
"16590000","0"
"16625000","0"
"16660000","0"
"16695000","0"
"16730000","0"
"16765000","0.0002"
"16800000","0"
"16835000","0.00035"
"16870000","0.0013"
"16905000","0.00025"
"16940000","0.0021000000000000003"
"16975000","0.00275"
"17010000","0.002"
"17045000","0.006"
"17080000","0.006900000000000001"
"17115000","0.0038"
"17150000","0.00915"
"17185000","0.00725"
"17220000","0.00775"
"17255000","0.0066500000000000005"
"17290000","0.00525"
"17325000","0.00125"
"17360000","0.00325"
"17395000","0.0025"
"17430000","0.00125"
"17465000","0.00185"
"17500000","0.00195"
"17535000","0.00025"
"17570000","0.00075"
"17605000","0.0028"
"17640000","0.004849999999999999"
"17675000","0.006"
"17710000","0.00445"
"17745000","0.00725"
"17780000","0.005"
"17815000","0.0056500000000000005"
"17850000","0.007450000000000001"
"17885000","0.0047"
"17920000","0.00475"
"17955000","0.0029500000000000004"
"17990000","0.00365"
"18025000","0.005699999999999999"
"18060000","0.01005"
"18095000","0.005"
"18130000","0.00575"
"18165000","0.00995"
"18200000","0.009"
"18235000","0.006449999999999999"
"18270000","0.01025"
"18305000","0.006300000000000001"
"18340000","0.0026500000000000004"
"18375000","0"
"18410000","0.0001"
"18445000","0.0023"
"18480000","0.0076"
"18515000","0.005"
"18550000","0.00705"
"18585000","0.009"
"18620000","0.01255"
"18655000","0.0095"
"18690000","0.01"
"18725000","0.009"
"18760000","0.01175"
"18795000","0.011"
"18830000","0.01325"
"18865000","0.00875"
"18900000","0.01275"
"18935000","0.00775"
"18970000","0.0066500000000000005"
"19005000","0.008199999999999999"
"19040000","0.00675"
"19075000","0.00595"
"19110000","0.00305"
"19145000","0.00665"
"19180000","0.0024"
"19215000","0.0011"
"19250000","0.0024"
"19285000","0.00525"
"19320000","0.004849999999999999"
"19355000","0.0056"
"19390000","0.0066500000000000005"
"19425000","0.007850000000000001"
"19460000","0.007"
"19495000","0.0109"
"19530000","0.00985"
"19565000","0.00985"
"19600000","0.0116"
"19635000","0.01305"
"19670000","0.0092"
"19705000","0.0122"
"19740000","0.0122"
"19775000","0.01375"
"19810000","0.01185"
"19845000","0.0122"
"19880000","0.01265"
"19915000","0.011"
"19950000","0.01125"
"19985000","0.01015"
"20020000","0.01215"
"20055000","0.0121"
"20090000","0.00985"
"20125000","0.0123"
"20160000","0.01"
"20195000","0.00735"
"20230000","0.006449999999999999"
"20265000","0.004849999999999999"
"20300000","0.00355"
"20335000","0.00525"
"20370000","0.00455"
"20405000","0.00385"
"20440000","0.00345"
"20475000","0.0040999999999999995"
"20510000","0.006"
"20545000","0.00445"
"20580000","0.00285"
"20615000","0.0087"
"20650000","0.0071"
"20685000","0.0057"
"20720000","0.0046"
"20755000","0.00695"
"20790000","0.00715"
"20825000","0.00775"
"20860000","0.006699999999999999"
"20895000","0.0102"
"20930000","0.0062"
"20965000","0.00555"
"21000000","0.0071"
"21035000","0.00745"
"21070000","0.006699999999999999"
"21105000","0.009"
"21140000","0.006"
"21175000","0.0055"
"21210000","0.006"
"21245000","0.00475"
"21280000","0.0055"
"21315000","0.00545"
"21350000","0.0068"
"21385000","0.00415"
"21420000","0.0008500000000000001"
"21455000","0.00025"
"21490000","0.00045"
"21525000","0.00015"
"21560000","0.00055"
"21595000","0.0004"
"21630000","0.00030000000000000003"
"21665000","0.00025"
"21700000","0.0002"
"21735000","0.0001"
"21770000","0.00025"
"21805000","0.00225"
"21840000","0.0035"
"21875000","0.004849999999999999"
"21910000","0.00425"
"21945000","0.0040999999999999995"
"21980000","0.0052"
"22015000","0.0054"
"22050000","0.004900000000000001"
"22085000","0.00645"
"22120000","0.008799999999999999"
"22155000","0.00735"
"22190000","0.004849999999999999"
"22225000","0.006049999999999999"
"22260000","0.0025"
"22295000","0.001"
"22330000","0.00165"
"22365000","0.00215"
"22400000","0.005"
"22435000","0.0075"
"22470000","0.00785"
"22505000","0.0078"
"22540000","0.0047"
"22575000","0.0040999999999999995"
"22610000","0.0055"
"22645000","0.00725"
"22680000","0.00635"
"22715000","0.00415"
"22750000","0.0015"
"22785000","0.003"
"22820000","0.005199999999999999"
"22855000","0.0026"
"22890000","0.0021000000000000003"
"22925000","0.0025"
"22960000","0.00075"
"22995000","0.00125"
"23030000","0.00015"
"23065000","0.00125"
"23100000","0.0022"
"23135000","0.0028"
"23170000","0.00215"
"23205000","0.00455"
"23240000","0.0034500000000000004"
"23275000","0.005"
"23310000","0.0039"
"23345000","0.0047"
"23380000","0.010649999999999998"
"23415000","0.0091"
"23450000","0.00875"
"23485000","0.0073"
"23520000","0.0070999999999999995"
"23555000","0.01155"
"23590000","0.010649999999999998"
"23625000","0.0113"
"23660000","0.00635"
"23695000","0.0053"
"23730000","0.00215"
"23765000","0.002"
"23800000","0.00165"
"23835000","0.0010500000000000002"
"23870000","0.00135"
"23905000","0.002"
"23940000","0.0013"
"23975000","0.00265"
"24010000","0.0043"
"24045000","0.0067"
"24080000","0.005849999999999999"
"24115000","0.00825"
"24150000","0.0065"
"24185000","0.0086"
"24220000","0.00945"
"24255000","0.01005"
"24290000","0.00615"
"24325000","0.00995"
"24360000","0.010850000000000002"
"24395000","0.00965"
"24430000","0.00705"
"24465000","0.0102"
"24500000","0.0085"
"24535000","0.00785"
"24570000","0.0070999999999999995"
"24605000","0.006200000000000001"
"24640000","0.0070999999999999995"
"24675000","0.00755"
"24710000","0.0068"
"24745000","0.01"
"24780000","0.00845"
"24815000","0.00895"
"24850000","0.0083"
"24885000","0.00785"
"24920000","0.00455"
"24955000","0.0089"
"24990000","0.008199999999999999"
"25025000","0.00775"
"25060000","0.0053"
"25095000","0.005050000000000001"
"25130000","0.00495"
"25165000","0.00455"
"25200000","0.0046"
"25235000","0.007300000000000001"
"25270000","0.0034"
"25305000","0.00435"
"25340000","0.0058"
"25375000","0.006699999999999999"
"25410000","0.005"
"25445000","0.0045"
"25480000","0.00615"
"25515000","0.00695"
"25550000","0.01075"
"25585000","0.0116"
"25620000","0.0076"
"25655000","0.009"
"25690000","0.0107"
"25725000","0.0097"
"25760000","0.01115"
"25795000","0.00965"
"25830000","0.01085"
"25865000","0.01195"
"25900000","0.00965"
"25935000","0.01005"
"25970000","0.01455"
"26005000","0.00985"
"26040000","0.00845"
"26075000","0.0109"
"26110000","0.01085"
"26145000","0.00865"
"26180000","0.0131"
"26215000","0.0085"
"26250000","0.0125"
"26285000","0.01275"
"26320000","0.01325"
"26355000","0.0125"
"26390000","0.0083"
"26425000","0.00735"
"26460000","0.0111"
"26495000","0.0106"
"26530000","0.0083"
"26565000","0.006900000000000001"
"26600000","0.0081"
"26635000","0.0111"
"26670000","0.008400000000000001"
"26705000","0.00745"
"26740000","0.0106"
"26775000","0.01035"
"26810000","0.006699999999999999"
"26845000","0.01055"
"26880000","0.0088"
"26915000","0.0062"
"26950000","0.009"
"26985000","0.01225"
"27020000","0.0070999999999999995"
"27055000","0.00555"
"27090000","0.0063"
"27125000","0.005"
"27160000","0.007549999999999999"
"27195000","0.00555"
"27230000","0.0078"
"27265000","0.00615"
"27300000","0.00735"
"27335000","0.01135"
"27370000","0.006549999999999999"
"27405000","0.0063"
"27440000","0.006549999999999999"
"27475000","0.0093"
"27510000","0.00855"
"27545000","0.007799999999999999"
"27580000","0.0070999999999999995"
"27615000","0.01035"
"27650000","0.009"
"27685000","0.007699999999999999"
"27720000","0.00685"
"27755000","0.006549999999999999"
"27790000","0.00835"
"27825000","0.0099"
"27860000","0.00625"
"27895000","0.0070999999999999995"
"27930000","0.00855"
"27965000","0.008150000000000001"
"28000000","0.004"
"28035000","0.0093"
"28070000","0.00925"
"28105000","0.010850000000000002"
"28140000","0.006900000000000001"
"28175000","0.0088"
"28210000","0.00625"
"28245000","0.010299999999999998"
"28280000","0.004900000000000001"
"28315000","0.0091"
"28350000","0.00615"
"28385000","0.00975"
"28420000","0.0074"
"28455000","0.008850000000000002"
"28490000","0.007549999999999999"
"28525000","0.00695"
"28560000","0.0083"
"28595000","0.01075"
"28630000","0.00995"
"28665000","0.0078"
"28700000","0.008850000000000002"
"28735000","0.00935"
"28770000","0.0076"
"28805000","0.009"
"28840000","0.00955"
"28875000","0.00775"
"28910000","0.007549999999999999"
"28945000","0.0075499999999999986"
"28980000","0.00825"
"29015000","0.00865"
"29050000","0.0079"
"29085000","0.00945"
"29120000","0.0094"
"29155000","0.00705"
"29190000","0.0117"
"29225000","0.0074"
"29260000","0.008150000000000001"
"29295000","0.009"
"29330000","0.005849999999999999"
"29365000","0.0072"
"29400000","0.008799999999999999"
"29435000","0.007549999999999999"
"29470000","0.00675"
"29505000","0.00825"
"29540000","0.006350000000000001"
"29575000","0.01045"
"29610000","0.00575"
"29645000","0.007199999999999999"
"29680000","0.0094"
"29715000","0.00985"
"29750000","0.00805"
"29785000","0.006"
"29820000","0.007199999999999999"
"29855000","0.00715"
"29890000","0.00475"
"29925000","0.008799999999999999"
"29960000","0.007699999999999999"
"29995000","0.00775"
"30030000","0.0075"
"30065000","0.006550000000000001"
"30100000","0.008399999999999998"
"30135000","0.00785"
"30170000","0.00905"
"30205000","0.0073"
"30240000","0.0079"
"30275000","0.01095"
"30310000","0.00965"
"30345000","0.0064"
"30380000","0.00945"
"30415000","0.0101"
"30450000","0.0076"
"30485000","0.0094"
"30520000","0.008349999999999998"
"30555000","0.0065"
"30590000","0.005900000000000001"
"30625000","0.0058000000000000005"
"30660000","0.00715"
"30695000","0.00635"
"30730000","0.0068"
"30765000","0.00535"
"30800000","0.00635"
"30835000","0.0083"
"30870000","0.011149999999999998"
"30905000","0.0078"
"30940000","0.01"
"30975000","0.0103"
"31010000","0.011"
"31045000","0.01145"
"31080000","0.0106"
"31115000","0.00765"
"31150000","0.007500000000000001"
"31185000","0.0101"
"31220000","0.00875"
"31255000","0.0087"
"31290000","0.00925"
"31325000","0.010049999999999998"
"31360000","0.0057"
"31395000","0.0039"
"31430000","0.00845"
"31465000","0.0065"
"31500000","0.009"
"31535000","0.007699999999999999"
"31570000","0.00695"
"31605000","0.008450000000000001"
"31640000","0.00705"
"31675000","0.0053"
"31710000","0.0055499999999999985"
"31745000","0.00525"
"31780000","0.00635"
"31815000","0.0064"
"31850000","0.00775"
"31885000","0.0075"
"31920000","0.0054"
"31955000","0.00675"
"31990000","0.00475"
"32025000","0.007549999999999999"
"32060000","0.006900000000000001"
"32095000","0.006449999999999999"
"32130000","0.006450000000000001"
"32165000","0.0046"
"32200000","0.00695"
"32235000","0.0074"
"32270000","0.005450000000000001"
"32305000","0.006849999999999999"
"32340000","0.0052"
"32375000","0.00815"
"32410000","0.0046"
"32445000","0.00415"
"32480000","0.0070999999999999995"
"32515000","0.0057"
"32550000","0.00385"
"32585000","0.0028"
"32620000","0.00395"
"32655000","0.0029"
"32690000","0.004"
"32725000","0.0043"
"32760000","0.00515"
"32795000","0.005849999999999999"
"32830000","0.00635"
"32865000","0.00355"
"32900000","0.0056"
"32935000","0.004449999999999999"
"32970000","0.006200000000000001"
"33005000","0.0037"
"33040000","0.00535"
"33075000","0.0064"
"33110000","0.0064"
"33145000","0.005900000000000001"
"33180000","0.00625"
"33215000","0.005849999999999999"
"33250000","0.0091"
"33285000","0.006900000000000001"
"33320000","0.00325"
"33355000","0.004900000000000001"
"33390000","0.00845"
"33425000","0.00395"
"33460000","0.00595"
"33495000","0.0074"
"33530000","0.0085"
"33565000","0.00945"
"33600000","0.008150000000000001"
"33635000","0.0054"
"33670000","0.0024"
"33705000","0.00525"
"33740000","0.0102"
"33775000","0.0101"
"33810000","0.00505"
"33845000","0.00945"
"33880000","0.00325"
"33915000","0.0032"
"33950000","0.0033"
"33985000","0.00185"
"34020000","0.00375"
"34055000","0.0015"
"34090000","0.0046"
"34125000","0.00405"
"34160000","0.00265"
"34195000","0.0044"
"34230000","0.0029500000000000004"
"34265000","0.0035"
"34300000","0.00485"
"34335000","0.002"
"34370000","0.00125"
"34405000","0.00455"
"34440000","0.0063"
"34475000","0.0026"
"34510000","0.0021500000000000004"
"34545000","0.0045"
"34580000","0.0036"
"34615000","0.0040999999999999995"
"34650000","0.006050000000000001"
"34685000","0.00435"
"34720000","0.005050000000000001"
"34755000","0.0063"
"34790000","0.0045"
"34825000","0.00415"
"34860000","0.00805"
"34895000","0.00735"
"34930000","0.006449999999999999"
"34965000","0.007"
"35000000","0.0056500000000000005"
"35035000","0.00535"
"35070000","0.005199999999999999"
"35105000","0.01105"
"35140000","0.006300000000000001"
"35175000","0.0063"
"35210000","0.00555"
"35245000","0.005"
"35280000","0.00765"
"35315000","0.008199999999999999"
"35350000","0.0104"
"35385000","0.007300000000000001"
"35420000","0.00805"
"35455000","0.00795"
"35490000","0.0088"
"35525000","0.0121"
"35560000","0.0118"
"35595000","0.008100000000000001"
"35630000","0.0075"
"35665000","0.00595"
"35700000","0.00785"
"35735000","0.00915"
"35770000","0.0092"
"35805000","0.009"
"35840000","0.009"
"35875000","0.00755"
"35910000","0.01175"
"35945000","0.0034500000000000004"
"35980000","0.0060999999999999995"
"36015000","0.006900000000000001"
"36050000","0.007600000000000001"
"36085000","0.0081"
"36120000","0.006900000000000001"
"36155000","0.00835"
"36190000","0.01045"
"36225000","0.01025"
"36260000","0.008350000000000002"
"36295000","0.008350000000000002"
"36330000","0.00955"
"36365000","0.0083"
"36400000","0.01155"
"36435000","0.0103"
"36470000","0.01315"
"36505000","0.007850000000000001"
"36540000","0.00855"
"36575000","0.00955"
"36610000","0.01015"
"36645000","0.00725"
"36680000","0.008100000000000001"
"36715000","0.0048"
"36750000","0.007600000000000001"
"36785000","0.0061"
"36820000","0.0074"
"36855000","0.0102"
"36890000","0.00875"
"36925000","0.0085"
"36960000","0.00835"
"36995000","0.009"
"37030000","0.00795"
"37065000","0.00835"
"37100000","0.0063999999999999994"
"37135000","0.006549999999999999"
"37170000","0.00785"
"37205000","0.0076"
"37240000","0.008400000000000001"
"37275000","0.00915"
"37310000","0.0074"
"37345000","0.005449999999999999"
"37380000","0.00765"
"37415000","0.007149999999999999"
"37450000","0.00745"
"37485000","0.00675"
"37520000","0.006900000000000001"
"37555000","0.00775"
"37590000","0.0097"
"37625000","0.008799999999999999"
"37660000","0.00755"
"37695000","0.0046"
"37730000","0.0053"
"37765000","0.00755"
"37800000","0.005900000000000001"
"37835000","0.005849999999999999"
"37870000","0.006900000000000001"
"37905000","0.00545"
"37940000","0.00625"
"37975000","0.0066"
"38010000","0.00725"
"38045000","0.0060999999999999995"
"38080000","0.007"
"38115000","0.00595"
"38150000","0.0093"
"38185000","0.009450000000000002"
"38220000","0.01015"
"38255000","0.00645"
"38290000","0.0078"
"38325000","0.00545"
"38360000","0.00515"
"38395000","0.0065"
"38430000","0.008399999999999998"
"38465000","0.009"
"38500000","0.006550000000000001"
"38535000","0.008199999999999999"
"38570000","0.007899999999999999"
"38605000","0.00645"
"38640000","0.0081"
"38675000","0.008700000000000001"
"38710000","0.0106"
"38745000","0.01"
"38780000","0.00545"
"38815000","0.00665"
"38850000","0.00835"
"38885000","0.0101"
"38920000","0.00765"
"38955000","0.006900000000000001"
"38990000","0.00455"
"39025000","0.0043"
"39060000","0.0056"
"39095000","0.0019"
"39130000","0.00805"
"39165000","0.005550000000000001"
"39200000","0.007899999999999999"
"39235000","0.0048"
"39270000","0.00805"
"39305000","0.006250000000000001"
"39340000","0.00495"
"39375000","0.0027"
"39410000","0.0019"
"39445000","0.0019"
"39480000","0.00375"
"39515000","0.0047"
"39550000","0.00575"
"39585000","0.00505"
"39620000","0.005"
"39655000","0.0047"
"39690000","0.008"
"39725000","0.004849999999999999"
"39760000","0.00095"
"39795000","0.001"
"39830000","0.00135"
"39865000","0.00285"
"39900000","0.0034500000000000004"
"39935000","0.00505"
"39970000","0.0056500000000000005"
"40005000","0.00555"
"40040000","0.0066"
"40075000","0.00375"
"40110000","0.0046500000000000005"
"40145000","0.004550000000000001"
"40180000","0.0034"
"40215000","0.006"
"40250000","0.0037"
"40285000","0.0055"
"40320000","0.0065"
"40355000","0.005900000000000001"
"40390000","0.0073"
"40425000","0.0054"
"40460000","0.00745"
"40495000","0.0046"
"40530000","0.00475"
"40565000","0.005"
"40600000","0.0045"
"40635000","0.00625"
"40670000","0.00495"
"40705000","0.007"
"40740000","0.00765"
"40775000","0.007"
"40810000","0.009"
"40845000","0.0081"
"40880000","0.00595"
"40915000","0.0066500000000000005"
"40950000","0.0076"
"40985000","0.00575"
"41020000","0.0044"
"41055000","0.00575"
"41090000","0.00395"
"41125000","0.00625"
"41160000","0.0055"
"41195000","0.0065"
"41230000","0.0064"
"41265000","0.0064"
"41300000","0.00595"
"41335000","0.004"
"41370000","0.00475"
"41405000","0.0055"
"41440000","0.005"
"41475000","0.0056500000000000005"
"41510000","0.00555"
"41545000","0.0045"
"41580000","0.00525"
"41615000","0.007"
"41650000","0.0043"
"41685000","0.00525"
"41720000","0.0056500000000000005"
"41755000","0.00805"
"41790000","0.0055"
"41825000","0.0044"
"41860000","0.00425"
"41895000","0.00595"
"41930000","0.005550000000000001"
"41965000","0.0038"
"42000000","0.0060999999999999995"
"42035000","0.0015000000000000002"
"42070000","0.002"
"42105000","0.0004"
"42140000","0.00125"
"42175000","0.00165"
"42210000","0.0025499999999999997"
"42245000","0.00145"
"42280000","0.00225"
"42315000","0.0013"
"42350000","0.0028"
"42385000","0.00025"
"42420000","0.0023"
"42455000","0.00215"
"42490000","0.00275"
"42525000","0.0016"
"42560000","0.00175"
"42595000","0.0019499999999999997"
"42630000","0.00065"
"42665000","0.0009"
"42700000","0.0014"
"42735000","0.002"
"42770000","0.0019"
"42805000","0.0011"
"42840000","0.0025499999999999997"
"42875000","0.0014"
"42910000","0.00030000000000000003"
"42945000","0.00035"
"42980000","0"
"43015000","0.0007"
"43050000","0.00025"
"43085000","0"
"43120000","0.0001"
"43155000","0"
"43190000","0"
"43225000","0"
"43260000","0"
"43295000","0"
"43330000","0"
"43365000","0"
"43400000","0"
"43435000","0"
"43470000","0"
"43505000","0"
"43540000","0"
"43575000","0"
"43610000","0"
"43645000","0"
"43680000","0"
"43715000","0"
"43750000","0"
"43785000","0"
"43820000","0"
"43855000","0.00475"
"43890000","0.0025"
"43925000","0.00625"
"43960000","0.0065"
"43995000","0.008150000000000001"
"44030000","0.0095"
"44065000","0.0064"
"44100000","0.00775"
"44135000","0.0065"
"44170000","0.004900000000000001"
"44205000","0.00555"
"44240000","0.003"
"44275000","0.00475"
"44310000","0.0055"
"44345000","0.006"
"44380000","0.00625"
