"Step","mixdecay2n4_only2decay_seed2 - 4cover_rate"
"269640","0.6492"
"539280","0.6520999999999999"
"808920","0.6463"
"1078560","0.6615"
"1348200","0.6596000000000001"
"1617840","0.6728999999999998"
"1887480","0.6698"
"2157120","0.6415"
"2426760","0.6416999999999999"
"2696400","0.6486000000000001"
"2957040","0.6441"
"3217680","0.6430999999999999"
"3478320","0.6527"
"3738960","0.6627000000000001"
"3999600","0.6555"
"4260240","0.6456000000000001"
"4520880","0.6789"
"4781520","0.6576000000000001"
"5042160","0.6738999999999999"
"5302800","0.6517999999999999"
"5554800","0.6698"
"5806800","0.6647000000000001"
"6058800","0.6534"
"6310800","0.6359"
"6562800","0.6554"
"6814800","0.63"
"7066800","0.6372000000000001"
"7318800","0.6355"
"7570800","0.6479000000000001"
"7822800","0.6489000000000001"
"8065800","0.663"
"8308800","0.6417"
"8551800","0.6244"
"8794800","0.6491999999999999"
"9037800","0.6339"
"9280800","0.6525"
"9523800","0.6387"
"9766800","0.645"
"10009800","0.6505"
"10252800","0.6342000000000001"
"10486800","0.6339"
"10720800","0.6339"
"10954800","0.6320999999999999"
"11188800","0.6548999999999999"
"11422800","0.6372000000000001"
"11656800","0.6465"
"11890800","0.6446000000000001"
"12124800","0.6631"
"12358800","0.6567000000000001"
"12592800","0.6457"
"12818160","0.6574"
"13043520","0.6593"
"13268880","0.6509000000000001"
"13494240","0.6678999999999999"
"13719600","0.6634000000000001"
"13944960","0.6815"
"14170320","0.6695"
"14395680","0.6595"
"14621040","0.6537999999999999"
"14846400","0.6606000000000001"
"15062400","0.6781"
"15278400","0.6837000000000001"
"15494400","0.6644000000000001"
"15710400","0.6752999999999999"
"15926400","0.6670999999999999"
"16142400","0.7007000000000001"
"16358400","0.6692"
"16574400","0.6782999999999999"
"16790400","0.6676"
"17006400","0.6862999999999999"
"17213400","0.6793"
"17420400","0.6708999999999999"
"17627400","0.6785999999999999"
"17834400","0.6698"
"18041400","0.6799"
"18248400","0.6622"
"18455400","0.6698"
"18662400","0.6762"
"18869400","0.6733"
"19076400","0.6897000000000001"
"19274040","0.6587999999999999"
"19471680","0.6885999999999999"
"19669320","0.6771"
"19866960","0.6705"
"20064600","0.692"
"20262240","0.6707000000000001"
"20459880","0.67"
"20657520","0.6547999999999999"
"20855160","0.6722"
"21052800","0.6796"
"21242160","0.6872999999999999"
"21431520","0.6988"
"21620880","0.6805"
"21810240","0.6842"
"21999600","0.6799000000000001"
"22188960","0.6798"
"22378320","0.6717"
"22567680","0.6827000000000001"
"22757040","0.6586000000000001"
"22946400","0.6784"
"23126400","0.6791000000000001"
"23306400","0.6598999999999999"
"23486400","0.6712"
"23666400","0.668"
"23846400","0.6892999999999999"
"24026400","0.6810999999999999"
"24206400","0.6655"
"24386400","0.6704000000000001"
"24566400","0.6769"
"24746400","0.6621999999999999"
"24926400","0.6454"
"25106400","0.6713"
"25286400","0.6877"
"25466400","0.6611"
"25646400","0.6697000000000001"
"25826400","0.6695"
"26006400","0.6859000000000001"
"26186400","0.6708"
"26366400","0.6805"
"26546400","0.6835"
"26726400","0.6747000000000001"
"26906400","0.6834"
"27086400","0.683"
"27266400","0.6747000000000001"
"27446400","0.6517000000000001"
"27626400","0.6490999999999999"
"27806400","0.6597000000000001"
"27986400","0.651"
"28166400","0.6733"
"28346400","0.6432"
"28526400","0.6567999999999999"
"28706400","0.65"
"28886400","0.6550999999999999"
"29066400","0.6551"
"29246400","0.65"
"29426400","0.6347"
"29606400","0.667"
"29786400","0.667"
"29966400","0.6651"
"30146400","0.67"
"30326400","0.6476000000000001"
"30506400","0.6665"
"30686400","0.6724"
"30866400","0.6667000000000001"
"31046400","0.6594"
"31226400","0.6771"
"31406400","0.6572"
"31586400","0.6557999999999999"
"31766400","0.6683"
"31946400","0.6740999999999999"
"32126400","0.6473"
"32306400","0.6612"
"32486400","0.6728999999999999"
"32666400","0.6785999999999999"
"32846400","0.6761"
"33026400","0.6635"
"33206400","0.6783999999999999"
"33386400","0.6666"
"33566400","0.6858"
"33746400","0.6726"
"33926400","0.6996"
"34106400","0.6776"
"34286400","0.6814"
"34466400","0.6790999999999999"
"34646400","0.6961999999999999"
"34826400","0.6798000000000001"
"35006400","0.6742999999999999"
"35186400","0.6909"
"35366400","0.675"
"35546400","0.6656"
"35726400","0.6415"
"35906400","0.6652"
"36086400","0.6769"
"36266400","0.6849000000000001"
"36446400","0.6640999999999999"
"36626400","0.6613"
"36806400","0.6818"
"36986400","0.6699"
"37166400","0.662"
"37346400","0.6648"
"37526400","0.6762999999999999"
"37706400","0.6682"
"37886400","0.6802999999999999"
"38066400","0.6819"
"38246400","0.6734"
"38426400","0.6804000000000001"
"38606400","0.68"
"38786400","0.7019"
"38966400","0.6932999999999999"
"39146400","0.6816"
"39326400","0.6901"
"39506400","0.7084"
"39686400","0.7031000000000001"
"39866400","0.6991"
"40046400","0.6822"
"40226400","0.695"
"40406400","0.6982999999999999"
"40586400","0.6962"
"40766400","0.7084"
"40946400","0.6934000000000001"
"41126400","0.7248"
"41306400","0.7253999999999999"
"41486400","0.7256"
"41666400","0.7168"
"41846400","0.7178"
"42026400","0.7288"
"42206400","0.7202000000000001"
"42386400","0.7107"
"42566400","0.7219"
