"Step","mix_sp_train4eval8_seed3 - 8cover_rate"
"105000","0"
"210000","0.0005"
"315000","0"
"420000","0.00385"
"525000","0.01075"
"630000","0.012299999999999998"
"735000","0.01635"
"840000","0.0265"
"945000","0.02705"
"1050000","0.03315"
"1155000","0.0967"
"1260000","0.1487"
"1365000","0.14525"
"1470000","0.23375"
"1575000","0.26630000000000004"
"1680000","0.2924"
"1785000","0.28159999999999996"
"1890000","0.291"
"1995000","0.29085"
"2100000","0.26495"
"2205000","0.2468"
"2310000","0.25375"
"2415000","0.25165"
"2520000","0.26255"
"2625000","0.2944"
"2730000","0.28614999999999996"
"2835000","0.29479999999999995"
"2940000","0.31385"
"3045000","0.32639999999999997"
"3150000","0.3236"
"3255000","0.32175"
"3360000","0.33955"
"3465000","0.32735000000000003"
"3570000","0.33525"
"3675000","0.34914999999999996"
"3780000","0.3881"
"3885000","0.38065"
"3990000","0.38175"
"4095000","0.3863"
"4200000","0.3904"
"4305000","0.38825"
"4410000","0.41295"
"4515000","0.40185"
"4620000","0.405"
"4725000","0.4212"
"4830000","0.4155"
"4935000","0.40725"
"5040000","0.4077"
"5145000","0.4239"
"5250000","0.4187"
"5355000","0.4201"
"5460000","0.4164"
"5565000","0.4367"
"5670000","0.44685"
"5775000","0.4509"
"5880000","0.46670000000000006"
"5985000","0.46720000000000006"
"6090000","0.4567000000000001"
"6195000","0.4621"
"6300000","0.4815"
"6405000","0.4915"
"6510000","0.48165"
"6615000","0.4846"
"6720000","0.4919"
"6825000","0.4981"
"6930000","0.499"
"7035000","0.50225"
"7140000","0.5099999999999999"
"7245000","0.50485"
"7350000","0.51285"
"7455000","0.5229"
"7560000","0.50905"
"7665000","0.51495"
"7770000","0.52665"
"7875000","0.5303"
"7980000","0.513"
"8085000","0.5375999999999999"
"8190000","0.53415"
"8295000","0.54385"
"8400000","0.547"
"8505000","0.55395"
"8610000","0.5692999999999999"
"8715000","0.5513500000000001"
"8820000","0.5667"
"8925000","0.5623"
"9030000","0.5815499999999999"
"9135000","0.5768499999999999"
"9240000","0.57835"
"9345000","0.5524"
"9450000","0.5582"
"9555000","0.56345"
"9660000","0.5639"
"9765000","0.5746500000000001"
"9870000","0.56475"
"9975000","0.57875"
"10080000","0.5779000000000001"
"10185000","0.5819500000000001"
"10290000","0.5781"
"10395000","0.5986500000000001"
"10500000","0.6029000000000001"
"10605000","0.61245"
"10710000","0.6039500000000001"
"10815000","0.6005499999999999"
"10920000","0.6032"
"11025000","0.59815"
"11130000","0.6031500000000001"
"11235000","0.5948499999999999"
"11340000","0.6144"
"11445000","0.60045"
"11550000","0.6105999999999999"
"11655000","0.60205"
"11760000","0.6158"
"11865000","0.62825"
"11970000","0.63235"
"12075000","0.62785"
"12180000","0.6330999999999999"
"12285000","0.6561"
"12390000","0.6684500000000001"
"12495000","0.6530999999999999"
"12600000","0.6463"
"12705000","0.6413000000000001"
"12810000","0.6554500000000001"
"12915000","0.6529"
"13020000","0.6754"
"13125000","0.6712"
"13230000","0.6678"
"13335000","0.6683"
"13440000","0.6700499999999999"
"13545000","0.6878"
"13650000","0.6778"
"13755000","0.66925"
"13860000","0.6847"
"13965000","0.68185"
"14070000","0.6828"
"14175000","0.7071"
"14280000","0.7069500000000001"
"14385000","0.69885"
"14490000","0.70795"
"14595000","0.71965"
"14700000","0.7006999999999999"
"14805000","0.69625"
"14910000","0.7156"
"15015000","0.7162"
"15120000","0.718"
"15225000","0.7248499999999999"
"15330000","0.70835"
