"Step","mix_sp_train4eval8_seed3 - 8cover_rate"
"15435000","0.73165"
"15540000","0.73675"
"15645000","0.74925"
"15750000","0.7373"
"15855000","0.7265499999999999"
"15960000","0.75095"
"16065000","0.74605"
"16170000","0.75405"
"16275000","0.76945"
"16380000","0.72415"
"16485000","0.73875"
"16590000","0.7598499999999999"
"16695000","0.759"
"16800000","0.77335"
"16905000","0.7437"
"17010000","0.7664500000000001"
"17115000","0.7563"
"17220000","0.76015"
"17325000","0.76695"
"17430000","0.7650999999999999"
"17535000","0.7660999999999999"
"17640000","0.7633499999999999"
"17745000","0.7801"
"17850000","0.7814500000000001"
"17955000","0.778"
"18060000","0.7787"
"18165000","0.7803"
"18270000","0.7773499999999999"
"18375000","0.7719"
"18480000","0.7698499999999999"
"18585000","0.7760499999999999"
"18690000","0.79555"
"18795000","0.79155"
"18900000","0.78625"
"19005000","0.80045"
"19110000","0.8022"
"19215000","0.8030499999999999"
"19320000","0.8054"
"19425000","0.7924500000000001"
"19530000","0.8054000000000001"
"19635000","0.80225"
"19740000","0.8046500000000001"
"19845000","0.80095"
"19950000","0.8175"
"20055000","0.8286999999999999"
"20160000","0.81065"
"20265000","0.818"
"20370000","0.8124499999999999"
"20475000","0.8054000000000001"
"20580000","0.8226"
"20685000","0.8258499999999999"
"20790000","0.8256"
"20895000","0.8171999999999999"
"21000000","0.8199500000000001"
"21105000","0.8165999999999999"
"21210000","0.82735"
"21315000","0.8343999999999998"
"21420000","0.841"
"21525000","0.8288"
"21630000","0.8419500000000001"
"21735000","0.83665"
"21850500","0.8409"
"21987000","0.8245"
"22123500","0.81205"
"22260000","0.79925"
"22396500","0.80445"
"22533000","0.801"
"22669500","0.7953"
"22806000","0.8128"
"22942500","0.8071499999999999"
"23079000","0.7767999999999999"
"23215500","0.76515"
"23352000","0.7633"
"23488500","0.7660999999999999"
"23625000","0.7720499999999999"
"23761500","0.7860999999999999"
"23898000","0.7606999999999999"
"24034500","0.7677999999999999"
"24171000","0.7704"
"24307500","0.7772"
"24444000","0.7827999999999999"
"24580500","0.79635"
"24717000","0.79475"
"24853500","0.7941499999999999"
"24990000","0.7806000000000001"
"25126500","0.7893"
"25263000","0.7816"
"25399500","0.78615"
"25536000","0.7877000000000001"
"25672500","0.79545"
"25809000","0.79565"
"25945500","0.78645"
"26082000","0.7863"
"26218500","0.79855"
"26355000","0.78975"
"26491500","0.7965"
"26628000","0.79475"
"26764500","0.7918"
"26901000","0.79015"
"27037500","0.8020999999999999"
