"Step","mix2n4_mix_decay_pb_mixdecayfre30_seed3 - 4cover_rate"
"57257640","0.6434000000000001"
"57455280","0.6089"
"57652920","0.5972999999999999"
"57850560","0.6012000000000001"
"58048200","0.6074"
"58245840","0.6029000000000001"
"58443480","0.6273"
"58641120","0.6121"
"58838760","0.6380999999999999"
"59036400","0.6335"
"59252400","0.6152000000000001"
"59468400","0.627"
"59684400","0.6253"
"59900400","0.616"
"60116400","0.6270999999999999"
"60332400","0.6185"
"60548400","0.6362000000000001"
"60764400","0.6203"
"60980400","0.6417999999999999"
"61196400","0.6410999999999999"
"61430760","0.6479000000000001"
"61665120","0.6631"
"61899480","0.6608"
"62133840","0.6619"
"62368200","0.6584"
"62602560","0.6688"
"62836920","0.6636"
"63071280","0.6487999999999999"
"63305640","0.6610999999999999"
"63540000","0.6791"
"63792000","0.689"
"64044000","0.6678999999999999"
"64296000","0.6909"
"64548000","0.6717000000000001"
"64800000","0.6795"
"65052000","0.6766"
"65304000","0.687"
"65556000","0.6947000000000001"
"65808000","0.6854000000000001"
"66060000","0.6929000000000001"
"66329640","0.6942999999999999"
"66599280","0.6942"
"66868920","0.6878"
"67138560","0.6927000000000001"
"67408200","0.6954000000000001"
"67677840","0.6961"
"67947480","0.6918000000000001"
"68217120","0.6888"
"68486760","0.7066"
"68756400","0.6956"
"69044400","0.6878"
"69332400","0.701"
"69620400","0.6915"
"69908400","0.6984000000000001"
"70196400","0.6970999999999999"
"70484400","0.7045"
"70772400","0.715"
"71060400","0.6937000000000001"
"71348400","0.6967000000000001"
"71636400","0.6957000000000001"
"71942400","0.7116"
"72248400","0.7303999999999999"
"72554400","0.7105999999999999"
"72860400","0.7005999999999999"
"73166400","0.7141000000000001"
"73472400","0.7114"
"73778400","0.7086"
"74084400","0.7158"
"74390400","0.7101000000000001"
"74696400","0.7148"
"75020400","0.7189"
"75344400","0.704"
"75668400","0.7085"
"75992400","0.7127"
"76316400","0.7303"
"76640400","0.7209000000000001"
"76964400","0.7145"
"77288400","0.7338"
"77612400","0.7211000000000001"
"77936400","0.7006"
"78278040","0.7273"
"78619680","0.74"
"78961320","0.715"
"79302960","0.7328"
"79644600","0.7263"
"79986240","0.7239"
"80327880","0.7237"
"80669520","0.7342000000000001"
"81011160","0.7261"
"81352800","0.7193999999999999"
"81712800","0.7282000000000001"
"82072800","0.7362000000000001"
"82432800","0.7158"
"82792800","0.7369000000000001"
"83152800","0.738"
"83512800","0.749"
"83872800","0.7552000000000001"
"84232800","0.7585999999999999"
"84592800","0.7465999999999999"
"84952800","0.7429000000000001"
"85312800","0.7313999999999999"
"85672800","0.7367"
"86032800","0.7462000000000001"
"86392800","0.7582000000000001"
"86752800","0.7607"
"87112800","0.7480999999999999"
"87472800","0.7644"
"87832800","0.7454000000000001"
"88192800","0.7619"
"88552800","0.7591"
"88894440","0.7467"
"89236080","0.7496999999999999"
"89577720","0.7712"
"89919360","0.7682"
"90261000","0.7695"
"90602640","0.7755"
"90944280","0.7682"
"91285920","0.7636000000000001"
"91627560","0.768"
"91969200","0.7704"
"92293200","0.7632000000000001"
"92617200","0.7847999999999999"
"92941200","0.7793"
"93265200","0.7669"
"93589200","0.7683"
"93913200","0.7707999999999999"
"94237200","0.7803"
"94561200","0.7797000000000001"
"94885200","0.7717999999999999"
"95209200","0.766"
"95515560","0.7935"
"95821920","0.7945999999999999"
"96128280","0.7894000000000001"
"96434640","0.7835"
"96741000","0.7948999999999999"
"97047360","0.778"
"97353720","0.7902"
"97660080","0.7736000000000001"
"97966440","0.7908"
"98272800","0.7777999999999999"
"98560800","0.7682"
"98848800","0.7758"
"99136800","0.7694"
"99424800","0.7859"
"99712800","0.7888"
"100000800","0.7954"
"100288800","0.8012"
"100576800","0.7904"
"100864800","0.7987"
"101152800","0.8062"
"101423160","0.8034"
"101693520","0.7932"
"101963880","0.7846"
"102234240","0.7953"
"102504600","0.7983"
"102774960","0.7958"
"103045320","0.8045"
"103315680","0.8002"
"103586040","0.8058"
"103856400","0.8181"
"104108400","0.8124000000000001"
"104360400","0.8119"
"104612400","0.8104"
"104864400","0.8261"
"105116400","0.8152999999999999"
"105368400","0.8092999999999999"
"105620400","0.8112999999999999"
"105872400","0.8084"
"106124400","0.82"
"106376400","0.8201"
"106610760","0.8004000000000001"
"106845120","0.8005"
"107079480","0.8132999999999999"
"107313840","0.8129000000000001"
"107548200","0.8181"
"107782560","0.8022"
"108016920","0.8169000000000001"
"108251280","0.817"
"108485640","0.817"
"108720000","0.8108"
"108936000","0.8112999999999999"
"109152000","0.8262"
"109368000","0.8247000000000001"
"109584000","0.8148"
"109800000","0.8125"
"110016000","0.8261000000000001"
"110232000","0.798"
"110448000","0.7945"
"110664000","0.7805"
"110880000","0.794"
"111078360","0.7745"
"111276720","0.7977000000000001"
"111475080","0.7863"
"111673440","0.7955999999999999"
"111871800","0.7857"
"112070160","0.7828999999999999"
"112268520","0.7895"
"112466880","0.7923"
"112665240","0.7753"
"112863600","0.7824000000000001"
